ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000911282-19-000002	31-DEC-2018	PHOENIX TRANSFER INC                                    /TA	None	N	SEC	Not applicable		7468	86175	86175	1888	0	0			Not Applicable			0	0	192
0001393905-19-000098	31-DEC-2018	Empire Stock Transfer Inc.	None	N	SEC	Not applicable		1727	342	45516	0	414	0			Yes			0	0	0
0001062993-19-001473	31-DEC-2018	AST Investor Services Inc. (Canada)	Some	Y	SEC	Not applicable		116210	1434967	622652	248887	373765	0			Yes			0	0	936
0000838141-19-000002	31-DEC-2018	Hancock Whitney Bank/TA	None	N	FDIC	Yes, filed amendment(s)		3961	35922	35922	30237	0	0			Yes			108161	0	0
0000820169-19-000005	31-DEC-2018	SECURITIES TRANSFER CORP /TA	None	N	SEC	Yes, filed amendment(s)		1857	206304	744	265	479	0			Yes			0	0	0
0001573302-19-000001	31-DEC-2018	TSX TRUST Co	Some	Y	SEC	Yes, filed amendment(s)		20363	123989	123989	740	5351	0			Yes			0	0	0
0001199835-19-000010	31-DEC-2018	Sedona Equity Registrar & Transfer, Inc	Some	N	SEC	No, failed to file amendment(s)	I filed, but it was late.	8	2409	2409	0	1	0			Yes			0	0	0
0001434234-19-000001	31-DEC-2018	GLOBEX TRANSFER, LLC	Some	N	SEC	Not applicable		1418	29650	29650	0	0	0			Yes			0	0	0
0001410382-19-000002	31-DEC-2018	RCH Shareholder Services, LLC	None	Y	SEC	Not applicable		246317	178394	178394	178394	0	0			Yes			153421	0	540
0000005076-19-000002	31-DEC-2018	AMERICAN FUNDS SERVICE Co	None	N	SEC	Not applicable		322923	21518659	21518659	21448697	0	0			Not Applicable			204853087	538378	1442
0001718015-19-000002	31-DEC-2018	Odyssey Trust Co	Some	N	SEC	Yes, filed amendment(s)		4503	30974	30974	0	10429	0			Yes			0	0	0
0000734846-19-000001	31-DEC-2018	AMEREN SERVICES Co	None	N	SEC	Not applicable		3933	47320	39986	33309	6677	0			Yes			0	0	638
0001145893-19-000002	31-DEC-2018	U S BANK NA	None	Y	OCC	Not applicable		3807	400881	400881	0	0	0			No	1	1	0	0	211
0000071138-19-000001	31-DEC-2018	NEVADA AGENCY & TRANSFER CO /TA	None	Y	SEC	Yes, filed amendment(s)		1795	23812	23812	0	1469	0			Yes			0	0	190
0001022116-19-000002	31-DEC-2018	U S BANK TRUST NATIONAL ASSOCIATION	All	N	OCC	Not applicable															
0001000952-19-000001	31-DEC-2018	CONDUENT SECURITIES SERVICES INC /TA	None	N	SEC	Yes, filed amendment(s)		1792	57488	57488	0	0	0			Not Applicable			0	0	0
0001720655-19-000001	31-DEC-2018	StartEngine Secure LLC	None	N	SEC	Yes, filed amendment(s)		7	35282	0	0	0	0			Yes			0	0	0
0001145892-19-000003	31-DEC-2018	COMPUTERSHARE TRUST CO NA /TA	All	Y	OCC	Not applicable															
0000350797-19-000018	31-DEC-2018	EATON VANCE MANAGEMENT EVM	None	Y	SEC	Not applicable		0	0	268107	268107	0									0
0001085284-19-000001	31-DEC-2018	WICHITA NATIONAL LIFE INSURANCE CO / /TA	None	N	SEC	Not applicable		14	461	461	0	0	0			Yes			0	0	0
0000950123-19-002922	31-DEC-2018	USAA TRANSFER AGENCY CO /TA/	Some	N	SEC	Not applicable		52811	2057037	2057037	2024745	0	0			Not Applicable			7301536	7127	240
0001145722-19-000003	31-DEC-2018	BANK OZK /TA	None	N	FDIC	Yes, filed amendment(s)		118	1488	1488	0	0	0			Yes			0	0	31
0000734751-19-000002	31-DEC-2018	DUKE ENERGY CORP                                        /TA	None	N	SEC	Not applicable		9730	149145	187505	129080	58425	0			Yes			0	0	1426
0001227021-19-000004	31-DEC-2018	BROWN BROTHERS HARRIMAN & CO	None	N	SEC	Yes, filed amendment(s)		553	14614	14614	2025	1763	0			Yes			8661	421	0
0001144204-19-016813	31-DEC-2018	BCC LP INC /TA	Some	N	SEC	No, failed to file amendment(s)	An amended Form TA-1 was recently filed, but it was passed the reporting deadline.	491	55573	55573	0	0	0			Not Applicable			0	0	0
0001397265-19-000002	31-DEC-2018	BancFirst	None	N	FDIC	Not applicable		63	3077	3077	0	1	0			Not Applicable			0	0	0
0001145697-19-000001	31-DEC-2018	FULTON BANK, NATIONAL ASSOCIATION	None	N	OCC	Not applicable		823	17239	17239	6081	581	0			Yes			0	0	19
0001140361-19-005910	31-DEC-2018	CAMPBELL & CO LP /TA	None	N	SEC	Yes, filed amendment(s)		209	7283	7283	0	0	0			Yes			0	0	0
0001145722-19-000002	31-DEC-2018	BANK OZK /TA	None	N	FDIC	Yes, filed amendment(s)		118	1488	1488	0	0	0			Not Applicable			0	0	31
0001424912-19-000002	31-DEC-2018	se2, LLC/TA	None	Y	SEC	Yes, filed amendment(s)		79835	837003	0	0	0	0			Not Applicable			0	0	107
0000914717-19-000002	31-DEC-2018	FENIMORE ASSET MANAGEMENT TRUST /TA	None	N	SEC	Not applicable		0	0	21489	1447	0									12
0000838135-19-000003	31-DEC-2018	BRANCH BANKING & TRUST CO /TA	None	N	FDIC	Not applicable		0	0	999	411	0				Not Applicable					0
0000354912-19-000002	31-DEC-2018	VALIC RETIREMENT SERVICES CO	None	N	SEC	Not applicable		900	2238	2238	0	0	0			Yes			358668	0	0
0000019617-19-000057	31-DEC-2018	JP Morgan Chase Bank NA	Some	N	OCC	Yes, filed amendment(s)		1657	43685	43685	0	0	0			Not Applicable			17503	0	0
0001144204-19-016611	31-DEC-2018	VStock Transfer, LLC	None	Y	SEC	Not applicable		7296	111581	111581	0	15447	0			No	1	1	0	0	0
0000275143-19-000001	31-DEC-2018	DST ASSET MANAGER SOLUTIONS, INC./TA	Some	Y	SEC	Yes, filed amendment(s)		312741	10172302	11636975	9830006	0	0			Yes			87515944	99469	2518
0000842657-19-000002	31-DEC-2018	DWS Service Co	All	N	SEC	Yes, filed amendment(s)															
0000798947-19-000003	31-DEC-2018	STANDARD REGISTRAR & TRANSFER CO INC /TA	None	N	SEC	Not applicable		1364	28595	28595	0	55	0			Yes			0	0	0
0000733598-19-000002	31-DEC-2018	ALLIANCEBERNSTEIN INVESTOR SERVICES INC /TA	None	N	SEC	Yes, filed amendment(s)		16990	557296	557296	518226	406499	0			Yes			3863081	62560	62
0001410578-19-000160	31-DEC-2018	Alight Solutions LLC	None	Y	SEC	Not applicable		0	0	12130680	0	0				Not Applicable					0
0001413398-19-000002	31-DEC-2018	Morgan Stanley Services Co Inc.	None	N	SEC	Yes, filed amendment(s)		0	1873	1873	1873	0	0			Not Applicable			80744	0	0
0000746972-19-000001	31-DEC-2018	OTR INC /TA	None	N	SEC	Not applicable		3113	19605	19605	3214	1289	0			Yes			0	0	0
0000950123-19-002899	31-DEC-2018	DUPREE & CO INC /TA	None	N	SEC	Not applicable		0	8303	6449	5598	1352	0			Yes			14648	26	0
0000839287-19-000001	31-DEC-2018	STATE STREET BANK & TRUST CO                            /TA	Some	Y	BGFRS	Yes, filed amendment(s)		2041	242721	242721	5421	2	0			Not Applicable			1674767	4184	3
0001118414-19-000001	31-DEC-2018	SHENANDOAH TELECOMMUNICATIONS CO /VA/                   /TA	None	N	SEC	Not applicable		766	4429	4429	1392	3988	0			Yes			0	0	0
0001447135-19-000001	31-DEC-2018	PLATINUM Stock Transfer Inc	None	N	SEC	Not applicable		73	2236	2236	0	0	0			Yes			0	0	0
0001398344-19-005715	31-DEC-2018	S&Z Fund Services LLC	None	N	SEC	Not applicable		0	0	0	0	0				Yes			0	0	0
0001535872-19-000001	31-DEC-2018	Philadelphia Stock Transfer, Inc	Some	N	SEC	Yes, filed amendment(s)		1770	12224	12224	100	1995	0			Yes			0	0	0
0001654954-19-003512	31-DEC-2018	MANHATTAN TRANSFER REGISTRAR CO /TA	Some	N	SEC	Yes, filed amendment(s)		710	12559	9	0	9	0			Yes			0	0	0
0000854922-19-000002	31-DEC-2018	BANK OF NEW YORK MELLON /TA	Some	Y	BGFRS	Yes, filed amendment(s)		2834	328648	328648	13683	0	0			Yes			0	0	2557
0000838966-19-000001	31-DEC-2018	HUNTINGTON NATIONAL BANK/OH/ /TA	None	Y	OCC	Not applicable		111	33073	33073	0	0	0			Yes			0	0	0
0000735286-19-000002	31-DEC-2018	VANGUARD GROUP INC	None	Y	SEC	Yes, filed amendment(s)		1906984	22006170	22006170	20091838	0	0			Not Applicable			82312658	483283	1981
0000950123-19-002894	31-DEC-2017	WELLS FARGO BANK NA /TA	Some	Y	OCC	Yes, filed amendment(s)		342429	12217501	12217501	2531045	2464881	0			Yes			0	0	291952
0000019617-19-000056	31-DEC-2018	JP Morgan AG / TA	All	N	OCC	Yes, filed amendment(s)															
0000854890-19-000002	31-DEC-2018	BOSTON TRUST & INVESTMENT MANAGEMENT CO / TA	Some	N	FDIC	Not applicable		0	31	31	0	0	0			Not Applicable			859	0	0
0000870156-19-000012	31-DEC-2018	MILES CAPITAL, INC.	None	N	SEC	Not applicable		0	574	574	0	0	0			Not Applicable			0	0	0
0000950123-19-002881	31-DEC-2018	Strategic Transfer Agent Services, LLC	Some	N	SEC	Not applicable		233	23559	23559	8543	0	0			Not Applicable			0	0	0
0001144204-19-016362	31-DEC-2018	INTERNATIONAL BANK OF COMMERCE                          /TA	None	N	FDIC	Not applicable		380	1932	0	0	1	0			Yes			0	0	0
0001493152-19-004047	31-DEC-2018	BULLFINCH FUND INC /NY/ TA	None	N	SEC	Not applicable		0	138	138	138	0	0			Not Applicable			295	0	0
0001073944-19-000003	31-DEC-2018	UMB FUND SERVICES INC	None	Y	SEC	Yes, filed amendment(s)		173383	435965	435965	82231	276437	0			Yes			1512447	116618	43
0001493152-19-004032	31-DEC-2018	Equity Stock Transfer, LLC	None	Y	SEC	Not applicable		1041	11356	11356	0	861	0			Yes			0	0	0
0001398344-19-005684	31-DEC-2018	ULTIMUS FUND SOLUTIONS LLC                              /TA	None	Y	SEC	Not applicable		0	342487	344781	291616	0	0			Not Applicable			1236620	2257	4
0001020337-19-000002	31-DEC-2018	PRINCIPAL SHAREHOLDER SERVICES, INC.	Some	N	SEC	Yes, filed amendment(s)		2437	766203	766203	756893	0	0			Yes			1586757	11520	160
0001398344-19-005679	31-DEC-2018	Ultimus Asset Services, LLC	All	N	SEC	Not applicable															
0000950123-19-002870	31-DEC-2018	Columbia Management Investment Services Corp. /TA	Some	Y	SEC	Yes, filed amendment(s)		174347	650381	650381	338449	0	0			Not Applicable			5254145	129319	23
0000769188-19-000002	31-DEC-2018	MFS SERVICE CENTER, INC.	Some	N	SEC	No, failed to file amendment(s)	Replacement of corporate treasurer on April 17, 2018 was not reflected until the September 28, 2018 amendment due to administrative oversight.	19194	1079858	1079858	1014339	0	0			Not Applicable			11486628	370301	263
0000810417-19-000001	31-DEC-2018	EDWARD D JONES & CO LP /TA	None	N	SEC	Not applicable		0	4703459	4703459	0	0	0			Yes			129709730	38957	91
0000950123-19-002867	31-DEC-2018	APACHE CORP /TA	Some	N	SEC	Not applicable		31	919	919	0	0									0
0001178677-19-000002	31-DEC-2018	BNY MELLON TRUST CO. OF ILLINOIS	All	N	BGFRS	Not applicable															
0000950123-19-002865	31-DEC-2018	WELLS FARGO BANK NA /TA	Some	Y	OCC	Yes, filed amendment(s)		28153	52026	52026	0	0	0			Yes			0	0	50
0000818238-19-000001	31-DEC-2018	COMMONWEALTH FUND SERVICES INC /TA	None	N	SEC	Not applicable		2432	10195	10195	8871	10168	0			Yes			39701	30	0
0001448300-19-000006	31-DEC-2018	Putnam Investor Services, Inc.	None	N	SEC	Yes, filed amendment(s)		32747	1305806	1305806	1281731	8886	0			Yes			5854423	31095	1095
0001771882-19-000002	31-DEC-2018	Sumitomo Mitsui Trust Bank (U.S.A.) Ltd. /FDIC	None	N	FDIC	Not applicable		0	49	49	0	0	0			Yes			0	0	0
0001506388-19-000003	31-DEC-2018	American Family Life Assurance Co of Columbus	None	Y	SEC	Not applicable		10028	0	0	0	0	0			Yes			0	0	0
0000817712-19-000010	31-DEC-2018	THRIVENT FINANCIAL INVESTOR SERVICES INC /TA	Some	N	SEC	Yes, filed amendment(s)		27630	0	757213	751121	0	0			Yes			116066	0	0
0001388002-19-000002	31-DEC-2018	HSBC Bank USA, National Association	None	N	OCC	Not applicable		17898	6383	6383	0	1607	0			Yes			0	0	29
0000854729-19-000002	31-DEC-2018	UMB BANK NA	None	Y	OCC	Not applicable		126	32628	32628	0	0	0			Yes			0	0	1
0001734055-19-000001	31-DEC-2018	Silicon Prairie Registrar & Transfer LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000795029-19-000005	31-DEC-2018	AFLAC INC /GA/ /TA	Some	N	SEC	Not applicable		10028	85822	85822	82582	29	0			Yes			0	0	82
0000771845-19-000005	31-DEC-2018	GEORGE RISK INDUSTRIES INC /TA	None	N	SEC	Not applicable		18	1149	0	0	0	0			Yes			0	0	0
0001545615-19-000001	31-DEC-2018	Hawaiian Electric Industries, Inc.	Some	N	BGFRS	Not applicable		702	6174	25691	22659	740	0			Yes			0	0	23
0000857128-19-000002	31-DEC-2018	FIRST GUARANTY BANK /TA	Some	N	FDIC	Not applicable		221	1496	1496	117	1	0			Yes			0	0	152
0001459537-19-000002	31-DEC-2018	First, N.A.	All	N	OCC	Not applicable															
0001144204-19-016002	31-DEC-2018	NYLIM SERVICE CO LLC /TA	Some	N	SEC	Not applicable		14126	0	0	0	0	0			Yes			162000	24292	0
0000066756-19-000039	31-DEC-2018	ALLETE INC                         /TA	Some	N	SEC	Not applicable		0	21870	21870	20544	4218	0			Not Applicable			0	0	0
0000838041-19-000001	31-DEC-2018	HOMETOWN BANK NA /TA	None	N	OCC	Not applicable		53	564	564	0	0									1
0000896852-19-000012	31-DEC-2018	INVESCO CANADA LTD. (FORMERLY INVESCO TRIMARK LTD.)	None	Y	SEC	Yes, filed amendment(s)		12788	0	0	0	0	0			Yes			825226	666	0
0000794265-19-000002	31-DEC-2018	AMERICAN CENTURY SERVICES LLC /TA	Some	N	SEC	Not applicable		26133	1071952	1071952	1055397	0	0			Not Applicable			7118821	75827	57
0000950123-19-002836	31-DEC-2018	PEOPLES BANK SB	None	N	FDIC	Not applicable		225	423	10	0	0	0			Not Applicable			0	0	0
0001410578-19-000150	31-DEC-2018	DEARBORN CAPITAL MANAGEMENT LLC	None	N	SEC	Not applicable		149	3282	3282	0	0	0			Yes			0	0	0
0001511164-19-000039	31-DEC-2018	ISLAND CAPITAL MANAGEMENT LLC	None	Y	SEC	Yes, filed amendment(s)		5173	195558	130559	7	30212	0			Yes			0	0	0
0001174540-19-000005	31-DEC-2018	Conduent HR Services, LLC	None	Y	SEC	No, failed to file amendment(s)	Awaiting senior management direction with respect to a new CCO	0	0	0	0	0	0			Not Applicable			0	0	0
0000878029-19-000002	31-DEC-2018	MILLBURN RIDGEFIELD CORP /CT/                           /TA	None	N	SEC	Not applicable		112	4439	4439	0	4439	0			Not Applicable			1385	0	0
0001144204-19-015878	31-DEC-2018	MADISON STOCK TRANSFER INC /TA	Some	N	SEC	Not applicable		811	21641	21641	0	709	0			Yes			0	0	0
0000869442-19-000004	31-DEC-2018	JOHN HANCOCK SIGNATURE SERVICES INC /TA	Some	N	SEC	Not applicable		9740	411555	411555	375741	0	0			Yes			4363106	1692122	84
0001022437-19-000002	31-DEC-2018	DEUTSCHE BANK AG	All	N	BGFRS	Not applicable															
0000839266-19-000001	31-DEC-2018	ALERUS FINANCIAL NA /TA	None	N	OCC	Not applicable		0	0	0	0	0	0			Yes			0	0	0
0001736356-19-000002	31-DEC-2018	Starion Bond Services /TA/	None	N	FDIC	Not applicable		0	1	0	0	0	0			Not Applicable			0	0	0
0000950123-19-002811	31-DEC-2018	Wells Fargo Trust Company, N.A.	All	N	OCC	Yes, filed amendment(s)															
0000950123-19-002807	31-DEC-2018	Wells Fargo EGS (India) Private Ltd	None	Y	OCC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001568437-19-000003	31-DEC-2018	ESHARES INC DBA Carta INC	None	N	SEC	Yes, filed amendment(s)		5087	544917	544917	0	0	0			Not Applicable			0	0	0
0000839196-19-000001	31-DEC-2018	ZIONS FIRST NATIONAL BANK                               /TA	None	N	OCC	Not applicable		18283	86413	86413	1897	15535	0			Yes			0	0	2
0000868275-19-000001	31-DEC-2018	SATURNA CAPITAL CORP /WA/ /TA	None	N	SEC	Yes, filed amendment(s)		0	18291	18291	18291	0	0			Not Applicable			79657	60	7
0001049169-19-000004	31-DEC-2018	ALPS FUND SERVICES, INC.	None	N	SEC	Yes, filed amendment(s)		6171	328084	328084	293851	446101	0			Yes			1815592	332062	46
0000920493-19-000002	31-DEC-2018	LEE FINANCIAL RECORDKEEPING INC /HI/ /TA	Some	N	SEC	Not applicable		0	1647	0	0	0	0			Yes			0	0	1
0000950123-19-002804	31-DEC-2018	WELLS FARGO DELAWARE TRUST COMPANY, N.A.	All	N	OCC	Yes, filed amendment(s)															
0000950123-19-002802	31-DEC-2018	PRUDENTIAL MUTUAL FUND SERVICES LLC /TA	Some	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									207
0001371431-19-000006	31-DEC-2018	Bank of New York Mellon Trust Co. NA	All	Y	OCC	Not applicable															
0001603694-19-000003	31-DEC-2018	Ohio Valley Bank Co / TA	Some	N	BGFRS	Not applicable		220	2133	2133	1750	204	0			Yes			0	0	0
0000922838-19-000002	31-DEC-2018	WEB401KCOM INC	None	N	SEC	Not applicable		0	0	6078	0	0	0			Not Applicable			46456	0	0
0000276398-19-000003	31-DEC-2018	SHAREHOLDER SERVICES INC /CO/                           /TA	None	Y	SEC	Yes, filed amendment(s)		655728	2341904	2341904	2341860	2341904	0			Yes			13863917	88285	907
0001558234-19-000002	31-DEC-2018	OFI Global Asset Management, Inc.	All	N	SEC	Yes, filed amendment(s)															
0000899635-19-000004	31-DEC-2018	INTEGRITY FUND SERVICES INC /TA	None	N	SEC	Not applicable		65126	281185	22145	19224	22145	0			Yes			46279	154	0
0000024179-19-000002	31-DEC-2018	CONTINENTAL STOCK TRANSFER & TRUST CO /TA	None	Y	SEC	Not applicable		84961	1492186	1492186	19367	66857	0			Yes			0	0	1743
0001145888-19-000002	31-DEC-2018	FIRST NORTHERN COMMUNITY BANCORP /TA	None	N	BGFRS	Not applicable		142	1326	1326	0	0	0			Not Applicable			0	0	1
0000882734-19-000002	31-DEC-2018	OLDE MONMOUTH STOCK TRANSFER CO INC /TA	None	N	SEC	Not applicable		1722	114000	114000	0	12	0			Yes			0	0	0
0000005732-19-000001	31-DEC-2018	AMERICAN REGISTRAR & TRANSFER CO	Some	N	SEC	Not applicable		839	29039	29039	0	0	0			Yes			0	0	0
0001144204-19-015555	31-DEC-2018	JOHNSON FINANCIAL INC /TA	None	N	SEC	Not applicable		672	3785	8798	8591	8798	0			Yes			34833	52	0
0000897101-19-000261	31-DEC-2018	Equiniti Trust Co	Some	Y	SEC	Yes, filed amendment(s)		268903	12057372	12057372	1861567	1607805	0			Yes			0	0	296472
0000913181-19-000001	31-DEC-2018	MUFG Investor Services (US) LLC	None	Y	SEC	Yes, filed amendment(s)		2715	134090	134090	133782	0	0			Not Applicable			2590206	12017	129
0001253179-19-000009	31-DEC-2018	GEMINI FUND SERVICES, LLC	Some	N	SEC	Yes, filed amendment(s)		158565	932191	932191	815379	932191	0			Yes			3632735	31460	31
0000350819-19-000002	31-DEC-2018	GEMISYS TRANSFER AGENTS /TA	None	N	SEC	Yes, filed amendment(s)		333	5366	5366	0	0	0			Not Applicable			0	0	0
0001003297-19-000031	31-DEC-2018	SECURITY LAND & DEVELOPMENT CORP /TA	None	N	SEC	Not applicable		6	351	351	0	1									0
0001144204-19-015344	31-DEC-2018	PACIFIC GLOBAL INVESTOR SERVICES INC                    /TA	None	N	SEC	Not applicable		241	2339	2339	2217	0	0			Yes			3225	11	0
0001526156-19-000001	31-DEC-2018	Isabella Bank Corp	None	N	BGFRS	Not applicable		3450	3083	3083	2484	0	0			Yes			0	0	0
0001418054-19-000004	31-DEC-2018	Russell Investments Fund Services, LLC	Some	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001460584-19-000001	31-DEC-2018	Bangor Savings Bank /TA	None	N	FDIC	No, failed to file amendment(s)	The Bank's address of record was changed in mid-2018.  An amended filing of TA-1 was sent to the FDIC via Fedex on March 18, 2019.	20	1	1	0	1									0
0000896852-19-000006	31-DEC-2018	INVESCO INVESTMENT SERVICES INC	Some	N	SEC	Yes, filed amendment(s)		340609	1251733	1251733	1231482	0	0			Yes			9103072	57013	573
0001451316-19-000004	31-DEC-2018	Franklin Templeton Investment Services GmbH	None	Y	SEC	Yes, filed amendment(s)		101	39647	39647	0	0	0			Yes			59884	1048	0
0001432532-19-000004	31-DEC-2018	Franklin Templeton Investments Poland sp. z.o.o.	None	Y	SEC	Yes, filed amendment(s)		37688	0	0	0	0	0			Yes			178989	21876	0
0001432531-19-000008	31-DEC-2018	Franklin Templeton International Services (India) Private LTD	None	Y	SEC	Not applicable		41650	0	0	0	0	0			Yes			389098	22064	0
0000353291-19-000004	31-DEC-2018	FRANKLIN TEMPLETON INVESTOR SERVICES LLC /TA	Some	N	SEC	Not applicable		583885	2361627	2361627	0	0	0			Yes			14691823	1069261	390
0000840464-19-000001	31-DEC-2018	CITIBANK NA /TA	Some	N	OCC	Not applicable		320	18280	18280	0	1	0			Yes			593	0	84
0001470814-19-000002	31-DEC-2018	Great Lakes Fund Solutions, Inc	None	N	SEC	Not applicable		216	9700	9700	697	0	0			Not Applicable			0	0	0
0001078782-19-000234	31-DEC-2018	ACTION STOCK TRANSFER CORP	None	N	SEC	Not applicable		9586	136524	136524	0	11	0			Yes			0	0	0
0001567619-19-007290	31-DEC-2018	BROADRIDGE CORPORATE ISSUER SOLUTIONS, INC.	None	Y	SEC	Not applicable		80241	1713071	1713071	512156	356359	0			Yes			0	0	30977
0001567137-19-000001	31-DEC-2018	Commerce Bank	Some	N	BGFRS	Not applicable		5	258	258	0	0	0			Yes			0	0	0
0001562770-19-000003	31-DEC-2018	Virtus Fund Services, LLC	Some	N	SEC	Not applicable		0	117086	117086	0	0	0			Yes			5427	0	0
0001288763-19-000002	31-DEC-2018	Computershare Investor Services Inc	Some	Y	SEC	Yes, filed amendment(s)		124196	609365	634827	1797	27417	0			Yes			0	0	0
0001288763-19-000001	31-DEC-2018	Computershare Trust Co of Canada	Some	Y	SEC	Yes, filed amendment(s)		0	1055377	1086670	78251	112849	0			Yes			0	0	0
0000950123-19-002723	31-DEC-2018	STATE FARM INVESTMENT MANAGEMENT CORP                   /TA	Some	N	SEC	Not applicable		0	36	0	0	0									0
0000027048-19-000001	31-DEC-2018	DST SYSTEMS INC                                         /TA	Some	Y	SEC	Yes, filed amendment(s)		344804	4550688	4550688	2456404	66604	0			Not Applicable			19188703	135460	668
0000735190-19-000001	31-DEC-2018	MONARCH CEMENT CO /TA	None	N	SEC	Not applicable		45	294	294	0	0									0
0000734700-19-000001	31-DEC-2018	GOLDMAN SACHS & CO. LLC /TA	Some	N	SEC	Not applicable		350	158848	158848	145031	0	0			Yes			1337955	651	66
0000874230-19-000002	31-DEC-2018	PUBLIX SUPER MARKETS INC /TA	None	N	SEC	Not applicable		21339	124828	124828	0	0	0			Yes			0	0	472
0001380486-19-000002	31-DEC-2018	TD AMERITRADE Clearing, Inc.	None	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001709660-19-000003	31-DEC-2018	GLAS Trust Co LLC	Some	N	SEC	No, failed to file amendment(s)	Registrant was unaware of the requirement to file an amendment due to its address change, but was made aware during its recent audit by the SEC. Procedures have been put in place to avoid the error in the future.	162	129	129	0	0	0			Yes			0	0	0
0000783027-19-000004	31-DEC-2018	CORPORATE STOCK TRANSFER INC                            /TA	None	N	SEC	Not applicable		8518	252586	252586	0	35	0			Yes			0	6333	5
0001458661-19-000002	31-DEC-2018	Wilmington Trust Co	None	Y	BGFRS	Not applicable		5202	44632	44632	0	0	0			Yes			0	0	4
0001604325-19-000003	31-DEC-2018	Wilmington Trust, National Association/TA	All	N	OCC	Not applicable															
0001604325-19-000002	31-DEC-2018	MANUFACTURERS & TRADERS TRUST CO	All	N	BGFRS	Not applicable															
0001465533-19-000002	31-DEC-2018	Delaware Trust Co	None	N	SEC	No, failed to file amendment(s)	Section 9 of the TA-1/A we filed on June 20, 2017 was incorrect.  This was noticed and corrected on March 7, 2019.	2	70	70	0	0	0			Yes			0	0	0
0001139578-19-000008	31-DEC-2018	HARBOR SERVICES GROUP INC /TA	None	N	SEC	Yes, filed amendment(s)		3003	77999	77999	57846	0	0			Yes			823742	56	15
