ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000950123-24-003006	31-DEC-2023	Columbia Management Investment Services Corp. /TA	Some	Y	SEC	Not applicable		171163	560939	560939	256038	0	0			Not Applicable			4560876	106360	51
0000950123-24-003001	31-DEC-2023	TRI-CONTINENTAL CORP /TA	All	N	SEC	Not applicable															
0001812230-24-000002	31-DEC-2023	Ankura Trust Company, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001771186-24-000002	31-DEC-2023	1transfer, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000353291-24-000002	31-DEC-2023	FRANKLIN TEMPLETON INVESTOR SERVICES LLC /TA	Some	N	SEC	Yes, filed amendment(s)		10	1830277	1830277	0	0	0			Yes			4803	4	0
0000899635-24-000002	31-DEC-2023	INTEGRITY FUND SERVICES LLC	None	N	SEC	Not applicable		9572	310424	15015	12599	15015	0			Yes			36666	56	0
0001145697-24-000002	31-DEC-2023	Regions Bank	None	N	BGFRS	Not applicable		41	44511	44511	0	0	0			Yes			0	0	0
0001493152-24-011441	31-DEC-2023	BULLFINCH FUND INC /NY/ TA	None	N	SEC	Not applicable		0	124	124	124	0	0			Not Applicable			339	0	0
0000872657-24-000003	31-DEC-2023	PRICE ROWE T SERVICES INC                               /TA	None	N	SEC	Not applicable		106354	3851544	3851544	3796285	0	0			Yes			17754379	26647	703
0001145697-24-000001	31-DEC-2023	FULTON BANK, NATIONAL ASSOCIATION	None	N	OCC	Not applicable		690	15063	15063	5352	1473	0			Yes			0	0	20
0000735286-24-000008	31-DEC-2023	VANGUARD GROUP INC	None	Y	SEC	Yes, filed amendment(s)		3599428	27293689	21650977	19148952	0	0			Not Applicable			75996269	183880	1608
0001062993-24-007175	31-DEC-2023	OLYMPIA TRUST CO                                        /TA	Some	Y	SEC	Yes, filed amendment(s)		4872	86785	86785	2417	3619	0			Yes			0	0	0
0001104659-24-039414	31-DEC-2023	Alight Solutions LLC	None	Y	SEC	Not applicable		0	0	25730818	0	0				Not Applicable					0
0001971768-24-000002	31-DEC-2023	U.S. Bank Trust Company, National Association	None	Y	OCC	Yes, filed amendment(s)		1630	343604	372181	0	0	0			Yes			0	0	3690
0001971768-24-000004	31-DEC-2023	U S BANK TRUST NATIONAL ASSOCIATION	All	N	OCC	Not applicable															
0000735190-24-000001	31-DEC-2023	MONARCH CEMENT CO /TA	None	N	SEC	Not applicable		121	307	307	0	0									0
0001783498-24-000001	31-DEC-2023	Endeavor Trust Corp	None	N	SEC	Not applicable		10931	42806	42806	0	696	0			Yes			15577	1659	0
0001971768-24-000003	31-DEC-2023	U S BANK NA	All	N	OCC	Yes, filed amendment(s)															
0000868275-24-000005	31-DEC-2023	SATURNA CAPITAL CORP /WA/ /TA	None	N	SEC	Not applicable		0	44027	44027	44027	0	0			Not Applicable			225188	86	1
0001667174-24-000002	31-DEC-2023	National Securities Administrators Ltd	None	N	SEC	Not applicable		940	10192	10192	0	1381	0			Yes			1336	141	0
0001090027-24-000004	31-DEC-2023	PLANMEMBER SERVICES CORP /TA	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001202048-24-000004	31-DEC-2023	VALIC RETIREMENT SERVICES CO	None	N	SEC	Yes, filed amendment(s)		0	1862	1862	0	0	0			Yes			275924	14	0
0000882734-24-000005	31-DEC-2023	OLDE MONMOUTH STOCK TRANSFER CO INC /TA	None	Y	SEC	No, failed to file amendment(s)	Oversight.  Did not report relationship end date for control person that did not have ownership.	1199	54126	54126	0	147	0			Yes			0	0	0
0001146032-24-000002	31-DEC-2023	BANCO POPULAR DE PUERTO RICO/TA	None	N	BGFRS	Not applicable		1046	7611	7611	5392	540	0			Yes			0	0	220
0000854922-24-000003	31-DEC-2023	BANK OF NEW YORK MELLON /TA	Some	Y	BGFRS	Yes, filed amendment(s)		893	279578	279578	7794	0	0			Yes			0	0	1452
0000071138-24-000004	31-DEC-2023	NEVADA AGENCY & TRANSFER CO /TA	None	N	SEC	Yes, filed amendment(s)		1376	36479	36479	0	8557	0			Yes			0	0	0
0000838981-24-000001	31-DEC-2023	Northern Trust Co	Some	N	BGFRS	Not applicable		61434	448849	448849	339584	0	0			Not Applicable			2239923	1257	160
0001853933-24-000002	31-DEC-2023	RSE Transfer Agent LLC	None	N	SEC	Yes, filed amendment(s)		0	410	410	0	0	0			Not Applicable			0	0	0
0001020337-24-000001	31-DEC-2023	PRINCIPAL SHAREHOLDER SERVICES, INC.	Some	N	SEC	No, failed to file amendment(s)	For Question 8 of the TA-1, PSS updated the Additional Persons on 12/12/2023 to remove Kamal Bhatia as Director and add Kenneth McCullum as Director. The changes occurred more than 60 days prior to the amended TA-1 filing, resulting in a late filing.	3059	670288	670288	662373	0	0			Yes			1566975	4534	107
0001253179-24-000005	31-DEC-2023	ULTIMUS FUND SOLUTIONS LLC                              /TA	Some	Y	SEC	Yes, filed amendment(s)		837109	1402429	1402429	1174769	0	0			Yes			6689613	15496	5
0001253179-24-000004	31-DEC-2023	Ultimus Asset Services, LLC	All	N	SEC	Not applicable															
0001253179-24-000003	31-DEC-2023	GEMINI FUND SERVICES, LLC	None	N	SEC	Not applicable		68532	185338	185338	165167	0	0			Yes			1173084	2236	5
0000855870-24-000001	31-DEC-2023	BOKF, NA	Some	N	OCC	Not applicable		6	63579	63579	0	0	0			Yes			0	0	0
0001146230-24-000005	31-DEC-2023	Computershare Delaware Trust Co	All	Y	BGFRS	Yes, filed amendment(s)															
0001146230-24-000004	31-DEC-2023	COMPUTERSHARE TRUST CO NA /TA	All	Y	OCC	Yes, filed amendment(s)															
0001854394-24-000001	31-DEC-2023	FirstBank Puerto Rico/TA/Trust Department	None	N	FDIC	Not applicable		20	13	13	0	0	0			Not Applicable			0	0	0
0000922838-24-000002	31-DEC-2023	WEB401KCOM INC	None	N	SEC	Not applicable		0	0	2752	0	0	0			Yes			48534	0	0
0001458682-24-000001	31-DEC-2023	ClearTrust, LLC	None	Y	SEC	Yes, filed amendment(s)		2934	102247	102247	102	7846	0			Yes			0	0	0
0000275143-24-000001	31-DEC-2023	DST ASSET MANAGER SOLUTIONS, INC./TA	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000795029-24-000002	31-DEC-2023	AFLAC INC /GA/ /TA	All	N	SEC	Yes, filed amendment(s)															
0000838927-24-000002	31-DEC-2023	BANK OF AMERICA N.A.	All	N	OCC	Not applicable															
0001104659-24-038776	31-DEC-2023	VStock Transfer, LLC	None	N	SEC	Not applicable		12376	137410	137410	0	35744	0			Yes			0	0	0
0000810704-24-000002	31-DEC-2023	PRIMERICA SHAREHOLDER SERVICES, INC.	Some	Y	SEC	No, failed to file amendment(s)	Due to a clerical oversight, amendments made to the TA-1/A: Independent, Non-Issuer Registration Information were not made timely.	0	0	0	0	0	0			Not Applicable			0	0	0
0001104659-24-038408	31-DEC-2023	MADISON STOCK TRANSFER INC /TA	Some	N	SEC	Yes, filed amendment(s)		789	23695	2369	0	1109	0			Yes			0	0	0
0001413398-24-000004	31-DEC-2023	Morgan Stanley Services Co Inc.	None	N	SEC	Not applicable		0	0	2498	2498	0	0			Yes			9360	0	0
0000940394-24-000334	31-DEC-2023	EATON VANCE MANAGEMENT EVM	None	N	SEC	Not applicable		0	0	211087	211087	0	0			Yes			7670	0	0
0000734700-24-000002	31-DEC-2023	GOLDMAN SACHS & CO. LLC /TA	Some	N	SEC	Yes, filed amendment(s)		439	128688	128688	115039	0	0			Yes			1627556	24	48
0000838041-24-000002	31-DEC-2023	HOMETOWN BANK NA /TA	None	N	OCC	Not applicable		83	569	569	0	0				Yes					0
0000857128-24-000001	31-DEC-2023	FIRST GUARANTY BANK /TA	Some	N	FDIC	Not applicable		86	1651	1655	143	1	0			Yes			0	0	180
0001140361-24-014956	31-DEC-2023	Vertalo, Inc. /TA/	None	N	SEC	Not applicable		423	83044	83044	0	0	0			Not Applicable			0	0	0
0001452780-24-000001	31-DEC-2023	SS&C FinTech Services India Private Ltd	None	Y	SEC	Yes, filed amendment(s)		140272	0	0	0	0	0			Not Applicable			1269297	14847	0
0001771881-24-000001	31-DEC-2023	Hickory Point Bank & Trust /FDIC	None	N	FDIC	Not applicable		1082	9834	9834	2520	1651	0			Yes			0	0	84
0000733598-24-000002	31-DEC-2023	ALLIANCEBERNSTEIN INVESTOR SERVICES INC /TA	None	N	SEC	Yes, filed amendment(s)		3071	432320	432320	395109	319221	0			Yes			3305818	46480	70
0000920888-24-000002	31-DEC-2023	ANDESA SERVICES, INC. /TA	None	N	SEC	Yes, filed amendment(s)		0	0	154420	0	154420	0			Not Applicable			4214185	12	0
0001460584-24-000001	31-DEC-2023	Bangor Savings Bank /TA	None	N	FDIC	Not applicable		4	1	1	0	1									0
0000839196-24-000002	31-DEC-2023	ZIONS BANCORPORATION, N.A./TA	None	N	OCC	Not applicable		836	67472	67472	1581	6240	0			Yes			0	0	121
0000842657-24-000010	31-DEC-2023	DWS Service Co	All	N	SEC	Yes, filed amendment(s)															
0001118414-24-000001	31-DEC-2023	SHENANDOAH TELECOMMUNICATIONS CO /VA/                   /TA	None	N	SEC	Not applicable		502	4498	4498	986	3798	0			Yes			0	0	0
0000950123-24-002974	31-DEC-2023	NYLIM SERVICE CO LLC /TA	Some	N	SEC	Not applicable		15234	0	0	0	0	0			Yes			137096	15729	0
0000024179-24-000001	31-DEC-2023	CONTINENTAL STOCK TRANSFER & TRUST CO /TA	None	Y	SEC	Not applicable		68546	2169147	2169147	13970	217754	0			Yes			0	0	2257
0000927395-24-000002	31-DEC-2023	WNC & ASSOCIATES INC /TA	None	N	SEC	Not applicable		0	0	0	0	0	0			Yes			0	0	0
0000027048-24-000001	31-DEC-2023	SS&C GIDS, Inc.	Some	Y	SEC	Yes, filed amendment(s)		200739	8732123	7814799	6407933	32335	0			Yes			78480680	80347	2132
0000817712-24-000006	31-DEC-2023	THRIVENT FINANCIAL INVESTOR SERVICES INC /TA	Some	N	SEC	Yes, filed amendment(s)		38199	0	917317	904068	0	0			Yes			133401	0	0
0000810417-24-000004	31-DEC-2023	EDWARD D JONES & CO LP /TA	None	N	SEC	No, failed to file amendment(s)	Registrant filed a Form TA-1 amendment on January 6, 2023 that inadvertently omitted a disciplinary action that was previously included in a prior TA-1 amendment.  Upon learning of the omission in April, Registrant amended Form TA-1 on April 27, 2023.	0	6088573	6088573	0	0	0			Yes			183322756	35129	81
0000913181-24-000002	31-DEC-2023	MUFG Investor Services (US) LLC	None	N	SEC	Yes, filed amendment(s)		1936	38179	38179	37990	0	0			Not Applicable			2186278	2160	85
0001104659-24-037129	31-DEC-2023	DEARBORN CAPITAL MANAGEMENT LLC	None	N	SEC	Not applicable		74	1386	1386	0	0	0			Yes			0	0	0
0001949682-24-000001	31-DEC-2023	Oasis Pro TA LLC /TA/	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000071138-24-000003	31-DEC-2022	NEVADA AGENCY & TRANSFER CO /TA	Some	Y	SEC	Yes, filed amendment(s)		2004	29993	29993	0	8107	0			Yes			0	0	0
0001170078-24-000001	31-DEC-2023	JANUS HENDERSON SERVICES US LLC	Some	N	SEC	Yes, filed amendment(s)		32592	1161983	1161983	1140975	0	0			Not Applicable			4265317	21126	276
0000950123-24-002940	31-DEC-2023	FREEDOM FUNDS MANAGEMENT CO                             /TA	None	N	SEC	Not applicable		360	14551	10961	9765	0	0			Yes			12008	15	0
0001139578-24-000002	31-DEC-2023	HARBOR SERVICES GROUP INC /TA	None	N	SEC	Not applicable		1447	41004	41004	38145	0	0			Yes			724999	662	6
0001492746-24-000001	31-DEC-2023	NAV Consulting, Inc.	None	N	SEC	Not applicable		3434	105326	95190	2345	0	0			Not Applicable			0	0	0
0001898031-24-000003	31-DEC-2023	Paralel Technologies LLC	None	N	SEC	Yes, filed amendment(s)		2131	5885	5885	5064	0	0			Yes			67727	165	0
0001000952-24-000001	31-DEC-2023	CONDUENT SECURITIES SERVICES INC /TA	None	N	SEC	Not applicable		1430	52553	52553	0	0	0			Yes			0	0	0
0001794142-24-000002	31-DEC-2023	INX Transfer Agent, LLC	None	N	SEC	Not applicable		5701	9848	9848	0	0	0			Yes			0	0	0
0001104659-24-036094	31-DEC-2023	INTERNATIONAL BANK OF COMMERCE /TA	None	N	FDIC	Not applicable		170	1785	0	0	1	0			Yes			0	0	0
0000842517-24-000056	31-DEC-2023	Isabella Bank Corp	None	N	BGFRS	Not applicable		2492	2674	2674	2112	0	0			Yes			0	0	2
0001288777-24-000004	31-DEC-2023	Computershare Trust Co of Canada	Some	Y	SEC	Yes, filed amendment(s)		0	1631306	1667338	67061	187169	0			Yes			0	0	0
0001288763-24-000004	31-DEC-2023	Computershare Investor Services Inc	Some	Y	SEC	Yes, filed amendment(s)		89397	1239925	1297157	1551	47713	0			Yes			0	0	0
0000939057-24-000077	31-DEC-2023	Security Federal Corp/TA	None	N	BGFRS	Not applicable		27	285	285	0	285	0			No	1	0			0
0001999670-24-000001	31-DEC-2023	Vex Registry, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Yes			0	0	0
0001021742-24-000002	31-DEC-2023	PEOPLES BANK /MS/	None	N	FDIC	Not applicable		67	3671	3671	466	68	0			Yes			0	0	0
0000840464-24-000003	31-DEC-2023	CITIBANK NA /TA	Some	N	OCC	Not applicable		218	31275	31275	4166	0	0			Yes			18598	254	84
0000869442-24-000002	31-DEC-2023	JOHN HANCOCK SIGNATURE SERVICES INC /TA	Some	N	SEC	Yes, filed amendment(s)		6630	320524	320524	315197	0	0			Yes			3368375	813526	96
0001901691-24-000001	31-DEC-2023	Alpha Ledger TA, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001145695-24-000002	31-DEC-2023	Wells Fargo Trust Company, N.A.	All	N	OCC	Not applicable															
0001145695-24-000001	31-DEC-2023	WELLS FARGO DELAWARE TRUST COMPANY, N.A.	All	N	OCC	Not applicable															
0000831495-24-000002	31-DEC-2023	Delaware Investments Fund Services Co	All	N	SEC	Not applicable															
0000025728-24-000002	31-DEC-2023	WELLS FARGO BANK NA /TA	All	N	OCC	Not applicable															
0000831495-24-000001	31-DEC-2023	DELAWARE SERVICE CO INC /PA/ /TA	All	N	SEC	Not applicable															
0000874230-24-000002	31-DEC-2023	PUBLIX SUPER MARKETS INC /TA	None	N	SEC	Not applicable		26153	164848	164848	0	0	0			Yes			0	0	247
0001474589-24-000002	31-DEC-2023	Diamond Hill Capital Management, Inc. TA	All	N	SEC	Not applicable															
0001073944-24-000005	31-DEC-2023	UMB FUND SERVICES INC	None	Y	SEC	Not applicable		265555	670151	670151	119369	410906	0			Yes			2816761	21662	87
0000734713-24-000003	31-DEC-2023	GRAYBAR ELECTRIC CO INC TA /TA	All	N	SEC	Not applicable															
0000894189-24-001724	31-DEC-2023	US BANCORP FUND SERVICES LLC /TA/	None	Y	OCC	Not applicable		31751	2241040	2241040	1831288	0	0			Not Applicable			13406119	348948	317
0000950123-24-002888	31-DEC-2023	DUPREE & CO INC /TA	None	N	SEC	Not applicable		0	6142	4797	4336	930	0			Yes			10211	12	0
0001855413-24-000004	31-DEC-2023	LODAS Transfer, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001903596-24-000117	31-DEC-2023	Capital Transfer Agency, Ulc	None	N	SEC	Not applicable		1937	28063	28063	0	958	0			Yes			0	0	0
