ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0001277690-12-000012	enjoinedInvestmentRelatedActivity	2	Canadian Imperial Bank of Commerce, ('CIBC')	Not available	22-DEC-2003	U.S. Securities and Exchange Commission ('SEC')	On December 22, 2003 the SEC filed a Complaint with the US District Court for the Southern District of Texas alleging that CIBC aided and abetted violations of the federal securities laws related to certain structured finance transactions between CIBC and the Enron Corporation including Enron's manipulation of its reported financial results through a series of financial transactions that were improperly reported by Enron as asset sales; that CIBC knew or was reckless in not knowing that loans were structured as asset sales for accounting and financial reporting purposes and therefore CIBC knowingly and substantially assisted Enron to file with the SEC false and misleading reports and failed to make and keep accurate books, records and accounts. Without admitting or denying any wrongdoing CIBC consented to the entry of a Final Judgment permanently enjoining CIBC from violation of Section 10(b) of the Exchange Act and Rule l0b-5 there under, Section 13(a) of the Exchange Act and Rules 12b-20, 13a-1 and 13a-13 there under, Section 13(b)(2) of the Exchange Act, Rule 13b2-1, and Section 13(b)(5) of the Exchange Act. This Final Judgment was also filed on December 22, 2003. On the same day CIBC deposited with the Court $80,000,000 in disgorgement, interest and a civil penalty. In addition to these sanctions CIBC also agreed that it will not seek any benefit from any offset or reduction of any investor's claim, and that it shall not seek reimbursement or indemnification, nor any tax deduction or credit for any of the amount paid. The SEC has agreed to not institute any proceedings against CIBC, its subsidiaries or affiliates pursuant to Sections 15(b), 15B, 15C, or 19(h) of the Exchange Act.	Final judgment as outlined in (v) above
0001277690-12-000012	falseStatementOrOmission	1	One or more control affiliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001277690-12-000012	foreignAgency	1	CIBC World Markets (Japan) Inc. (CIBC Japan)	Not available	14-MAR-2001	Financial Services Agency, Japan ('FSA')	On March 14, 2001, the FSA entered an order against CIBC Japan suspending the business of its Financial Products Department from March 26, 2001 to March 30, 2001, suspending its business of acting as an intermediary in derivatives transactions and sale of monetary claims from March 26, 2001 to March 30, 2001, and requiring a submission of a Remedial Action Plan for implementation of a stronger internal control/compliance system, as a result of the FSA's findings that CIBC Japan violated the Japanese Securities and Exchange Law by conducting a Financial Products and Derivatives business for which it was not licensed and permitting the conduct of related sales activities by unregistered securities representatives.	Order entered as specified in (v) above.
0001277690-12-000012	foreignAgency	2	Canadian Imperial Bank of Commerce, Tokyo Branch	Not available	13-APR-2001	Financial Services Agency, Japan (FSA)	In an action related to the first item listed above under 10(f), on April 13, 2001, the FSA entered an order against the CIBC Branch suspending all business of the Equities Derivatives Department from April 23, 2001 to April 27, 2001 and requiring submission of a Remedial Action Plan to the FSA, as a result of the FSA's findings that the CIBC Branch violated the Japanese Banking Law and the Securities and Exchange Law by: (i) structuring/executing a Single Stock Option Linked Swap, (ii) structuring/executing a Nikkei Stock Index Linked Swap, (iii) structuring/executing inappropriate transactions which could be used for the intentional manipulation of accounting by customers, (iv) improperly handling conflict of interest/ information management due to the commingled business operations of CIBC Japan, the CIBC Branch and a service company in Japan, (v) poorly managing market, liquidity, operational and system risk, and (vi) insufficiently following up on observations made by CIBC's Internal Audit Department.	FSA entered order as specified in (v) above.
0001277690-12-000012	fsrFoundOrderAgainstApplicant	1	One or more control affiliates - see attached file for Question 10 Data	See attached file for Question 10 Data	11-FEB-2008	See attached file for Question 10 Data	See attached file for Question 10 Data	See attached file for Question 10 Data
0001277690-12-000012	fsrRegistrationDeniedOrSuspended	1	One or more control affiliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001277690-12-000012	fsrViolationOfInvestmentRelatedRegulation	1	One or more control affliliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001277690-12-000012	fsrViolationOfInvestmentRelatedRegulation	2	The Bank of New York Mellon	None - never reached the courts	08-NOV-2005	U.S. Attorney for EDNY and SDNY	The Bank of New York Mellon (formerly, The Bank of New York, the 'Bank'), an affiliate of the registrant, entered into a non-prosecution agreement with the U.S. Attorneys offices for the Eastern and Southern Districts of New York ('EDNY' and 'SDNY'). The respective EDNY and SDNY investigations related to actions by Bank employees that facilitated a fraudulent scheme conducted by RW Professional Leasing Services Corp., a former customer of one of the Bank's Long Island branch offices, and certain funds transfer activities to and from Russia from 1996 to 1999. Among other things, the non-prosecution agreement outlines a series of measures, many of which already are completed and others that are well underway, to enhance the Bank's procedures for monitoring and reporting suspicious activity. The Bank has agreed to pay restitution and forfeiture totalling $38 million, all of which has been previously reserved. The agreement, which has a term of three years, provides for the Bank to retain an independent examiner to review the enhanced procedures and report to the government on a periodic basis.	See 10 (d)(2)(v) above
0001277690-12-000012	fsrViolationOfInvestmentRelatedRegulation	3	The Bank of New York Mellon (BNYM)	Docket No. 12-018-CMP-SMB	12-JAN-2010	Board of Governors of the Federal Reserve System (BGFRS)	On 9/22/08, BNYM borrowed from the Boston Federal Reserve Bank under the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (AMLF). It was alleged that due to a failure in its internal processes at the time, a portion of the ABCP collateral pledged by BNYM was ineligible under the terms of the AMLF. As a result, BNYM received more in the AMLF loans proceeds that it otherwise would have been advanced based upon the eligible ABCP collateral pledged.	The BGFRS and BNYM have mutually agreed to enter into a combined order to Cease & Desist and Order of Assessment of a Civil Monetary Penalty of $6,000,000.
0001277690-12-000012	registrationDeniedOrSuspended	1	One or more control affliliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001277690-12-000012	registrationDeniedOrSuspended	2	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12526	09-JAN-2007	U.S. Securities and Exchange Commission	See 10 (c) (2) (vi) above	See 10 (c) (2) (vi) above
0001277690-12-000012	registrationDeniedOrSuspended	3	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12269	24-APR-2006	U.S. Securities and Exchange Commission	See 10 (c) (2) (vi) above	See 10 (c) (2) (vi) above
0001277690-12-000012	sraFalseStatementOrOmission	1	One or more control affiliates-see attached file for Question 10 Data	See attached file for Question 10 Data	14-APR-2009	See attached file for Question 10 Data	See attached file for Question 10 Data	See attached file for Question 10 Data
0001277690-12-000012	sraViolationOfRules	1	One or more control affiliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001277690-12-000012	subjectOfProceedings	1	The Bank of New York Mellon (BNYM)	11-06969	02-FEB-2012	U.S. District Court, Southern District of New York	The lawsuit alleges that BNYM improperly charged and reported prices for standing instruction Foreign Exchange (FX) transactions executed in connection with custody services provided by BNYM.	Pending
0001277690-12-000012	subjectOfProceedings	2	The Bank of New York Mellon Corporation (BNY Mellon)	Administrative Complaint	26-OCT-2011	Massachusetts Securities Division	The Massachusetts Securities Division filed an administrative complaint against BNY Mellon. The complaint alleges that BNY Mellon improperly charged and reported prices for standing instruction foreign exchange (FX) transactions executed in connection with custody services provided by BNY Mellon. The registrant is not a defendant to this action.	Pending
0001277690-12-000012	subjectOfProceedings	3	The Bank of New York Mellon Corporation (BNY Mellon)	Administrative Complaint	10-APR-2011	Attorney General of the State of New York	The New York Attorney General filed an administrative complaint against BNY Mellon. The complaint supersedes a qui tam complaint filed by a private relator. The complaint alleges that BNY Mellon improperly charged and reported prices for standing instruction foreign exchange (FX) transactions executed in connection with custody services provided by BNY Mellon.	Pending
0001277690-12-000012	violationOfInvestmentRelatedRegulation	1	Canadian Imperial Bank of Commerce, ('CIBC')	Not available	22-DEC-2003	U.S. Securities and Exchange Commission ('SEC')	On December 22, 2003 the SEC filed a Complaint with the US District Court for the Southern District of Texas alleging that CIBC aided and abetted violations of the federal securities laws related to certain structured finance transactions between CIBC and the Enron Corporation including Enron's manipulation of its reported financial results through a series of financial transactions that were improperly reported by Enron as asset sales; that CIBC knew or was reckless in not knowing that loans were structured as asset sales for accounting and financial reporting purposes and therefore CIBC knowingly and substantially assisted Enron to file with the SEC false and misleading reports and failed to make and keep accurate books, records and accounts. Without admitting or denying any wrongdoing CIBC consented to the entry of a Final Judgment permanently enjoining CIBC from violation of Section 10(b) of the Exchange Act and Rule l0b-5 there under, Section 13(a) of the Exchange Act and Rules 12b-20, 13a-1 and 13a-13 there under, Section 13(b)(2) of the Exchange Act, Rule 13b2-1, and Section 13(b)(5) of the Exchange Act. This Final Judgment was also filed on December 22, 2003. On the same day CIBC deposited with the Court $80,000,000 in disgorgement, interest and a civil penalty. In addition to these sanctions CIBC also agreed that it will not seek any benefit from any offset or reduction of any investor's claim, and that it shall not seek reimbursement or indemnification, nor any tax deduction or credit for any of the amount paid. The SEC has agreed to not institute any proceedings against CIBC, its subsidiaries or affiliates pursuant to Sections 15(b), 15B, 15C, or 19(h) of the Exchange Act.	Final judgment as outlined in (v) above
0001277690-12-000012	violationOfRegulations	1	CIBC Mellon Trust Company	U.S. Securities and Exchange Commission v. CIBC Mellon Trust Company	14-JAN-2005	see item 10(b)(1) above	see item 10(b)(1) above	see item 10(b)(1) above
0001277690-12-000012	violationOfRegulations	2	CIBC World Markets Corp and Canadian Imperial Holdings Inc.	In the Matter of Canadian Imperial Holding Inc. and CIBC World Markets Corp.	20-JUL-2005	SEC and the Attorney General for the State of New York	On July 20, 2005 Canadian Imperial Bank of Commerce ('CIBC') and The United States Securities and Exchange Commission (the 'SEC') announced a joint settlement (the 'Settlement') of certain of CIBC's U.S. subsidiaries with the SEC and the Attorney General for the State of New York ('NYAG') of proceedings in relation to the activities of the subsidiaries in respect of certain alleged mutual fund market timing practices. The CIBC subsidiaries to which the Settlement relates are CIBC World Markets Corp. ('World Markets'), Canadian Imperial Holdings Inc. ('CIHI'), CIBC Bank and Trust (Cayman) Limited, Rudy Capital USA LLC and Hudson River Investments LLC (the 'Other Parties'). On July 20, 2005, the SEC issued an Order Instituting Administrative and Cease-and-Desist Proceeding, Making Findings, and Imposing Remedial Sanctions and a Cease-and-Desist Order Pursuant to Section 8A of the Securities Act of 1933 (the 'Securities Act'), Sections 15(b) and 21C of the Securities Exchange Act of 1934 ('Exchange Act'), Section 203(e) of the Investment Advisers Act of 1940, and Sections 9(b) and 9(f) of the Investment Company Act of 1940 ('Investment Company Act') (the 'SEC Order'). Under the SEC Order: (a) Without CIHI admitting or denying such findings, the SEC found that as a result of World Markets' registered representatives' facilitation of market timing and related financial transactions in which CIHI participated, CIHI wilfully violated Section 17(a) of the Securities Act, Sections 7(d) and 10(b) of the Exchange Act and Rule 10b-5 thereunder, Rule 22c-1, as adopted under Section 22(c) of the Investment Company Act and Regulation U promulgated by the Federal Reserve Board. (b) Without World Markets admitting or denying such findings, the SEC found that as a result of World Markets' registered representatives' facilitation of market timing and related financial transactions, World Markets wilfully violated Section 17(a) of the Securities Act, Sections 7(c), 10(b), 11(d), 15(c) and 17(a) of the Exchange Act and Rules 10b-3, 10b-5 and 17a-3 thereunder, Rule 22c-1, as adopted under Section 22(c) of the Investment Company Act and Regulation T promulgated by the Federal Reserve Board. (c) World Markets and CIHI agree to pay disgorgement and prejudgement interest in the amount of $100 million and a civil money penalty of $25 million (all numbers in U.S. dollars), and to retain an independent distribution consultant to develop a plan for the distribution of the $125 million to investors. (d) CIHI agrees to cease and desist from committing or causing any violations of Section 17(a) of the Securities Act, Sections 7(d) and 10(b) of the Exchange Act and Rule 10b-5 thereunder, Rule 22c-1 as adopted under Section 22(c) of the Investment Company Act and Regulation U promulgated by the Federal Reserve Board regarding the extension of margin credit. (e) World Markets agrees to cease and desist from committing or causing any violations of Section 17(a) of the Securities Act, Sections 7(c), 10(b), 11(d), 15(c) and 17(a) of the Exchange Act and Rules 10b-3, 10b-5 and 17a-3 thereunder, Rule 22c-1 as adopted under Section 22(c) of the Investment Company Act and Regulation T promulgated by the Federal Reserve Board regarding the extension of margin credit. The settlement with the NYAG (the 'NYAG Settlement') is effected under an Assurance of Discontinuance under which the NYAG will agree not to pursue an action against CIHI, World Markets and the Other Parties. The NYAG Settlement requires CIHI, World Markets and the Other Parties to make payment of the $125 million arising under the SEC Order.	Agreement of settlement as detailed in (v) above
0001277690-12-000012	violationOfRegulations	3	One or move control affiliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 Data	See attached file for Question 10 data
0001277690-12-000012	violationOfRegulations	4	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12526	09-JAN-2007	U.S. Securities and Exchange Commission	The SEC alleged that from at least January 1, 2003 through June 30, 2004, in connection with certain auctions, the Bank of New York Mellon (formerly, The Bank of New York, 'BNY') accepted initial or revised bids after submission deadlines and allowed broker-dealers to intervene in auctions. In certain instances, this conduct also affected the rate paid on the auction rate securities. As a result, BNY caused violations of section 17(a)(2) of the Securities Act. BNY was required to make certain disclosures regarding its material auction practices and procedures; and not later than 6 months after the date of this order, unless otherwise extended by the Staff of the Commission for good cause shown, have its CEO or general counsel certify in writing to the Staff of the Commission that BNY has implemented procedures. In addition BNY paid a monetary settlement in the amount of $750,000.	See 10 (c) (2) (vi) above
0001277690-12-000012	foreignAgency	4	CIBC World Markets Inc.	Not available	21-DEC-2004	Market Regulation Services Inc., Toronto, Canada	Market Regulation Services Inc. ('RS') alleged that in 2002, a group of related clients with accounts at CIBC World Markets Inc. ('CIBC WM') engaged in suspicious trading in certain stocks and warrants listed on the TSX and the TSX Venture Exchanges, which had the appearance of manipulative and deceptive trading. The trading was carried out through numerous accounts held by the client group, including retail accounts and individual RRSP accounts and Direct Market Access trading accounts at CIBC Investor Services Inc. ('CIBC ISI'), CIBC WM and another unrelated investment dealer. It was alleged that CIBC WM did not fulfill its trading supervision obligations in relation to the client. On December 21, 2004, RS approved a settlement agreement with CIBC WM pursuant to which CIBC WM admitted that: CIBC WM failed to comply with its trading supervision obligations, contrary to Section 2-401(5) of the Rules of the Toronto Stock Exchange; and, in the period of April to December 2002, CIBC WM failed to comply with its trading supervision obligations, contrary to Universal Market Integrity Rule 7.1 (1) and Policy 7.1. As part of the Settlement Agreement CIBC WM was required to pay to RS a fine of $700,000 and $92,500 towards RS' investigation costs. CIBC WM also agreed to implement specified measures, by June 30, 2005, to ensure compliance with its obligations going forward.	December 21, 2004 Settlement Agreement as outlined in (v) above.
0001562770-12-000004	falseStatementOrOmission	1	Duff & Phelps Investment Management Co	SEC Admin Proceeding 3-10606	28-SEP-2001	SEC, 450 5th St. Washington DC 20001-2739	On 9-28-01 control affiliate Duff & Phelps violated Sections 204, 206(1), and 207 of the Inv. Adv. Act and Section 17(e) of the Inv. Co. Act	$100,000 fine paid 10-18-01; $754,161 disgorgement paid in full by 10-26-01
0001562770-12-000004	revokedBond	1	Phoenix Equity Planning Corporation	Fidelity Bond Claim	05-MAR-1992	St. Paul Fire & Marine Insurance Company 385 Washington St. St. Paul MN  55102	Fidelity bond claim filed by registrant as a result of fraudulent activities of a former registered representative who offered bogus securities to the public.	Claim less deductible paid by carrier; restitution made to clients in July 1993.
0001562770-12-000004	violationOfRegulations	1	Phoenix Investment Counsel now known as Virtus Investment Advisers	Investment Advisors Act Release No. 449	28-MAR-1975	SEC, 450 5th St. Washington DC  20001-2739	Allegations made by the SEC in Admin. Proceeding File 3-4635	No normal findings were issues as a result of the consent to sanctions by Phoenix Investment Counsel and Chase Investment Services of Boston.
0001562770-12-000004	revokedBond	3	Phoenix Equity Planning Corporation	Fidelity Bond Claim	27-FEB-1996	National Union Fire Insurance Co. 175 Water St. NY, NY  10038	Registrant suffered $221,568 loss due to stolen check fraud scheme.  FBI and US Postal inspector notified by registrant.	Claim paid in full by carrier.  Restitution made to clients in December 1996.
0001562770-12-000004	sraViolationOfRules	1	Phoenix Equity Planning Corporation	C11960037	07-MAR-1997	NASD 1735 K St. Washington DC  20006	Failed to register at least 3 individuals who were functioning in principal capacity.	Acceptance, Waiver and Consent; $100,000 fine paid 3/12/1997
0001562770-12-000004	revokedBond	2	Phoenix Equity Planning Corporation	Fidelity Bond Claim	20-FEB-1991	St. Paul Fire & Marine Insurance Company 385 Washington St, St. Paul MN  55102	Fidelity bond claim filed by registrant as a result of fraudulent activities of a former registered representative who offered bogus securities to the public.	Claim less deductible paid by carrier; restitution made to clients in September 1991.
0000862124-12-000014	sraViolationOfRules	30	National Financial Services LLC	In the Matter of National Financial Services LLC	25-JUL-2011	FINRA	The firm submitted and FINRA accepted a settlement in the form of an Acceptance, Waiver and Consent ('AWC'), in which the firm neither admitted nor denied the findings. The AWC alleges that NFS, in violation of SEC Rule 10b-10 and NASD Conduct Rules 2230, and 2110 and FINRA Rule 2010, issued confirmations to customers for UIT transactions that reported an inaccurate sales load percentage during the period February 2007 through November 2009, and misstated the valuation methods used for the prices of nine alternative investment securities on customer account statements during the period April 2006 through August 2010.	The firm submitted and FINRA accepted a settlement in the form of an Acceptance, Waiver, and Consent ('AWC'), in which the firm neither admitted or denied the findings. The firm was censured, fined $200,000, and other certain undertakings were ordered.
0000862124-12-000014	sraViolationOfRules	31	Fidelity Brokerage Services LLC ('FBS') and Fidelity Investments Institutional Services Company, Inc. ('FIISC')	In the Matter of FBS and FIISC	12-JUL-2012	FINRA	As indicated in the letter of acceptance, waiver and consent No. 2008013791601, FINRA found that during the period December 1, 2006 thru December 31, 2008 FBS and FIISC (1) violated NASD Rules 2210 and 2110 and FINRA Rule 2010, and that FIISC violated NASD Rule 2211, by distributing certain sales materials that were unbalanced and misleading, contained unwarranted statements and failed to provide a sound basis by which to evaluate the risks of the Fidelity Ultra Short Bond Fund ('Fund'), and (2) failed to establish, maintain and enforce adequate supervisory systems, including systems of follow-up and review which were reasonably designed to achieve compliance with NASD and FINRA Rules; as a result, certain sales materials failed to provide an accurate and balanced presentation concerning the nature, holdings and risks of an investment in the Fund. FBS and FIISC thereby violated NASD Rules 3010(A) and (B), 2110 and 2211(B)(1)(B) and FINRA Rule 2010.	FBS and FIISC submitted and FINRA accepted a settlement in the form of an AWC, in which the firms neither admitted nor denied the findings. FBS and FIISC were censured and jointly and severally fined $375,000.
0000862124-12-000014	sraViolationOfRules	32	National Financial Services LLC	In the Matter of National Financial Services LLC	21-NOV-2012	FINRA	THE FIRM SUBMITTED AND FINRA, ON BEHALF OF NASDAQ OMX BX, INC., ACCEPTED A SETTLEMENT INTHE FORM OF AN ACCEPTANCE, WAIVER AND CONSENT ('AWC'), IN WHICH THE FIRM NEITHERADMITTED OR DENIED THE FINDINGS. THE AWC ALLEGED THAT, FOR 41 TRADING DAYS, NFS FAILED TOIDENTIFY TWO CUSTOMERS ACTING 'IN CONCERT' WHO EXCEEDED POSITION POSITION LIMITS ON THEBULLISH AND BEARISH SIDE OF THE MARKET IN SPDR S&P 500 ETF; THAT NFS FAILED TO AGGREGATEPROPERLY THREE CUSTOMER ACCOUNTS UNDER COMMON CONTROL THAT SHOULD HAVE BEENREPORTED AS ACTING 'IN CONCERT' FOR PURPOSES OF REPORTING LARGE OPTIONS POSITIONS; ANDTHAT NFS ERRONEOUSLY REPORTED 'CUSTOMER' POSITIONS AS 'FIRM' POSITIONS IN THE 'ACCOUNTTYPE' FIELD WHEN SUBMITTING LARGE OPTION POSITION REPORTS TO THE OCC FROM JANUARY 19,2010 TO AUGUST 6, 2010, EVEN THOUGH NFS DID INCLUDE NECESSARY CUSTOMER INFORMATION IN THE OTHER REPORT FIELDS. THE AWC ALSO ALLEGED THAT NFS FAILED TO MAINTAIN AN ADEQUATE SUPERVISORY SYSTEM RELATING TO DESIGNATING ACCOUNTS AS ACTING IN CONCERT. PURSUANT TOTHE SETTLEMENT, NFS IS CENSURED AND FINED $65,000	WITHOUT ADMITTING OR DENYING THE FINDINGS, THE FIRM CONSENTED TO THE DESCRIBEDSANCTIONS AND TO THE ENTRY OF FINDINGS; THEREFORE, THE FIRM IS CENSURED AND FINED $65,000.
