ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001169232-07-001652	31-DEC-2006	RiverSource Service Corporation	SOME	N	SEC	Yes, filed amendment(s)		103434	6588934	4511384	4045389	0	0			Not Applicable			15657752	941801	195
0000823576-07-000009	31-DEC-2006	WB Capital Management Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	1080	1080	951	0	0			Yes			29816	0	0
0001218371-07-000004	31-DEC-2006	Harford Bank	NONE	N	FDIC	Not applicable		134	616	763	545	147									0
0000842168-07-000002	31-DEC-2006	Harleysville National Bank	NONE	N	OCC	Not applicable		10	317	317	0	0									0
0000820479-07-000008	31-DEC-2006	Atlantic American Corporation	NONE	N	SEC	Not applicable		621	3479	0	0	0	0			Not Applicable			0	0	0
0000735046-07-000007	31-DEC-2006	Southwest Gas Corporation	NONE	N	SEC	Not applicable		2166	23610	23610	20847	0	0			Yes			0	0	263
0000734846-07-000003	31-DEC-2006	Ameren Services Company	NONE	N	SEC	Not applicable		8954	83828	83828	53976	0	0			Yes			0	0	222
0001094768-07-000008	31-DEC-2006	PayPal Asset Management, Inc.	NONE	N	SEC	No, failed to file amendment(s)	Failed to file due to recent changes in list of officers.  TA-1 has been filed to reflect all current information for PayPal Asset Management, Inc.  Filing date:  March 29, 2007.	0	1409398	1409398	1409398	1409398	0			Yes			37699095	0	10545
0000817712-07-000010	31-DEC-2006	Thrivent Financial Investor Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		285810	0	1150228	1128841	0	0			Yes			171424	0	0
0000088525-07-000238	31-DEC-2006	Security Benefit Life Insruance Company	NONE	N	SEC	Yes, filed amendment(s)		498142	272274	0	0	0	0			Not Applicable			0	0	0
0000794979-07-000008	31-DEC-2006	Symetra Services Corporation	NONE	N	SEC	No, failed to file amendment(s)	We do not have records to indicate that the TA-1 was updated when Laurie Hibbard was named an officer in June 2006.	0	0	0	0	0									0
0000817712-07-000009	31-DEC-2006	Thrivent Financial Investor Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		285810	0	1150228	1128841	0	0			Yes			171424	0	0
0000878357-07-000004	31-DEC-2006	Putnam Fiduciary Trust Company	NONE	N	FDIC	Not applicable		500498	6895065	6895065	6607389	0	0			Yes			14921015	229404	1411
0000839266-07-000004	31-DEC-2006	Alerus Financial, N.A.	NONE	N	OCC	Not applicable		180	346	346	0	0									0
0001085284-07-000005	31-DEC-2006	Wichita National Life Insurance Company	NONE	N	SEC	Not applicable		65	583	583	0	0									0
0000934562-07-000003	31-DEC-2006	The First National Bank of Berwick	NONE	N	OCC	Not applicable		204	747	747	217	0									0
0001202048-07-000010	31-DEC-2006	VALIC Retirement Services Company	SOME	N	SEC	Yes, filed amendment(s)		755	469043	469043	0	0	0			Yes			7262543	125964	0
0001327421-07-000001	31-DEC-2006	JP Morgan Chase Bank, National Association	SOME	Y	OCC	Yes, filed amendment(s)		15779	0	5392	0	0	0			Yes			0	0	668
0001142017-07-000003	31-DEC-2006	NEW PEOPLES BANK INC	NONE	N	BGFRS	Not applicable		244	5037	5037	0	0	0			Yes			244	43	56
0000839296-07-000003	31-DEC-2006	Chase Bank USA, National Association	ALL	N	OCC	Yes, filed amendment(s)															
0000842100-07-000012	31-DEC-2006	Securities Management and Research, Inc.	SOME	N	SEC	Yes, filed amendment(s)		64	19865	19865	19702	0	0			Yes			70284	137	82
0001088910-07-000003	31-DEC-2006	Viking Fund Management, LLC	NONE	N	SEC	Yes, filed amendment(s)		85	1464	1464	0	0	0			Yes			3110	20	0
0001390338-07-000014	31-DEC-2006	ACS HR Solutions, LLC	NONE	Y	SEC	Not applicable		0	0	0	0	0									0
0001104659-07-027993	31-DEC-2006	Skagit State Bank	NONE	N	FDIC	Not applicable		84	688	0	0	0									1
0000826074-07-000006	31-DEC-2006	Unico American Corporation	NONE	N	SEC	Not applicable		28	380	380	0	0									5
0000788603-07-000007	31-DEC-2006	National Financial Data Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		217985	6634912	6634912	6139813	0	0			Yes			25415190	57319	639
0001255745-07-000008	31-DEC-2006	Island Capital Management LLC, dba Island Stock Transfer	NONE	N	SEC	Not applicable		3805	35457	35457	0	0	0			Yes			0	0	0
0000874230-07-000011	31-DEC-2006	Publix Super Markets, Inc.	NONE	N	SEC	Not applicable		28519	77287	77287	0	0	0			Yes			0	0	9315
0000838580-07-000004	31-DEC-2006	Tri-State Bank of Memphis	NONE	N	FDIC	Not applicable		23	674	0	0	0									34
0000733598-07-000011	31-DEC-2006	AllianceBernstein Investor Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		26463	2037098	2037098	1956600	0	0			Yes			11397969	147405	466
0001169232-07-001882	31-DEC-2006	First American Trust, FSB	SOME	N	SEC	No, failed to file amendment(s)	Address change effective 10/17/2005. Sent letter to SEC on 10/4/2005 regarding the change. Filed TA-1 on November 2006 after learning the requirement.	895	3298	3298	973	0	0			Yes			0	0	24
0000839250-07-000004	31-DEC-2006	NewFirst National Bank	NONE	N	OCC	Not applicable		0	1	1	0	0									0
0001188347-07-000006	31-DEC-2006	Foresight Asset Management, LLC	NONE	N	SEC	Yes, filed amendment(s)		0	9	9	0	9									0
0000854889-07-000007	31-DEC-2006	West Suburban Bancorp, Inc.	NONE	N	BGFRS	Not applicable		136	970	1134	0	164									0
0000844339-07-000012	31-DEC-2006	Geodyne Resources, Inc.	NONE	N	SEC	Not applicable		1196	18590	18590	0	0	0			Yes			0	0	70
0000950137-07-005529	31-DEC-2006	The National Bank of Indianapolis	NONE	N	OCC	Not applicable		38	639	639	0	0									0
0000350751-07-000007	31-DEC-2006	StockTrans, Inc.	NONE	N	SEC	Yes, filed amendment(s)		9840	77344	77344	4871	3800	0			Yes			0	0	401
0001394641-07-000007	31-DEC-2006	FINANCIAL DATA SERVICES, INC.	NONE	N	FDIC	Yes, filed amendment(s)		0	4947	4947	822	4947	0			Not Applicable			708358	0	2865
0000831495-07-000004	31-DEC-2006	Delaware Service Company Inc	SOME	N	SEC	Yes, filed amendment(s)		10351	921541	921541	853957	0	0			Yes			2470311	20719	86
0001096107-07-000007	31-DEC-2006	Hickory Point Bank & Trust, fsb	NONE	N	SEC	Not applicable		4964	20537	20537	1305	0	0			Yes			0	0	0
0000852983-07-000003	31-DEC-2006	Mellon Bank NA	ALL	Y	OCC	Not applicable															
0000774710-07-000004	31-DEC-2006	The Reserve Petroleum Company	NONE	N	SEC	Not applicable		71	1463	1463	0	0	0			Yes			0	0	0
0000944496-07-000006	31-DEC-2006	Mellon Investor Services LLC	NONE	Y	SEC	Yes, filed amendment(s)		820793	19808611	19811139	1469413	5712670	0			Yes			0	0	1048180
0001064418-07-000007	31-DEC-2006	Milliman, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001020337-07-000007	31-DEC-2006	Principal Shareholder Services, Inc.	SOME	N	SEC	Not applicable		0	0	0	0	0									112
0001146028-07-000003	31-DEC-2006	BNP PARIBAS, NEW YORK BRANCH	NONE	N	BGFRS	Not applicable		127	3	3	0	0									0
0001144204-07-029548	31-DEC-2006	American Stock Transfer & Trust Company	NONE	N	SEC	Not applicable		344708	4166796	4166796	876571	179145	0			Yes			0	0	51531
0001297564-07-000005	31-DEC-2006	SUPERIOR STOCK TRANSFER INC	NONE	Y	SEC	Not applicable		33	1140	0	0	0	0			Not Applicable			0	0	0
0001145893-07-000003	31-DEC-2006	U.S. Bank National Association	SOME	Y	OCC	Yes, filed amendment(s)		13929	404544	404544	0	0	0			Yes			0	0	501
0000753043-07-000008	31-DEC-2006	Computershare Trust Company, Inc.	NONE	N	SEC	Yes, filed amendment(s)		51835	288925	288925	1886	14096	0			Yes			0	0	16423
0001022116-07-000003	31-DEC-2006	U.S. Bank Trust National Association	SOME	Y	OCC	Yes, filed amendment(s)		34	3173	3173	0	0	0			Yes			0	0	0
0001144204-07-029565	31-DEC-2006	Johnson Financial, Inc.	NONE	N	SEC	Not applicable		252	2613	6613	6596	0	0			Yes			16485	4	0
0000795371-07-000004	31-DEC-2006	Paulson Capital Corp.	NONE	N	SEC	Not applicable		24	66	66	0	0									1
0001401565-07-000001	31-DEC-2006	Regions Bank	NONE	N	BGFRS	Not applicable		523	3443	0	0	0	0			Yes			0	0	0
0000752336-07-000005	31-DEC-2006	United Shareholder Services, Inc.	NONE	N	SEC	Not applicable		6035	108615	0	102422	0	0			Not Applicable			643545	1655	129
0001172844-07-000004	31-DEC-2006	PacWest Transfer, LLC	NONE	N	SEC	Yes, filed amendment(s)		3637	57614	0	7621	0	0			Yes			0	20	0
0001258897-07-000129	31-DEC-2006	Seligman Data Corp.	SOME	Y	SEC	No, failed to file amendment(s)	Information, name and address of Registrant changed, was not timely filed	45281	483103	483103	456173	0	0			Yes			1233476	3236	64
0001401567-07-000002	31-DEC-2006	Mellon Trust of New England, N.A.	ALL	N	OCC	Not applicable															
0001139576-07-000004	31-DEC-2006	LEAF Financial Corporation	NONE	N	SEC	Not applicable		71	3539	16728	333	0	0			Yes			0	0	0
0000794265-07-000009	31-DEC-2006	American Century Services, LLC	NONE	N	SEC	Not applicable		85065	2073258	2073258	2037590	0	0			Not Applicable			7330125	244561	83
0001104659-07-043402	31-DEC-2006	Pacific Global Investor Services, Inc.	NONE	N	SEC	Not applicable		280	5570	5574	5310	0	0			Yes			13841	60	0
0001077223-07-000021	31-DEC-2006	Vantagepoint Transfer Agents, LLC	SOME	N	SEC	Yes, filed amendment(s)		0	744280	0	74428	0	0			Yes			196534	1436	0
0000721748-07-000006	31-DEC-2006	Pacific Stock Transfer Company	SOME	N	SEC	Not applicable		15370	85703	0	0	0	0			Yes			0	0	0
0000950134-07-012476	31-DEC-2006	FREEDOM FUNDS MANAGEMENT COMPANY	NONE	N	SEC	Yes, filed amendment(s)		206	6850	5172	4406	0	0			Yes			5739	16	0
0001227023-07-000002	31-DEC-2006	The First National Bank of Mifflintown	NONE	N	OCC	Not applicable		107	573	573	0	0									0
0001096906-07-000862	31-DEC-2006	Interwest Transfer Co., Inc.	NONE	N	SEC	Not applicable		23526	250187	250187	0	0	0			Yes			0	0	0
0001096906-07-000863	31-DEC-2006	Progressive Transfer Corp.	NONE	N	SEC	Not applicable		532	13077	13077	0	0	0			Yes			0	0	0
0001327356-07-000007	31-DEC-2006	Homeland Community Bank	NONE	N	FDIC	Not applicable		44	975	975	0	0									0
0000906355-07-000015	31-DEC-2006	SPARTA, Inc.	NONE	N	SEC	Not applicable		1368	1016	1016	0	0	0			Not Applicable			0	0	0
0000940394-07-000606	31-DEC-2006	Eaton Vance Management	NONE	Y	SEC	Not applicable		0	0	1036976	1036976	0									0
0001372934-07-000006	31-DEC-2006	Kingsdale Shareholder Services Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001077223-07-000022	31-DEC-2006	Vantagepoint Transfer Agents, LLC	SOME	N	SEC	Yes, filed amendment(s)		0	0	74428	74428	0									0
0000950152-07-004795	31-DEC-2006	Commercial Bancshares, Inc.	NONE	N	FDIC	Not applicable		225	1671	0	0	0	0			Yes			0	0	0
0001146277-07-000021	31-DEC-2006	The Colbent Corporation	NONE	Y	SEC	Not applicable		61991	21016	2474117	0	0	0			Not Applicable			0	0	10689
0001104659-07-041111	31-DEC-2006	INTERNATIONAL BANK OF COMMERCE	NONE	N	FDIC	Not applicable		517	2581	0	0	0	0			Yes			0	0	0
0001118414-07-000006	31-DEC-2006	Shenandoah Telecommunications Company	NONE	N	SEC	Not applicable		630	4444	4444	1235	0	0			Yes			0	0	0
0001096957-07-000003	31-DEC-2006	Frontier Financial Corp	NONE	N	BGFRS	Not applicable		795	3568	3568	1775	0	0			Yes			0	0	2
0001139563-07-000005	31-DEC-2006	First Heritage Bank	NONE	N	FDIC	Not applicable		180	1288	0	0	0	0			Not Applicable			0	0	0
0000734787-07-000009	31-DEC-2006	Hawaiian Electric Industries, Inc.	SOME	N	SEC	Not applicable		1453	11972	35021	29117	18	0			Yes			0	0	13
0000787212-07-000003	31-DEC-2006	Principal Management Corporation	NONE	N	SEC	Not applicable		14938	1298348	1298348	1035221	0	0			Not Applicable			3793589	64254	5
0001169232-07-002514	31-DEC-2006	Pearl Management Company	NONE	N	SEC	Not applicable		0	2055	2055	0	0	0			Yes			11992	0	0
0001258897-07-000107	31-DEC-2006	Seligman Common Stock Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000108	31-DEC-2006	Seligman Cash Management Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000109	31-DEC-2006	Seligman New Jersey Municipal Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000110	31-DEC-2006	Seligman Pennsylvania Municipal Fund Series	ALL	N	SEC	Not applicable															
0001258897-07-000111	31-DEC-2006	Seligman Frontier Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000112	31-DEC-2006	Seligman Select Municipal Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000113	31-DEC-2006	Seligman TargetHorizon ETF Portfolios, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000114	31-DEC-2006	Seligman Global Fund Series, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000115	31-DEC-2006	Seligman Time Horizon/Harvester Series, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000116	31-DEC-2006	Seligman Income and Growth Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000117	31-DEC-2006	Seligman Growth Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000118	31-DEC-2006	Seligman Municipal Fund Series, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000119	31-DEC-2006	Seligman High Income Fund Series	ALL	N	SEC	Not applicable															
0001258897-07-000120	31-DEC-2006	Seligman LaSalle Real Estate Fund Series, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000121	31-DEC-2006	Seligman Municipal Series Trust	ALL	N	SEC	Not applicable															
0001258897-07-000122	31-DEC-2006	Seligman New Technologies Fund II, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000123	31-DEC-2006	Tri-Continental Corporation	ALL	N	SEC	Not applicable															
0001258897-07-000124	31-DEC-2006	Seligman Communications & Information Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000125	31-DEC-2006	Seligman Value Fund Series, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000126	31-DEC-2006	Seligman New Technologies Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000127	31-DEC-2006	Seligman Core Fixed Income Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-07-000128	31-DEC-2006	Seligman Capital Fund, Inc.	ALL	N	SEC	Not applicable															
0001362479-07-000009	31-DEC-2006	Guardian Registrar & Transfer, Inc.	NONE	N	SEC	Yes, filed amendment(s)		89	19156	19156	0	0	0			Yes			0	0	0
0000839097-07-000007	31-DEC-2006	Deutsche Bank Trust Company Americas	SOME	Y	BGFRS	Not applicable		0	56971	56971	0	0	0			Yes			0	0	402
0000950144-07-005318	31-DEC-2006	Transamerica Fund Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		10220	605704	605704	591719	256909	0			Yes			2419222	5639	76
0001114874-07-000015	31-DEC-2006	DSI Properties, Inc.	NONE	N	SEC	Not applicable		367	0	7070	0	0									0
0000854922-07-000005	31-DEC-2006	The Bank of New York	SOME	Y	BGFRS	Yes, filed amendment(s)		598651	10242007	10242007	2078109	2975854	0			Yes			0	0	7857
0000848027-07-000006	31-DEC-2006	Deutsche Bank National Trust Company	SOME	N	OCC	Not applicable		0	0	0	0	0									0
0000717511-07-000008	31-DEC-2006	Intercontinental Registrar & Transfer Agency, Inc.	NONE	N	SEC	Not applicable		876	24989	0	0	0	0			Yes			0	0	0
0000842657-07-000007	31-DEC-2006	DWS Scudder Investments Service Corp.	ALL	N	SEC	Yes, filed amendment(s)															
0000843731-07-000035	31-DEC-2006	BOB EVANS FARMS INC.	NONE	N	SEC	Not applicable		1760	31456	31456	25179	0	0			Yes			0	0	101
0001339630-07-000006	31-DEC-2006	FAF Advisors, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	499	499	2	0									0
0001277690-07-000011	31-DEC-2006	CIBC Mellon Trust Company	SOME	N	SEC	No, failed to file amendment(s)	The TA-1/A dated February 21, 2006 included one item amending the Schedule D Supplement which was 11 days overdue.	158964	1266001	1333982	67981	0	0			Yes			0	0	132
0001254834-07-000005	31-DEC-2006	ENDEVCO INC	ALL	N	SEC	Not applicable															
0000708299-07-000017	31-DEC-2006	Integrated Investment Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		80959	397568	397568	255618	0	0			Not Applicable			871688	5139	61
0000062741-07-000055	31-DEC-2006	M&I Marshall & Ilsley Bank	ALL	N	BGFRS	Not applicable															
0000062741-07-000056	31-DEC-2006	Marshall & Ilsley Trust Company National Association	NONE	Y	OCC	Not applicable		1146	0	3	2	0	0			Not Applicable			180289	0	0
0001022115-07-000004	31-DEC-2006	Ronald L. Thigpen	NONE	N	FDIC	Not applicable		42	0	542	0	0									0
0001359797-07-000007	31-DEC-2006	M & K Produce Inc.	ALL	N	SEC	Not applicable															
0000734751-07-000003	31-DEC-2006	Duke Energy Corporation	NONE	N	SEC	Not applicable		19999	176282	176282	123370	56356	0			Yes			0	0	2761
0000092122-07-000043	31-DEC-2006	Southern Company Services, Inc.	NONE	N	SEC	Not applicable		22570	190165	190165	136715	2230	0			Yes			0	0	1166
0000350819-07-000005	31-DEC-2006	Gemisys Transfer Agents	NONE	N	SEC	Yes, filed amendment(s)		1950	36389	36389	0	0	0			Yes			0	0	0
0000829205-07-000010	31-DEC-2006	Russell Investment Management Company	SOME	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0000857731-07-000004	31-DEC-2006	South Jersey Industries Inc.	SOME	N	SEC	Not applicable		17	7844	7844	5244	0	0			Yes			0	0	29
0001145888-07-000008	31-DEC-2006	First Northern Community Bancorp	NONE	N	BGFRS	Not applicable		135	1148	1148	0	0	0			Not Applicable			0	0	0
0000950134-07-010100	31-DEC-2006	TRUSTMARK NATIONAL BANK	NONE	N	OCC	Not applicable		1028	5181	5181	874	0	0			Yes			0	0	0
0000703220-07-000004	31-DEC-2006	T. Rowe Price Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		139939	4471091	4471091	4318739	0	0			Not Applicable			25256789	298093	358
0001141917-07-000008	31-DEC-2006	Lincoln Retirement Services Company LLC	ALL	N	SEC	Yes, filed amendment(s)															
0000773568-07-000009	31-DEC-2006	EQUITRUST INVESTMENT MANAGEMENT SERVICES, INC.	NONE	N	SEC	Yes, filed amendment(s)		419	30746	30771	30542	0	0			Yes			268336	1925	0
0000826613-07-000009	31-DEC-2006	Dominion Resources Services, Inc.	SOME	N	SEC	No, failed to file amendment(s)	Updated name of Registrant in 1(h) to correctly identify the entity performing issuer-transfer agent duties.	896	162412	194921	125730	37	0			Not Applicable			0	0	154
0000889231-07-000025	31-DEC-2006	Reich & Tang Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	67013	67013	65089	0	0			Yes			7516647	842	12
0001285911-07-000009	31-DEC-2006	Dreyfus Transfer, Inc.	SOME	N	SEC	Not applicable		1627	0	1324480	1225899	0	0			Yes			107498	6	2126
0001302656-07-000006	31-DEC-2006	Routh Stock Transfer Inc.	NONE	N	SEC	Not applicable		621	4773	0	0	0	0			No	5	0	0	0	0
0000737074-07-000004	31-DEC-2006	USAA Transfer Agency Company, dba USAA Shareholder Account Services	NONE	N	SEC	Yes, filed amendment(s)		0	2295119	2295119	2259218	0	0			Yes			8542548	36499	31
0000799182-07-000005	31-DEC-2006	Sara Lee Corporation/TA	SOME	N	SEC	Yes, filed amendment(s)		12358	98405	98405	37190	5787	0			Yes			0	0	357
0000896852-07-000011	31-DEC-2006	AIM Investment Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		760035	3897407	3897407	3785107	0	0			Yes			19867447	236148	339
0001394833-07-000004	31-DEC-2006	First Farmers and Merchants Bank	NONE	N	BGFRS	No, failed to file amendment(s)	An amendment was filed on may 26, 2006 to register with the Board of Governors of the Federal Reserve System due to a change in regulatory authority.  This amendment was not filed within 60 following the date on which information became inaccurate.	263	2154	0	0	0	0			Yes			0	0	0
0000769810-07-000006	31-DEC-2006	SEI Investment Management Corporation	SOME	N	SEC	No, failed to file amendment(s)	Registrant did not timely file an amendment to reflect certain changes to management personnel. An amended Form TA-1 was filed on April 16, 2007 to update this information.	8963	16303	16303	13485	0	0			Yes			596441	288	0
0000353291-07-000006	31-DEC-2006	Franklin Templeton Investor Services, LLC	NONE	N	SEC	Yes, filed amendment(s)		627052	6923785	6923785	0	0	0			Yes			18432789	265977	1230
0000872657-07-000010	31-DEC-2006	T. Rowe Price Retirement Plan Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	0	7278000	0	0									0
0000838135-07-000007	31-DEC-2006	Branch Banking and Trust Company	NONE	N	FDIC	Yes, filed amendment(s)		21996	197926	268455	70529	0	0			Yes			0	0	404
0000893220-07-001810	31-DEC-2006	ATLAS RESOURCES, LLC	NONE	N	SEC	Not applicable		478	0	14729	0	0									0
0000838927-07-000003	31-DEC-2006	LaSalle Bank N A	SOME	Y	OCC	Yes, filed amendment(s)		15717	93495	93495	12149	231	0			Yes			0	0	716
0000894189-07-001367	31-DEC-2006	U.S. Bancorp Fund Services, LLC	NONE	N	OCC	Not applicable		62243	2526039	2526039	2526039	0	0			Not Applicable			7640480	280923	174
0000950137-07-007315	31-DEC-2006	Mercantile Bancorp, Inc.	NONE	N	BGFRS	Not applicable		109	246	0	0	0									0
0000216108-07-000007	31-DEC-2006	Gartmore Investor Services, Inc.	ALL	N	SEC	Yes, filed amendment(s)															
0000735190-07-000006	31-DEC-2006	The Monarch Cement Company	NONE	N	SEC	Not applicable		143	661	661	0	0									0
0000810704-07-000016	31-DEC-2006	Primerica Shareholder Services	NONE	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001074683-07-000358	31-DEC-2006	Wachovia Bank, Nation Association	ALL	N	OCC	Yes, filed amendment(s)															
0001312063-07-000008	31-DEC-2006	Gulf Registrar and Transfer Corp.	NONE	N	SEC	Not applicable		135	1985	0	0	1985	0			Yes			0	0	0
0000839098-07-000005	31-DEC-2006	Wilmington Trust Company	NONE	N	FDIC	Not applicable		1117	17658	0	0	0	0			Yes			0	0	0
0000943440-07-000208	31-DEC-2006	AHM Business Solutions, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000849546-07-000004	31-DEC-2006	Church Loans & Investments Trust	NONE	N	SEC	Yes, filed amendment(s)		147	2704	0	0	0	0			Yes			0	0	106
0000005732-07-000005	31-DEC-2006	AMERICAN REGISTRAR & TRANSFER CO	NONE	N	SEC	Not applicable		5028	125269	125269	0	0	0			Yes			0	0	0
0001037194-07-000005	31-DEC-2006	Matthew 25 Fund, Inc.	NONE	N	SEC	Not applicable		0	1330	1330	0	271	0			Yes			3531	8	0
0001128776-07-000005	31-DEC-2006	Hartford Investor Service Company LLC	SOME	N	SEC	Yes, filed amendment(s)		0	712	712	712	0									0
0000950149-07-000142	31-DEC-2006	Cronos Capital Corp.	SOME	N	SEC	Not applicable		0	0	18501	0	0									60
0001049725-07-000003	31-DEC-2006	FirstEnergy Securities Transfer Company	NONE	N	SEC	Yes, filed amendment(s)		14863	127400	127400	77018	0	0			Yes			0	0	142
0000738347-07-000004	31-DEC-2006	Norfolk Southern Corporation	SOME	N	SEC	Not applicable		11	0	41868	7430	0									25
0000855086-07-000003	31-DEC-2006	First Financial Corporation	NONE	N	BGFRS	Yes, filed amendment(s)		426	849	849	0	849									0
0000920493-07-000009	31-DEC-2006	First Pacific Recordkeeping, Inc.	NONE	N	SEC	Yes, filed amendment(s)		116	0	2539	2117	0									0
0001315653-07-000007	31-DEC-2006	DPM Mellon, LLC	NONE	N	SEC	Not applicable		48	0	0	0	0									0
0000892303-07-000076	31-DEC-2006	Investors Heritage Life Insurance Co.	NONE	N	SEC	Not applicable		328	3236	0	0	0	0			Yes			0	0	42
0000866160-07-000002	31-DEC-2006	Bank of Walterboro	NONE	N	FDIC	Not applicable		43	562	562	0	0									0
0000915794-07-000006	31-DEC-2006	Phoenix Equity Planning Corporation	SOME	N	SEC	Yes, filed amendment(s)		0	474667	474667	0	0	0			Yes			1012206	18596	61
0000898432-07-000420	31-DEC-2006	Heritage Asset Management, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	790585	790585	778169	0	0			Yes			9724225	49061	4
0001090027-07-000004	31-DEC-2006	PlanMember Services Corporation	NONE	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001140361-07-010753	31-DEC-2006	Sierra Pacific Resources	SOME	N	SEC	Not applicable		759	17500	17500	11807	0	0			Yes			0	0	3
