ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0000751448-07-000005	sraViolationOfRules	11	Charles Schwab & Co. Inc.	HPD# 00-135	20-JUL-2000	NEW YORK STOCK EXCHANGE, INC.	THE FIRM VIOLATED: (1)EXCHANGE RULE 402(A) AND REGULATION 240.15C3-3(E), PROMULGATED PURSUANT TO THE SECURITIES EXCHANGE ACT OF 1934, IN THAT IT: (A) FAILED TO MAINTAIN ITS SPECIAL RESERVE BANK ACCOUNT FOR THE EXCLUSIVE BENEFIT OF CUSTOMERS AT THE LEVELS REQUIRED BY THE REGULATION	PENALTY IMPOSED OF A CENSURE, $300,000 FINE AND AN UNDERTAKING.
0000751448-07-000005	sraViolationOfRules	12	Charles Schwab & Co., Inc.	#501172	20-DEC-1999	NEW YORK STOCK EXCHANGE, INC.	VIOLATED EXCHANGE RULE 342 BY: A)FAILING TO ESTABLISH ADEQUATE PROCEDURES TO SUPERVISE THE OPENING OF AND TRADING IN NEW CUSTOMER ACCOUNTS OPENED BY PHONE PRIOR TO TIMELY RECEIPT OF SIGNED CUSTOMER DOCUMENTS	THE STIPULATION, APPLICANT AGREED TO A CENSURE AND A FINE OF $250,000.
0000751448-07-000005	sraViolationOfRules	13	Charles Schwab & Co., Inc.	CAF900032	16-DEC-1999	NASD REGULATION, INC	APPLICANT VIOLATED MSRB RULES G-12 AND G14 DURING THE FIRST HALF OF 1999 BY FAILING TO PROVIDE ACCURATE AND TIMELY INFORMATION REGARDING MUNICIPAL SECURITIES TRADES TO THE NSCC.	WITHOUT ADMITTING OR DENYING THE ALLEGATIONS, APPLICANT CONSENTED TO A $1,000 FINE.
0000751448-07-000005	sraViolationOfRules	14	Charles Schwab & Co., Inc.	Regulatory Action	01-JUN-1980	PHILADELPHIA STOCK EXCHANGE, INC.	BOOKS AND RECORDS VIOLATIONS AND CAPITAL COMPUTATION VIOLATIONS IN THE FIRST CALENDAR QUARTER OF 1980.	$30,000 FINE LEVIED AGAINST SCHWAB.
0000751448-07-000005	sraViolationOfRules	15	Charles R. Schwab	Regulatory Action	01-JUN-1975	PHILADELPHIA STOCK EXCHANGE, INC.	CHARLES R. SCHWAB WAS CENSURED BY THE PHILADELPHIA STOCK EXCHANGE	CHARLES R. SCHWAB WAS CENSURED BY THE PHILADELPHIA STOCK EXCHANGE
0000751448-07-000005	sraViolationOfRules	16	Charles Schwab & Co., Inc.	C01970023	01-NOV-1996	NATIONAL ASSOCIATION OF SECURITIES DEALERS, INC.	DURING THE PERIOD FROM JULY THROUGH SEPTEMBER 1996, IN CONJUNCTION WITH SALES OF NEW ISSUES OF MUNICIPAL SECURITIES, SCHWAB FAILED TO PROVIDE OFFICIAL STATEMENTS TO CERTAIN CUSTOMERS ON A TIMELY BASIS IN VIOLATION OF MSRB RULE G-32	$4500 FINE LEVIED AGAINST SCHWAB
0000751448-07-000005	sraViolationOfRules	17	Charles Schwab & Co., Inc.	Regulatory Action	24-NOV-1974	NASDAQ	NASDAQ COMPLAINT N-V8-83 FILED 11-22-74 ACCEPTED 12-16-74, PAID $100.00 FINAL 1-30-75	$100 FINE LEVIED AGAINST SCHWAB; FINE PAID ON DECEMBER 16, 1974.
0000751448-07-000005	sraViolationOfRules	18	Charles Schwab & Co., INc.	Regulatory Action	31-OCT-1974	NASDAQ	NASDAQ COMPLAINT N-VS-75 FILED 10-31-74 ACCEPTED 11-15-74, PAID $25.00 FINAL 12-30-74	PAID $25.00 FINE ON 11/15/1974
0000751448-07-000005	violationOfRegulations	1	Charles Schwab & Co., Inc.	3-11648	03-SEP-2003	U.S. SECURITIES EXCHANGE COMMISSION	SCHWAB ENGAGED IN A PRACTICE THAT ENABLED CERTAIN MUTUAL FUND SHAREHOLDERS TO PLACE MUTUAL FUND ORDERS AFTER THE TIME THE FUNDS CALCULATED THEIR NET ASSET VALUES ('NAV') FOR THAT DAY	THE SEC IMPOSED ON SCHWAB THE FOLLOWING SANCTIONS: (1) THAT SCHWAB CEASE AND DESIST FROM COMMITTING OR CAUSING ANY VIOLATIONS AND ANY FUTURE VIOLATIONS OF RULE 22C-1(A) UNDER THE INVESTMENT COMPANY ACT; (2) CENSURE OF SCHWAB; AND (3) Fine OF $350,000
0000751448-07-000005	fsrViolationOfInvestmentRelatedRegulation	1	Charles Schwab & Co., Inc.	CO-99-5303-S	13-MAY-1999	STATE OF CONNECTICUT DEPT. OF BANKING, SECURITIES AND BUS. DIV	ALLEGES THAT SCHWAB'S WRITTEN SUPERVISORY PROCEDURES DID NOT ADEQUATELY DESIGNATE SUPERVISORY RESPONSIBILITY OR DESCRIBE ADEQUATELY THE SUPERVISORY STEPS TO BE TAKEN BY ITS EMPLOYEES IN CONNECTION WITH THE WITHDRAWAL OF FUNDS FROM CERTAIN CUSTOMER BROKERAGE ACCOUNTS FOR THE PURPOSE OF PAYING INVESTMENT ADVISORY FEES TO AN INDEPENDENT INVESTMENT ADVISOR IN VIOLATION OF SECTION 36B-15(A)(2)(K) OF THE CONNECTICUT UNIFORM SECURITIES ACT	$100,000 FINE LEVIED AGAINST SCHWAB; FINE PAID ON MAY 13, 1999. SCHWAB TO PREPARE ITS OWN REVIEW AND REPORT OF ITS INTERNAL SUPERVISORY THIRD PARTY INVESTMENT MANAGEMENT FEE PAYMENT PRACTICES AND TO SUBMIT SUCH REPORT TO THE DIVISION DIRECTOR.
0000889231-07-000016	foreignAgency	4	Caisse National des Caisses d'Epargne ('CNCE'), an affiliate of the applicant	AMF regulatory action	26-JAN-2005	AMF	AMF allegations concerning entry into agreements among custodians or administrators, the activities of a custody account-keeper, implementation of internal procedures and failure by CNCE to comply with French law concerning licensing of two subsidiaries	On December 8, 2005, the AMF levied a fine of ?150,000 for violations.
0000889231-07-000016	foreignAgency	1	Vega Finance ('Vega'), an affiliate of the applicant	Administrative Action (N 2001-04)	18-APR-2001	Conseil des marches Financiers, a French regulatory authority ('CMF')	CMF alleged that Vega violated CMF regulations related to the opening of private client securities accounts.	On July 11, 2001, CMF decided that Vega failed to comply with a rule that requires investment service providers to confirm receipt by registered mail of client requests in order to verify clients' identities.  The CMF's decision resulted in a warning.
0000889231-07-000016	foreignAgency	2	Palatine Asset Management ('Palatine'), an affilate of the applicant	AMF regulatory action	12-APR-2005	AMF	AMF alleged that Palatine failed to comply with AMF regulations concerning OPCVM shares; the equal treatment of shareholders, processing of purchase and sale orders, liquidation of such shares due to insuff. assets and lack of internal control procedures	On November 3, 2005, the AMF levied a fine of ?20,000 ($24,144), in light of the fact that Palatine implemented remedial measures before the date of the decision.
0000889231-07-000016	foreignAgency	3	Banque Palatine ('Banque'), an affiliate of the applicant	AMF regulatory action	12-APR-2005	AMF	AMF alleged that Banque failed to comply with AMF regulations concerning internal control  procedures in connection with process. purchase and sales orders for OPCVM shares, failure to monitor assets and to liquidate if necessary and for lack of controls.	On November 3, 2005, the AMF levied a fine of ?50,000 ($60,360), in light of the fact that Banque implemented remedial internal control measures before the date of the decision.
0000889231-07-000016	foreignAgency	5	Caisse National des Caisses d'Epargne (CNCE)	Civil and administrative penalties/fines; undertaking	29-JUL-2005	French Supervisory Authority (Commission Bancaire)	Deficiencies in the processes by which retail and commercial banking risk exposures were insufficiently reported or reported in either a non-comprehensive format or in a way in which did not facilitate their use for risk consolidation purposes at the global group level.	On April 25, 2006, Commission Bancaire pronounced against CNCE a reprimand and a penalty of 1,000,000 euros for insufficient monitoring of risks on a consolidated basis.
0000889231-07-000016	foreignAgency	6	Caisse National des Caisses d?Epargne (CNCE)	Inquiry in relation to the issue of redeemable subordinate securities	10-SEP-2004	Autorit? Des Marches Financiers (AMF)	The AMF initiated an inquiry on 9/10/04 in relation to the issue of redeemable subordinated securities (?TSRs?) by CNCE and the marketing of such TSRs by ten Caisses d?Epargne, A grievance letter sent to CNCE by the AMF on 9/11/06, related to two categories of breaches: (1) accuracy of information provided to the public by Caisses d?Epargne in connection with the structure, offer, listing and issue of the TSRs and (2) breaches of CNCE?s monitoring function of the Caisses d?Epargne.	CNCE and the ten Caisses d?Epargne responded to the sanctions committee of the AMF on 12/1/06. The designated reporter of the sanctions committee is reviewing the submissions and will prepare a report.
0000889231-07-000016	violationOfInvestmentRelatedRegulation	1	Loomis, Sayles & Company, L.P. and Loomis, Sayles & Company, Incorporated, both affiliates of the Applicant	California Ironworkers Field Pension Trust, et. al. vs. Loomis, Sayles & Company	26-MAR-1999	US District Court for the Central District of California, Western Division	Three investment advisory clients sought recovery for losses from investment due to internal breach of investment guidelines.	Pursuant to a settlement agreement dated 3/25/02, the parties settled the damage claim for a payment by Loomis Sayles of $500,000.
0000889231-07-000016	foreignAgency	8	Natixis (formerly Natexis Banques Populaires) (NBP)	Civil and Administrative Penalt(ies)/Fine(s); Reprimand	29-JAN-2001	Autorit? des Marches Financiers (AMF)	Inquiries by the Conseil des Marches Financiers and the Commission des Operations de Bourse regarding the custodian function of NBP, the organization of the NBP safekeeping and administration of securities activity, and weaknesses in internal controls of a subsidiary.	The AMF pronounced a penalty of 1,100,000 euros against NBP and certain subsidiaries. NBP reorganized its custodian control department and dissolved the subsidiary with respect to which internal controls were investigated.
0000889231-07-000016	foreignAgency	9	Banque des Antilles Fran?aises (BDAF)	Civil and Administrative Penalt(ies)/Fine(s); Reprimand	29-OCT-2002	French Supervisory Authority (Commission Bancaire)	Grievances against BDAF mainly concerned insufficiency on anti money laundering procedures and the training of staff on anti money laundering rules.	Commission Bancaire pronounced a reprimand and a penalty of 50,000 euros against BDAF. BDAF has since implemented corrective measures, including updates to the anti money laundering procedures and increasing staff training on these matters.
0000889231-07-000016	fsrViolationOfInvestmentRelatedRegulation	1	IXIS Securities North America, Inc. (Formerly CDC Securities, Inc.), an affiliate of the Applicant	Administrative Action No. 0940359	24-MAR-1994	Iowa Securities Bureau ('ISB')	The ISB alleged that CSI was late in filing certain audited financial statements.	On June 26, 1994, the ISB dismissed the action against CSI subject to payment by CSI of a $500 fine.
0000889231-07-000016	fsrViolationOfInvestmentRelatedRegulation	2	CDC Securities, Inc. ('CSI'), an affiliate of the applicant	Order of Withdrawal No. BD-5473	18-MAY-2000	Minnesota Department of Commerce ('MDC')	CSI had submitted to the MDC an application for broker-dealer licensure, which had been pending for 120 days.  As a result, the MDC ordered, pursuant to Minnesota Stat. Sec. 80A.05, SUBD.1 that the application be withdrawn.	The application was withdrawn.
0000889231-07-000016	fsrViolationOfInvestmentRelatedRegulation	3	Harris Associates L.P. and/or Harris Associates Securities L.P., an affiliate of the applicant	Consent Agreements with securities regulators in RI, WI and DC	05-MAY-1992	Securities Regulators in RI, WI and DC	Between 5/5/92 and 4/12/94, the individuals named in the action without admitting or denying any activity, entered into consent agreements with and paid assessments to securities regulators in RI, WI and DC in connection with IA and/or BD registration.	No denial, suspension or revocation of license was entered and no restrictions or limitations were placed on either entity as a result of consent orders issued by such securities regulators.
0000889231-07-000016	foreignAgency	7	Banque Priv?e Saint Dominique (BPSD)	Civil and Administrative Penalt(ies)/Fine(s); Warning	09-AUG-2004	French Supervisory Authority (Commission Bancaire)	he grievances against BPSD mainly concerned inadequate knowledge of its customers and operations which should have either been operated or documented.	On 3/4/05, Commission Bancaire pronounced a warning and a financial sanction of 150,000 euros. The corrective compliance actions were implemented by BPSD.
0001179706-07-000056	subjectOfProceedings	1	Electronic Data Systems Corporation	Formal Investigation	01-OCT-2002	Division of Enforcement of the SEC	The SEC staff is conducting a formal investigation of matters relating to the Company?s derivatives contracts in connection with its program to manage the future stock issuance requirements of its employee stock incentive plans, the Company?s NMCI contract, a contract with a client of the Company that contained a prepayment provision, and the Company?s guidance and other events leading up to its third quarter 2002 earnings announcement. The SEC has deposed current and former members of the Company?s management and the NMCI account team as well as other witnesses regarding these issues. The SEC staff is also investigating allegations that a former employee working in India for a branch of a former subsidiary of the Company made questionable payments allegedly to further that entity?s business in India, a matter which the Company self-reported to the SEC staff and other relevant governmental authorities. In 2004, the Company voluntarily reported to the SEC staff a matter regarding payments made and credits given by the Company to Delphi during 2000 and 2001 and certain payments made by Delphi to the Company for services in 2002 and in early 2003. In October 2006, the SEC filed a lawsuit against Delphi, former Delphi personnel and other persons not employed by Delphi, including one current and two former employees of the Company, alleging violations of securities laws related to these and other matters. The lawsuit was simultaneously settled by Delphi and certain of the other persons charged by the SEC, including the two former employees of the Company. The Company was not charged in this lawsuit.	In February 2007, the Company reached an agreement with the Division of Enforcement of the SEC (the ?Division?) as to the terms of a proposed settlement that the Division has agreed to recommend to other SEC staff offices and to the Commissioners of the S
0001169232-07-001634	fsrViolationOfInvestmentRelatedRegulation	5	IDS Life Insurance Company	C-750	01-JUL-1992	STATE OF NEBRASKA, DEPARTMENT OF INSURANCE	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	fsrViolationOfInvestmentRelatedRegulation	6	American Express Service Corporation	Unknown	12-OCT-1989	STATE OF IOWA, INSURANCE DIVISION	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	fsrViolationOfInvestmentRelatedRegulation	7	IDS Certificate Company	0-89-0001	01-APR-1989	Oregon Division of Finance and Corporate Securities	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	fsrViolationOfInvestmentRelatedRegulation	8	IDS Life Insurance Company	UNKNOWN	01-DEC-1998	STATE OF IOWA, INSURANCE DIVISION.	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	15	American Express Financial Advisors Inc.	NASD CRC050001	01-JAN-2004	National Association of Securities Dealers	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	16	American Express Financial Advisors Inc.	NASD C0500021	01-JAN-2005	National Association of Securities Dealers	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	17	American Express Financial Advisors Inc.	NASD EAF0400340002	01-JAN-2004	National Association of Securities Dealers	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	18	American Express Financial Advisors Inc.	NASD EAF030120002	18-MAY-2004	National Association of Securities Dealers	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	19	American Express Financial Advisors Inc.	NASD 2005009019-01	21-APR-2006	National Association of Securities Dealers	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	20	Securities America, Inc.	EAF0400600003	21-DEC-2006	National Association of Securities Dealers	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	21	American Enterpirse Investment Services Inc.	CMD200234799	01-APR-2002	National Association of Securities Dealers	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	22	American Enterprise Investment Services Inc.	CMS000054 AWC	24-NOV-2003	National Association of Securities Dealers	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	23	Securities America, Inc.	C3B920025	15-JUL-1992	NASD DISTRICT 3	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	subjectOfProceedings	1	American Express Financial Advisors Inc.	12.06-039483J	30-JAN-2003	Tennessee Department of Commerce and Insurance Securities Division	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	24	Securities America, Inc.	CE4050008	08-JUN-2005	NATIONAL ASSOCIATION OF SECURITIES DEALERS	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	25	Securities America, Inc.	20050020101-01	01-SEP-2005	NATIONAL ASSOCIAITON OF SECURITIES DEALERS	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	sraViolationOfRules	26	Securities America, Inc.	2005002260	20-JAN-2006	NATIONAL ASSOCIATION OF SECURITIES DEALERS	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	subjectOfProceedings	2	Securities America, Inc.	EAF040137	11-MAR-2005	NATIONAL ASSOCIATION OF SECURITIES DEALERS	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	subjectOfProceedings	3	Ameriprise Financial Services Inc.	Administrative Complaint, Docket No. E-2006-0047	23-AUG-2006	Massachusetts Securities Division	(More detail being provided as correspondence)	(More detail being provided as correspondence)
0001169232-07-001634	subjectOfProceedings	4	Securities America, Inc	EAF040060	21-JUL-2005	NATIONAL ASSOCIATION OF SECURITIES DEALERS	(More detail being provided as correspondence)	(More detail being provided as correspondence)
