ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001822070-20-000002	corporationPartnership	2	Matthew Iak	17-JUL-2020	Owner The Parker Affiliated Group	E	true		
0001821782-20-000002	corporationPartnership	1	Sill,Wendy,Elizabeth	17-JUN-2020	Treasurer	E	true		
0001821222-20-000002	corporationPartnership	1	Reid, Christopher Wayne	12-OCT-2017	Trustee	E	true		
0001451217-20-000007	corporationPartnership	1	Timothy Barto	12-AUG-2020	Vice President and Assistant Secretary	NA			
0001451217-20-000007	corporationPartnership	2	Robert Silvestri	08-MAY-2008	Treasurer	NA			
0001451217-20-000007	corporationPartnership	23	Michael Peterson	30-MAY-2018	Director and Senior Vice President	NA			
0001451217-20-000007	corporationPartnership	22	Teresa Curley	24-MAY-2016	Vice President	NA			
0001451217-20-000007	corporationPartnership	21	Keith Dietel	03-OCT-2014	Chief Compliance Officer	NA			
0001451217-20-000007	corporationPartnership	3	Jeff Klauder	30-MAY-2008	Director and Senior Vice President	NA			14-MAY-2018
0001451217-20-000007	corporationPartnership	4	Dennis McGonigle	30-MAY-2008	Director and Senior Vice President	NA			
0001451217-20-000007	corporationPartnership	5	Aaron Buser	30-MAY-2008	Vice President and Assistant Secretary	NA			
0001451217-20-000007	corporationPartnership	6	Phillip Masterson	30-MAY-2008	Vice President	NA			
0001451217-20-000007	corporationPartnership	7	Jay Cipriano	30-MAY-2008	Vice President	NA			
0001451217-20-000007	corporationPartnership	8	SEI Investments Management Corporation	30-MAY-2008	Direct Parent Company	E	true		
0001451217-20-000007	corporationPartnership	9	SEI Investments Company	30-MAY-2008	Ultimate Parent Company	E	true		
0001451217-20-000007	corporationPartnership	10	James Ndiaye	30-MAY-2008	Vice President and Assistant Secretary	NA			01-MAR-2012
0001451217-20-000007	corporationPartnership	11	Mark Nagle	30-MAY-2008	Director and Senior Vice President	NA			03-OCT-2012
0001451217-20-000007	corporationPartnership	12	James F. Volk	30-MAY-2008	Chief Compliance Officer	NA			03-OCT-2014
0001451217-20-000007	corporationPartnership	13	Al DelPizzo	30-MAY-2008	President	NA			23-FEB-2016
0001451217-20-000007	corporationPartnership	14	Bridget Jensen	04-MAR-2009	Vice President	NA			
0001451217-20-000007	corporationPartnership	15	Robert Muse	04-MAR-2009	President	NA			
0001451217-20-000007	corporationPartnership	16	Dave McCann	12-AUG-2020	General Counsel and President	NA			
0001451217-20-000007	corporationPartnership	17	Stephen Meyer	03-JUN-2010	Director and Senior Vice President	NA			
0001451217-20-000007	corporationPartnership	18	Mark F. McManus	20-DEC-2010	Vice President	NA			
0001451217-20-000007	corporationPartnership	19	Brent N. Vasher	20-DEC-2010	Vice President	NA			
0001451217-20-000007	corporationPartnership	20	Philip McCabe	03-OCT-2012	Director and Senior Vice President	NA			
0001477932-20-005250	soleProprietorship	3	Elizabeth G. Martin	12-AUG-2019	Secretary & COO			Manager	
0001477932-20-005250	soleProprietorship	2	Ben Palmer Lee	12-AUG-2019	Treasurer & CFO			Manager	
0001477932-20-005250	soleProprietorship	1	Brandon Vallorani	12-AUG-2019	President & CEO			Manager	
0001477932-20-005250	soleProprietorship	4	Mark E. Crone	27-JAN-2020	Pres. of Ascendant Global Advisors, Inc.			Advisor & Legal Counsel to the Co	
0001030030-20-000005	soleProprietorship	1	Joy Marcella Carawan	08-JUN-2005	Managing Member			0%	30-JUN-2020
0001030030-20-000005	soleProprietorship	3	The Nottingham Company, Inc,	08-JUN-2005	Other			65%	
0001030030-20-000005	soleProprietorship	2	Robert J. Myers	08-JUN-2005	Managing Member			35%	
0000817712-20-000010	corporationPartnership	1	Cynthia Jean Nigbur	01-OCT-2002	Assistant Secretary	NA			
0000817712-20-000010	corporationPartnership	17	Rodney Dean Bacon	25-AUG-2020	Assistant Treasurer	NA			
0000817712-20-000010	corporationPartnership	3	Kathleen Marie Koelling	27-JUN-2011	Privacy Officer	NA	true		
0000817712-20-000010	corporationPartnership	4	Michael Walden Kremenak	05-JUN-2013	Assistant Secretary	NA			
0000817712-20-000010	corporationPartnership	5	Kathryn Ann Stelter	16-JUN-2014	VP & Chief Operations Officer	NA	true		
0000817712-20-000010	corporationPartnership	6	David Scott Royal	12-DEC-2014	Director	NA	true		
0000817712-20-000010	corporationPartnership	7	Edward Stuart Dryden	20-MAR-2015	Chief Compliance Officer	NA	true		
0000817712-20-000010	corporationPartnership	8	Gerard Vincent Vaillancourt	01-JAN-2015	Director and President	NA	true		
0000817712-20-000010	corporationPartnership	9	Jason Daniel Sterling	02-JUN-2015	Assistant Operations Officer	NA	true		
0000817712-20-000010	corporationPartnership	10	Ryan Francis Conroy	20-JUN-2016	Assistant Operations Officer	NA	true		
0000817712-20-000010	corporationPartnership	11	Jill Marie Forte	28-JUN-2017	Secretary and Chief Legal Officer	NA	true		
0000817712-20-000010	corporationPartnership	12	Jason Tyler Schmidt	28-JUN-2018	Assistant Operations Officer	NA	true		
0000817712-20-000010	corporationPartnership	13	Jeffrey David Cloutier	05-JUN-2019	Chief Financial Officer	NA	true		
0000817712-20-000010	corporationPartnership	14	Sharon Kay Minta	14-AUG-2019	Anti-Money Laundering Officer	NA	true		
0000817712-20-000010	corporationPartnership	15	Jessica Erin English	09-DEC-2019	Assistant Secretary	NA			
0000817712-20-000010	corporationPartnership	16	Vibhu Ranjan Sharma	19-DEC-2019	Director	NA	true		
0000817712-20-000010	corporationPartnership	2	Thrivent Financial Holdings, Inc.	01-JAN-2002	Parent Company	E	true		
0001822306-20-000001	corporationPartnership	1	Boyland, Natasha, Michelle	03-AUG-2020	Treasurer	E	true		
0001202048-20-000012	corporationPartnership	5	Jin Han	03-SEP-2019	Manager, VPA Trading	NA			
0001202048-20-000012	corporationPartnership	3	Cynthia Burnette	13-JUL-2017	Vice President and Assistant Treasurer	NA			
0001202048-20-000012	corporationPartnership	4	Jennifer Martin	03-SEP-2019	Director, VPA Trading	NA			
0001202048-20-000012	corporationPartnership	1	Mark Matthes	16-MAR-2012	Vice President	NA			22-NOV-2019
0001202048-20-000012	corporationPartnership	2	The Variable Annuity Life Insurance Company (VALIC)	18-NOV-1996	Owner	E	true		
0001288777-20-000004	corporationPartnership	3	Eric Laflamme	01-APR-2013	Director	NA	true		
0001288777-20-000004	corporationPartnership	25	Bryan Boyd	24-MAY-2016	Director	NA	true		
0001288777-20-000004	corporationPartnership	24	Diane Medeiros	24-FEB-2016	Senior Vice President	NA	true		
0001288777-20-000004	corporationPartnership	23	Carl Teasdale	12-NOV-2014	Head of Vendor Management	NA	true		
0001288777-20-000004	corporationPartnership	22	Carlos Leira	11-NOV-2015	Chief Information Officer - NA	NA	true		
0001288777-20-000004	corporationPartnership	21	Computershare Limited	09-JAN-2001	Parent Company (Indirect)	E	true		
0001288777-20-000004	corporationPartnership	20	ACN 081 035 752 Pty. Ltd.	27-FEB-2004	Parent Company (Indirect)	E	true		
0001288777-20-000004	corporationPartnership	18	Richard Barber	20-JUL-2015	Senior Vice President	NA	true		09-JUL-2020
0001288777-20-000004	corporationPartnership	17	Claude Baksh	25-MAY-2015	CCO, NA CRO, CPO, CAMLO	NA	true		
0001288777-20-000004	corporationPartnership	16	Irvin Steltz	12-NOV-2014	CIO - North America	NA	true		11-NOV-2015
0001288777-20-000004	corporationPartnership	19	Computershare Canada Inc.	31-DEC-2002	Parent Company	E	true		
0001288777-20-000004	corporationPartnership	15	Mark McDougall	01-JUL-2014	Chief Information Officer	NA	true		11-NOV-2015
0001288777-20-000004	corporationPartnership	14	David Nugent	18-NOV-2008	Senior Vice President	NA	true		
0001288777-20-000004	corporationPartnership	13	Jason Murray	01-JUL-2010	Senior Vice President	NA	true		24-FEB-2016
0001288777-20-000004	corporationPartnership	12	Dennis Massicotte	18-NOV-2008	Senior Vice President	NA	true		31-MAR-2020
0001288777-20-000004	corporationPartnership	11	Mark Jacobs	18-NOV-2008	Senior Vice President	NA	true		
0001288777-20-000004	corporationPartnership	10	Antonietta De Luca	01-OCT-2014	Senior Vice President	NA	true		
0001288777-20-000004	corporationPartnership	9	Matthew John Cox	23-JUL-2008	SVP, Chief Financial Officer	NA	true		
0001288777-20-000004	corporationPartnership	8	Nathalie Clark	17-AUG-2020	SVP, General Counsel, Secretary	NA	true		
0001288777-20-000004	corporationPartnership	7	Lindsay Ann Horwood	20-NOV-2000	SVP, General Counsel, Secretary	NA	true		17-AUG-2020
0001288777-20-000004	corporationPartnership	6	Stuart Swartz	18-NOV-2008	CEO, President, Director	NA	true		
0001288777-20-000004	corporationPartnership	1	William James Braithwaite	03-MAR-2000	Chairman of the Board	NA	true		
0001288777-20-000004	corporationPartnership	2	Mary (Lib) Elizabeth Gibson	01-OCT-2013	Director	NA	true		24-MAY-2016
0001288777-20-000004	corporationPartnership	26	Laurel Savoy	01-NOV-2016	Director	NA	true		
0001288777-20-000004	corporationPartnership	4	Brian Mitchell Pukier	29-FEB-2000	Director	NA	true		
0001288777-20-000004	corporationPartnership	5	Edward (Ted) P. Nash	01-FEB-2015	Director	NA	true		
0001288763-20-000017	corporationPartnership	21	Diane Medeiros	24-FEB-2016	Senior Vice President	NA	true		
0001288763-20-000017	corporationPartnership	1	Stuart Swartz	18-NOV-2008	CEO, President, Director	NA	true		
0001288763-20-000017	corporationPartnership	19	Wayne Noel Newling	10-MAY-2006	CEO, President and Director	NA			30-SEP-2014
0001288763-20-000017	corporationPartnership	18	Carl Teasdale	12-NOV-2014	Head of Vendor Management	NA	true		
0001288763-20-000017	corporationPartnership	17	Carlos Leira	11-NOV-2015	Chief Information Officer - NA	NA	true		
0001288763-20-000017	corporationPartnership	16	Mark Jacobs	01-FEB-2015	Senior Vice President	NA	true		
0001288763-20-000017	corporationPartnership	15	Computershare Limited	10-DEC-2002	Parent Company (Indirect)	E	true		
0001288763-20-000017	corporationPartnership	14	ACN 081 035 752 Pty. Ltd.	27-FEB-2004	Parent Company (Indirect)	E	true		
0001288763-20-000017	corporationPartnership	13	Computershare Canada Inc.	10-DEC-2002	Parent Company	E	true		
0001288763-20-000017	corporationPartnership	12	Richard Barber	20-JUL-2015	Senior Vice President	NA	true		09-JUL-2020
0001288763-20-000017	corporationPartnership	11	Claude Baksh	25-MAY-2015	CCO, NA CRO, CPO, CAMLO	NA	true		
0001288763-20-000017	corporationPartnership	10	Irvin Steltz	12-NOV-2014	CIO - North America	NA	true		11-NOV-2015
0001288763-20-000017	corporationPartnership	9	Mark McDougall	01-JUL-2014	Chief Information Officer	NA			11-NOV-2015
0001288763-20-000017	corporationPartnership	8	David Nugent	18-NOV-2008	Senior Vice President	NA	true		
0001288763-20-000017	corporationPartnership	7	Jason Murray	01-JUL-2010	Senior Vice President	NA	true		24-FEB-2016
0001288763-20-000017	corporationPartnership	6	Dennis Massicotte	18-NOV-2008	Senior Vice President	NA	true		31-MAR-2020
0001288763-20-000017	corporationPartnership	5	Antonietta De Luca	01-OCT-2014	Senior Vice President	NA	true		
0001288763-20-000017	corporationPartnership	4	Matthew John Cox	23-JUL-2008	SVP, Chief Financial Officer	NA	true		
0001288763-20-000017	corporationPartnership	3	Nathalie Clark	17-AUG-2020	SVP, General Counsel, Secretary	NA	true		
0001288763-20-000017	corporationPartnership	2	Lindsay Ann Horwood	06-DEC-2002	SVP, GC, Secretary, Director	NA	true		17-AUG-2020
0001288763-20-000017	corporationPartnership	20	Margot Jordan	18-NOV-2008	Senior Vice President	NA			30-SEP-2014
0001432531-20-000007	soleProprietorship	5	Vivek Kudva	12-JAN-2004	Director			Member of Board of Directors	06-DEC-2019
0001432531-20-000007	soleProprietorship	6	Alok Sethi	30-NOV-2004	Director			Member of Board of Directors	
0001432531-20-000007	soleProprietorship	7	William Jackson	23-FEB-2012	Director			Member of Board of Directors	13-JUN-2013
0001432531-20-000007	soleProprietorship	8	Jayaram Subramaniam	21-DEC-2010	Alternate Director to Basil K. Fox, Jr.			Alternate Member of Board of Directors	09-OCT-2014
0001432531-20-000007	soleProprietorship	9	Ramakrishna Mallimadugula	27-JUN-2013	Additional Director			Member of Board of Directors	30-JUN-2015
0001432531-20-000007	soleProprietorship	10	Jayaram Subramaniam	28-OCT-2014	Additional Director			Member of Board of Directors	23-JAN-2015
0001432531-20-000007	soleProprietorship	14	Sravya Kandukuri	20-MAR-2019	Secretary			Officer	
0001432531-20-000007	soleProprietorship	11	Gopal A. Singh	22-JUN-2009	Secretary			Officer	28-DEC-2018
0001432531-20-000007	soleProprietorship	12	Jayaram Subramaniam	23-JAN-2015	Director			Member of Board of Directors	
0001432531-20-000007	soleProprietorship	13	Ramakrishna Mallimadugula	30-JUN-2015	Whole-time Director			Member of Board of Directors	
0001432531-20-000007	soleProprietorship	1	Franklin Templeton Holding Limited	02-JAN-2002	100% Ownership			100% Sole ownership and control	
0001432531-20-000007	soleProprietorship	2	Vijay C. Advani	02-JAN-2002	Director			Member of Board of Directors	09-OCT-2014
0001432531-20-000007	soleProprietorship	3	Jennifer M. Johnson	12-JAN-2004	Director			Member of Board of Directors	09-OCT-2014
0001432531-20-000007	soleProprietorship	4	Basil K. Fox, Jr.	12-JAN-2004	Director			Member of Board of Directors	09-OCT-2014
0001214659-20-007341	corporationPartnership	1	Jeffrey Guidry	10-JUL-2020	PRESIDENT	E	false		
