ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001179706-15-000031	31-DEC-2014	Hewlett-Packard Administrative Services LLC	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001144204-15-019805	31-DEC-2014	VStock Transfer, LLC	SOME	Y	SEC	Not applicable		8115	49113	49113	0	51	0			Yes			0	0	0
0001430805-15-000002	31-DEC-2014	Amegy Bank National Association	ALL	N	OCC	Not applicable															
0001430805-15-000001	31-DEC-2014	Zions First National Bank	NONE	Y	OCC	Not applicable		992	25765	25765	2201	30	0			Yes			0	0	313
0001171520-15-000247	31-DEC-2014	Equity Stock Transfer, LLC	NONE	N	SEC	Yes, filed amendment(s)		1473	2463	2463	0	0	0			Yes			0	0	0
0000838141-15-000003	31-DEC-2014	Whitney Bank (Formerly Hancock Bank)	SOME	Y	FDIC	Not applicable		5717	76204	76204	64711	1509	0			Yes			128378	0	507
0001077223-15-000003	31-DEC-2014	VANTAGEPOINT TRANSFER AGENTS, LLC	SOME	N	SEC	Not applicable		0	105451	105451	0	0	0			Not Applicable			1184328	2941	0
0001354488-15-001455	31-DEC-2014	Manhattan Transfer Registrar Company	NONE	N	SEC	Not applicable		2019	29899	29899	0	10	0			Yes			0	0	0
0001354488-15-001450	31-DEC-2014	DIRECT TRANSFER LLC	NONE	Y	SEC	Yes, filed amendment(s)		4493	22722	22722	0	0	0			Yes			0	0	209
0001354488-15-001446	31-DEC-2014	Web Stock Transfer Agency Inc.	SOME	N	SEC	Not applicable		271	2531	2531	0	0	0			Yes			0	0	0
0000950123-15-004174	31-DEC-2014	HUNTINGTON ASSET SERVICES, INC.	NONE	Y	SEC	Not applicable		32010	173609	173609	133179	133179	0			Yes			516602	8104	24
0001410578-15-000127	31-DEC-2014	Hewitt Associates LLC	NONE	Y	SEC	Not applicable		0	0	13985294	0	0									0
0001545030-15-000001	31-DEC-2014	Wilmington Savings Fund Society, FSB	NONE	N	OCC	Not applicable		515	1379	1379	0	0	0			Yes			0	0	0
0000839287-15-000003	31-DEC-2014	State Street Bank and Trust Company	SOME	Y	BGFRS	No, failed to file amendment(s)	Amended TA-1 was filed on October 16, 2014 to report new mailing  and physical addresses. The mailroom moved to Tower 2 Floor 3 at the same address in October, but the amendment to the TA-1 was filed on March 26, 2015.	245	171757	167411	913	0	0			Yes			2862615	2257	7
0000826074-15-000002	31-DEC-2014	Unico American Corporation	NONE	N	SEC	Not applicable		11	283	284	0	1									0
0001146028-15-000001	31-DEC-2014	BNP Paribas, NEW YORK BRANCH	NONE	N	BGFRS	Not applicable		579	3	3	0	0									0
0001354488-15-001414	31-DEC-2014	Mountain Share Transfer, LLC.	SOME	N	SEC	Yes, filed amendment(s)		131	10828	10828	0	0	0			Yes			0	0	0
0001288763-15-000002	31-DEC-2014	Computershare Investor Services Inc.	SOME	Y	SEC	Yes, filed amendment(s)		107455	618979	618979	1793	22660	0			Yes			0	0	0
0001288777-15-000002	31-DEC-2014	Computershare Trust Company of Canada	SOME	Y	SEC	Yes, filed amendment(s)		0	1352375	1353339	84686	86868	0			Not Applicable			0	0	0
0000788603-15-000006	31-DEC-2014	National Financial Data Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		122503	3611067	3611067	3104588	0	0			Yes			33390764	39683	287
0000275143-15-000007	31-DEC-2014	Boston Financial Data Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		230360	10675922	10675922	9528916	0	0			Yes			66347680	97596	2870
0001144204-15-019383	31-DEC-2014	Johnson Financial, Inc.	NONE	N	SEC	Not applicable		182	3449	9967	9958	9967	0			Yes			26107	0	0
0001380486-15-000010	31-DEC-2014	TD Ameritrade Clearing, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	0	12	0	0									0
0001227021-15-000004	31-DEC-2014	Brown Brothers Harriman & Co.	NONE	N	SEC	Yes, filed amendment(s)		142	6990	6990	614	60	0			Yes			7258	162	0
0001049169-15-000007	31-DEC-2014	ALPS Fund Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		9319	397864	397864	321861	397864	0			Not Applicable			1927730	351010	98
0001434234-15-000001	31-DEC-2014	Globex Transfer, LLC	SOME	N	SEC	Not applicable		2437	25455	25455	0	0	0			Yes			0	0	0
0001133796-15-000028	31-DEC-2014	CST Investor Services Inc.	SOME	Y	SEC	No, failed to file amendment(s)	Failed to file amendment for name change within 60 days, filed amended TA-1 on Feb 6, 2015 for director change and included the name change.	113171	1202985	1202985	212448	33069	0			Yes			0	0	0
0001133796-15-000026	31-DEC-2014	CST Trust Company	ALL	Y	SEC	No, failed to file amendment(s)	Failed to file amended TA-1 for name change within 60 days, filed amended TA-1 on Jan 27, 2015 for director change and included the name change.														
0000950123-15-004167	31-DEC-2014	Freedom Funds Management Company	NONE	N	SEC	Not applicable		320	11102	9286	8144	0	0			Yes			9369	28	0
0001218371-15-000002	31-DEC-2014	Harford Bank	ALL	N	FDIC	Not applicable															
0000759458-15-000004	31-DEC-2012	The Canandaigua National Bank and Trust Company	NONE	N	OCC	Not applicable		384	1510	1510	0	0	0			Not Applicable			0	0	0
0000759458-15-000003	31-DEC-2014	The Canandaigua National Bank and Trust Company	NONE	N	OCC	Not applicable		348	1365	1365	0	0	0			Not Applicable			0	0	0
0001073944-15-000002	31-DEC-2014	UMB Fund Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		261677	532579	532579	101379	418769	0			Not Applicable			1899739	72766	22
0000950123-15-004165	31-DEC-2014	Peoples Bank SB	NONE	N	FDIC	Not applicable		333	447	447	119	0									0
0001103598-15-000003	31-DEC-2014	NYLIM Service Company LLC	SOME	N	SEC	Not applicable		13961	0	0	0	0	0			Yes			186766	459	0
0001096906-15-000308	31-DEC-2014	Progressive Transfer Corp.	SOME	N	SEC	Yes, filed amendment(s)		307	3075	3075	0	8	0			Yes			0	0	0
0001347211-15-000011	31-DEC-2014	Bay City Transfer Agency & Registrar Inc.	NONE	N	SEC	Yes, filed amendment(s)		197	3924	3924	0	0	0			No	3	0	197	18	0
0001145888-15-000002	31-DEC-2014	First Northern Community Bancorp	NONE	N	BGFRS	Not applicable		59	1344	1344	0	0	0			Not Applicable			0	0	0
0001283467-15-000003	31-DEC-2014	Valiant Trust Company	SOME	Y	SEC	Yes, filed amendment(s)		13046	82746	84069	8183	36518	0			Yes			0	0	0
0001096906-15-000305	31-DEC-2014	Interwest Transfer Co., Inc.	NONE	Y	SEC	Yes, filed amendment(s)		8139	252958	252958	0	633	0			Yes			0	0	0
0001146032-15-000004	31-DEC-2014	BANCO POPULAR DE PUERTO RICO	SOME	N	BGFRS	Not applicable		1244	9981	14476	9744	50	0			Yes			1800	0	104
0001085284-15-000001	31-DEC-2014	Wichita National life Insurance Company	NONE	N	SEC	Not applicable		22	491	491	0	0									0
0001020337-15-000002	31-DEC-2014	Principal Shareholder Services, Inc.	SOME	N	SEC	No, failed to file amendment(s)	On 1/30/14, a building where TA activities are conducted had an address update to reflect where the primary entrance to the building was located. All records and associates remained at the same physical location. The TA1 amendment was filed on 9/26/14.	2077	1036245	1036245	953885	0	0			Yes			1454118	7237	100
0001128769-15-000002	31-DEC-2014	Jackson National Asset Management, LLC	NONE	N	SEC	Not applicable		0	173	173	0	0									0
0000889231-15-000010	31-DEC-2013	Reich & Tang Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		3261	116130	116130	116101	0	0			Yes			6665552	94	2
0000891804-15-000202	31-DEC-2014	Weitz Investment Management, Inc.	SOME	N	SEC	Not applicable		707	23523	23523	18370	0	0			Yes			30139	5	0
0001506388-15-000002	31-DEC-2014	American Family Life Assurance Company of Columbus	NONE	Y	SEC	Not applicable		6447	0	0	0	0	0			Yes			0	0	0
0000913801-15-000001	31-DEC-2014	Advance Capital Group, Inc.	NONE	N	SEC	Not applicable		718	8667	8667	8636	8667	0			Yes			42635	78	0
0000734700-15-000001	31-DEC-2014	Goldman, Sachs & Co.	SOME	N	SEC	Not applicable		6130	231743	231743	178558	0	0			Yes			4282189	4630	33
0001451316-15-000004	31-DEC-2014	Franklin Templeton Investment Services, GmbH	NONE	Y	SEC	Yes, filed amendment(s)		429	50304	50304	0	0	0			Yes			93528	1958	33
0000870156-15-000017	31-DEC-2014	AdminiSystems, Inc.	NONE	N	SEC	Not applicable		10	25	22	18	0									0
0000353291-15-000002	31-DEC-2014	Franklin Templeton Investor Services, LLC	SOME	N	SEC	Not applicable		734992	3616576	3616576	0	0	0			No	1	2	18325056	1366783	531
0001459537-15-000001	31-DEC-2014	The First Bancorp	NONE	N	OCC	Not applicable		67	728	728	294	47									0
0001432531-15-000004	31-DEC-2014	Franklin Templeton International Services (India) Private Limited	NONE	Y	SEC	Yes, filed amendment(s)		41739	0	0	0	0	0			Yes			648818	12844	0
0001432532-15-000002	31-DEC-2014	Franklin Templeton Investments Poland sp. z o.o	NONE	Y	SEC	Not applicable		32168	0	0	0	0	0			Yes			132950	11345	0
0000769188-15-000004	31-DEC-2014	MFS Service Center, Inc.	SOME	N	SEC	Yes, filed amendment(s)		25161	1321546	1321546	1243578	0	0			Not Applicable			11165543	417409	399
0000027048-15-000003	31-DEC-2014	DST Systems, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		489675	5021449	5021449	3751852	9981	0			Yes			19600641	114700	735
0001387131-15-001057	31-DEC-2014	Preferred Partnership Services. Inc. d/b/a Investor Services	NONE	N	SEC	Not applicable		766	13569	16883	0	0	0			Not Applicable			0	0	10
0000868275-15-000004	31-DEC-2014	Saturna Capital Corporation	NONE	N	SEC	Yes, filed amendment(s)		0	36598	36598	36598	0	0			Not Applicable			144354	104	0
0000891010-15-000002	31-DEC-2014	Over The Counter Stock Transfer Inc	NONE	N	SEC	Not applicable		789	96994	16	0	16	0			Yes			0	0	0
0000710386-15-000003	31-DEC-2014	Western States Transfer & Registrar, Inc	NONE	N	SEC	Not applicable		65	12362	0	0	0	0			Yes			0	0	0
0001316141-15-000002	31-DEC-2014	Transhare Corporation	NONE	N	SEC	Yes, filed amendment(s)		1172	13454	13454	0	0	0			Yes			0	0	0
0001054377-15-000006	31-DEC-2014	Sansima Consulting Group, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000927395-15-000001	31-DEC-2014	WNC & ASSOCIATES INC/TA	NONE	N	SEC	Not applicable		176	13228	13228	0	0	0			Yes			0	0	0
0001452780-15-000003	31-DEC-2014	DST Worldwide Services India Private Limited	NONE	Y	SEC	Yes, filed amendment(s)		4471	0	0	0	0	0			Not Applicable			396514	139	0
0001133796-15-000022	31-DEC-2014	American Stock Trust & Transfer Company, LLC	SOME	Y	SEC	Yes, filed amendment(s)		453719	3900071	3900071	732724	688908	0			Yes			0	0	45642
0000838135-15-000003	31-DEC-2014	Branch Banking and Trust Company	NONE	N	FDIC	Not applicable		0	506	462	0	0									0
0001352156-15-000005	31-DEC-2014	Sentinel Administrative Services, Inc.	ALL	Y	SEC	No, failed to file amendment(s)	An amendment to the original filing was made after the 60 day timeframe, with respect to a change in the officers of the Registrant and certain disciplinary disclosures of control affiliates.														
0000920493-15-000002	31-DEC-2014	Lee Financial Recordkeeping, Inc.	SOME	N	SEC	Yes, filed amendment(s)		48	1967	0	0	0	0			Yes			1302	4	0
0000817712-15-000007	31-DEC-2014	Thrivent Financial Investor Services Inc.	SOME	N	SEC	No, failed to file amendment(s)	Amended Forms TA-1 filed on 4/23/2014, 8/18/2014, and 10/22/2014 were not filed within 60 days following the date on which information became inaccurate.	21281	0	86656	777452	0	0			Yes			128355	0	0
0000746972-15-000001	31-DEC-2014	OTR, Inc.	NONE	N	SEC	Not applicable		1391	36264	36264	0	18	0			Not Applicable			0	0	0
0000950123-15-004126	31-DEC-2014	Atlas Resources LLC	NONE	N	SEC	No, failed to file amendment(s)	A form T/A-1/A was filed on June 11, 2014 to update Item 3(c), the physical address of the Transfer Agent, which had been incorrect for more than 60 days on the previous TA-1/A dated November 11, 2007.	1056	35277	35277	0	0	0			Not Applicable			0	0	0
0001571049-15-002366	31-DEC-2014	Worldwide Stock Transfer LLC	NONE	Y	SEC	Not applicable		3406	28722	28722	0	449	0			Yes			0	0	0
0001145697-15-000001	31-DEC-2014	Fulton Bank, National Association	NONE	N	OCC	Not applicable		1312	21327	21327	10610	179	0			Yes			0	0	15
0001388002-15-000001	31-DEC-2014	HSBC Bank USA, N.A.	NONE	N	OCC	Yes, filed amendment(s)		1997	5678	5678	0	0	0			Not Applicable			0	0	26
0001202048-15-000006	31-DEC-2014	VALIC Retirement Services Company	NONE	N	SEC	Yes, filed amendment(s)		2455	11399	11399	0	0	0			Yes			14521711	395694	2786
0001359797-15-000002	31-DEC-2014	MKPI SERIVCES	NONE	N	SEC	Not applicable		0	1	1	0	1									0
0000853452-15-000002	31-DEC-2014	National Bank of Middlebury	NONE	N	OCC	Not applicable		31	379	491	0	112									0
0000870156-15-000016	31-DEC-2014	Miles Capital, Inc.	NONE	N	SEC	Not applicable		0	803	803	0	0									0
0000870156-15-000015	31-DEC-2014	AdminiSystems, Inc.	NONE	N	SEC	Not applicable		10	29	26	22	0									0
0001003297-15-000158	31-DEC-2014	Security Land and Development Corp.	NONE	N	SEC	Not applicable		7	727	727	0	1									0
0000950123-15-004113	31-DEC-2014	Tri-Continental Corporation	ALL	N	SEC	No, failed to file amendment(s)	Due to a suspended TA-1 filing, which the SEC sought to, and eventually did rectify, registrant was unable to report a mailing address change within 60 days. The original suspended filing of 3/4/14 reported the mailing address change effective 1/21/14.														
0001022116-15-000005	31-DEC-2014	U.S. Bank National Association	NONE	Y	OCC	Yes, filed amendment(s)		3759	245583	245583	0	0	0			Yes			0	0	657
0001022116-15-000004	31-DEC-2014	U.S. Bank Trust National Association	ALL	N	OCC	Not applicable															
0000019617-15-000285	31-DEC-2014	JP Morgan Chase Bank, National Association	SOME	Y	OCC	Yes, filed amendment(s)		370	16119	16119	0	0	0			Yes			8314	0	0
0000019617-15-000284	31-DEC-2014	JP Morgan AG	ALL	N	OCC	Not applicable															
0001451217-15-000002	31-DEC-2014	SEI Institutional Transfer Agent, Inc.	SOME	N	SEC	No, failed to file amendment(s)	TA erroneously filed Form TA-1 (accession #0001451217-14-000006) on 1/23/14as a 'TEST' file. The attempted filing was within the required 60 day period. Upon discovery of the error, the TA correctly file the form as 'Live' on 2/14/14 as previously stated.	2062	24045	24044	18488	0	0			Yes			764286	1896	0
0000838155-15-000008	31-DEC-2014	Manufacturers and Traders Trust Company	ALL	N	BGFRS	Not applicable															
0001410578-15-000121	31-DEC-2014	Dearborn Capital Management, LLC	NONE	N	SEC	Not applicable		6460	9995	9995	0	0	0			Yes			0	0	0
0001458661-15-000007	31-DEC-2014	Wilmington Trust, National Association	ALL	N	OCC	Not applicable															
0001458661-15-000006	31-DEC-2014	Wilmington Trust Company	NONE	Y	BGFRS	Not applicable		2946	37632	37632	0	0	0			Yes			0	0	24
0001323210-15-000006	31-DEC-2014	GTI Corporate Transfer Agents LCC	NONE	N	SEC	Yes, filed amendment(s)		1	1	0	0	1									0
0001323210-15-000004	31-DEC-2014	GTI Corporate Transfer Agents LCC	NONE	N	SEC	Yes, filed amendment(s)		1	1	0	0	1									0
0000950123-15-004109	31-DEC-2014	Columbia Management Investment Services Corp.	SOME	Y	SEC	Yes, filed amendment(s)		229130	999652	2274997	1959405	0	0			Not Applicable			11005266	187538	31
0001144204-15-018560	31-DEC-2014	American National Stock Transfer, LLC	SOME	N	SEC	Not applicable		2572	215178	215178	123477	0	0			Yes			0	0	0
0000276398-15-000001	31-DEC-2014	Shareholder Services Inc.	SOME	Y	SEC	Yes, filed amendment(s)		1570085	3779757	3779757	3779704	3779436	0			Yes			15544311	128013	806
0001558234-15-000001	31-DEC-2014	OFI Global Asset Management, Inc.	ALL	N	SEC	Yes, filed amendment(s)															
0000896852-15-000004	31-DEC-2014	Invesco Investment Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		308735	1855061	1855061	1751594	0	0			Yes			13154706	111971	706
0000795029-15-000005	31-DEC-2014	Aflac Incorporated	SOME	N	SEC	Not applicable		6447	86997	86997	83096	417	0			Yes			0	0	94
0000950123-15-004106	31-DEC-2014	Dupree & Company Inc.	NONE	N	SEC	Not applicable		0	9980	7377	5737	1640	0			Yes			19349	22	0
0000230234-15-000001	31-DEC-2014	First Tennessee Bank National Association	ALL	N	OCC	Not applicable															
0000810417-15-000001	31-DEC-2014	Edward D. Jones & Co., L.P. d/b/a Edward Jones	NONE	N	SEC	Not applicable		0	1729953	1729953	0	0	0			Yes			50055263	38014	78
0001448300-15-000002	31-DEC-2014	Putnam Investor Services Inc.	NONE	N	SEC	Not applicable		38209	2025970	2025970	1969724	56246	0			Yes			7936478	33113	970
0000724935-15-000004	31-DEC-2014	Columbia Stock Transfer Company	SOME	N	SEC	Not applicable		682	37242	0	0	0	0			Yes			0	0	0
0000950123-15-004096	31-DEC-2014	Apache Corporation	SOME	N	SEC	Not applicable		25	895	895	0	0									2
0000854922-15-000002	31-DEC-2014	The Bank of New York Mellon	SOME	Y	BGFRS	Yes, filed amendment(s)		5773	435412	435412	15906	0	0			Yes			0	0	3181
0000067590-15-000258	31-DEC-2014	Prudential Mutual Fund Services LLC	SOME	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									50
0001253179-15-000004	31-DEC-2014	Gemini Fund Services, LLC	SOME	Y	SEC	Yes, filed amendment(s)		315428	783056	783056	652528	783056	0			Yes			3189207	19553	23
0000735286-15-000007	31-DEC-2014	The Vanguard Group, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		2100336	18659164	18659164	17397266	0	0			Not Applicable			74792291	283648	2010
0000783398-15-000005	31-DEC-2014	Pioneer Investment Management Shareholder Services Inc	SOME	N	SEC	Not applicable		435	551762	551883	541845	68	0			Yes			1584047	151	292
0000854890-15-000002	31-DEC-2014	Boston Trust & Investment Management Company	SOME	N	FDIC	Not applicable		0	42	42	0	0									0
0001398344-15-002004	31-DEC-2014	Matrix 360 Administration, LLC	NONE	N	SEC	Not applicable		644	4274	4274	3970	4274	0			Yes			7008	842	0
0000737074-15-000002	31-DEC-2014	USAA Transfer Agency Company, dba USAA Shareholder Account Services	SOME	N	SEC	Yes, filed amendment(s)		9412	2635139	2635139	2590989	0	0			Yes			9611928	13130	139
0001548233-15-000004	31-DEC-2014	Gulf Registrar and Transfer Corporation	NONE	N	SEC	Not applicable		12	617	0	0	0									0
0000911282-15-000002	31-DEC-2014	Phoenix Transfer, Inc	NONE	N	SEC	Not applicable		4723	61647	64965	5568	0	0			Not Applicable			0	0	0
0001140361-15-013127	31-DEC-2014	Cardinal Investment Services, Incorporated	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000734751-15-000001	31-DEC-2014	Duke Energy Corporation	NONE	N	SEC	Not applicable		18949	173639	173639	130795	71548	0			Yes			0	0	3046
0000922838-15-000002	31-DEC-2014	web401k.com, Inc.	NONE	N	SEC	Not applicable		0	0	4897	0	0									0
0000734846-15-000001	31-DEC-2014	Ameren Services Company	NONE	N	SEC	Not applicable		5802	56860	46385	39216	7169	0			Yes			0	0	82
0000810704-15-000004	31-DEC-2014	Primerica Shareholder Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001410578-15-000116	31-DEC-2014	CH2M HILL Companies, Ltd.	NONE	N	SEC	Not applicable		24922	7570	7570	5189	0	0			Yes			0	0	0
0001460584-15-000002	31-DEC-2014	Bangor Savings Bank	NONE	N	FDIC	Not applicable		15	1	1	0	1									0
0000002380-15-000001	31-DEC-2014	Administrative Data Management Corp.	NONE	N	SEC	Not applicable		14715	549878	549878	538303	0	0			Yes			2623158	13345	210
0000838041-15-000001	31-DEC-2014	HOMETOWN BANK, N.A.	NONE	N	OCC	Not applicable		64	514	545	0	31									1
0001071069-15-000002	31-DEC-2014	ProFutures, Inc.	NONE	N	SEC	Not applicable		0	148	148	0	0									0
0000350852-15-000043	31-DEC-2014	Community Trust Bank, Inc.	NONE	N	BGFRS	Not applicable		0	15	15	0	0									0
0000896852-15-000002	31-DEC-2014	Invesco Canada Ltd/Invesco Canada Ltee, doing business as Invesco Enterprise Services/Services Entreprise Invesco, and Invesco	NONE	Y	SEC	Yes, filed amendment(s)		13716	1855061	1855061	1751594	0	0			Yes			137797	2044	706
0000950123-15-004075	31-DEC-2014	Wells Fargo India Solutions Private Limited	NONE	Y	OCC	Not applicable		0	0	0	0	0									0
0000838927-15-000002	31-DEC-2014	BANK OF AMERICA N.A.	SOME	N	OCC	Not applicable		9	683	683	0	0									2
0000950123-15-004071	31-DEC-2014	Wells Fargo Bank Northwest, N.A.	ALL	N	OCC	Not applicable															
0000950123-15-004070	31-DEC-2014	Wells Fargo Delaware Trust Company, N.A.	ALL	N	OCC	Not applicable															
0000878605-15-000004	31-DEC-2014	Wilson Bank & Trust Company	NONE	N	FDIC	Not applicable		446	3609	3065	1	0	0			Yes			0	0	0
0001397265-15-000005	31-DEC-2014	Bancfirst Trust & Investment Management	NONE	N	FDIC	Not applicable		50	2759	2759	0	1	0			Not Applicable			0	0	0
0000950123-15-004066	31-DEC-2014	Waddell & Reed Services Company (dba WI Services Company)	NONE	N	SEC	Yes, filed amendment(s)		75308	4390713	4390713	4301777	0	0			Yes			25037288	175590	279
0001199835-15-000061	31-DEC-2014	First American Stock Transfer, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		3729	29611	29611	0	10	0			Yes			0	0	147
0001410578-15-000114	31-DEC-2014	Fantex, Inc.	NONE	N	SEC	Not applicable		0	0	1291	0	0									0
0001437749-15-005831	31-DEC-2014	Investors Heritage Life Insurance Company	NONE	N	SEC	Not applicable		129	2476	2476	0	0	0			Not Applicable			0	0	0
