ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0000005076-07-000006	subjectOfProceedings	1	Capital Research Management Company (CRMC) and American Funds Distributors, Inc. (AFD)	People of the State of CA, Plaintiff v. AFD and CRMC, Defendents	24-MAR-2005	Los Angeles County Superior Court	CRMC, a control affiliate, is named in this action regarding alleged violation of certain sections of the California Corporations Code with respect to so-called 'revenue sharing' disclosures.	Court of Appeal issued ruling 1/26/07 allowing this civil action to proceed.
0001007444-07-000010	fsrFoundOrderAgainstApplicant	2	UVEST Financial Services Group, Inc.	Consent Order	15-DEC-2005	State of Florida Office of Financial Regulation	The matter arose from allegations that UVEST operated six branch offices without properly registering them with the Office of Financial Regulations	The order resulted in a fine of $30,000
0001007444-07-000010	fsrFoundOrderAgainstApplicant	3	LPL	Order	28-JUN-2006	State of Texas	Involved allegations that LPL failed to timely update its Form BD to reflect the use of other business names in connection w/ securities activity by certain LPL branch offices in TX	The order resulted in a reprimand and a fine in the amount of $10,000
0001007444-07-000010	fsrFoundOrderAgainstApplicant	4	LPL	Consent Order	01-DEC-1998	Kansas Securities Commission	The proceeding was based on the conduct of a representative formerly licensed with LPL and one of its predecessor firms, PLFS	LPL agreed to review procedures & make modifications that LPL determines to be reasonable & not overly burdensome & offer restitution to certain customers of LPL?s former rep
0001007444-07-000010	fsrFoundOrderAgainstApplicant	5	UVEST Financial Services Group, Inc.	Consent Order	12-OCT-1999	State of Maryland Division of Securities	The matter related to allegations that a UVEST representative had effected securities transactions in the state of Maryland after registration was terminated	Consent Order resulted in a fine of $500
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	1	UVEST Financial Services Group, Inc. (?UVEST?)	Consent Order	12-OCT-1999	State of Maryland Division of Securities	The matter related to allegations that a UVEST representative had effected securities transactions in the state of Maryland after registration was terminated.	Consent Order resulted in a fine of $500.
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	2	UVEST Financial Services Group, Inc. (?UVEST?)	Settlement	17-JUN-1996	New Jersey Bureau of Securities	The matter related to allegations that UVEST effected unregistered transactions in the state of New Jersey	UVEST was cautioned and penalized $5,000.
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	3	LINSCO Financial Group, Inc. (LFG), Todd A. Robinson, Raymond Lazcano	Case No. E-86-42	12-AUG-1986	Massachusetts Securities Division	The matter involved allegations that LFG employed an agent (Raymond J. Lazcano) who engaged in one securities transaction while not registered in violation of Mass law	In 1/1987, Findings and a Final Order were entered in which Lazcano consented to the alleged violation of the Mass law
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	4	Private Ledger Financial Services, Inc. (?PLFS?)	Michigan Case No. 82-66-S	20-MAY-1984	Michigan Corporations and Securities Bureau	The matter involved a client that was sold various securities by two PLFS agents who were not at the time of sale registered in Michigan, a violation of Michigan Securities Act	PLFS was censured and ordered to pay restitution of $11,163.00 to a Michigan client
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	5	Private Ledger Financial Services, Inc. (?PLFS?)	State of Georgia Case No. 50-86-952(a).	14-MAY-1986	State of Georgia	The matter involved allegations that PLFS offered for sale and sold securities which were not effectively registered nor exempt from registration	PLFS reimbursed the Commissioner in the amount of $1,000 and agreed to cease and desist without admitting or denying any of the findings of fact or conclusions of Law
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	6	Philip C. Benedict, a representative of PLFS	State of Georgia Case No. 50-86-9529 (b).	05-MAY-1985	State of Georgia	The matter involved allegations that Benedict sold securities which were not effectively registered nor exempt from registration	Benedict reimbursed the Commissioner in the amount of $500 and agreed to cease and desist without admitting or denying any of the findings of fact or conclusions of Law
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	7	LPL	Case No. 9501-04LC	09-OCT-1996	Pennsylvania Securities Commission	The matter involved conduct of an agent formerly licensed with LPL and one of its predecessor firms, Private Ledger Financial Services (?PLFS?)	LPL consented to an order requiring it to engage an independent consultant to review its existing compliance policies & procedures, pay costs of $19,304.94,& comply with PA law
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	8	LPL	Consent Order	01-DEC-1998	Kansas Securities Commission	The proceeding was based on the conduct of a representative formerly licensed with LPL and one of its predecessor firms, PLFS	LPL agreed to review procedures & make modifications that LPL determines to be reasonable & not overly burdensome & offer restitution to certain customers of LPL?s former rep
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	9	LPL	Order	28-JUN-2006	State of Texas	Involved allegations that LPL failed to timely update its Form BD to reflect the use of other business names in connection w/ securities activity by certain LPL branch offices in TX	The order resulted in a reprimand and a fine in the amount of $10,000
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	10	UVEST Financial Services Group, Inc.	Consent Order	15-DEC-2005	State of Florida Office of Financial Regulation	The matter arose from allegations that UVEST operated six branch offices without properly registering them with the Office of Financial Regulations	The order resulted in a fine of $30,000
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	11	UVEST Financial Services Group, Inc.	Consent Order	07-OCT-2004	State of Florida Office of Financial Regulation	The matter arose from allegations that UVEST operated twelve branch offices without properly registering them with the Office of Financial Regulations	The order resulted in a fine of $29,000
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	12	Waterstone Financial Group, Inc. (WFG)	Docket/Case Number:  8900773	28-DEC-1989	Illinois Department of Securities	Allegations involved sales of securities by unregistered representative.	The matter resulted in a stipulation and consent, which involved a censure and fine of $500.
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	13	WFG	Docket/Case Number: 8900773	28-DEC-1989	Illinois Department of Securities	Allegations were that Long Grove Trading Company sold securities through unregistered salesperson.	The matter resulted in a censure and fine in the amount of $500.
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	14	Mutual Service Corporation (MSC)	Cease and Desist Order	01-FEB-1999	State of Minnesota	Allegations involved violation of Minnesota statues for failure to license and supervise an agent in its capacity as a broker/dealer.	The matter resulted in a cease and desist order and fine of $1,500.
0001007444-07-000010	fsrViolationOfInvestmentRelatedRegulation	15	MSC	2655-S-5/00	02-JUN-2000	State of FL, Dept of Banking & Finance, Div of Securities	Allegations involved operating a branch location within the state of FL without the benefit of proper registration.	The matter resulted in a cease and desist and fine of $5,000.
0001007444-07-000010	registrationDeniedOrSuspended	1	Linsco/Private Ledger Corp. (LPL)	SEC Administrative Proceeding Rel. Nos. 33-8371 and 34-49232	12-FEB-2004	Securities and Exchange Commission	Action involved allegations related to application of mutual breakpoints for eligible customers on purchases of front-end load mutual funds.	The SEC issued an Order against LPL that resulted in a censure, monetary fine, disgorgement/restitution and cease and desist/injunction.
0001007444-07-000010	revokedBond	2	Not applicable	Not applicable	01-DEC-2006	Not applicable	Claim for recovery of customer funds misappropriated by a registered representative of LPL	Claim was paid during 2004 through 2006 by Zurich American
0001007444-07-000010	sraViolationOfRules	1	PLFS	NASD action	04-JUN-1980	NASD District 2 Business Conduct Committee	Allegations involved failure to supervise branch office for use of stationary & business cards & failure to use name of PLFS on front door of branch office & in phone book listing	PLFS was fined $500
0001007444-07-000010	fsrFoundOrderAgainstApplicant	6	MSC	Cease and Desist Order	01-FEB-1999	State of Minnesota	Allegations involved a violation of Minnesota statues for failure to license and supervise an agent in its capacity as a broker/dealer.	The matter resulted in a cease and desist order and fine of $1,500.
0001007444-07-000010	fsrFoundOrderAgainstApplicant	7	MSC	2665-S-5/00	02-JUN-2000	State of FL, Dept of Banking & Finance, Div of Securities	Allegations involved operating a branch location within the state of FL without the benefit of proper registration.	The matter resulted in a cease and desist and fine of $5,000.
0001007444-07-000010	revokedBond	1	Not applicable	Not applicable	01-DEC-1989	Not applicable	A claim for recovery of corporate funds embezzled by an employee (not securities licensed) in the Private Ledger Financial Services Accounting Department	Claim was paid in late 1989 by the National Union Fire Insurance Company
0001007444-07-000010	sraViolationOfRules	2	LPL	Acceptance, Waiver and Consent	13-FEB-2003	NASD	The matter arose out of a representative?s unauthorized participation/postings on electronic bulletin boards	The AWC resulted in a fine of $5,000 and an undertaking to revise LPL's written supervisory procedures concerning communications with the public via electronic media
0001007444-07-000010	sraViolationOfRules	3	LPL	Acceptance, Waiver and Consent	27-MAR-2003	NASD	The matter arose from an error in reporting 23 transactions in FIPS securities within five minutes after execution	The AWC resulted in a fine of $5,000
0001007444-07-000010	sraViolationOfRules	4	LPL	Consent	12-FEB-2004	NASD	Action involved allegations related to application of mutual breakpoints for eligible customers on purchases of front-end load mutual funds	LPL was censured and fined $2,232,805 and made various other undertakings to the NASD
0001007444-07-000010	sraViolationOfRules	5	LPL	Acceptance, Waiver and Consent	11-OCT-2004	NASD	The matter involved allegations related to two municipal bond liquidations	AWC resulted in censure & fine of $5,000, restitution of $4,662, & undertaking to review written supervisory procedures related to determining FMV of municipal securities
0001007444-07-000010	sraViolationOfRules	6	LPL	Acceptance, Waiver and Consent	30-NOV-2004	NASD	The matter arose out of LPL?s alleged late filing of amendments to Form U4 (Question 14) and Form U5 (Question 7) from January 2002 through March 2004	The AWC resulted in a censure, fine in the amount of $450,000.00 and various undertakings by LPL
0001007444-07-000010	sraViolationOfRules	7	LPL	Acceptance, Waiver and Consent	08-JUN-2005	NASD	The matter arose out of LPL?s acceptance of directed brokerage payments from mutual fund companies	The AWC resulted in a fine of $3,602,398
0001007444-07-000010	sraViolationOfRules	8	LPL	Acceptance, Waiver and Consent	14-NOV-2005	NASD	Allegations were that LPL failed to establish, maintain & enforce reasonable system of procedures to supervise activities of registered persons in connection w/ wire transfers	AWC resulted in a censure and fine of $75,000
0001007444-07-000010	sraViolationOfRules	9	LPL	Acceptance, Waiver and Consent	19-DEC-2005	NASD	The matter arose out of allegations related to recommendations to customers for the purchase of mutual fund Class B and C shares	The AWC resulted in a fine of $2,400,000
0001007444-07-000010	sraViolationOfRules	10	LPL	Acceptance, Waiver and Consent	06-JAN-2006	NASD	The matter arose out of allegations related to violations of NASD rules regarding the termination of research coverage of subject companies	The matter resulted in a fine of $5,000
0001007444-07-000010	sraViolationOfRules	11	LPL	Acceptance, Waiver and Consent	21-DEC-2006	NASD	Allegations were that during a period, LPL failed to establish, maintain & enforce adequate supervisory system reasonably related to variable annuity exchange business	The AWC resulted in various undertakings by LPL
0001007444-07-000010	sraViolationOfRules	12	UVEST Financial Services Group, Inc.	Acceptance, Waiver and Consent	01-OCT-2001	NASD	The matter arose out of allegations that UVEST?s quarterly focus report was received one day late of the filing deadline	The AWC resulted in a fine in the amount of $1,000
0001007444-07-000010	sraViolationOfRules	13	UVEST Financial Services Group, Inc.	Acceptance, Waiver and Consent	09-MAY-2005	NASD	The matter arose out of allegations that UVEST failed to preserve and supervise electronic communications in accordance with SEC and NASD rules	The AWC resulted in a censure and fine in the amount of $80,000
0001007444-07-000010	sraViolationOfRules	14	UVEST Financial Services Group, Inc.	Acceptance, Waiver and Consent	31-JUL-2006	NASD	The matter arose out of allegations that UVEST failed to report to TRACE transactions in TRACE-Eligible securities.	The AWC resulted in a censure and fine in the amount of $20,000
0001007444-07-000010	sraViolationOfRules	15	Philadelphia Corporation for Investment Services (?PCIS?)	Acceptance, Waiver and Consent	01-FEB-2006	NASD	Allegations were that during period 3 municipal security transactions & 11 transactions in TRACE eligible securities were not reported accurately. PCIS is no longer registered as a b-d	The AWC resulted in a fine of $5,000
0001007444-07-000010	sraViolationOfRules	16	LPL	Acceptance, Waiver and Consent	17-APR-2007	NASD	Allegations were that LPL failed to timely amend representatives' Forms U4 with material information.	The AWC resulted in a fine of $5,000.
0001007444-07-000010	sraViolationOfRules	17	Associated Securities Corp. (ASC)	Acceptance, Waiver and Consent	26-OCT-2006	NASD	Allegations were that during time period ASC violated NASD Rule 6230(B) for failing to report Trace eligible securities & for having deficient WSPs regarding Trace reporting.	The AWC resulted in a fine of $15,000.
0001007444-07-000010	sraViolationOfRules	18	MSC	CHI-813-AWC	01-AUG-1985	NASD	Allegations involved the late filing of focus report part I.	The matter resulted in a letter of caution and a fine in the amount of $100.
0001007444-07-000010	sraViolationOfRules	19	MSC	AWC-C050100	05-DEC-2001	NASD	Allegations involved MSC's written supervisory procedures with respect to the sale of variable products during a period of time.	The AWC resulted in a fine of $35,000.
0001007444-07-000010	sraViolationOfRules	20	MSC	EAF04008300	16-AUG-2005	NASD	Allegations involved violations of NASD Conduct Rules 2830(k) AND 2110.	AWC resulted in a censure and fine in the amount of $1,300,000.
0001007444-07-000010	sraViolationOfRules	21	UVEST	EO72005012701	06-SEP-2007	FINRA	Allegations involved AML compliance program, branch inspections, supervision of outside securities accounts, customer complaint reporting and Form U-4/U-5 amendments.	AWC resulted in a censure and fine in the amount of $39,000.
0001007444-07-000010	subjectOfProceedings	1	MSC	Docket/Case No. EAF0400630001	23-JUL-2007	NASD	Alleged violation of NASD Conduct Rules 2110, 3110, 3010(A), (B), (C), 8210 and Securities Exchange Act Rules 17A-3 and 17A-4.	Pending; proceeding initiated on 7/23/2007
0001007444-07-000010	violationOfRegulations	1	Linsco/Private Ledger Corp. (LPL)	SEC Administrative Proceeding Rel. Nos. 33-8371 and 34-49232	12-FEB-2004	Securities and Exchange Commission	Action involved allegations related to application of mutual breakpoints for eligible customers on purchases of front-end load mutual funds.	The SEC issued an Order against LPL that resulted in a censure, monetary fine, disgorgement/restitution and cease and desist/injunction.
0001007444-07-000010	fsrFoundOrderAgainstApplicant	1	UVEST Financial Services Group, Inc.	Consent Order	07-OCT-2004	State of Florida Office of Financial Regulation	The matter arose from allegations that UVEST operated twelve branch offices without properly registering them with the Office of Financial Regulations	The order resulted in a fine of $29,000
0001104659-07-070209	falseStatementOrOmission	2	Reserve Management Corporation	Unavailable	01-SEP-1980	SEC, NY	9/80 Docs sent to s/h allegedly did not disclose computer & phone malfunctions affecting  Fund's ability to make same day payment	On 9/80 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070209	falseStatementOrOmission	1	Reserve Management Corporation	Unavailable	27-JUN-1977	SEC, NY	6/77 alleged violations regarding IM Agreement approval, certification of selection of indep. accountants, adequacy of stmts sent to s/h & certain req records	On 6/77 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070207	falseStatementOrOmission	1	Reserve Management Corporation	Unavailable	27-JUN-1977	SEC, NY	On 6/77 alleged  violations regarding IM Agreement approval, certification of selection of indep. accountants, adequacy of stmts sent to s/h & certain req records	On 6/77 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070207	falseStatementOrOmission	2	Reserve Management Corporation	Unavailable	01-SEP-1980	SEC, NY	On 9/80 Docs sent to s/h allegedly did not disclose computer & phone malfunctions affecting  Fund's ability to make same day payment	On 9/80 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070206	falseStatementOrOmission	1	Reserve Management Corporation	Unavailable	27-JUN-1977	SEC, NY	On 6/77 alleged violations regarding IM Agreement approval, certification of selection of indep. accountants, adequacy of stmts sent to s/h & certain req records	On 6/77 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070206	falseStatementOrOmission	2	Reserve Management Corporation	Unavailable	01-SEP-1980	SEC, NY	On 9/80 Docs sent to s/h allegedly did not disclose computer & phone malfunctions affecting Fund's ability to make same day payment	On 9/80 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070204	falseStatementOrOmission	1	Reserve Management Corporation	Unavailable	27-JUN-1977	SEC, NY	On 6/77 alleged violations regarding IM Agreement approval, certification of selection of indep. accountants, adequacy of stmts sent to s/h & certain req records	On 6/77 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070204	falseStatementOrOmission	2	Reserve Management Corporation	Unavailable	01-SEP-1980	SEC, NY	On 9/80 Docs sent to s/h allegedly did not disclose computer & phone malfunctions affecting Fund's ability to make same day payment	On 9/80 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070201	falseStatementOrOmission	1	Reserve Management Corporation	Unavailable	27-JUN-1977	SEC, NY	On 6/77 alleged  violations regarding IM Agreement approval, certification of selection of indep. accountants, adequacy of stmts sent to s/h & certain req records	On 6/77 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070201	falseStatementOrOmission	2	Reserve Management Corporation	Unavailable	01-SEP-1980	Reserve Management Corporation	On 9/80 Docs sent to s/h allegedly did not disclose computer & phone malfunctions affecting  Fund's ability to make same day payment	On 9/80 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070197	falseStatementOrOmission	2	Reserve Management Corporation	Unavailable	01-SEP-1980	SEC, NY	On 9/80 Docs sent to s/h allegedly did not disclose computer & phone malfunctions affecting Fund's ability to make same day payment	On 9/80 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001104659-07-070197	falseStatementOrOmission	1	Reserve Management Corporation	Unavailable	27-JUN-1977	SEC, NY	On 6/77 alleged violations regarding IM Agreement approval, certification of selection of indep. accountants, adequacy of stmts sent to s/h & certain req records	On 6/77 The SEC accepted an offer of settlement. Under the settlement, without admitting or denying allegations, RMC consented to findings
0001170078-07-000013	falseStatementOrOmission	1	None	In the Matter of Janus Capital Management LLC	05-SEP-2003	Securities and Exchange Commission	The SEC alleged that Janus violated sections 206(1) and 206(2) of the Investment Advisers Act of 1940, Sections 34(b) and 17(D) of the Investment Company Act and Rule 17D-1 thereunder in connection with market timing transactions.	Pursuant to an offer of settlement, Janus neither denied or admitted the allegations. In an Order issued August 18, 2004, Janus' mutual fund board must institute certain governance policies and practices and establish a penalty fund.
0001170078-07-000013	fsrFalseStatementOrOmission	3	None	Investigation by the Colorado Division of Securities	24-NOV-2003	State of Colorado, Division of Securities ('Staff')	Investigation into frequent trading or certain market timing of certain funds, alleging violations of certain Colorado statutes.	Janus neither admitted or denied the allegations and agreed to enter into a stipulation for Consent Order.  Janus engaged an independent compliance consultant, implemented additional policies and reviews.
0001170078-07-000013	fsrFoundOrderAgainstApplicant	1	None	See 10(d)(1)(i)-10(d)(vi)	03-SEP-2003	See 10(d)(1)(i)-10(d)(vi)	See 10(d)(1)(i)-10(d)(vi)	See 10(d)(1)(i)-10(d)(vi)
0001170078-07-000013	fsrViolationOfInvestmentRelatedRegulation	1	None	See 10(d)(1)(i)-10(d)(vi)	03-SEP-2003	See 10(d)(1)(i)-10(d)(vi)	See 10(d)(1)(i)-10(d)(vi)	See 10(d)(1)(i)-10(d)(vi)
0001170078-07-000013	fsrFalseStatementOrOmission	1	None	State of New York v. Canary Capital Partners, et. al.	03-SEP-2003	New York Attorney General ('NYAG')	The NYAG filed a complaint against Canary Capital Partners in connection with late day trading and 'market timing'.  The complaint alleged that Janus Capital allowed Canary Capital to market time certain Janus funds.	Janus neither admitted or denied the allegations and agreed in a Sanction Order dated August 9, 2004, to institute certain governance policies and practices. Additionally, Janus agreed to certain public disclosures, reduce mgmt fees and provide a fee calc
0001170078-07-000013	fsrFalseStatementOrOmission	2	None	Colorado Attorney General Investigation	12-DEC-2003	State of Colorado Department of Law	The Colorado Dept of Law initiated a Regulatory Action for Civil and Administrative Penalties and Undertakings against Janus alleging that Janus permitted certain investors to engage in market timing in certain funds while the certain fund's prospectus stated that frequent trading can disrupt investment strategies and increase fund expenses and that the funds are not intended for market timing or excessive trading.	Janus neither admitted or denied the allegations and agreed to settle. Janus agreed to settle by entering into an Assurance of Discontinuance requiring employee awareness, additional corporate governance undertakings and disclosures and monetary penalties
0001039876-07-000026	sraRevokedSuspendedLicense	1	Morgan Stanley and Co. Inc.	Docket/Case Number MS-580	27-JUL-1987	NASD	The Firm and several of its employees were alleged to have failed to comply with SOES trading and execution guidelines and the Firm allegedly did not establish, maintain and enforce written supervisory procedures to detect such activity.	The Firm was censured and fined $50,000 and suspended as a SOES order entry firm and a SOES market maker for a period of 30 days.
0001039876-07-000026	sraViolationOfRules	1	Van Kampen Funds Inc.	Docket/Case #: E1020040470-01	25-AUG-2005	NASD	For the period of March 1, 2004 - May 31, 2004, the Firm failed to timely and accurately report 50+ transactions that were eligible for Trace reporting.	Without admitting or denying the allegations, the Firm consented to the described sanctions and to the entry of findings and fined $5,000.
