ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001452780-25-000002	31-DEC-2024	SS&C FinTech Services India Private Ltd	None	Y	SEC	Yes, filed amendment(s)		175248	0	0	0	0	0			Not Applicable			1332230	20207	0
0001474589-25-000002	31-DEC-2024	Diamond Hill Capital Management, Inc. TA	All	N	SEC	Yes, filed amendment(s)															
0000071138-25-000003	31-DEC-2024	NEVADA AGENCY & TRANSFER CO /TA	None	N	SEC	Yes, filed amendment(s)		1067	27580	27580	0	5929	0			Yes			0	0	0
0001709660-25-000001	31-DEC-2024	GLAS Trust Co LLC	None	N	SEC	Not applicable		760	677	677	0	0	0			Yes			0	0	0
0001809901-25-000002	31-DEC-2024	Computershare Investor Services Ltd	Some	N	SEC	Not applicable		293	0	0	0	0	0			Yes			0	0	0
0001104659-25-027591	31-DEC-2024	MADISON STOCK TRANSFER INC /TA	Some	N	SEC	Yes, filed amendment(s)		497	20852	20852	0	1153	0			Yes			0	0	0
0000894189-25-001978	31-DEC-2024	US BANCORP FUND SERVICES LLC /TA/	None	Y	OCC	Yes, filed amendment(s)		29366	1894948	1894948	1514919	57	0			Yes			11394614	10655	408
0000920888-25-000002	31-DEC-2024	ANDESA SERVICES, INC. /TA	None	N	SEC	Yes, filed amendment(s)		0	0	153239	0	153239	0			Not Applicable			4525263	2	0
0001104659-25-027139	31-DEC-2024	INTERNATIONAL BANK OF COMMERCE /TA	None	N	FDIC	Not applicable		318	1726	0	0	1	0			Yes			0	0	0
0001096906-25-000290	31-DEC-2024	COLONIAL STOCK TRANSFER CO INC /TA	None	N	SEC	Not applicable		4353	470876	470876	0	2165	0			Yes			0	0	140
0000735190-25-000001	31-DEC-2024	MONARCH CEMENT CO /TA	None	N	SEC	Not applicable		39	311	311	0	0									0
0000950123-25-003158	31-DEC-2024	NYLIM SERVICE CO LLC /TA	Some	N	SEC	Not applicable		17884	0	0	0	0	0			Yes			144388	15495	0
0001020337-25-000001	31-DEC-2024	PRINCIPAL SHAREHOLDER SERVICES, INC.	Some	N	SEC	Yes, filed amendment(s)		3332	842052	842052	831813	0	0			Yes			1704433	3927	121
0000817712-25-000003	31-DEC-2024	THRIVENT FINANCIAL INVESTOR SERVICES INC /TA	Some	N	SEC	Yes, filed amendment(s)		42633	0	940181	929920	0	0			Yes			146603	0	0
0001418054-25-000001	31-DEC-2024	Russell Investments Fund Services, LLC	Some	N	SEC	Not applicable		0	0	0	0	0									0
0000899635-25-000002	31-DEC-2024	INTEGRITY FUND SERVICES LLC	None	N	SEC	Not applicable		4750	315724	15733	12717	15733	0			Yes			34919	46	0
0001145888-25-000003	31-DEC-2024	FIRST NORTHERN COMMUNITY BANCORP /TA	None	N	BGFRS	Not applicable		145	1347	1347	0	0	0			Yes			0	0	1
0002008921-25-000004	31-DEC-2024	Plural Transfer Services LLC	None	N	SEC	Not applicable		60	50	0	0	0	0			Not Applicable			0	0	0
0001288777-25-000002	31-DEC-2024	Computershare Trust Co of Canada	Some	Y	SEC	Yes, filed amendment(s)		0	1517805	1517839	55576	186121	0			Yes			0	0	0
0001139578-25-000002	31-DEC-2024	HARBOR SERVICES GROUP INC /TA	None	N	SEC	Not applicable		1494	42518	42518	39738	0	0			Yes			843871	44	5
0001288763-25-000002	31-DEC-2024	Computershare Investor Services Inc	Some	Y	SEC	Yes, filed amendment(s)		85350	1217597	1278859	1473	43798	0			Yes			0	0	0
0001470814-25-000001	31-DEC-2024	Great Lakes Fund Solutions, Inc	None	N	SEC	Not applicable		651	45746	45746	227	0	0			Not Applicable			0	0	0
0000855870-25-000001	31-DEC-2024	BOKF, NA	None	N	OCC	Yes, filed amendment(s)		20	73220	73220	0	0	0			Yes			0	0	0
0001557183-25-000005	31-DEC-2024	ASCENSUS COLLEGE SAVINGS RECORDKEEPING SERVICES LLC	Some	Y	SEC	Yes, filed amendment(s)		0	9194844	9194844	0	0	0			Not Applicable			0	0	0
0001654954-25-003120	31-DEC-2024	DIRECT TRANSFER LLC	None	Y	SEC	Not applicable		2570	229282	229282	0	190	0			Yes			0	0	1493
0000911282-25-000001	31-DEC-2024	VISTRA TRANSFER INC /TA	None	N	SEC	Yes, filed amendment(s)		9239	125037	125037	1242	0	0			Not Applicable			0	0	65
0001846640-25-000006	31-DEC-2024	WisdomTree Transfers, Inc.	None	N	SEC	Yes, filed amendment(s)		24	1177	733	0	0	0			Yes			5428	0	0
0001971768-25-000006	31-DEC-2024	U S BANK NA	All	N	OCC	Yes, filed amendment(s)															
0001971768-25-000005	31-DEC-2024	U S BANK TRUST NATIONAL ASSOCIATION	All	N	OCC	Yes, filed amendment(s)															
0001971768-25-000004	31-DEC-2024	U.S. Bank Trust Company, National Association	None	Y	OCC	Yes, filed amendment(s)		1765	352526	378734	0	0	0			Yes			0	0	2757
0001822070-25-000001	31-DEC-2024	Parker Transfer Agency, Inc	None	N	SEC	Not applicable		322	1509	0	0	0	0			Yes			322	0	0
0000353291-25-000003	31-DEC-2024	FRANKLIN TEMPLETON INVESTOR SERVICES LLC /TA	Some	N	SEC	Yes, filed amendment(s)		9	1639158	1639158	0	0	0			Yes			4253	11	0
0001901691-25-000003	31-DEC-2024	Alpha Ledger TA, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0002010511-25-000005	31-DEC-2024	Eqvista Inc 2	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001939416-25-000001	31-DEC-2024	tZERO Transfer Services, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001162044-25-000299	31-DEC-2024	MUTUAL SHAREHOLDER SERVICES LLC                         /TA	None	N	SEC	Not applicable		141	58678	58678	7953	0	0			Yes			286868	104	0
0000940394-25-000338	31-DEC-2024	EATON VANCE MANAGEMENT EVM	None	N	SEC	Not applicable		0	0	198158	198158	0	0			Yes			4340	0	0
0001413398-25-000004	31-DEC-2024	Morgan Stanley Services Co Inc.	None	N	SEC	Not applicable		0	0	2562	2562	0	0			Yes			8970	0	0
0000922838-25-000002	31-DEC-2024	WEB401KCOM INC	None	N	SEC	Not applicable		0	0	2396	0	0	0			Yes			46914	0	0
0001145722-25-000003	31-DEC-2024	BANK OZK /TA	None	N	FDIC	Not applicable		62	1128	1128	0	0	0			Yes			0	0	30
0001285911-25-000001	31-DEC-2024	BNY MELLON TRANSFER INC	Some	N	SEC	Yes, filed amendment(s)		5	0	152950	140056	0	0			Yes			17068	0	0
0001855413-25-000001	31-DEC-2024	LODAS Transfer, LLC	None	N	SEC	Not applicable		2	115	0	0	0									0
0001398344-25-005726	31-DEC-2024	MUTUAL FUNDS SERVICE CO /TA	None	N	SEC	Not applicable		43768	6954	6954	6909	6954	0			Yes			185984	61	4
0001145888-25-000002	31-DEC-2024	FIRST NORTHERN COMMUNITY BANCORP /TA	None	N	BGFRS	Not applicable		145	1347	1347	0	0	0			Yes			0	0	0
0000005076-25-000001	31-DEC-2024	AMERICAN FUNDS SERVICE Co	Some	N	SEC	Yes, filed amendment(s)		343677	18924257	18924257	18870770	0	0			Not Applicable			201768279	359892	1954
0001794937-25-000004	31-DEC-2024	RIALTO TRANSFER SERVICES LLC /TA/	Some	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001654954-25-003009	31-DEC-2024	INTERWEST TRANSFER CO INC                               /TA	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001458682-25-000002	31-DEC-2024	ClearTrust, LLC	None	Y	SEC	Yes, filed amendment(s)		4128	209580	209580	145	11112	0			Yes			0	0	1
0000842657-25-000002	31-DEC-2024	DWS Service Co	All	N	SEC	Yes, filed amendment(s)															
0001783498-25-000002	31-DEC-2024	Endeavor Trust Corp	None	N	SEC	Not applicable		18859	44683	44683	0	456	0			Yes			14856	1718	0
0001448300-25-000005	31-DEC-2024	Putnam Investor Services, Inc.	Some	N	SEC	Yes, filed amendment(s)		24270	837185	837185	820507	6655	0			Yes			4102141	22476	911
0001371431-25-000003	31-DEC-2024	Bank of New York Mellon Trust Co. NA	All	Y	OCC	Not applicable															
0001253179-25-000002	31-DEC-2024	GEMINI FUND SERVICES, LLC	None	N	SEC	Not applicable		43702	110586	110586	99110	0	0			Yes			668284	930	2
0001253179-25-000004	31-DEC-2024	Ultimus Asset Services, LLC	All	N	SEC	Not applicable															
0001000952-25-000002	31-DEC-2024	CONDUENT SECURITIES SERVICES INC /TA	None	N	SEC	Not applicable		1202	45179	45179	0	0	0			Yes			0	0	0
0001253179-25-000006	31-DEC-2024	ULTIMUS FUND SOLUTIONS LLC                              /TA	Some	Y	SEC	Yes, filed amendment(s)		835899	1633681	1633681	1354535	0	0			Yes			7966990	19552	29
0001667174-25-000001	31-DEC-2024	National Securities Administrators Ltd	None	N	SEC	Not applicable		1422	9902	9902	0	1417	0			Yes			1256	152	0
0001325394-25-000003	31-DEC-2024	WORLDWIDE STOCK TRANSFER LLC	None	N	SEC	Not applicable		300	156	156	0	40	0			Yes			0	0	0
0001140361-25-009068	31-DEC-2024	Broadridge Corporate Issuer Solutions, LLC	None	Y	SEC	Yes, filed amendment(s)		113055	1163771	1163771	511195	572261	0			Yes			0	0	9331
0000869442-25-000002	31-DEC-2024	JOHN HANCOCK SIGNATURE SERVICES INC /TA	Some	N	SEC	Yes, filed amendment(s)		6977	326689	326689	318202	0	0			Yes			3220574	768567	86
0001776449-25-000002	31-DEC-2024	Liberty Stock Transfer Inc	Some	N	SEC	Not applicable		177	5309	5309	0	0	0			Yes			0	0	0
0000874230-25-000003	31-DEC-2024	PUBLIX SUPER MARKETS INC /TA	None	N	SEC	Yes, filed amendment(s)		28585	170405	170405	0	0	0			Yes			0	0	326
0001001920-25-000002	31-DEC-2024	CHASE GENERAL CORP /MO /TA	None	N	SEC	Not applicable		0	1872	1872	0	0	0			Not Applicable			0	0	0
0000868275-25-000003	31-DEC-2024	SATURNA CAPITAL CORP /WA/ /TA	None	N	SEC	Not applicable		0	45644	45644	45644	0	0			Not Applicable			255810	58	1
0001419454-25-000002	31-DEC-2024	Fidelity Business Services India Private Ltd	None	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0	0			Not Applicable			0	0	0
0001133702-25-000003	31-DEC-2024	NATIONAL FINANCIAL SERVICES LLC /TA	None	Y	SEC	Yes, filed amendment(s)		3905766	0	80696986	67789902	0	0			Not Applicable			927542138	7270809	26622
0001049169-25-000002	31-DEC-2024	ALPS FUND SERVICES, INC.	None	N	SEC	Not applicable		2866	99331	99331	83418	0	0			Yes			1043064	248242	37
0000734713-25-000002	31-DEC-2024	GRAYBAR ELECTRIC CO INC TA /TA	All	N	SEC	Not applicable															
