ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0000950123-19-010258	otherControlManagement	1	HARRIET DUPREE BRADLEY AND LAMAR DUPREE GRIMES	HARRIETT DUPREE BRADLEY AND LAMAR DUPREE GRIMES EACH OWN 49% OF THE VOTING CAPITAL STOCK OF THE APPLICANT. AND ALLEN E GRIMES III OWNS THE REMAINING 2% OF THE VOTING CAPITAL STOCK OF THE APPLICANT.
0001419454-19-000007	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is the ultimate parent company of Fidelity Business Services India Private Limited
0001419454-19-000007	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially may finance Fidelity Business Services India Private Limited
0001747870-19-000012	otherControlFinance	1	Templum Inc	Holding Company
0000913181-19-000004	otherControlManagement	1	Toshihiro Abe	Managing Director/Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	2	Nicholas Sgammato	Managing Director/Chief Compliance Officer of MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	3	James Fisher	Managing Director/Chief Risk Officer of MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	5	Hiroshi Nakazawa	Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	6	Joseph Arruda	Managing Director of MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	7	Kazuhide Aisa	Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	8	MUFG Americas Holding Corporation	100% ownership stake in MUFG Fund Services (USA) LLC
0000913181-19-000004	otherControlManagement	9	MUFG Bank, Ltd.	95.11% ownership stake in MUFG Americas Holding Corporation
0000913181-19-000004	otherControlManagement	10	Mitsubishi UFJ Trust & Banking Corporation	Provides strategic planning for the Global MUFG Investor Services Division, including MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	11	Mitsubishi UFJ Financial Group, Inc.	100% ownership stake in MUFG Bank, Ltd. and Mitsubishi UFJ Trust & Banking Corporation; 4.89% ownership stake in MUFG Americas Holding Corporation
0000913181-19-000004	otherControlManagement	12	Gregory Cohen	Head of Transfer Agent, MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	4	Michael Rucci	Board Manager and CEO/President of MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	14	Shinya Matsuzaki	Managing Director/Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	13	Young Kim	Chief Financial Officer, MUFG Investor Services (US) LLC
0000913181-19-000004	otherControlManagement	15	Michael Scalzi	Executive Director, MUFG Investor Services (US) LLC
0001018490-19-000013	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-19-000013	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001448300-19-000012	otherControlManagement	1	Refer to response A in the supplemental correspondence.	"Putnam Investor Services, Inc. is a direct subsidiary of Putnam U.S. Holdings I, LLC, which in turn is a direct subsidiary of Putnam Acquisition Financing LLC. Putnam Acquisition Financing LLC. is a direct subsidiary of Putnam Acquisition Financing Inc. Putnam Acquisition Financing Inc. is a direct subsidiary of Putnam Investments, LLC. Putnam Investments, LLC is a direct subsidiary of Great-West Lifeco U.S. LLC. Great-West Lifeco U.S. LLC is a direct subsidiary of Great-West Financial (Nova Scotia) Co. Great-West Financial (Nova Scotia) Co. is a direct subsidiary of Great-West Financial (Canada) Inc. Great-West Financial (Canada) Inc. is a direct subsidiary of Great-West Lifeco Inc. Great-West Lifeco Inc. is a direct subsidiary of Power Financial Corporation. Power Financial Corporation is a direct subsidiary of 171263 Canada Inc. 171263 Canada Inc. is a direct subsidiary of Power Corporation of Canada. Power Corporation of Canada is a direct subsidiary of Pansolo Holdings Inc. Pansolo Holdings Inc. is owned by The Desmarais Family Residuary Trust (the ""Trust""), which is the ultimate parent of Putnam Investor Services, Inc. The Trustees of the Trust are Andre Desmarais, Sophie Desmarais, Paul Desmarais Jr., Guy Fortin, and Michel Plessis-Belair. Decisions with respect to voting the shares of Power Corporation of Canada held directly and indirectly by the Trust are determined by a majority of the Trustees of the Trust, excluding Sophie Desmarais. The Trustees of the Trust (other than Ms. Sophie Desmarais) are listed above in this capacity, without conceding that they ""control,"" or any individual trustee ""controls,"" Putnam Investor Services, Inc."
0001721868-19-000438	otherControlManagement	1	Pacific Services Group Voting Trust	The PSG Voting Trust owns a controlling interest of the equity of Pacific Services Group Ltd. Its Trustee, Jacqueline Bogle, serves as a member of the Board of Managers of Pacific Services Group, Ltd. Pacific Services Group, Ltd. owns 100% of the equity of Pacific Stock Transfer.
