ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0000862124-07-000007	fsrViolationOfInvestmentRelatedRegulation	6	FMR Corp	In the Matter of FMR Corp	14-FEB-1995	Securities Division of the Commonwealth of Massachusetts	On February 14, 1995, applicant's parent, FMR Corp., 82 Devonshire Street, Boston, MA  02109, entered into a consent order with the Securities Division of the Commonwealth of Massachusetts.  The Consent order related to failure by FMR Corp., related to the offer of shares of Fidelity European Capital Appreciation Fund to residents of Massachusetts prior to the Fund's shares being registered for sale in Massachusetts under the terms of the consent order, FMR Corp. was assesed an administrative penalty of $3,000.	Consent Order
0000862124-07-000007	sraViolationOfRules	1	National Financial Services Corporation	In the Matter of National Financial Services Corporation	27-SEP-1991	New York Stock Exchange	On September 27, 1991, Applicant?s affiliate, National Financial Services Corporation, 161 Devonshire Street, Boston, MA 02110, was fined $1,000.00 by the by the New York Stock Exchange for a violation of NYSE Rule 412.  The violation related to a ?High Percentage (2%) of ACAT purged accounts for two consecutive months (June, July 1991) within a six month period.?	Fine
0000862124-07-000007	sraViolationOfRules	2	National Financial Services Corporation	In the Matter of National Financial Services Corporation	01-MAR-1991	New York Stock Exchange	In 1990, the New York Stock Exchange initiated disciplinary proceedings against the applicant?s affiliate, National Financial Services Corporation (?NFSC?), 161 Devonshire Street, Boston, MA 02110, alleging that in 1986 and 1987 NFSC committed certain violations of SEC Rules 15(c)3-3 and 17(a)-3 relating to reserves and possession/control requirements. In March, 1991, without admitting or denying guilt, NFSC consented to a censure and fine of $25,000.00.	Consent Agreement
0000862124-07-000007	sraViolationOfRules	3	The Crosby Corporation	In the Matter of The Crosby Corporation	15-MAR-1973	National Association of Securities Dealers, Inc.	The Crosby Corporation (?Crosby?), an affiliate of predecessor of applicant, voluntarily submitted a Letter of Admission, Waiver and Consent to the National Association of Securities Dealers, Inc., (?NASD?) on March 15, 1973 relating to Crosby?s dissemination of a sales brochure which contained references to uses of The Partial Withdrawal and Reinstatement Privileges which were found to be in conflict with an NASD interpretation.  Crosby was found to have violated Article III, Section I of the NASD Rules of Fair Practice and was assessed a fine of $5,000.00 which it paid on March 30, 1973.	The Crosby Corporation (?Crosby?), an affiliate of predecessor of applicant, voluntarily submitted a Letter of Admission, Waiver and Consent.
0000862124-07-000007	sraViolationOfRules	4	Fidelity Distributors Corporation and Arthur S. Loring	In the Matter of Fidelity Distributors Corporation and Arthur S. Loring	28-APR-1988	National Association of Securities Dealers, Inc.	The Applicant?s affiliate, Fidelity Distributors Corporation (?FDC?), 82 Devonshire Street, Boston, MA 02109, and Arthur S. Loring, CRD # 312799, on April 28, 1988, voluntarily submitted a letter of Admission, Waiver and Consent to the NASD relating to the timeliness of Applicant?s response to NASD advertising and sales literature comments during the period November, 1985 to February, 1987, and its failure in connection with one item of sales literature to file it on a timely basis.  Due to unprecedented growth in FDC?s activity during this period and its inability to find experienced personnel to replace departing employees promptly in this area, FDC was unable to do so.  During late 1986 and early 1987, new, senior personnel were added and procedures strengthened, with the result that the timeliness issue has been corrected since early 1987. Without admitting or denying any violative conduct, FDC, accepted and consented to findings by the NASD of violation of Article III, Sections I and 35(c)(1) of the NASD?s Rules of Fair Practice.  It consented to a censure and fine in the amount of $50,000.00.  It also agreed for a period of 90 days to submit all written advertisements or sales literature subsequently filed with the NASD for pre-clearance by special counsel retained for this purpose.  Such penalties were accepted by the NASD.	Fidelity Distributors Corporation and Arthur S. Loring voluntarily submitted a letter of Admission, Waiver and Consent.
0000862124-07-000007	sraViolationOfRules	5	National Financial Services Corporation	In the Matter of National Financial Services Corporation	29-MAR-1999	National Association of Securities Dealers, Inc.	On March 29, 1999, National Financial Services Corporation (NFSC)  entered into a Letter of Acceptance, Waiver and Consent with the National Association of Securities Dealers, Inc. in which NFSC, without admitting or denying allegations of rule violations, consented to the entry of findings relating to NFSC?s submission of short interest positions on behalf of another member firm and failure to report short positions in ten securities for that firm in July 1997.  The Letter provided for a censure and a fine in the amount of $4,000.  Complaint # CMS990036AWC.	Letter of Acceptance, Waiver and Consent
0000862124-07-000007	sraViolationOfRules	9	National Financial Service, LLC	In the Matter of National Financial Service, LLC	21-DEC-2006	NYSE	National Financial Service, LLC (NFS) consented to a fine of $125,000 in connection with the NYSE's allegations that NFS (A) violated Exchange Act Rules 15c3-3(B) and 15c3-3(D) by failing to promptly obtain and thereafter maintain the physical possession or control of certain fully-paid and excess margin securities that it carried for its customers' accounts; (B) violated Exchange Act Rule 17A-4 and NYSE Rule 440 by failing to preserve certain electronic communications relating to its business in a non-rewritable, non-erasable format; and (C) violated NYSE Rule 345 by failing to provide for, establish and maintain appropriate procedures of supervision and control with respect to the possession or control of fully-paid and excess margin securities carried for its customers' accounts, the retention and review of electronic communications, and the monitoring of employee accounts held away from NFS.	Fine paid to NYSE Regulation on December 21, 2006 in the amount of $125,000.
0000862124-07-000007	sraViolationOfRules	21	Fidelity Distributors Corp and Fidelity Investments Institutional Services Company	In the matter of Fidelity Distributors Corp & Fidelity Investments Inst	08-MAY-2007	NASD	The registrant and an affiliated broker-dealer consented to a censure, a $400,000 fine for which they are jointly and severally liable, and to various undertakings, in connection with the NASD's allegations that (1) the firms violated NASD advertising rules by preparing and distributing misleading sales literature relating to Fidelity's Destiny I and II Systematic Investment Plans and (20 Fidelity did not adequately supervise the review of this sales literature in light of the unusual features of the Destiny products.	Firm & affiliate censured, fined $400,000 and undertakings re alleged violations of advertising rules and alleged failure to supervise ad review process.
0000862124-07-000007	sraViolationOfRules	7	National Financial Services Corporation	In the Matter of National Financial Services Corporation	18-FEB-1987	New York Stock Exchange, Inc.	National Financial Services Corporation (NFSC)  was fined $1,000.00 by the New York Stock Exchange, Inc. on February 18, 1987 for a violation of Rule 132.30 in that NFSC failed to submit Audit Trail Data for transactions effected on the floor of the Exchange.	Fine
0000862124-07-000007	sraViolationOfRules	8	National Financial Services Corporation	In the Matter of National Financial Services Corporation	25-MAY-1999	National Association of Securities Dealers, Inc.	On May 25, 1999, the National Association of Securities Dealers, Inc. accepted a Letter of Acceptance, Waiver and Consent in which National Financial Services Corporation  (NFSC) without admitting or denying allegations of rule violations, consented to the entry of the following findings: (i) NFSC failed to immediately display 10 customer limit orders in NFSC?s public quote where each such order was a price better than NFSC?s public quote or at a price equal to NFSC?s public quote when such quote was priced equal to the national best bid or offer in such a security and that order represented more than a de minimis change in relation to the size associated with NFSC?s bid or offer, (ii)NFSC failed to use reasonable diligence to ascertain the best inter-dealer market for such a security, with respect to 3 orders, and buy and sell in such market so that the resultant price to each customer was as favorable as possible under prevailing market conditions, (iii) NFSC entered 31 priced orders on trade dates August 4 through August 8, 1997, into Select Net Broadcast that were each priced better than the Firm?s public quote without reflecting each such order in the Firm?s public quote.  The AWC required the payment of a $5,500 fine.  AWC # CMS990051.	Letter of Acceptance, Waiver and Consent
0000862124-07-000007	sraViolationOfRules	10	Fidelity Brokerage Services LLC	In the Matter of Fidelity Brokerage Services LLC	08-JUL-2004	NYSE	The NYSE alleged that between January 2001 and July 2002, in connection with the annual branch inspection process and the creation and maintenance of its records, the Firm (Fidelity Brokerage Services LLC) violated NYSE Rule 440 and Section 17(A) of the Exchange Act, and Rule 17A-4, thereunder, by failing to preserve certain books and records and failing to preserve other books and records accurately.  The NYSE also alleged that the Firm violated NYSE Rule 342 in that it failed reasonably to provide for appropriate supervisory control to comply with the above Federal Securities Laws and NYSE Rules, including a separate system of follow-up and review. On July 8, 2004, the Firm made an offer of settlement to the NYSE and the Exchange hearing panel accepted the offer on July 8, 2004.  The Firm consented to the entry of an order finding that it had violated Section 17(A) of the Exchange Act and 17A-4(B)(4) thereunder and had failed reasonably to supervise its employees.	The firm agreed to a censure and a total find of $2,000,000, with $1,000,000 to the NYSE and $1,000,000 to the U.S. Treasury in a related SEC proceeding.
0000862124-07-000007	sraViolationOfRules	11	National Financial Services, LLC	In the Matter of National Financial Services, LLC	03-MAY-2002	NASD Regulation, Inc.	On May 3, 2002, National Financial Services, LLC ('NFS') entered into a Letter of Acceptance, Waiver and Consent with NASD Regulation, Inc. ('NASD'), in which NFS accepted, without admitting or denying the allegations, findings that NFS transmitted to the NASD order audit trail system ('OATS') order reports, which were erroneous in certain respects and that NFS's written supervisory procedures did not provide sufficient measures to detect and avoid said errors.  NFS agreed to a censure and a fine of $70,000.	Letter of Acceptance, Waiver and Consent
0000862124-07-000007	sraViolationOfRules	12	National Financial Service LLC	In the Matter of National Financial Service LLC	22-APR-2003	NASD	On April 22, 2003, the NASD accepted a Letter of Acceptance, Waiver and Consent.  It was alleged that NFS caused a locked/crossed market condition prior to the market opening by entering a bid that locked/crossed another market maker's quotations without immediately thereafter, sending through Selectnet to the market maker(s) whose quotes it locked or crossed a trade-or-move message that was at the receiving market maker's quoted price and whose aggregate size was at least 5,000 shares.	Letter of Acceptance, Waiver and Consent.
0000862124-07-000007	sraViolationOfRules	16	National Financial Services LLC	In the Matter of National Financial Services LLC	22-APR-2003	NASD	On April 22, 2003 the NASD accepted a Letter of Acceptance Waiver and Consent from National Financial Services LLC.  The following items were alleged: failure to correctly report trades with .PRP Modifer; failure to display immediately, the customer limit orders in NASDQ Securities in its public quotation in circumstances, when each such order was at a price that would have improved the member firm's bid or offer and the national best bid or offer in such security, and the size of the order represented more than a deminimis change in relation to the size associated with its bid or offer in each security; failure to report to ACT the correct symbol indicating whether member executed transactions in eligible securities in a principal or agency capacity; failure to report to ACT the correct designation indicating whether member firm executed transactions in eligible securities as riskless principal transactions.	The NASD accepted a Letter of Acceptance Waiver and Consent from National Financial Services LLC.
0000862124-07-000007	sraViolationOfRules	13	NFS LLC	In the Matter of NFS LLC	27-SEP-2002	NASD	On September 27, 2002, the NASD accepted a Letter of Acceptance, Waiver and consent in which NFS LLC ('NFSC') without admitting or denying allegations of rule violations, consented to the entry of the following findings: (1) in a total of sixty-two instances in 1997 and 1999, NFSC, without making reasonable efforts to avoid a locked or crossed market, entered a bid or ask quotation in the NASDAQ Stock Market, Inc., which caused a locked or crossed market condition to occur; and (2) in fifty instances in November and December 2000, NFSC caused a locked/crossed market condition prior to the market opening by either (i) entering a quotation (e.e. bid or ask) that locked / crossed another market maker's quotations without immediately thereafter, sending a Selectnet trade-or-move message to the other market maker, or (ii) upon receiving a Selectnet trade-or-move message from  another market maker, NFSC failed within 30 seconds thereafter, to fill the incoming message or move its quote (e.e. bid or ask) by a quotation increment that would have unlocked/uncrossed the market.	NFS consented to a censure and the payment of $30,000 fine.  AWC NO. CMS010144
0000862124-07-000007	sraViolationOfRules	14	National Financial Services, LLC	In the Matter of National Financial Services, LLC	13-JUN-1997	NASD	On June 13, 1997, the NASD accepted a Letter of Acceptance, Waiver and Consent in which National Financial Services, LLC, without admitting or denying allegations of rule violations, consented to the entry of findings relating to the failure to ascertain the best inter-dealer market for a security with respect to the order.	The AWC required payment of $1,000 to the NASD.  MS970004(A)AWC.
0000862124-07-000007	sraViolationOfRules	15	National Financial Services, LLC	In the Matter of National Financial Services, LLC	11-JUL-1997	NASD	On July 11, 1997, the NASD accepted a Letter of Acceptance, Waiver and consent in which National Financial Services, LLC, without admitting or denying allegations of rule violations, consented to the entry of findings relating to the cancellation and re-execution of orders by an unaffiliated market maker	The AWC required the payment of $2,500 to the NASD.  CMS970003(A)AWC.
0000862124-07-000007	sraViolationOfRules	17	National Financial Services, LLC (formerly National Financial Services Corporation)	In the Matter of National Financial Services, LLC (formerly National Financial S	11-FEB-2000	National Association of Security Dealers, Inc.	On 2/11/00, National Financial Services, LLC (formerly National Financial Services Corporation), entered into a Letter of Acceptance, Waiver and Consent with the National Association of Security Dealers, Inc. in which the applicant, without admitting or denying allegations of the rule violations consented to the entry offending relations to failing to display immediately 6 customer limit orders in NASDAQ securities in its public quotation, when each such order was at a price that would have improved its bid or offer in each such security; or when the full size of each such order was priced equal to its bid or offer and the National Best Bid or Offer for each such security, and represented more than a de minimus charge in relation to the size associated with its bid or offer in each such security.	National Financial Services, LLC (formerly National Financial Services Corporation), entered into a Letter of Acceptance, Waiver and Consent with the National Association of Security Dealers, Inc.  The AWC required a payment of $5,000 fine.
0000862124-07-000007	sraViolationOfRules	18	National Financial Services, LLC	In the Matter of National Financial Services, LLC	26-JUL-2000	National Association of Securities Dealers, Inc.	On July 26, 2000, National Financial Services, LLC entered into a letter of Acceptance, Waiver and Consent with the National Association of Securities Dealers, Inc in which National Financial Services, LLC, without admitting or denying allegations of rule violations, consented to the entry of findings relating to failure to report FIPS 23 transactions in FIPS securities within 5 minutes after execution.	The AWC required a payment of a $5,000 fine.  AWC NO MRD199918581
0000862124-07-000007	sraViolationOfRules	19	Fidelity Brokerage Services, LLC	In the Matter of Fidelity Brokerage Services, LLC	12-MAR-2002	NASD	Fidelity Brokerage Services, LLC, (FBS) entered into a Letter of Acceptance, waiver and consent with the NASD in which FBS, without admitting or denying allegations, consented to the entry of findings that, over a 15-month period, FBS entered into 12 settlement agreements that failed to inform the customers that the confidentiality clauses contained in the agreements did not restrict their ability to communicate with self-regulatory organizations about the settlement	Letter of Acceptance, waiver and consent.  The AWC required a payment of a $5,000 fine.
0000862124-07-000007	violationOfRegulations	1	National Financial Services Corporation	In the Matter of National Financial Services Corporation	10-JAN-1997	U.S. Securities and Exchange Commission	U.S. Securities and Exchange Commission, Administrative Proceeding #3-9217.  On January 10, 1997, an affiliate of the registrant, National Financial Services Corporation (NFSC) consented to the issuance of an Order by the Securities and Exchange Commission without admitting or denying the Commission?s findings.  The Order related to the extension of credit, in 1993, on a particular security that was not, at the time, a margin security under Regulation T.  Under the terms of the Order, NFSC consented to a censure and the payment of a civil penalty of $50,000.00.	Consent Agreement
0000862124-07-000007	violationOfRegulations	2	Fiserve Securities, Inc.	In the Matter of Fiserve Securities, Inc.	21-APR-2005	Securities and Exchange Commission	On April 21, 2005, Fiserve Securities, Inc. ('FSI'), without admitting or denying the findings, consented to the entry of a Securities and Exchange Commission ('SEC') order finding that it failed reasonably to supervise two employees in its New York City office and a senior vice president in its Philadelphia office.  The SEC found that the two employees engaged in a market timing scheme on behalf of two FSI hedge fund customers.  The SEC also found that the senior vice president engaged in a late trading and market timing scheme in his own account.	FSI agreed to a censure, to pay $5 million in disgorgement and prejudgement interest, and to pay a $10 million fine.
0000088525-07-000320	sraViolationOfRules	2	Brecek & Young Advisors, Inc.	In re: Brecek & Young Advisors, Inc. Case #E012004001703	22-AUG-2005	National Association of Securities Dealers	Violations of NASD Rules 2110 & 3011. AML compliance program found inadequate in that written procedures did not address all required elements of NASD Rule 3011; testing of member's program was not independent.	On 8-22-2005, entered into an acceptance, waiver and consent wherein Brecek, without admitting or denying the allegations, paid a fine of $5,000 and agreed to censure.
0000088525-07-000320	sraViolationOfRules	1	Brecek & Young Advisors, Inc.	In the Matter of Brecek & Young Advisors, Inc. #CAF040011	05-NOV-2003	National Association of Securities Dealers	Failure to provide appropriate sales charge discounts in some instances in the sale of mutual funds. Brecek & Young is a control affiliate of the Applicant	Entered into an acceptance, waiver and consent on 1/23/2004, wherein Brecek paid a fine of $31,244, and agreed to censure.
0000088525-07-000320	fsrViolationOfInvestmentRelatedRegulation	2	Brecek & Young Advisors, Inc.	In re: Brecek & Young Advisors, Inc. Case C-09-27-05-054	04-OCT-2005	Montana State Auditor	Failure to properly supervise a registered representative. Brecek & Young is a control affiliate of the Applicant.	Brecek entered into a consent order on 10/21/2005 and agreed to pay an administrative fine of $2,500.
0000088525-07-000320	fsrViolationOfInvestmentRelatedRegulation	1	Security Distributors, Inc.	In the Matter of Security Distributors	05-JUL-1974	Attorney General of the State of New York, Bureau of Securities	The Attorney General alleged the failure of Security Distributors, Inc., a control affiliate of the Applicant, to file renewals of its broker/dealer statements pursuant to the General Business Laws of the State of New York.	On 4/13/1978, Security Distributors entered into a Consent Order with the Attorney General, where in it agreed to pay a $4,000 fine and did so in 1978.
0000276398-07-000003	fsrViolationOfInvestmentRelatedRegulation	1	OppenheimerFunds, Distributor, Inc ('OFDI')	In the Matter of OppenheimerFunds Distributor, Inc.	28-FEB-2007	State of Colorado Department of Regulatory Agencies Division of Securities	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1
0000276398-07-000003	fsrFoundOrderAgainstApplicant	2	OppenheimerFunds Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	28-FEB-2007	Washington State Department of Financial Institutions Division of Securities	Please see the attachment to this Form TA-1	Please see the attachment to this Form TA-1
0000276398-07-000003	fsrFoundOrderAgainstApplicant	1	OppenheimerFunds Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	28-FEB-2007	State of Colorado Department of Regulatory Agencies Division of Securities	Please see the attachment to this Form TA-1	Please see the attachment to this Form TA-1
0000276398-07-000003	fsrViolationOfInvestmentRelatedRegulation	2	OppenheimerFunds Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	26-FEB-2007	The Washington State Department of Financial Institutions Division of Securities	Please see the attachment to this Form TA-1	Please see the attachment to this Form TA-1
0000276398-07-000003	violationOfRegulations	1	OppenheimerFunds, Inc and OppenheimerFunds Distributor, Inc	In the Matter of OppenheimerFunds, Inc. and OppenheimerFunds Distributor, Inc.	08-SEP-2005	U.S. Securities and Exchange Commission	Please see the attachment to this Form TA-1	Please see the attachment to this Form TA-1
0000857468-07-000004	fsrViolationOfInvestmentRelatedRegulation	2	OppenheimerFunds Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	26-FEB-2007	Washington State Department of Financial Institutions Division of Securities	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1.
0000857468-07-000004	fsrViolationOfInvestmentRelatedRegulation	1	OppenheimerFunds, Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	28-FEB-2007	State of Colorado Department of Regulatory Agencies Division of Securities	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1.
0000857468-07-000004	fsrFoundOrderAgainstApplicant	2	OppenheimerFunds Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	26-FEB-2007	Washington State Department of Financial Institutions Division of Securitie	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1.
0000857468-07-000004	fsrFoundOrderAgainstApplicant	1	OppenheimerFunds Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	28-FEB-2007	State of Colorado Department of Regulatory Agencies Division of Securities	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1.
0000857468-07-000004	violationOfRegulations	1	OppenheimerFunds, Inc. and OppenheimerFunds Distributor, Inc.	In the Matter of OppenheimerFunds, Inc. and OppenheimerFunds Distributor, Inc.	08-SEP-2005	U.S. Securities and Exchange Commission	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1.
0000820031-07-000003	fsrViolationOfInvestmentRelatedRegulation	1	OppenheimerFunds, Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	28-FEB-2007	State of Colorado Department of Regulatory Agencies Division of Securities	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1.
0000820031-07-000003	fsrFoundOrderAgainstApplicant	1	OppenheimerFunds, Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	28-FEB-2007	State of Colorado Department of Regulatory Agencies Division of Securities	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1.
0000820031-07-000003	fsrFoundOrderAgainstApplicant	2	OppenheimerFunds Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	26-FEB-2007	Washington State Department of Financial Institutions Division of Securities	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1.
0000820031-07-000003	violationOfRegulations	1	OppenheimerFunds, Inc. and OppenheimerFunds Distributor, Inc.	In the Matter of OppenheimerFunds, Inc. and OppenheimerFunds Distributor, Inc.	08-SEP-2005	U.S. Securities and Exchange Commission	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1.
0000820031-07-000003	fsrViolationOfInvestmentRelatedRegulation	2	OppenheimerFunds Distributor, Inc.	In the Matter of OppenheimerFunds Distributor, Inc.	26-FEB-2007	Washington State Department of Financial Institutions Division of Securities	Please see the attachment to this Form TA-1.	Please see the attachment to this Form TA-1.
0001007444-07-000006	fsrFoundOrderAgainstApplicant	4	LPL	Consent Order	01-DEC-1998	Kansas Securities Commission	The proceeding was based on the conduct of a representative formerly licensed with LPL and one of its predecessor firms, PLFS	LPL agreed to review procedures & make modifications that LPL determines to be reasonable & not overly burdensome & offer restitution to certain customers of LPL?s former rep
0001007444-07-000006	sraViolationOfRules	16	LPL	Acceptance, Waiver and Consent	17-APR-2007	NASD	Allegations were that LPL failed to timely amend representatives' Forms U4 with material information.	The AWC resulted in a fine of $5,000.
0001007444-07-000006	fsrFoundOrderAgainstApplicant	2	UVEST Financial Services Group, Inc.	Consent Order	15-DEC-2005	State of Florida Office of Financial Regulation	The matter arose from allegations that UVEST operated six branch offices without properly registering them with the Office of Financial Regulations	The order resulted in a fine of $30,000
