ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0001277690-12-000008	foreignAgency	6	CIBC World Markets (Japan) Inc. (CIBC Japan)	Not available	31-MAR-2001	Japan Securities Dealers Association ('JSDA')	In an action related to the first item listed above under 10(f), on March 31, 2001, the JSDA found that based on the findings of the FSA (see item 3F above), CIBC Japan had violated principles of fair and equitable trade and breached the Japanese Securities and Exchange Law.	The JSDA fined CIBC Japan Yen 11 million.
0001277690-12-000008	fsrFoundOrderAgainstApplicant	1	One or more control affiliates - see attached file for Question 10 Data	See attached file for Question 10 Data	11-FEB-2008	See attached file for Question 10 Data	See attached file for Question 10 Data	See attached file for Question 10 Data
0001277690-12-000008	fsrRegistrationDeniedOrSuspended	1	One or more control affiliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001277690-12-000008	fsrViolationOfInvestmentRelatedRegulation	1	One or more control affliliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001277690-12-000008	fsrViolationOfInvestmentRelatedRegulation	2	The Bank of New York Mellon	None - never reached the courts	08-NOV-2005	U.S. Attorney for EDNY and SDNY	The Bank of New York Mellon (formerly, The Bank of New York, the 'Bank'), an affiliate of the registrant, entered into a non-prosecution agreement with the U.S. Attorneys offices for the Eastern and Southern Districts of New York ('EDNY' and 'SDNY'). The respective EDNY and SDNY investigations related to actions by Bank employees that facilitated a fraudulent scheme conducted by RW Professional Leasing Services Corp., a former customer of one of the Bank's Long Island branch offices, and certain funds transfer activities to and from Russia from 1996 to 1999. Among other things, the non-prosecution agreement outlines a series of measures, many of which already are completed and others that are well underway, to enhance the Bank's procedures for monitoring and reporting suspicious activity. The Bank has agreed to pay restitution and forfeiture totalling $38 million, all of which has been previously reserved. The agreement, which has a term of three years, provides for the Bank to retain an independent examiner to review the enhanced procedures and report to the government on a periodic basis.	See 10 (d)(2)(v) above
0001277690-12-000008	registrationDeniedOrSuspended	1	One or more control affliliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001277690-12-000008	registrationDeniedOrSuspended	2	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12526	09-JAN-2007	U.S. Securities and Exchange Commission	See 10 (c) (2) (vi) above	See 10 (c) (2) (vi) above
0001277690-12-000008	registrationDeniedOrSuspended	3	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12269	24-APR-2006	U.S. Securities and Exchange Commission	See 10 (c) (2) (vi) above	See 10 (c) (2) (vi) above
0001277690-12-000008	sraFalseStatementOrOmission	1	One or more control affiliates-see attached file for Question 10 Data	See attached file for Question 10 Data	14-APR-2009	See attached file for Question 10 Data	See attached file for Question 10 Data	See attached file for Question 10 Data
0001277690-12-000008	sraViolationOfRules	1	One or more control affiliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001277690-12-000008	violationOfInvestmentRelatedRegulation	1	Canadian Imperial Bank of Commerce, ('CIBC')	Not available	22-DEC-2003	U.S. Securities and Exchange Commission ('SEC')	On December 22, 2003 the SEC filed a Complaint with the US District Court for the Southern District of Texas alleging that CIBC aided and abetted violations of the federal securities laws related to certain structured finance transactions between CIBC and the Enron Corporation including Enron's manipulation of its reported financial results through a series of financial transactions that were improperly reported by Enron as asset sales; that CIBC knew or was reckless in not knowing that loans were structured as asset sales for accounting and financial reporting purposes and therefore CIBC knowingly and substantially assisted Enron to file with the SEC false and misleading reports and failed to make and keep accurate books, records and accounts. Without admitting or denying any wrongdoing CIBC consented to the entry of a Final Judgment permanently enjoining CIBC from violation of Section 10(b) of the Exchange Act and Rule l0b-5 there under, Section 13(a) of the Exchange Act and Rules 12b-20, 13a-1 and 13a-13 there under, Section 13(b)(2) of the Exchange Act, Rule 13b2-1, and Section 13(b)(5) of the Exchange Act. This Final Judgment was also filed on December 22, 2003. On the same day CIBC deposited with the Court $80,000,000 in disgorgement, interest and a civil penalty. In addition to these sanctions CIBC also agreed that it will not seek any benefit from any offset or reduction of any investor's claim, and that it shall not seek reimbursement or indemnification, nor any tax deduction or credit for any of the amount paid. The SEC has agreed to not institute any proceedings against CIBC, its subsidiaries or affiliates pursuant to Sections 15(b), 15B, 15C, or 19(h) of the Exchange Act.	Final judgment as outlined in (v) above
0001277690-12-000008	violationOfRegulations	1	CIBC Mellon Trust Company	U.S. Securities and Exchange Commission v. CIBC Mellon Trust Company	14-JAN-2005	see item 10(b)(1) above	see item 10(b)(1) above	see item 10(b)(1) above
0001277690-12-000008	violationOfRegulations	2	CIBC World Markets Corp and Canadian Imperial Holdings Inc.	In the Matter of Canadian Imperial Holding Inc. and CIBC World Markets Corp.	20-JUL-2005	SEC and the Attorney General for the State of New York	On July 20, 2005 Canadian Imperial Bank of Commerce ('CIBC') and The United States Securities and Exchange Commission (the 'SEC') announced a joint settlement (the 'Settlement') of certain of CIBC's U.S. subsidiaries with the SEC and the Attorney General for the State of New York ('NYAG') of proceedings in relation to the activities of the subsidiaries in respect of certain alleged mutual fund market timing practices. The CIBC subsidiaries to which the Settlement relates are CIBC World Markets Corp. ('World Markets'), Canadian Imperial Holdings Inc. ('CIHI'), CIBC Bank and Trust (Cayman) Limited, Rudy Capital USA LLC and Hudson River Investments LLC (the 'Other Parties'). On July 20, 2005, the SEC issued an Order Instituting Administrative and Cease-and-Desist Proceeding, Making Findings, and Imposing Remedial Sanctions and a Cease-and-Desist Order Pursuant to Section 8A of the Securities Act of 1933 (the 'Securities Act'), Sections 15(b) and 21C of the Securities Exchange Act of 1934 ('Exchange Act'), Section 203(e) of the Investment Advisers Act of 1940, and Sections 9(b) and 9(f) of the Investment Company Act of 1940 ('Investment Company Act') (the 'SEC Order'). Under the SEC Order: (a) Without CIHI admitting or denying such findings, the SEC found that as a result of World Markets' registered representatives' facilitation of market timing and related financial transactions in which CIHI participated, CIHI wilfully violated Section 17(a) of the Securities Act, Sections 7(d) and 10(b) of the Exchange Act and Rule 10b-5 thereunder, Rule 22c-1, as adopted under Section 22(c) of the Investment Company Act and Regulation U promulgated by the Federal Reserve Board. (b) Without World Markets admitting or denying such findings, the SEC found that as a result of World Markets' registered representatives' facilitation of market timing and related financial transactions, World Markets wilfully violated Section 17(a) of the Securities Act, Sections 7(c), 10(b), 11(d), 15(c) and 17(a) of the Exchange Act and Rules 10b-3, 10b-5 and 17a-3 thereunder, Rule 22c-1, as adopted under Section 22(c) of the Investment Company Act and Regulation T promulgated by the Federal Reserve Board. (c) World Markets and CIHI agree to pay disgorgement and prejudgement interest in the amount of $100 million and a civil money penalty of $25 million (all numbers in U.S. dollars), and to retain an independent distribution consultant to develop a plan for the distribution of the $125 million to investors. (d) CIHI agrees to cease and desist from committing or causing any violations of Section 17(a) of the Securities Act, Sections 7(d) and 10(b) of the Exchange Act and Rule 10b-5 thereunder, Rule 22c-1 as adopted under Section 22(c) of the Investment Company Act and Regulation U promulgated by the Federal Reserve Board regarding the extension of margin credit. (e) World Markets agrees to cease and desist from committing or causing any violations of Section 17(a) of the Securities Act, Sections 7(c), 10(b), 11(d), 15(c) and 17(a) of the Exchange Act and Rules 10b-3, 10b-5 and 17a-3 thereunder, Rule 22c-1 as adopted under Section 22(c) of the Investment Company Act and Regulation T promulgated by the Federal Reserve Board regarding the extension of margin credit. The settlement with the NYAG (the 'NYAG Settlement') is effected under an Assurance of Discontinuance under which the NYAG will agree not to pursue an action against CIHI, World Markets and the Other Parties. The NYAG Settlement requires CIHI, World Markets and the Other Parties to make payment of the $125 million arising under the SEC Order.	Agreement of settlement as detailed in (v) above
0001277690-12-000008	violationOfRegulations	3	One or move control affiliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 Data	See attached file for Question 10 data
0001277690-12-000008	violationOfRegulations	4	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12526	09-JAN-2007	U.S. Securities and Exchange Commission	The SEC alleged that from at least January 1, 2003 through June 30, 2004, in connection with certain auctions, the Bank of New York Mellon (formerly, The Bank of New York, 'BNY') accepted initial or revised bids after submission deadlines and allowed broker-dealers to intervene in auctions. In certain instances, this conduct also affected the rate paid on the auction rate securities. As a result, BNY caused violations of section 17(a)(2) of the Securities Act. BNY was required to make certain disclosures regarding its material auction practices and procedures; and not later than 6 months after the date of this order, unless otherwise extended by the Staff of the Commission for good cause shown, have its CEO or general counsel certify in writing to the Staff of the Commission that BNY has implemented procedures. In addition BNY paid a monetary settlement in the amount of $750,000.	See 10 (c) (2) (vi) above
0001277690-12-000008	authorizationDeniedOrSuspended	1	One or more control affliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001445546-12-001600	sraViolationOfRules	2	First Trust Portfolios L.P.	Regulatory Action DRP	23-MAY-2011	FINRA	In 2011, FINRA alleged that registrant's affiliate, First Trust Portfolios L.P. ('First Trust') had incorrectly reported 24 inter-dealer municipal securities transactions executed during the first quarter 2010, as required by MSRB Rule G-14. In addition, FINRA alleged that First Trust failed to show the correct time of execution on trade memoranda, in violation of MSRB Rule G-8.	To settle the matter, First Trust agreed to a censure and a fine in the amount of $7,500.
0001445546-12-001600	sraViolationOfRules	1	First Trust Portfolios L.P.	Regulatory Action DRP	28-JUN-2004	NASD	First Trust Portfolios L.P. (FTP) is a registered broker-dealer under common control with the applicant. Between 9/12/02 and 4/10/03 FTP failed to ensure that some transactions were executed at aggregate prices that were fair and reasonable as required.	First Trust Portfolios L.P. entered into a Letter of Acceptance, Waiver and Consent with the NASD regarding violations of MSRB Rules G30 and G17.
0001202048-12-000002	enjoinedInvestmentRelatedActivity	1	American International Group, Inc.	Injunction	09-FEB-2006	Securities and Exchange Commission	THE SEC COMPLAINT ALLEGED THAT FROM 2000 UNTIL 2005, AIG MATERIALLY FALSIFIED ITS FINANCIAL STATEMENTS IN ORDER TO STRENGTHEN THE APPEARANCE OF ITS FINANCIAL RESULTS TO ANALYSTS AND INVESTORS. IN SO DOING, THE SEC ALLEGED THAT AIG HAD VIOLATED SECTION 17(A) OF THE SECURITIES ACT OF 1933 AND SECTIONS 10(B), 13(A), 13(B)(2) AND 13(B)(5) AND RULES 10B-5, 12B-20, 13A-1, 13A-13 AND 13B2-1 OF THE EXCHANGE ACT OF 1934.	Settled 2/17/06
0001202048-12-000002	falseStatementOrOmission	1	American International Group, Inc.	Injunction	06-FEB-2006	Securities and Exchange Commission, Washington, DC	THE SEC COMPLAINT ALLEGED THAT FROM 2000 UNTIL 2005, AIG MATERIALLY FALSIFIED ITS FINANCIAL STATEMENTS IN ORDER TO STRENGTHEN THE APPEARANCE OF ITS FINANCIAL RESULTS TO ANALYSTS AND INVESTORS. IN SO DOING, THE SEC ALLEGED THAT AIG HAD VIOLATED SECTION 17(A) OF THE SECURITIES ACT OF 1933 AND SECTIONS 10(B), 13(A), 13(B)(2) AND 13(B)(5) AND RULES 10B-5, 12B-20, 13A-1, 13A-13 AND 13B2-1 OF THE EXCHANGE ACT OF 1934.	Settled 2/17/06
0001202048-12-000002	fsrFoundOrderAgainstApplicant	1	American International Group, Inc. ('AIG')	CIV-042070	30-NOV-2004	Department of Justice	THE DEPARTMENT OF JUSTICE ('DOJ') FILED A CRIMINAL COMPLAINT AGAINST AIG-FPPAGIC EQUITY HOLDING CORP. ('AIG-FP PAGIC'), A WHOLLY-OWNED SUBSIDIARY OF AIG FINANCIAL PRODUCTS CORP. ('AIG-FP'), IN TURN A WHOLLY-OWNED SUBSIDIARY OF AMERICAN INTERNATIONAL GROUP, INC. ('AIG'). THE COMPLAINT ALLEGED THAT AIG-FP PAGIC VIOLATED FEDERAL SECURITIES LAWS BY AIDING AND ABETTING SECURITIES LAW VIOLATIONS BY A PUBLIC COMPANY, PNC FINANCIAL SERVICES GROUP, INC. ('PNC'), IN CONNECTION WITH A TRANSACTION ENTERED INTO IN 2001WITH PNC THAT WAS INTENDED TO ENABLE PNC TO REMOVE CERTAIN ASSETS FROM ITS BALANCE SHEET. THE COMPLAINT ALLEGES THAT AIG-FP PAGIC KNEW, OR WAS DELIBERATELY IGNORANT IN NOT KNOWING, THAT THE PNC TRANSACTION DID NOT SATISFY THE REQUIREMENTS OF GAAP FOR NON-CONSOLIDATION OF SPECIAL PURPOSE ENTITIES. THE AIG-FP PAGIC TRANSACTION WAS THE LAST OF THREE SIMILAR TRANSACTIONS DEVELOPED, MARKETED AND ENTERED INTO BY AIG-FP AND ITS SUBSIDIARIES WITH PNC DURING 2001. THE DOJ HAS NOTIFIED AIG-FP THAT, IN ITS VIEW, AIG-FP ACTING THROUGH CERTAIN OF ITS EMPLOYEES MAY HAVE VIOLATED FEDERAL CRIMINAL LAW IN CONNECTION WITH THE PNC TRANSACTIONS AND THE MARKETING OF SIMILAR TRANSACTION STRUCTURES TO OTHER POTENTIAL COUNTERPARTIES. AIG-FP PAGIC WAS DISSOLVED FEBRUARY 3, 2006	THE SETTLEMENT WITH THE DOJ COMPRISED SEPARATE AGREEMENTS WITH AIG ANDAIG-FP AND A COMPLAINT FILED AGAINST, AND DEFERRED PROSECUTION AGREEMENT WITH, AIG-FP PAGIC. UNDER THE TERMS OF SETTLEMENT, AIG-FP PAID A MONETARY PENALTY OF $80,000,000, PLUS OTH TERMS
0001202048-12-000002	fsrViolationOfInvestmentRelatedRegulation	1	American International Group, Inc. ('AIG')	CIV-042070	30-NOV-2004	Department of Justice	THE DEPARTMENT OF JUSTICE ('DOJ') FILED A CRIMINAL COMPLAINT AGAINST AIG-FP PAGIC EQUITY HOLDING CORP. ('AIG-FP PAGIC'), A WHOLLY-OWNED SUBSIDIARY OF AIG FINANCIAL PRODUCTS CORP. ('AIG-FP'), IN TURN A WHOLLY-OWNED SUBSIDIARY OF AMERICAN INTERNATIONAL GROUP, INC. ('AIG'). THE COMPLAINT ALLEGED THAT AIG-FP PAGIC VIOLATED FEDERAL SECURITIES LAWS BY AIDING AND ABETTING SUECURITIES LAW VIOLATIONS BY A PUBLIC COMPANY, PNC FINANCIAL SERVICES GROUP, INC. ('PNC'), INCONNECTION WITH A TRANSACTION ENTERED INTO IN 2001 WITH PNC THAT WAS INTENDED TO ENABLE PNC TO REMOVE CERTAIN ASSETS FROM ITS BALANCE SHEET. THE COMPLAINT ALLEGES THAT AIG-FP PAGIC KNEW, OR WAS DELIBERATELY IGNORANT IN NOT KNOWING, THAT THE PNC TRANSACTION DID NOT SATISFY THE REQUIREMENTS OF GAAP FOR NON-CONSOLIDATION OF SPECIAL PURPOSE ENTITIES. THE AIG-FP PAGIC TRANSACTION WAS THE LAST OF THREE SIMILAR TRANSACTIONS DEVELOPED, MARKETD AND ENTERED INTO BY AIG-FP AND ITS SUBSIDIARIES WITH PNC DURING 2001. THE DOJ HAS NOTIFIED AIG-FP THAT, IN ITS VIEW, AIG-FP ACTING THROUGH CERTAIN OF ITS EMPLOYEES MAY HAVE VIOLATED FEDERAL CRIMINAL LAW IN CONNECTION WITH THE PNC TRANSACTIONS AND THE MARKETING OF SIMILAR TRANSACTION STRUCTURES TO OTHER POTENTIAL COUNTERPARTIES. AIG-FP PAGIC WAS DISSOLVED FEBRUARY 3, 2006.	Settled 11/30/04
0001202048-12-000002	violationOfRegulations	1	American International Group, Inc. ('AIG')	Docket SDNY - CASE NO. 06 CIV 1000	09-FEB-2006	Securities and Exchange Commission & DOJ	The SEC Complaint alleged that from 2000 until 2005, AIG materially falsified its financial statements in order to strengthen the appearance of its financial results to analysts and investors. In so doing, the SEC Alleged that AIG had violated Section 17(A) of The Securities Act of 1933 and Sections 10(B), 13(A), 13(B)(2) and 13(B)(5) and Rules 10B-5, 12B-20, 13A-1, 13A-13 and 13B2-1 of the Exchange Act.	Settled 2/17/06.
0001202048-12-000002	fsrFalseStatementOrOmission	1	American International Group, Inc. ('AIG')	CIV-042070	30-NOV-2004	Department of Justice	THE DEPARTMENT OF JUSTICE ('DOJ') FILED A CRIMINAL COMPLAINT AGAINST AIG-FP PAGIC EQUITY HOLDING CORP. ('AIG-FP PAGIC'), A WHOLLY-OWNED SUBSIDIARY OF AIG FINANCIAL PRODUCTS CORP. ('AIG-FP'), IN TURN A WHOLLY-OWNED SUBSIDIARY OF AMERICAN INTERNATIONAL GROUP, INC. ('AIG'). THE COMPLAINT ALLEGED THAT AIG-FP PAGIC VIOLATED FEDERAL SECURITIES LAWS BY AIDING AND ABETTING SUECURITIES LAW VIOLATIONS BY A PUBLIC COMPANY, PNC FINANCIAL SERVICES GROUP, INC. ('PNC'), INCONNECTION WITH A TRANSACTION ENTERED INTO IN 2001 WITH PNC THAT WAS INTENDED TO ENABLE PNC TO REMOVE CERTAIN ASSETS FROM ITS BALANCE SHEET. THE COMPLAINT ALLEGES THAT AIG-FP PAGIC KNEW, OR WAS DELIBERATELY IGNORANT IN NOT KNOWING, THAT THE PNC TRANSACTION DID NOT SATISFY THE REQUIREMENTS OF GAAP FOR NON-CONSOLIDATION OF SPECIAL PURPOSE ENTITIES. THE AIG-FP PAGIC TRANSACTION WAS THE LAST OF THREE SIMILAR TRANSACTIONS DEVELOPED, MARKETD AND ENTERED INTO BY AIG-FP AND ITS SUBSIDIARIES WITH PNC DURING 2001. THE DOJ HAS NOTIFIED AIG-FP THAT, IN ITS VIEW, AIG-FP ACTING THROUGH CERTAIN OF ITS EMPLOYEES MAY HAVE VIOLATED FEDERAL CRIMINAL LAW IN CONNECTION WITH THE PNC TRANSACTIONS AND THE MARKETING OF SIMILAR TRANSACTION STRUCTURES TO OTHER POTENTIAL COUNTERPARTIES. AIG-FP PAGIC WAS DISSOLVED FEBRUARY 3, 2006.	Settled 11/30/04
