ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001419454-22-000006	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is the ultimate parent company of Fidelity Business Services India Private Limited
0001419454-22-000006	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially may finance Fidelity Business Services India Private Limited
0001018490-22-000023	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-22-000023	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0000817712-22-000008	otherControlManagement	1	Thrivent Financial for Lutherans	TFL is the parent company of Thrivent Financial Holdings, Inc.
0001630490-22-000003	otherControlManagement	4	Fidelity National Information Services, Inc	100% owner of FIS-SG Holding Corp
0001630490-22-000003	otherControlManagement	1	FIS Investment Ventures LLC	100% owner of FIS Investor Services LLC
0001630490-22-000003	otherControlManagement	2	FIS Data Systems Inc	100% Owner of FIS Investment Ventures LLC
0001630490-22-000003	otherControlManagement	3	FIS-SG Holding Corp	100% owner of FIS Data Systems Inc
0001939416-22-000001	otherControlFinance	2	Medici Ventures, L.P.	Ownership interest in tZERO Group, Inc. and together with Overstock.com, Inc., a majority owner of tZERO Group, Inc.
0001939416-22-000001	otherControlFinance	1	Overstock.com, Inc.	Ownership interest in tZERO Group, Inc. and together with Medici Venture, L.P., a majority owner of tZERO Group, Inc.
0001419454-22-000005	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially may finance Fidelity Business Services India Private Limited
0001419454-22-000005	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is the ultimate parent company of Fidelity Business Services India Private Limited
