ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001018490-24-000022	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001018490-24-000022	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0000353291-24-000005	otherControlManagement	1	Legg Mason, Inc.	100% Ownership of Templeton Worldwide, Inc.
0000353291-24-000005	otherControlManagement	2	Franklin Resources, Inc.	100% ownership of Legg Mason, Inc.
0001448300-24-000006	otherControlManagement	1	Templeton Worldwide, Inc., Legg Mason, Inc., Franklin Resources, Inc.	Putnam Investor Services, Inc., is a wholly-owned subsidiary of Putnam U.S. Holdings I, LLC, which is a wholly-owned subsidiary of Templeton Worldwide, Inc., which is a wholly-owned subsidiary of Legg Mason, Inc., which is a wholly-owned subsidiary of Franklin Resources, Inc.
0001018490-24-000020	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-24-000020	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0002029409-24-000001	otherControlFinance	1	Ramana Rao, Todd Trippany, TBT Living Trust, Moon Landing Trust, Halibut Bay LLC, Maxwell Krohn, Christian Rudder, 	Simple Agreement For Future Equity (SAFE), the boilerplate version of the agreement pioneered by YCombinator.
0000911282-24-000007	otherControlFinance	1	Phoenix Transfer Inc. is a member of the Vistra Group	Phoenix Transfer, Inc. is a wholly-owned subsidiary of Vistra USA, LLC; Vistra USA, LLC is a wholly-owned subsidiary of Vistra USA, Inc.; Vistra USA, Inc. is a wholly-owned subsidiary of Vistra Holdings (UK) Limited; Vistra Holdings (UK) Limited is a wholly-owned subsidiary of Vistra Holdings S.a.r.l.; Vistra Holdings S.a.r.l. is a wholly-owned subsidiary of Vistra Group Holdings S.A.; Vistra Group Holdings S.A. is a wholly-owned subsidiary of Vistra Group Holdings (BVI) Limited; Vistra Group Holdings (BVI) Limited is a wholly-owned subsidiary of Vistra Group Holdings (BVI) I Limited; Vistra Group Holdings (BVI) I Limited is a wholly-owned subsidiary of Vistra Group Holdings (BVI) II Limited; Vistra Group Holdings (BVI) II Limited is a wholly-owned subsidiary of Vistra Group Holdings (BVI) III Limited; Vistra Group Holdings (BVI) III Limited is a wholly-owned subsidiary of Vistra Group Holdings Limited; Vistra Group Holdings Limited is a wholly-owned subsidiary of Vistra Holdings Limited; Vistra Holdings Limited is a wholly-owned subsidiary of Vistra Midco Limited; Vistra Midco Limited is a wholly-owned subsidiary of Vistra Parent Limited; Vistra Parent Limited is a majority-owned subsidiary of Thevelia Aggregator, L.P.; Thevelia Aggregator, L.P. is a wholly-owned subsidiary of BPEA EQT Holdings AB; BPEA EQT Holdings AB is a wholly-owned subsidiary of EQT AB
0000911282-24-000007	otherControlManagement	1	EQT AB	Phoenix Transfer, Inc. is a wholly-owned subsidiary of Vistra USA, LLC; Vistra USA, LLC is a wholly-owned subsidiary of Vistra USA, Inc.; Vistra USA, Inc. is a wholly-owned subsidiary of Vistra Holdings (UK) Limited; Vistra Holdings (UK) Limited is a wholly-owned subsidiary of Vistra Holdings S.a.r.l.; Vistra Holdings S.a.r.l. is a wholly-owned subsidiary of Vistra Group Holdings S.A.; Vistra Group Holdings S.A. is a wholly-owned subsidiary of Vistra Group Holdings (BVI) Limited; Vistra Group Holdings (BVI) Limited is a wholly-owned subsidiary of Vistra Group Holdings (BVI) I Limited; Vistra Group Holdings (BVI) I Limited is a wholly-owned subsidiary of Vistra Group Holdings (BVI) II Limited; Vistra Group Holdings (BVI) II Limited is a wholly-owned subsidiary of Vistra Group Holdings (BVI) III Limited; Vistra Group Holdings (BVI) III Limited is a wholly-owned subsidiary of Vistra Group Holdings Limited; Vistra Group Holdings Limited is a wholly-owned subsidiary of Vistra Holdings Limited; Vistra Holdings Limited is a wholly-owned subsidiary of Vistra Midco Limited; Vistra Midco Limited is a wholly-owned subsidiary of Vistra Parent Limited; Vistra Parent Limited is a majority-owned subsidiary of Thevelia Aggregator, L.P.; Thevelia Aggregator, L.P. is a wholly-owned subsidiary of BPEA EQT Holdings AB; BPEA EQT Holdings AB is a wholly-owned subsidiary of EQT AB
0001630490-24-000002	otherControlManagement	1	FIS Capital Markets US LLC	100% owner of FIS Investor Services LLC
0001630490-24-000002	otherControlManagement	3	Fidelity National Information Services, Inc	100% owner of FIS-SG Holding Corp
0001630490-24-000002	otherControlManagement	2	FIS-SG Holding Corp	100% owner of FIS Capital Markets US LLC
0001853914-24-000006	otherControlManagement	1	BitGo Holdings, Inc.	100% Owner of Brassica Technologies Inc
0001853914-24-000006	otherControlFinance	1	Brassica Technologies Inc	Sole Member of Brassica Services LLC
0001018490-24-000018	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-24-000018	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0002029410-24-000006	otherControlManagement	1	David Ricardo DeMetz	Owner/CEO
0000817712-24-000012	otherControlManagement	1	Thrivent Financial for Lutherans	TFL is the parent company of Thrivent Financial Holdings, Inc.
0002005535-24-000002	otherControlManagement	1	Signature Stock Transfer, Inc.	Signature Stock Transfer is the predecessor transfer agent to Legacy Stock Transfer, Inc. and will be closing after Legacy is approved. Legacy Stock Transfer acquired all contracts under lease agreement default.
0001018490-24-000016	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001018490-24-000016	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001810222-24-000002	otherControlManagement	1	Wefunder Inc	Wefunder Inc is a crowdfunding platform that will facilitate the use of the applicant by issuers that use the platform. Applicant expects to tailor its services to the needs of these issuers and their investors, as those needs may be communicated to it by Wefunder Inc.
0000737074-24-000003	otherControlManagement	1	VCH Holdings, LLC	Victory Capital Operating, LLC, the immediate owner of the transfer agency, is 100% owned by VCH Holdings, LLC.
0000737074-24-000003	otherControlManagement	2	Victory Capital Holdings, Inc	VCH Holdings, LLC is 100% owned by Victory Capital Holdings, Inc
0001920289-24-000004	otherControlManagement	1	Schuyler Laird	Head of Fidelity Stock Transfer Solutions
