ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0000944496-10-000014	violationOfRegulations	2	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12526	09-JAN-2007	U.S. Securities and Exchange Commission	The SEC alleged that from at least January 1, 2003 through June 30, 2004, in connection with certain auctions, The Bank of New York Mellon (formerly, The Bank of New York, 'BNY') accepted initial or revised bids after submission deadlines and allowed broker-dealers to intervene in auctions. In certain instances, this conduct also affected the rate paid on the auction rate securities. As a result, BNY caused violations of section 17(a)(2) of the Securities Act. BNY was required to make certain disclosures regarding its material auction practices and procedures; and not later than 6 months after the date of this order, unless otherwise extended by the Staff of the Commission for good cause shown, have its CEO or general counsel certify in writing to the Staff of the Commission that BNY has implemented procedures. In addition BNY paid a monetary settlement in the amount of $750,000.	See 10(c)(2)(v) above
0000088525-10-000772	fsrViolationOfInvestmentRelatedRegulation	6	Security Benefit Life Insurance Company (SBL)	Statutory Penalty	04-FEB-2007	Commonwealth of Virginia Commissioner of Insurance (VCI)	The Applicant is under common control with SBL. SBL failed to timely pay agent appointment fees pursuant to VCI Regulations.	The VCI assessed a statutory penalty in the amount of $3,550 against SBL.
0000088525-10-000772	sraViolationOfRules	1	RYDEX DISTRIBUTORS, LLC	STAR NO. 2008012206801	20-APR-2010	FINRA	DURING THE PERIOD OF JULY 10, 2006 THROUGH FEBRUARY 6, 2008, THE FIRM FAILED TO TRANSMIT REPORTABLE ORDER EVENTS ('ROES') TO THE ORDER AUDIT TRAIL SYSTEM ('OATS').	MONETARY FINE $12,500 AND CENSURE THRU ACCEPTANCE, WAIVER AND CONSENT ('AWC') TO RESOLVE THE CHARGES THAT WERE UNDER CONSIDERATION BY FINRA'S DEPARTMENT OF MARKET REGULATION. THE AWC WAS ACCEPTED BY THE NATIONAL ADJUDICATORY COUNCIL REVIEW SUBCOMMITTEE.
0000088525-10-000772	fsrViolationOfInvestmentRelatedRegulation	3	Security Benefit Life Insurance Company (SBL)	Stipulation & Consent Order	08-MAY-2009	Illinois Dept of Financial & Professional Regulation  - Division of Insurance	The Applicant is under common control with SBL. SBL failed to timely file a Policy In Force Mandatory Annual Statement Supplement Data Call as required by IL Div. of Insurance Regulations.	SBL and the IL Div. of Insurance entered into a Stipulation & Consent Order agreeing to a $2,000 fine and SBL agreed to comply with the Regulation in the future.
0000088525-10-000772	fsrViolationOfInvestmentRelatedRegulation	7	Security Benefit Life Insurance Company (SBL)	Case No. C109-2006-68675	17-MAY-2006	Alabama Department of Insurance (ADI)	The Applicant is under common control with SBL. On 4/4/2006, the ADI entered an Order to Show Cause against SBL regarding its failure to pay an invoice for agent appointment fees dated 1/2/2006. SBL paid the outstanding invoice on 4/13/2006, and remitted a letter to the ADI explaining its non-payment was not a willful violation of ADI Regulations.	On 5/17/2006, the ADI entered an Order Lifting Order to Show Cause and Settlement Agreement. SBL consented to a $500 fine and agreed to promptly pay invoices for the continuation of producer appointments in the future.
0000088525-10-000772	fsrViolationOfInvestmentRelatedRegulation	5	Security Benefit Life Insurance Company (SBL)	Consent to Fine Cause No. 05.1081	12-DEC-2005	State of Nevada Division of Insurance (NDI)	The Applicant is under common control with SBL. SBL failed to timely file an Annual Certification of Advertising as required by NDI Regulations.	SBL consented to a fine of $500 to settle the cause.
0000088525-10-000772	fsrViolationOfInvestmentRelatedRegulation	1	SECURITY DISTRIBUTORS, INC. (SDI)	CONSENT ORDER	13-APR-1978	New York Securities Commission	The applicant is under common control with Security Distributors, Inc. (SDI) a registered broker/dealer. The NY Securities Commission alleged that SDI failed to file renewals of its broker/dealer statements pursuant to the general business laws of NY.	SDI consented to a $4,000 monetary fine and was ordered to cease and desist from further violations.
0000088525-10-000772	fsrViolationOfInvestmentRelatedRegulation	2	First Security Benefit Life Insurance and Annuity Company of New York (FSBL)	Stipulation No. 2010-0095-S	29-APR-2010	State of New York Insurance Department (NYID)	The Applicant is under common control with FSBL. The NYID conducted a routine triennial market conduct exam for the period January 1, 2004 thru December 31, 2006. During such exam it found that FSBL unintentionally violated various provisions of the New York Insurance Department's replacement regulation ('Regulation 60').	FSBL entered into a stipulation and consented to a $25,000 fine and further agreed to take all steps necessary to prevent recurrence of similar Regulation 60 violations.
0000088525-10-000772	fsrViolationOfInvestmentRelatedRegulation	4	Security Benefit Life Insurance Company (SBL)	Consent Order - Report ID # 2186	21-MAR-2007	Minnesota Commissioner of Commerce (MN COC)	The Applicant is under common control with SBL. The Consent Order was the result of a consumer complaint against SBL alleging errors in the administration of an annuity contract resulting in incorrect payments being made to an annuitant, in violation of MN Statutes.	The MN COC and SBL entered into a Consent Order wherein SBL agreed to an informal disposition of the matter without a hearing and paid a civil penalty of $2,500.
0000088525-10-000770	sraViolationOfRules	1	Rydex Distributors, LLC	STAR NO. 2008012206801	20-APR-2010	FINRA	DURING THE PERIOD OF JULY 10, 2006 THROUGH FEBRUARY 6, 2008, THE FIRM FAILED TO TRANSMIT REPORTABLE ORDER EVENTS ('ROES') TO THE ORDER AUDIT TRAIL SYSTEM ('OATS').	MONETARY FINE $12,500 AND CENSURE THRU ACCEPTANCE, WAIVER AND CONSENT ('AWC') TO RESOLVE THE CHARGES THAT WERE UNDER CONSIDERATION BY FINRA'S DEPARTMENT OF MARKET REGULATION. THE AWC WAS ACCEPTED BY THE NATIONAL ADJUDICATORY COUNCIL REVIEW SUBCOMMITTEE.
0000088525-10-000770	fsrViolationOfInvestmentRelatedRegulation	7	Security Benefit Life Insurance Company (SBL)	Case No. C109-2006-68675	17-MAY-2006	Alabama Department of Insurance (ADI)	On 4/4/2006, the ADI entered an Order to Show Cause against SBL regarding its failure to pay an invoice for agent appointment fees dated 1/2/2006. SBL paid the outstanding invoice on 4/13/2006, and remitted a letter to the ADI explaining its non-payment was not a willful violation of ADI Regulations.	On 5/17/2006, the ADI entered an Order Lifting Order to Show Cause and Settlement Agreement. SBL consented to a $500 fine and agreed to promptly pay invoices for the continuation of producer appointments in the future.
0000088525-10-000770	fsrViolationOfInvestmentRelatedRegulation	6	Security Benefit Life Insurance Company (SBL)	Statutory Penalty	04-FEB-2007	Commonwealth of Virginia Commissioner of Insurance (VCI)	SBL failed to timely pay agent appointment fees pursuant to VCI Regulations	The VCI assessed a statutory penalty in the amount of $3,550 against SBL.
0000088525-10-000770	fsrViolationOfInvestmentRelatedRegulation	5	Security Benefit Life Insurance Company (SBL)	Consent to Fine Cause No. 05.1081	12-DEC-2005	State of Nevada Division of Insurance (NDI)	SBL failed to timely file an Annual Certification of Advertising as required by NDI Regulations.	SBL consented to a fine of $500 to settle the cause.
0000088525-10-000770	fsrViolationOfInvestmentRelatedRegulation	3	Security Benefit Life Insurance Company (SBL)	Stipulation & Consent Order	08-MAY-2009	Illinois Dept of Financial & Professional Regulation  - Division of Insurance	SBL failed to timely file a Policy In Force Mandatory Annual Statement Supplement Data Call as required by IL Div. of Insurance Regulations.	SBL and the IL Div. of Insurance entered into a Stipulation & Consent Order agreeing to a $2,000 fine and SBL agreed to comply with the Regulation in the future.
0000088525-10-000770	fsrViolationOfInvestmentRelatedRegulation	2	First Security Benefit Life Insurance and Annuity Company of New York (FSBL)	Stipulation No. 2010-0095-S	29-APR-2010	State of New York Insurance Department (NYID)	The NYID conducted a routine triennial market conduct exam for the period January 1, 2004 thru December 31, 2006. During such exam it found that FSBL unintentionally violated various provisions of the New York Insurance Department's replacement regulation ('Regulation 60').	FSBL entered into a stipulation and consented to a $25,000 fine and further agreed to take all steps necessary to prevent recurrence of similar Regulation 60 violations.
0000088525-10-000770	fsrViolationOfInvestmentRelatedRegulation	1	Security Distributors, Inc. (SDI)	Consent Order	13-APR-1978	New York Securities Commission	The applicant is under common control with Security Distributors, Inc. (SDI) a registered broker/dealer. The NY Securities Commission alleged that SDI failed to file renewals of its broker/dealer statements pursuant to the general business laws of NY.	SDI consented to a $4,000 monetary fine and was ordered to cease and desist from further violations.
0000088525-10-000770	fsrViolationOfInvestmentRelatedRegulation	4	Security Benefit Life Insurance Company (SBL)	Consent Order - Report ID # 2186	21-MAR-2007	Minnesota Commissioner of Commerce (MN COC)	The Consent Order was the result of a consumer complaint against SBL alleging errors in the administration of an annuity contract resulting in incorrect payments being made to an annuitant, in violation of MN Statutes.	The MN COC and SBL entered into a Consent Order wherein SBL agreed to an informal disposition of the matter without a hearing and paid a civil penalty of $2,500.
0000806620-10-000133	foreignAgency	4	Banque des Antilles Francaises (BDAF)	Civil and Administrative Penalt(ies)/Fine(s); Reprimand	29-OCT-2002	French Supervisory Authority (Commission Bancaire)	Grievances against BDAF mainly concerned insufficiency on anti money laundering procedures and the training of staff on anti money laundering rules.	Commission Bancaire pronounced a reprimand and a penalty of 50,000 euros against BDAF. BDAF has since implemented corrective measures, including updates to the anti money laundering procedures and increasing staff training on these matters.
0000806620-10-000133	foreignAgency	1	Banque Privee 1818 (successor firm to Vega Finances) an affiliate of the applicant	Administrative Action (N 2001-04)	18-APR-2001	Conseil des marches Financiers, a French regulatory authority ('CMF')	CMF alleged that Vega violated CMF regulations related to the opening of private client securities accounts.	On July 11, 2001, CMF decided that Vega failed to comply with a rule that requires investment service providers to confirm receipt by registered mail of client requests in order to verify clients' identities.  The CMF's decision resulted in a warning.
0000806620-10-000133	foreignAgency	2	Banque Privee 1818 (sucessor firm to Banque Privee Saint Dominique)	Civil and Administrative Penalt(ies)/Fine(s); Warning	09-AUG-2004	French Supervisory Authority (Commission Bancaire)	he grievances against BPSD mainly concerned inadequate knowledge of its customers and operations which should have either been operated or documented.	On 3/4/05, Commission Bancaire pronounced a warning and a financial sanction of 150,000 euros. The corrective compliance actions were implemented by BPSD.
0000806620-10-000133	foreignAgency	3	Natixis (formerly Natexis Banques Populaires) (NBP)	Civil and Administrative Penalt(ies)/Fine(s); Reprimand	29-JAN-2001	Autorite des Marches Financiers (AMF)	Inquiries by the Conseil des Marches Financiers and the Commission des Operations de Bourse regarding the custodian function of NBP, the organization of the NBP safekeeping and administration of securities activity, and weaknesses in internal controls of a subsidiary.	The AMF pronounced a penalty of 1,100,000 euros against NBP and certain subsidiaries. NBP reorganized its custodian control department and dissolved the subsidiary with respect to which internal controls were investigated.
0000806620-10-000133	fsrViolationOfInvestmentRelatedRegulation	1	NATIXIS Securities North America, Inc. (Formerly CDC Securities, Inc.), an affiliate of the Applicant	Administrative Action No. 0940359	24-MAR-1994	Iowa Securities Bureau ('ISB')	The ISB alleged that CSI was late in filing certain audited financial statements.	On June 26, 1994, the ISB dismissed the action against CSI subject to payment by CSI of a $500 fine.
0000806620-10-000133	fsrViolationOfInvestmentRelatedRegulation	2	NATIXIS Securities North America, Inc. (Formerly CDC Securities, Inc.), an affiliate of the applicant	Order of Withdrawal No. BD-5473	18-MAY-2000	Minnesota Department of Commerce ('MDC')	CSI had submitted to the MDC an application for broker-dealer licensure, which had been pending for 120 days.  As a result, the MDC ordered, pursuant to Minnesota Stat. Sec. 80A.05, SUBD.1 that the application be withdrawn.	The application was withdrawn.
0000806620-10-000133	fsrViolationOfInvestmentRelatedRegulation	3	Harris Associates L.P. and/or Harris Associates Securities L.P., an affiliate of the applicant	Consent Agreements with securities regulators in RI, WI and DC	05-MAY-1992	Securities Regulators in RI, WI and DC	Between 5/5/92 and 4/12/94, the individuals named in the action without admitting or denying any activity, entered into consent agreements with and paid assessments to securities regulators in RI, WI and DC in connection with IA and/or BD registration.	No denial, suspension or revocation of license was entered and no restrictions or limitations were placed on either entity as a result of consent orders issued by such securities regulators.
0000806620-10-000133	violationOfInvestmentRelatedRegulation	1	Loomis, Sayles & Company, L.P. and Loomis, Sayles & Company, Incorporated, both affiliates of the Applicant	California Ironworkers Field Pension Trust, et. al. vs. Loomis, Sayles & Company	26-MAR-1999	US District Court for the Central District of California, Western Division	Three investment advisory clients sought recovery for losses from investment due to internal breach of investment guidelines.	Pursuant to a settlement agreement dated 3/25/02, the parties settled the damage claim for a payment by Loomis Sayles of $500,000.
0001455353-10-000008	sraViolationOfRules	1	Frank Edward Brickell	Complaint	31-MAR-2008	Financial Industry Regulatory Authority (FINRA)	FINRA's Department of Enforcement is alleging that activities of three clients of World Trade Financial Corporation violated section 5 of the securities act and Frank Edward Brickell, as the registered representative, violated Conduct Rule 2110 by selling unregistered stock without an applicable exemption from registration. The shares deposited with the registered representative did not contain any restrictions on resale or transfer according to the transfer agent who was in possession of a legal opinion addressing the available of an exemption to registration. Enforcement has argued that the representative and the firm had a heighted responsibility to conduct a further inquiry as to the resale of these shares. The case also involves additional broker dealers, registered representatives, and shareholders who are claimed to have participated in an unregistered distribution. The shareholders and the issuer's officers appear to have knowingly orchestrated a distribution. World Trade Financial Corporation, its supervisors, and the registered representative did not knowingly participate in the alleged distribution. At the commencement of the hearing it was argued that distribution did occur, but there was lack of evidence that an illegal distribution occurred. The underlying premise is whether World Trade Financial Corporation had a heightened responsibility to conduct further inquires concerning the resale of the securities.	The decision is on appeal with the National Adjudicatory Council.
0001455353-10-000008	sraViolationOfRules	2	Rodney Preston Michel	Complaint	31-MAR-2008	Financial Industry Regulatory Authority (FINRA)	FINRA's Department of Enforcement is alleging that Rodney Preston Michel failed to supervise a registered representative who unknowingly may have participated in the sale of unregistered securities. The clients of a registered representative deposited stock certificates that did not contain any restrictions on resale or transfer according to the transfer agent. The registered representative was in possession of a legal opinion addressing the origin and resale of the issuer's shares. Enforcement believes that our policies and procedures were not adequate to detect and monitor the sale of unregistered stock received into the firm.	The decision is on appeal with the National Adjudicatory Council.
0001455353-10-000008	sraViolationOfRules	3	Jason Troy Adams	Complaint	31-MAR-2008	Financial Industry Regulatory Authority (FINRA)	FINRA's Department of Enforcement is alleging that Jason Troy Adams failed to supervise a registered representative who unknowingly may have participated in the sale of unregistered securities. The clients of a registered representative deposited stock certificates that did not contain any restrictions on resale or transfer according to the transfer agent. The registered representative was in possession of a legal opinion addressing the origin and resale of the issuer's shares. Enforcement believes that our policies and procedures were not adequate to detect and monitor the sale of unregistered stock received into the firm.	The decision is on appeal with the National Adjudicatory Council.
0001455353-10-000008	subjectOfProceedings	1	Frank Edward Brickell	Complaint	31-MAR-2008	Financial Industry Regulatory Authority (FINRA)	As it relates to the responses provided to item 10(e)(2), should the outcome of the NAC appeal be unfavorable to the defendants and the further appeal to the SEC result in an unfavorable decision, Frank Edward Brickell may receive a 30 business day suspension from the association with World Trade Financial Corporation, a broker-dealer with whom he is registered with. In the event the decision is unfavorable, the defendants will appeal to the SEC	The decision is on appeal with the National Adjudicatory Council.
0001455353-10-000008	subjectOfProceedings	2	Rodney Preston Michel	Complaint	31-MAR-2008	Financial Industry Regulatory Authority (FINRA)	As it relates to the responses provided to item 10(e)(2), should the outcome of the NAC appeal be unfavorable to the defendants and the further appeal to the SEC result in an unfavorable decision, Rodney Preston Michel may receive a 45 day suspension from acting in a principal capacity with World Trade Financial Corporation, a broker-dealer with whom he is registered with. In the event the decision is unfavorable, the defendants will appeal to the SEC.	The decision is on appeal with the National Adjudicatory Council.
0001455353-10-000008	subjectOfProceedings	3	Jason Troy Adams	Complaint	31-MAR-2008	Financial Industry Regulatory Authority (FINRA)	As it relates to the responses provided to item 10(e)(2), should the outcome of the NAC appeal be unfavorable to the defendants and the further appeal to the SEC result in an unfavorable decision, Jason Troy Adams may receive a 30 business day suspension from acting in a principal capacity with World Trade Financial Corporation, a broker-dealer with whom he is registered with. In the event the decision is unfavorable, the defendants will appeal to the SEC.	The decision is on appeal with the National Adjudicatory Council.
0000842657-10-000023	falseStatementOrOmission	2	Deutsche Investment Management Americas Inc. (DIMA) and Deutsche Asset Management Inc. (DAMI), Control Affiliates of the Registrant	Docket or Case Number: 3 12513	21-DEC-2006	United States Securities and Exchange Commission	The Registrant has not been the subject of this matter: Initiation date: 12/21/2006. Deutsche Investment Management Americas Inc. (DIMA), and Deutsche Asset Management, Inc. (DAMI) which merged into DIMA as of 12/31/2006, serve as investment advisors to the DWS Scudder Funds. The SEC alleged DIMA and DAMI breached their fiduciary duty to certain DWS Scudder Funds by failing to effectively limit trading activity in DWS Scudder Funds. The SEC also alleged that DIMA and DAMI breached their fiduciary duty to certain DWS Scudder Funds by entering into market timing arrangements with investors. The SEC censured DIMA and DAMI and ordered DIMA and DAMI to pay $17.2 million in disgorgement, which will be deemed to be paid through payments made under a separate order by the New York Attorney General. The SEC also issued a cease and desist order against DIMA and DAMI. DIMA and DAMI are subject to certain undertakings regarding the conduct of its business in the future, including: formation of a code of ethics oversight committee to oversee all matters relating to issues arising under DIMA and DAMI code of ethics; establishment of an internal compliance controls committee having overall compliance oversight responsibility of DIMA and DAMI; engagement of an independent compliance consultant to conduct a comprehensive review of the DIMA and DAMI supervisory compliance and other policies and procedures designed to prevent and detect breaches of fiduciary duty, breaches of the code of ethics and Federal Securities Law violations by DIMA and DAMI and their employees; and within 120 days and in 2008, DIMA and DAMI shall undergo a compliance review by an independent third party. DIMA and DAMI were ordered to pay, jointly and severally, $17.2 million in disgorgement. The entire amount is to be distributed to the affected DWS Scudder Funds.	DIMA and DAMI were ordered to pay, jointly and severally, $17.2 million in disgorgement.  The entire amount is to be distributed to the affected DWS Scudder Funds.
0000842657-10-000023	falseStatementOrOmission	3	Deutsche Bank Securities Inc (DBSI) a control affiliate of the registrant	Case No SEC -2009-00074	16-APR-2010	State Corporation Commission of the Commonwealth of Virginia (The Commission)	The registrant is not the subject of this matter initiated on 4/16/2010.  The Commission alleged that Deutsche Bank Securities Inc. engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities and failed to reasonably supervise its agents with respect to marketing and sales of Auction Rate Securities (ARA).Pursuant to the consent order entered by the Commission, DBSI consented to the commission making the following conclusions; 1. In connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSIs role as underwriter and broker dealer for ARS issues, and (III) the use of supporting Bids to artificially prevent failed ARS auction and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. Commission rules 21 VAC 5-20-280 A 3 and E 12 allow the Commission, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of conflicts of interest concerning ARS to clients by its agents, and prevent such conduct.  Commission rules 21 VAC 5-20-260 A and B allow the Commission, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees.	Without admitting or denying the allegations, DBSI agreed to pay a penalty of $214,475.04 to the treasurer of the Commonwealth of Virginia and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008.
0000842657-10-000023	foreignAgency	1	Deutsche Securities Australia Limited, a Control Affiliate of the Registrant	Occurrence 1347474	24-JAN-2007	Australian Securities Exchange	The Registrant has not been the subject of this matter: The Australian Securities Exchange (     ASX     ) determined that Deutsche Securities Australia Limited (     DSAL     ) contravened ASX Market Rule 20.8.3 as a result of executing five special crossings in derivative market contracts over a cash market product for which there was a current offer period for a takeover bid and contravened ASX Market Rule 20.8.4 by executing one special crossing in a combination when a component part of the combination was a derivatives market contract over a cash market product for which there was a current offer period for a takeover bid. The ASX Rules prohibit special size crossings being executed in securities that are party to a takeover situation. The ASX contacted (     DSAL     ) on May 1, 2006 regarding six separate special crossings in the stock of Patrick Corporation that had been executed at a time when Patrick was a subject of a takeover bid. The special crossings occurred during a period beginning in December 2005 through mid March 2006. DSAL responded that the incorrect execution of special crossings was a result of genuine confusion regarding the status of the takeover bid. ASX Enforcement Division referred the matter to ASX Disciplinary Tribunal for consideration. The Tribunal imposed a monetary sanction of A$50,000 which was appealed by both DSAL and ASX Enforcement as being overly severe. In light of DSAL     s co     operation with the initial investigation, its prior unblemished history and the action that DSAL had taken since the contraventions occurred, the Tribunal reduced the sanction to A$45,000 on January 24, 2007.  On March 7, 2007, the ASX Issued a disciplinary circular naming DSAL and providing details of the offense and penalty imposed.  A fine of a A$45,000 was imposed upon Deutsche Securities Australia Limited.	A fine of a A$45,000 was imposed upon Deutsche Securities Australia Limited.
