ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0000842657-10-000013	foreignAgency	7	Deutsche Bank AG (London), a Control Affiliate of the Registrant	Autorite Des Marches Financiers - Unkown	23-NOV-2007	Autorite Des Marches Financiers (AMF)	THE AMF ALLEGED CERTAIN ABUSES ARISING OUT OF THE CONVERTIBLE BOND OFFER FOR FRENCH TELECOMMUNICATIONS EQUIPMENT MARKER ALCATEL WHICH TOOK PLACE IN DECEMBER 2002. THE ALLEGATIONS CENTERED ON WHETHER HEDGE FUNDS ACTED ON THE BASIS OF INFORMATION COMMUNICATED BY DB LONDON BEFORE THE ISSUANCE OF THE BONDS WAS PUBLICLY ANNOUNCED, DURING ITS MARKET SOUNDING ACTIVITIES. THE AMF CONCLUDED THAT DB HAD NO CULPABILITY IN RELATION TO ALLEGED INSIDER DEALING ACTIVITIES, BUT ALLEGED PROCEDURAL, RECORD KEEPING OMISSION BY DB, IN RELATION TO THE RECORDS IT MAINTAINED OF MARKET SOUNDINGS.	THE AMF IMPOSED A MONETARY SANCTION OF 300,000 EUROS, WHICH HAS BEEN PAID IN FULL.
0000842657-10-000013	fsrFalseStatementOrOmission	1	Bankers Trust Company NKA Deutsche Bank Trust Company Americas, a Control Affiliate of the Registrant	99 CR250JGK (S.D.N.Y., 1999)	11-MAR-1999	United States Attorneys Office in the Southern District of New York	In reference to the Title of Action noted above, please see response to question 10(a)(1)(v).	In reference to the Title of Action noted above, please see response to question 10(a)(1)(vi).
0000842657-10-000013	fsrFalseStatementOrOmission	2	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Occurrence 1219988	31-AUG-2004	The California Department of Corporations	The Registrant has not been the subject of this matter. The California Department of Corporations charged violations of Corporations Code Section 25218 and Title 10 of the Code of Regulations Section 260.218 for allegedly not adequately insulating research analysts from the influences of covered companies and investment banking, violations of Corporations Code Sections 25212(G) and 25218 and Title 10 of the California Code of Regulations Section 260.218.4 for allegedly not properly supervising its employees to prevent such influences; and violations of California Corporations Code Section 25241 and Section 260.241.1(B) of Title 10 of the California Code of Regulations for allegedly not promptly producing email data. The current status is closed on August 31, 2004. Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the California Department of Corporations, and to pay $87.5 million. The administrative consent order included undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts ratings and projections; and the use of independent, third party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings (including $3,001,328 paid to California on August 26, 2004); (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act.	Without admitting or denying the allegations, DBSI agreed to an administrative consent order (which included certain undertakings) with the California Dept. of Corps. and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	3	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket Case #: CO 2005 0011	31-MAR-2005	The Alabama Securities Commission	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts ratings and projections; and the use of independent, third  party research services. DBSI agreed to pay; (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Alabama Securities Commission charged violations of Alabama Securities Act 830  X  3  .13(1) & (3) for allegedly failing to establish and maintain adequate policies, systems and procedures for supervision and control of its employees; violations of Alabama Securities Act 8  6  3(I)7 for allegedly (I) failing to manage conflicts in an adequate or appropriate manner and (II) failing to make adequate disclosure; violations of Alabama Securities Act 830  X  2  .06(2) for allegedly issuing research reports that were not properly balanced, and/or contained exaggerated or unwarranted claims and opinions. Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Alabama Securities Commission and to pay $87.5 million. The Alabama Securities Commission charged violations of Alabama Securities Act 830  X  3  .13(1) & (3) for allegedly failing to establish and maintain adequate policies, systems and procedures for supervision and control of the research and investment banking departments; violations of Alabama Securities Act 8  6  3(I)7 for allegedly (I) failing to manage conflicts in an adequate or appropriate manner and (II) failing to make adequate disclosure; violations of Alabama Securities Act 830  X  2  .06(2) for allegedly issuing research reports that were not based on principles of fair dealing and good faith, did not provide sound basis for evaluating facts, were not properly balanced, and or contained exaggerated or unwarranted claims and opinions. The matter was resolved on 03 31 2005, including a $394,052 penalty paid to Alabama on 03 29 2005.	Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Alabama Securities Commission and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	4	Deutsche Bank securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket Case #: S 03578A 05 0000	01-MAR-2005	The Arizona Corporation Commission	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts ratings and projections; and the use of independent, third party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Arizona Corporation Commission charged violations of Arizona revised Statute 44 1961(A)(13) in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to an order to cease and desist, an order for administrative penalties and consent to same with the Arizona Corporation Commission, and to pay $87.5 million. The Arizona Corporation Commission charged violations of Arizona revised Statute 44 1961(A)(13) in connection with research analyst work, supervision and production of emails. The matter was resolved on 02 25 2005, including $454,619 penalty paid to the State of Arizona on 03 01 2005.	Without admitting or denying the allegations, DBSI agreed to an order to cease and desist, an order for admin. penalties and consent to same with the Arizona Corp. Comm., and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	5	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket Case # : EN 10522	28-MAR-2005	The Commissioner of Securities of the State of Georgia	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts   ratings and projections; and the use of independent, third  party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Commissioner of Securities of the State of Georgia charged violations of O.C.G.A. 10  5  4 (A) (8) and 10  5  12(A)(1) and Rule and Regulation of the State of Georgia 590  4  2  .14 in connection with research analyst work, supervision and production of emails; violations of 10  5  4 (A)(11) and 10  5  12(A)(1) and Rule 590  4  2  .07 for allegedly failing to establish and maintain adequate policies, systems, and procedures for supervision and control of the research and investment banking departments. Without admitting or denying the allegations, DBSI agreed to a consent order with the Commissioner of Securities of the State of Georgia. The Commissioner of Securities of the State of Georgia charged violations of O.C.G.A. 10  5  4 (A) (8) and 10  5  12(A)(1) and Rule and Regulation of the State of Georgia 590  4  2  .14 in connection with research analyst work, supervision and production of emails; violations of 10  5  4 (A)(11) and 10  5  12(A)(1) and Rule 590  4  2  .07 for allegedly failing to establish and maintain adequate policies, systems, and procedures for supervision and control of the research and investment banking departments. The matter was resolved on 03 28 2005, including $394,052 penalty paid to the State of Georgia on 03 25 2005.	Without admitting or denying the allegations, DBSI agreed to a consent order with the Commissioner of Securities of the State of Georgia and a $394,052 penalty paid to the State of Georgia.
0000842657-10-000013	fsrFalseStatementOrOmission	6	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket Case # : 2003E052	28-MAR-2005	The Kansas Office of the Securities Commissioner	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts   ratings and projections; and the use of independent, third   party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Kansas Office of the Securities Commissioner charged violations of K.S.A. 17   1254(M)(7), K.S.A. 17   1254(M)(12) and K.A.R. 81   3   1(D)(3) in connection with research work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to a consent order with Kansas Office of the Securities Commissioner and pay $87.5 million. The Kansas Office of the Securities Commission charged violations of K.S.A. 17   1254(M)(7), K.S.A. 17   1254(M)(12) and K.A.R. 81   3   1(D)(3) in connection with research analyst work, supervision and production of emails. The matter was resolved on 03  28  2005, including $287,500 penalty paid to the State of Kansas.	Without admitting or denying the allegations, DBSI agreed to a consent order with Kansas Office of the Securities Commissioner and pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	7	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Occurrence 1250895	15-MAR-2005	The Kentucky Office of Financial Institutions	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts    ratings and projections; and the use of independent, third    party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Kentucky Office of Financial Institutions charged violations of Kentucky revised statutes 292.530, 292.330(13)(A)7 and 292.330(A)9A in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Kentucky office of Financial Institutions and to pay $87.5 million. The Kentucky Office of Financial Institutions charged violations of Kentucky revised statutes 292.530, 292.330(13)(A)7 and 292.330(A)9.A in connection with research analyst work, supervision and production of emails. The matter was resolved on 03  15  2005, including $358,136 penalty paid to the State of Kentucky on 03  28 2005.	Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Kentucky Office of Financial Institutions and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	20	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket Case #: 05 H 16	14-JUN-2005	The Colorado Division of Securities, Department of Regulatory Agencies	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts ratings and projections; and the use of independent, thirdparty research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Colorado Division of Securities, Department of Regulatory Agencies charged violations of CRS (2004) 1151407, 1151410(1)(G), and 1151410(1)(I) in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to a consent order with the Colorado Division of Securities, Department of Regulatory Agencies and to pay $87.5 million. The Colorado Division of Securities, Department of Regulatory Agencies charged violations of CRS (2004) 1151407, 1151410(1)(G), and 1151410(1)(I) in connection with research analyst work, supervision and production of emails. The matter was resolved on 06 14 2005, including $381,129 penalty paid to the State of Colorado on 06 10 2005.	Without admitting or denying the allegations, DBSI agreed to a consent order with the Colorado Division of Securities, Department of Regulatory Agencies and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	9	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Occurrence 1250903	01-APR-2005	The Minnesota Department of Commerce	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts      ratings and projections; and the use of independent, third     party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Minnesota Department of Commerce charged violations of Minn. Stat. 80A.07, Subd. 1(7) and (10) (2004) and Minn. R. Ch. 2875.0910 (2003) in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to a consent order with the Minnesota Department of Commerce and to pay $87.5 million. The Minnesota Department of Commerce charged violations of Minn. Stat. 80A.07, Subd. 1(7) and (10) (2004) and Minn. R. Ch. 2875.0910 (2003) in connection with research analyst work, supervision and production of emails. The matter was resolved on 04     01     2005, including $435,909 penalty paid to the State of Minnesota.	Without admitting or denying the allegations, DBSI agreed to a consent order with the Minnesota Department of Commerce and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	10	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Occurrence 1250878	17-FEB-2005	The Nebraska Department of Banking and Finance	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts      ratings and projections; and the use of independent, third     party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Nebraska Department of Banking and Finance charged violations of Nebraska revised Statutes 8     1103(9)(A)(VII) for allegedly failing to ensure that analysts who issued research were adequately insulated from pressures and influences from covered companies and investment banking; violations of Nebraska revised statutes 8     1103(9)(A)(XI) for allegedly failing to reasonably supervise its agents or employees; and violations of Nebraska revised statutes 8     1103(7)(A) and 48 NAC 4.010 for allegedly failing to preserve for a period of three years, and     or preserve in an accessible place for two years, certain books and records relating to its business. Without admitting or denying the allegations, DBSI agreed to a consent order with the Nebraska Department of Banking and Finance and to pay $87.5 million. The Nebraska Department of Banking and Finance charged violations of Nebraska revised Statutes 8     1103(9)(A)(VII) for allegedly failing to ensure that analysts who issued research were adequately insulated from pressures and influences from covered companies and investment banking; violations of Nebraska revised statutes 8     1103(9)(A)(XI) for allegedly failing to reasonably supervise its agents or employees; and violations of Nebraska revised statutes 8     1103(7)(A) and 48 NAC 4.010 for allegedly failing to preserve for a period of three years, and     or preserve in an accessible place for two years, certain books and records relating to its business. The matter was resolved on 02     17     2005, including $287,500 penalty paid to the state of Nebraska on 03     04     2005.	Without admitting or denying the allegations, DBSI agreed to a consent order with the Nebraska Department of Banking and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	11	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	File No. 04 050 IG	31-MAR-2005	The North Carolina Department of the Secretary of State, Securities Division	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts      ratings and projections; and the use of independent, third     party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The North Carolina Department of the Secretary of State, Securities Division charged violations of N.C.G.S. 78A     39(A)(2)(G) within the meaning of 18 NCAC 06.1414(A) and 18 NCAC 06.1414(B)(33) for allegedly failing to ensure that analysts who issued research were adequately insulated; violations of N.C.G.S. 78A     39(A)(2)(G)within the meaning of 18 NCAC 06.1414(A) and 18 NCAC 06.1414(B)(33) for allegedly failing to reasonably supervise its employees; violations of N.C.G.S. 78A     38 for allegedly breaching its obligation to comply with a reasonable regulatory request for documents. Without admitting or denying the allegations, DBSI agreed to a consent order with the North Carolina Department of the Secretary of State, Securities Division and to pay $87.5 million. The North Carolina Department of the Secretary of State, Securities Division charged violations of N.C.G.S. 78A     39(A)(2)(G) within the meaning of 18 NCAC 06.1414(A) and 18 NCAC 06.1414(B)(33) for allegedly failing to ensure that analysts who issued research were adequately insulated; violations of N.C.G.S. 78A     39(A)(2)(G)within the meaning of 18 NCAC 06.1414(A) and 18 NCAC 06.1414(B)(33) for allegedly failing to reasonably supervise its employees; violations of N.C.G.S. 78A     38 for allegedly breaching its obligation to comply with a reasonable regulatory request for documents. The matter was resolved on 03     31     2005, including $713,240 penalty paid to the State of North Carolina on 03     23     2005.	Without admitting or denying the allegations, DBSI agreed to a consent order with the North Carolina Department of the Secretary of State and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	12	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Occurrence 1250894	24-MAR-2005	The Ohio Department of Commerce, Division of Securities	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts ratings and projections; and the use of independent, third-party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Ohio Department of Commerce, Division of Securities charged violations of Ohio revised code Chapter 1707 and the rules promulgated thereunder in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to a settlement agreement with the Ohio Department of Commerce, Division of Securities and to pay $87.5 million. The Ohio Department of Commerce, Division of Securities charged violations of Ohio revised code Chapter 1707 and the rules promulgated thereunder in connection with research analyst work, supervision and production of emails. The matter was resolved on 03 24 2005, including $1,005,988 penalty paid to the state of Ohio on 03 10 2005.	Without admitting or denying the allegations, DBSI agreed to a settlement agreement with the Ohio Department of Commerce, Division of Securities and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	13	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket Case # : S 05 0003	17-MAR-2005	The Oregon Department of Consumer and Business Services, Division of Finance	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts' ratings and projections; and the use of independent, third party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Oregon Department of Consumer and Business Services, Division of Finance and Corporate Securities charged violations of ORS 59.135, ORS 59.195, ORS 59.205 and OAR Chapter 441, Division 205 in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Oregon Department of Consumer and Business Services, Division of Finance and Corporate Securities and to pay $87.5 million. The Oregon Department of Consumer and Business Services, Division of Finance and Corporate Securities charged violations of ORS 59.135, ORS 59.195, ORS 59.205 and OAR Chapter 441, Division 205 in connection with research analyst work, supervision and production of emails. The matter was resolved on 03 17 2005, including $303,166 penalty paid to the State of Oregon on 03 02 2005.	Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Oregon Dept. of Cons. and Bus. Services, Div. of Fin. and Corp. Securities and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	14	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket Case # : 2003 04 50	23-FEB-2005	Pennsylvania Securities Commission	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts  ratings and projections; and the use of independent, third  party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. Pennsylvania accepted applicants offer of settlement in connection with the Pennsylvania Securities Commissions charge that if, in a contested proceeding under the Pennsylvania Securities Act of 1972 (70 P.S.1  510), it was proven that applicant engaged in conduct related to research analyst work, supervision and production of emails as alleged in the SEC complaint, there would be a basis under section 305(A)(IX), 70 P.S.1     305(A)(IX), for the Pennsylvania Securities Commission to suspend, revoke or condition the broker  dealer registration of applicant in the Commonwealth of Pennsylvania. Without admitting or denying the allegations, DBSI agreed to an order with the Pennsylvania Securities Commission and to pay $87.5 million. Pennsylvania accepted applicants offer of settlement in connection with the Pennsylvania Securities Commissions charge that if, in a contested proceeding under the Pennsylvania Securities Act of 1972 (70 P.S.1  510), it was proven that applicant engaged in conduct related to research analyst work, supervision and production of emails as alleged in the SEC complaint (filed on or about 8 26 2004 by the U.S. Securities and Exchange Commission in the United States District Court for the Southern District of New York), there would be a basis under Section 305(A)(IX), 70 P.S.1     305(A)(IX), for the Pennsylvania Securities Commission to suspend, revoke or condition the broker     dealer registration of applicant in the Commonwealth of Pennsylvania. The matter was resolved on 02 23 2005, including $1,088,210 penalty paid to the State of Pennsylvania on 03 11 2005.	Without admitting or denying the allegations, DBSI agreed to an order with the Pennsylvania Securities Commission and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	15	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket Case # : 05 94	22-MAR-2005	The Rhode Island Department of Business Regulation, Securities Division`	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts ratings and projections; and the use of independent, third   party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Rhode Island Department of Business Regulation, Securities Division charged violations of the Rhode Island Uniform Securities Act of 1990 7  212(B)(8), 7 11  212(B)(11), and 7  11   209(D)(1) in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Rhode Island Department of Business Regulation, Securities Division and to pay $87.5 million. The Rhode Island Department of Business Regulation, Securities Division charged violations of the Rhode Island Uniform Securities Act of 1990 7  212(B)(8), 7  11 212(B)(11), and 7  11  209(D)(1) in connection with research analyst work, supervision and production of emails. The matter was resolved on 03 22 2005, including $287,500 penalty paid to the State of Rhode Island on 03 16 2005.	Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Rhode Island Department of Business Regulation, Securities Division and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	16	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket Case # : 5 004 S	05-MAR-2005	The Vermont Department of Banking, Insurance, Securities and Health Care	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts      ratings and projections; and the use of independent, third     party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Vermont Department of Banking, Insurance, Securities and Health Care Administration charged DBSI with violations of 9 V.S.A. 131 4221A(A)(8) for allegedly (I) permitting its investment banking department to exert improper influence over its research analysts, (II) issuing research that contained opinions that lacked a reasonable basis and     or contained exaggerated or unwarranted claims, and (III) failing to promptly produce required books and records; violations of 9 V.S.A. 131 4221A(A)(11) for allegedly failing to (I) reasonably supervise its employees to ensure that its research analysts were adequately insulated from pressures and influences from covered companies and investment banking and (II) establish, maintain and enforce written supervisory procedures. Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Vermont Department of Banking, Insurance, Securities and Health Care Administration and to pay $87.5 million. The Vermont Department of Banking, Insurance, Securities and Health Care Administration charged violations of 9 V.S.A. 131 4221A(A)(8) for allegedly (I) permitting its investment banking department to exert improper influence over its research analysts, (II) issuing research that contained opinions that lacked a reasonable basis and     or contained exaggerated or unwarranted claims, and (III) failing to promptly produce required books and records; violations of 9 V.S.A. 131 4221A(A)(11) for allegedly failing to (I) reasonably supervise its employees to ensure that its research analysts were adequately insulated from pressures and influences from covered companies and investment banking and (II) establish, maintain and enforce written supervisory procedures. The matter was resolved on 03     05     2005, including $287,500 penalty paid to the state of Vermont on 03     18     2005.	Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Vermont Department of Banking, Insurance, Securities and Health Care Admin. and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-10-000013	fsrFalseStatementOrOmission	17	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket Case # : S 04 251 04 CO01	25-MAR-2005	The Washington Department of Financial Institutions	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts      ratings and projections; and the use of independent, third     party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Washington Department of Financial Institutions charged violations of RCW 21.20.110(1)(G) for allegedly failing to ensure that research analysts who issue reports were adequately insulated from pressures and influences of covered companies and investment bankers; violations of RCW 21.20.110(I) for allegedly failing to reasonably supervise its employees to ensure that its analysts were adequately insulated from pressures and influences from covered companies and investment banking. Without admitting or denying the allegations, DBSI agreed to a consent order with the Washington Department of Financial Institutions. The Washington Department of Financial Institutions charged violations of RCW 21.20.110(1)(G) for allegedly failing to ensure that research analysts who issue reports were adequately insulated from pressures and influences of covered companies and investment bankers; violations of RCW 21.20.110(I) for allegedly failing to reasonably supervise its employees to ensure that its analysts were adequately insulated from pressures and influences from covered companies and investment banking. The matter was resolved on 03     25     2005, including $522,271 penalty paid to the state of Washington on 03     10     2005.	Without admitting or denying the allegations, DBSI agreed to a consent order with the Washington Department of Financial Institutions and a $522,271 penalty to the State of Washington.
