ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001007444-15-000025	soleProprietorship	29	Thomas Dominic Lux	16-MAR-2015	Executive Vice President			Chief Financial Officer	28-SEP-2015
0001007444-15-000025	soleProprietorship	30	Thomas Andrew Gooley	10-JUL-2015	Managing Director			Service, Trading and Operations	
0001007444-15-000025	soleProprietorship	31	Matthew Jon Audette	28-SEP-2015	Chief Financial Officer			Chief Financial Officer	
0001007444-15-000025	soleProprietorship	32	Suzanne Elizabeth Auletta	18-SEP-2015	Executive Vice President			Chief Compliance Officer, Brokerage	
0001007444-15-000025	soleProprietorship	1	LPL Holdings, Inc.	01-APR-1989	Managing Member			Parent Company	
0001007444-15-000025	soleProprietorship	2	Mark Robert Helliker	01-AUG-2008	Managing Director			Client Support Services	01-AUG-2015
0001007444-15-000025	soleProprietorship	3	Robert Joseph Moore	01-MAY-2012	President and Director			Advisor & Institution Solutions	16-MAR-2015
0001007444-15-000025	soleProprietorship	4	Sharyn J. Handelsman	01-JAN-2014	Managing Director			Chief Compliance Officer, Brokerage	12-JUN-2015
0001007444-15-000025	soleProprietorship	5	George Burton White	01-NOV-2007	Managing Director			Chief Investment Officer	
0001007444-15-000025	soleProprietorship	6	Dan Hogan Arnold, Jr.	01-MAY-2012	President			President	
0001007444-15-000025	soleProprietorship	7	David Paul Bergers	01-AUG-2013	Managing Director and Director			Legal and Government Relations	
0001007444-15-000025	soleProprietorship	10	John Andrew Kalbaugh	01-MAR-2010	Managing Director and President			Financial Institution Services	
0001432532-15-000006	soleProprietorship	4	Alok Sethi	28-SEP-2007	Director			Member of Board of Directors	
0001432532-15-000006	soleProprietorship	1	Templeton Asset Management Ltd.	25-JUL-1997	100% Ownership			100% Sole ownership and control	
0001432532-15-000006	soleProprietorship	2	Basil K. Fox Jr.	28-SEP-2007	Director			Member of Board of Directors	
0001432532-15-000006	soleProprietorship	8	Michael Mee	27-OCT-2015	Director			Member of Board of Directors	
0001432532-15-000006	soleProprietorship	5	Dr. J. B. Mark Mobius	04-JUL-1997	Director			Member of Board of Directors	
0001432532-15-000006	soleProprietorship	6	Gregory E. McGowan	04-JUL-1997	Director			Member Board of Directors	
0001432532-15-000006	soleProprietorship	7	Tiffany Hong	13-JUL-2015	Director			Member of Board of Directors	
0001432532-15-000006	soleProprietorship	3	Jennifer M. Johnson (formerly Jenny J. Bolt)	28-SEP-2007	Director			Member of Board of Directors	27-OCT-2015
0000275143-15-000013	corporationPartnership	17	Patricia Louise Crockan	10-JUL-2015	Chief Operations Officer	NA	false		
0000275143-15-000013	corporationPartnership	1	State Street Corporation	05-SEP-1973	Co-shareholder	D	true		
0000275143-15-000013	corporationPartnership	15	Gunjan Kedia	01-JAN-2015	Director	NA	true		
0000275143-15-000013	corporationPartnership	14	Craig Barnes Hollis	28-FEB-2014	Chief Compliance Officer	NA	false		
0000275143-15-000013	corporationPartnership	13	Edmond Joseph Burke	26-MAR-2013	Director	NA	true		
0000275143-15-000013	corporationPartnership	12	Alison Ann Quirk	01-JUL-2009	Director	NA	true		
0000275143-15-000013	corporationPartnership	11	Robert Kaplan	14-JAN-2009	Director	NA	true		
0000275143-15-000013	corporationPartnership	10	Albert Edward Allinson	13-AUG-1973	Director	NA	false		31-OCT-2015
0000275143-15-000013	corporationPartnership	9	Steven Jeffery Towle	13-DEC-2000	Chairman and Director	NA	true		
0000275143-15-000013	corporationPartnership	8	Sharon Leigh James	01-JUL-2001	Chief Legal Officer / Secretary	NA	false		
0000275143-15-000013	corporationPartnership	7	Jay Alan Shuman	01-APR-2001	Treasurer and Chief Financial Officer	NA	true		
0000275143-15-000013	corporationPartnership	6	Thomas Austin McCullough	01-JUN-1987	Director	NA	true		
0000275143-15-000013	corporationPartnership	5	James Scott Phalen	11-MAR-2005	Director	NA	true		
0000275143-15-000013	corporationPartnership	4	Terrence Lester Metzger	01-JAN-2004	President and CEO	NA	true		
0000275143-15-000013	corporationPartnership	3	Stephen Clifford Hooley	01-JAN-2004	Director	NA	true		
0000275143-15-000013	corporationPartnership	2	DST Systems, Inc.	05-SEP-1973	Co-shareholder	D	true		
0000275143-15-000013	corporationPartnership	16	Tracy Wayne Shelby	10-JUL-2015	Chief Relationship Officer	NA	false		
0001146230-15-000027	corporationPartnership	20	Nicholas S. R. Oldfield	01-JUL-2014	Chief Financial Officer US	NA	true		
0001146230-15-000027	corporationPartnership	21	Mark L. McDougall	01-JUL-2014	Global Chief Information Officer	NA	true		
0001146230-15-000027	corporationPartnership	22	Computershare Holdings LLC	31-DEC-2014	Indirect Owner	A	true		
0001146230-15-000027	corporationPartnership	23	Carlos R. Leira	14-SEP-2015	Chief Information Officer NA	NA	true		
0001146230-15-000027	corporationPartnership	19	Jeffery G. Chasse	23-SEP-2013	Financial Controller - North America	NA	true		
0001146230-15-000027	corporationPartnership	18	Abbe R. Tiger	14-OCT-2013	Head of Compliance - Computershare US	NA	true		
0001146230-15-000027	corporationPartnership	17	Kevin M. Brennan	01-JUL-2013	President, US Plan Managers	NA	true		
0001146230-15-000027	corporationPartnership	16	Frank A. Madonna	12-NOV-2012	Executive Vice President, Operations	NA	true		
0001146230-15-000027	corporationPartnership	15	William D. Zeller	17-JUL-2012	Chief Legal Officer - Computershare US	NA	true		
0001146230-15-000027	corporationPartnership	14	Computershare Holdings Inc.	01-JAN-2012	Indirect Owner	E	true		
0001146230-15-000027	corporationPartnership	13	Computershare Investments (UK)(No. 8) Limited	01-JAN-2012	Indirect Owner	E	true		
0001146230-15-000027	corporationPartnership	12	ACN 081 035 752 Pty Ltd	19-MAY-2010	Indirect Owner	E	true		
0001146230-15-000027	corporationPartnership	11	Computershare Finance Company Pty Ltd	19-MAY-2010	Indirect Owner	B	true		
0001146230-15-000027	corporationPartnership	10	Steven R. Rothbloom	04-OCT-2007	President	NA	true		
0001146230-15-000027	corporationPartnership	9	Martin J. McHale, Jr.	13-AUG-2007	President, US Equity Services	NA	true		
0001146230-15-000027	corporationPartnership	8	Joseph F. Spadaford	16-JUL-2007	Executive VP, Strategic Operations	NA	true		
0001146230-15-000027	corporationPartnership	7	Computershare US Services Inc.	14-MAR-2007	Direct Owner	E	true		
0001146230-15-000027	corporationPartnership	6	Richard L. Johnson, Jr.	09-NOV-2001	Chief Compliance Officer	NA	true		
0001146230-15-000027	corporationPartnership	5	Blanche O. Hurt	27-JUN-2005	Director	NA	true		30-NOV-2015
0001146230-15-000027	corporationPartnership	2	Computershare US	27-JUN-2005	Indirect Owner	E	true		
0001146230-15-000027	corporationPartnership	3	Computershare Limited	27-JUN-2005	Indirect Owner	E	true		
0001146230-15-000027	corporationPartnership	4	Nancy R. Greer	27-JUN-2005	Chief Human Resources Officer	NA	true		
0001146230-15-000027	corporationPartnership	1	Stephen Cesso	09-NOV-2001	U.S. General Counsel and Secretary	NA	true		
0001308973-15-000004	corporationPartnership	3	Marijn P. Smit	01-AUG-2014	Director, President, CEO	NA	true		
0001308973-15-000004	corporationPartnership	4	Tane T. Tyler	01-AUG-2014	Director, VP, CLO, Secretary	NA	true		
0001308973-15-000004	corporationPartnership	5	AUSA Holding COmpany	31-DEC-2004	Owner	D	true		
0001308973-15-000004	corporationPartnership	6	Transamerica Premier Life Insurance Company	01-OCT-2014	Owner	C	true		
0001308973-15-000004	corporationPartnership	2	Christpher Alan Staples	28-JAN-2005	Director	NA	true		
0001308973-15-000004	corporationPartnership	1	Brenda Lee Smith	01-JUL-2006	Sr Vice President	NA	true		
0001285911-15-000026	corporationPartnership	13	Jeffrey M. Soltes	12-NOV-2015	Chief Financial Officer and Treasurer	NA	false		
0001285911-15-000026	corporationPartnership	1	The Dreyfus Corporation	23-JUN-1995	Parent Company	E	true		
0001285911-15-000026	corporationPartnership	2	J. David Officer	01-FEB-2002	Director	NA	false		29-MAY-2009
0001285911-15-000026	corporationPartnership	3	Prasanna Dhore	28-FEB-2003	Director, Chairman	NA	false		11-JUL-2007
0001285911-15-000026	corporationPartnership	4	Patrick Synan	21-MAY-1998	Director, President	NA	false		16-NOV-2012
0001285911-15-000026	corporationPartnership	5	Joni L. Charatan	01-AUG-2005	Chief Legal Officer, VP and Secretary	NA	false		
0001285911-15-000026	corporationPartnership	12	Irene Pappas	10-DEC-2012	Director and President	NA	false		
0001285911-15-000026	corporationPartnership	7	William H. Maresca	15-OCT-2007	Director and Vice Chairman	NA	false		
