ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001787835-21-000006	soleProprietorship	10	Merrill Lynch, Pierce, Fenner & Smith Incorporated (MLPF&S)	02-SEP-2019	100% Owner of Registrant			Direct Parent; Control Person	
0001787835-21-000006	soleProprietorship	11	Inez Marielle Louzonis (CRD# 2775347)	12-JUN-2020	Member of Registrant's Board of Managers			Control Person; no ownership interest	
0001787835-21-000006	soleProprietorship	4	Keith David Glenfield (CRD#4403678)	01-JAN-2017	Member of Registrant's Board of Managers			Control Person; no ownership interest	
0001787835-21-000006	soleProprietorship	3	Edward Francis Dolan (Associated Person - fingerprints on file)	01-JAN-2017	Member of Registrant's Board of Managers			Control Person; no ownership interest	12-JUN-2020
0001787835-21-000006	soleProprietorship	14	James Deats	26-APR-2021	Member of Registrant's Board of Managers			Control Person; no ownership interest	
0001787835-21-000006	soleProprietorship	13	Steven Michael Avera	29-JAN-2021	Member of Registrant's Board & President			Control Person; no ownership interest	
0001787835-21-000006	soleProprietorship	1	Merrilee Joan Matchett (CRD# 6718123)	30-NOV-2018	Member of Registrant's Board & President			Control Person; no ownership interest	29-JAN-2021
0000027048-21-000002	corporationPartnership	11	Sharon James	19-AUG-2019	Head of Compliance	NA			07-MAY-2021
0000027048-21-000002	corporationPartnership	10	Patricia L. Crockan	01-JUL-2019	Co-Head of Asset Manager Solutions	NA	true		
0000027048-21-000002	corporationPartnership	9	Tracy Shelby	01-JUL-2019	Co-Head of Asset Manager Solutions	NA	true		
0000027048-21-000002	corporationPartnership	8	SS&C Technologies, Inc.	16-APR-2018	Direct Owner	E	true		
0000027048-21-000002	corporationPartnership	6	Patrick Pedonti	16-APR-2018	Executive VP, Treasurer, Director	NA	true		
0000027048-21-000002	corporationPartnership	5	Normand A. Boulanger	16-APR-2018	Director	NA	true		
0000027048-21-000002	corporationPartnership	4	William C. Stone	16-APR-2018	Director	NA	true		
0000027048-21-000002	corporationPartnership	3	Adam Girard	16-APR-2018	Tax Officer	NA	true		
0000027048-21-000002	corporationPartnership	2	Joseph L. Frank	16-APR-2018	Executive Vice President, Secretary CLO	NA	true		
0000027048-21-000002	corporationPartnership	1	SS&C Technologies Holdings, Inc.	16-APR-2018	Indirect Owner	E	true		
0000027048-21-000002	corporationPartnership	7	Michael Sleightholme	16-APR-2018	President	NA	true		
0000275143-21-000003	corporationPartnership	11	Tracy Shelby	01-JUL-2019	Co-Head of Asset Manager Solutions & VP	NA	true		
0000275143-21-000003	corporationPartnership	10	SS&C Technologies, Inc.	16-APR-2018	Indirect Owner	E	true		
0000275143-21-000003	corporationPartnership	9	Adam Girard	16-APR-2018	Tax Officer	NA			
0000275143-21-000003	corporationPartnership	8	Joseph L. Frank	16-APR-2018	Vice President and Secretary	NA			
0000275143-21-000003	corporationPartnership	7	Patrick J. Pedonti	16-APR-2018	Vice President, Treasurer and Director	NA	true		
0000275143-21-000003	corporationPartnership	12	Sharon James	19-AUG-2019	Head of Compliance	NA			07-MAY-2021
0000275143-21-000003	corporationPartnership	4	Timothy William Bahr	30-MAR-2017	Director & Assistant Treasurer	NA	true		
0000275143-21-000003	corporationPartnership	3	Patricia L. Crockan	10-JUL-2015	Co-Head of Asset Manager Solutions & VP	NA	true		
0000275143-21-000003	corporationPartnership	2	West Side Investment Management, Inc.	30-MAR-2017	Co-shareholder	E	true		
0000275143-21-000003	corporationPartnership	1	DST Systems, Inc.	05-SEP-1973	Co-shareholder	B	true		
0000275143-21-000003	corporationPartnership	5	SS&C Technologies Holdings, Inc.	16-APR-2018	Indirect Owner	E	true		
0000275143-21-000003	corporationPartnership	6	Michael Sleightholme	16-APR-2018	Director and Vice President	NA	true		
0001285911-21-000004	corporationPartnership	1	BNY Mellon Investment Adviser, Inc. (formerly,The Dreyfus Corporation)	23-JUN-1995	Parent Company	E	true		
0001285911-21-000004	corporationPartnership	2	The Bank of New York Mellon Corporation	01-JUL-2007	Ultimate Parent Company	E	true		
0001285911-21-000004	corporationPartnership	4	Irene Despina Papadoulis - aka Irene Pappas	10-DEC-2012	President	NA			
0001285911-21-000004	corporationPartnership	5	Mark Daniel Woods	11-MAR-2019	Chief Financial Officer and Treasurer	NA			10-SEP-2019
0001285911-21-000004	corporationPartnership	6	Kenneth James Bradle	28-JUN-2019	Chairman	NA			01-OCT-2020
0001285911-21-000004	corporationPartnership	7	Renee Michelle LaRoche-Morris	28-JUN-2019	Director and Vice President	NA			14-JAN-2021
0001285911-21-000004	corporationPartnership	8	Gregory Allan Brisk	28-JUN-2019	Director and Vice President	NA			01-OCT-2020
0001285911-21-000004	corporationPartnership	9	John Patrick Shea	10-SEP-2019	Chief Financial Officer and Treasurer	NA			11-JAN-2021
0001285911-21-000004	corporationPartnership	10	BNY Mellon IHC, LLC	11-APR-2017	Parent Company of MBC Investments Corp.	E	true		
0001285911-21-000004	corporationPartnership	11	MBC Investments Corporation	28-FEB-2017	Parent of BNY Mellon Investment Adviser	E	true		
0001285911-21-000004	corporationPartnership	12	Paul Mazziotti	08-JUN-2020	Chief Compliance Officer	NA			14-MAY-2021
0001285911-21-000004	corporationPartnership	13	Kenneth James Bradle	01-OCT-2020	Chairman and Director	NA			
0001285911-21-000004	corporationPartnership	14	Eileen Marie Mello	01-MAR-2021	Director	NA			
0001285911-21-000004	corporationPartnership	15	Gregory John Pasquale	11-JAN-2021	Chief Financial Officer and Treasurer	NA			
0001285911-21-000004	corporationPartnership	3	Matthew NMN Perrone	01-JUN-2009	Senior Vice President	NA			
0001018490-21-000019	corporationPartnership	5	Heiko Roessle	27-MAR-2019	Director	NA	true		
0001018490-21-000019	corporationPartnership	8	Stephen Hessler	22-APR-2021	President	NA	true		
0001018490-21-000019	corporationPartnership	7	Jiten Nandan Trasy	26-JUL-2019	Director	NA	true		
0001018490-21-000019	corporationPartnership	6	Edward McMahon	02-MAY-2019	Director	NA	true		
0001018490-21-000019	corporationPartnership	1	Deutsche Bank Holdings, Inc. (DBHold)	12-DEC-1991	Owner of 100% Registrant	E			
0001018490-21-000019	corporationPartnership	2	Deutsche Bank Trust Corporation (DBTC)	12-DEC-1991	Owner of 100% DBHold	E			
0001018490-21-000019	corporationPartnership	3	DB USA Corporation	01-JUL-2016	Owner of 100% of DBTC	E			
0001018490-21-000019	corporationPartnership	4	Deutsche Bank AG	04-JUN-1999	Owner of 100% DB USA Corporation	E			
0001000952-21-000005	corporationPartnership	1	Brian Webb-Walsh	01-JAN-2019	Director & SVP	NA	true		11-JUN-2021
0001000952-21-000005	corporationPartnership	2	James Michael Peffer	01-JAN-2019	Director & Secretary	NA	true		18-NOV-2019
0001000952-21-000005	corporationPartnership	4	Michael Krawitz	18-NOV-2019	Director & Secretary	NA	true		
0001000952-21-000005	corporationPartnership	3	William Lee Kreston	06-FEB-2019	Presdient	NA	true		
0001866046-21-000002	soleProprietorship	1	Mathew Oliver Goldstein	05-MAY-2021	Other			Beneficial Owner of 5% or more	
0001866046-21-000002	soleProprietorship	4	Novation Solutions USA, Inc.	05-MAY-2021	Sole Member			Corporate Owner	
0001866046-21-000002	soleProprietorship	3	Meighan Elizabeth Leon	15-MAY-2021	CCO			Compliance Officer	
0001866046-21-000002	soleProprietorship	2	Rebecca Ann Kacaba	05-MAY-2021	Other			Beneficial Owner of 5% or more	
0001387131-21-006317	soleProprietorship	8	Jacob Haines	24-MAR-2010	Director			N/A	
0001387131-21-006317	soleProprietorship	16	Mark Rubenstein	04-SEP-2020	Director			N/A	
0001387131-21-006317	soleProprietorship	15	Jeffrey Fitts	04-SEP-2020	Director			N/A	
0001387131-21-006317	soleProprietorship	1	Armor Holdings II LLC	23-MAY-2008	Shareholder			N/A	
0001387131-21-006317	soleProprietorship	2	Armor Holdco, Inc.	23-MAY-2008	Shareholder			N/A	
0001387131-21-006317	soleProprietorship	3	Robert M. Carney, Sr.	27-FEB-2012	President, Issuer & Investor Services			N/A	
0001387131-21-006317	soleProprietorship	4	Sarah Kavanagh	18-NOV-2011	Director			N/A	
0001387131-21-006317	soleProprietorship	5	Stephen Fradkin	30-APR-2014	Director			N/A	
0001387131-21-006317	soleProprietorship	6	Armando Falcon	23-APR-2014	Director			N/A	
0001387131-21-006317	soleProprietorship	7	Simon Pillar	28-JAN-2015	Director			N/A	
0001387131-21-006317	soleProprietorship	9	Martin Flanigan	05-SEP-2012	Chief Financial Officer and Director			N/A	02-JAN-2019
0001387131-21-006317	soleProprietorship	10	Thomas Cortese	19-OCT-2015	Chief Compliance Officer			N/A	
0001387131-21-006317	soleProprietorship	11	Asher Richelli	18-DEC-2014	Chief Legal Officer			N/A	
0001387131-21-006317	soleProprietorship	12	David Chitty	12-JUN-2017	EVP Compliance, Risk & Corp. Security			N/A	
0001387131-21-006317	soleProprietorship	13	Martin Flanigan	22-MAY-2018	President & Chief Executive Officer			N/A	
0001387131-21-006317	soleProprietorship	14	Brett Weinblatt	02-JAN-2019	Chief Financial Officer			N/A	
0001771186-21-000003	soleProprietorship	1	Entoro, LLC	12-JAN-2017	100% Equity Owner			100% Equity Owner	
0001771186-21-000003	soleProprietorship	3	James C. Row	12-JAN-2017	Indirect Owner			Owns 95%+ Indirectly	
0001771186-21-000003	soleProprietorship	2	James C. Row	12-JAN-2017	Chief Executive Officer			Chief Executive Officer	
0001864126-21-000001	corporationPartnership	2	Good Investor Financial Inc	30-APR-2021	Parent Entity and Sole Member	E	true		
0001864126-21-000001	corporationPartnership	1	Christian Maynard-Philipp	30-APR-2021	CEO / CCO	NA	true		
0000862124-21-000003	corporationPartnership	62	Christine Selmi	18-JUL-2018	Senior Vice President - Shareholder Divi	NA			
0000862124-21-000003	corporationPartnership	63	Matthew DePiero	18-JUL-2018	Treasurer - Shareholder Division	NA			
0000862124-21-000003	corporationPartnership	64	Michael Doherty	18-JUL-2018	Treasurer - Retirement Division	NA			03-APR-2020
0000862124-21-000003	corporationPartnership	65	John J. Burke	25-FEB-2019	Executive Vice President - Shareholder D	NA			
0000862124-21-000003	corporationPartnership	66	Steven D'Agati	25-FEB-2019	Senior Vice President - Shareholder Divi	NA			30-APR-2020
0000862124-21-000003	corporationPartnership	67	Eric Bocan	25-FEB-2019	Chief Risk Officer - Shareholder Divisio	NA			
0000862124-21-000003	corporationPartnership	68	John J. Burke	01-JAN-2020	Director	NA	true		
0000862124-21-000003	corporationPartnership	69	Lisa D. Krieser	01-JAN-2020	Secretary	NA			
0000862124-21-000003	corporationPartnership	70	Kevin M. McLaughlin	03-APR-2020	Treasurer - Retirement Division	NA			
0000862124-21-000003	corporationPartnership	71	Lisa Goulemas	20-MAY-2021	Sr Vice President - Shareholder Division	NA			
0000862124-21-000003	corporationPartnership	1	FMR Corp	01-JUL-1978	Shareholder	E	true		30-SEP-2007
0000862124-21-000003	corporationPartnership	2	Susan Sturdy	28-JUN-2006	Secretary	NA			01-AUG-2008
0000862124-21-000003	corporationPartnership	3	Timothy F. Hayes	28-JUN-2006	President & Director	NA	true		14-JUN-2007
0000862124-21-000003	corporationPartnership	4	Jeffrey Carney	28-JUN-2006	Executive Vice President	NA	true		14-JUN-2007
0000862124-21-000003	corporationPartnership	5	Laura B. Cronin	28-JUN-2006	Executive Operating Officer	NA			03-OCT-2007
0000862124-21-000003	corporationPartnership	6	Robert A. Dwight	03-JUL-2003	Executive Operating Officer	NA	true		30-JUN-2013
0000862124-21-000003	corporationPartnership	7	Joseph P. LoRusso	03-JUL-2003	Director	NA	true		14-JUN-2007
0000862124-21-000003	corporationPartnership	8	Stephen E. Tibbets	01-AUG-1994	Treasurer	NA			14-JUN-2007
0000862124-21-000003	corporationPartnership	9	J. Gregory Wass	28-JUN-2006	Assitant Treasurer	NA			31-JUL-2011
0000862124-21-000003	corporationPartnership	10	John J. Hitt	28-JUN-2006	Assistant Secretary	NA			01-AUG-2008
0000862124-21-000003	corporationPartnership	11	Richard Siegelman	14-JUN-2007	Chief Compliance Officer	NA			01-MAY-2009
0000862124-21-000003	corporationPartnership	12	Anmarie Ciccolo	14-JUN-2007	Chief Compliance Officer	NA			01-JUL-2017
0000862124-21-000003	corporationPartnership	13	Joseph Hollis	14-JUN-2007	Executive Operating Officer	NA	true		01-AUG-2008
0000862124-21-000003	corporationPartnership	14	Terence Sanz	14-JUN-2007	Treasurer	NA			01-DEC-2008
0000862124-21-000003	corporationPartnership	15	FMR LLC	01-OCT-2007	Shareholder	E	true		30-SEP-2010
0000862124-21-000003	corporationPartnership	16	Robert Donelan	14-JUN-2007	President & Director	NA	true		26-JUL-2010
0000862124-21-000003	corporationPartnership	17	Raymond Marcinowski	14-JUN-2007	President & Director	NA	true		29-FEB-2008
0000862124-21-000003	corporationPartnership	18	Barbara March	11-FEB-2008	Executive Operating Officer	NA	true		01-FEB-2010
0000862124-21-000003	corporationPartnership	19	Dub Nelson	15-SEP-2008	Executive Operating Officer	NA	true		01-DEC-2008
0000862124-21-000003	corporationPartnership	20	Christine Reynolds	01-AUG-2008	Executive Operating Officer	NA	true		31-JUL-2014
0000862124-21-000003	corporationPartnership	21	Mary Brady	01-AUG-2008	Secretary	NA			26-FEB-2010
0000862124-21-000003	corporationPartnership	22	Peter D. Stahl	01-AUG-2008	Secretary	NA			01-JAN-2020
0000862124-21-000003	corporationPartnership	23	Gerard McGraw	04-SEP-2007	Executive Operating Officer	NA	true		10-SEP-2009
0000862124-21-000003	corporationPartnership	24	Marvin Adams	15-SEP-2008	Director	NA	true		20-AUG-2009
0000862124-21-000003	corporationPartnership	25	Richard Dobbs	15-SEP-2008	Director	NA	true		09-OCT-2009
0000862124-21-000003	corporationPartnership	26	Phillip Guarino	01-DEC-2008	Treasurer	NA			31-MAY-2010
0000862124-21-000003	corporationPartnership	27	Robert J. Adams	10-SEP-2009	President Shareholder Division	NA	true		
0000862124-21-000003	corporationPartnership	28	Timothy J. Barrett	20-AUG-2009	Asssitant Treasurer	NA			15-OCT-2010
0000862124-21-000003	corporationPartnership	29	Michael Doorley	01-OCT-2009	Director	NA	true		01-APR-2010
0000862124-21-000003	corporationPartnership	30	Sharon Brovelli	01-FEB-2010	Executive Operating Officer	NA	true		26-JUL-2010
0000862124-21-000003	corporationPartnership	31	Robert Biemer	11-FEB-2010	Chief Legal Officer	NA	true		30-OCT-2017
0000862124-21-000003	corporationPartnership	32	Gerard McGraw	26-JUL-2010	Director	NA	true		27-OCT-2014
0000862124-21-000003	corporationPartnership	33	James Michael MacDonald	26-JUL-2010	Director	NA	true		27-OCT-2014
0000862124-21-000003	corporationPartnership	34	Michael Engber Wilens	26-JUL-2010	Director	NA	true		15-FEB-2011
0000862124-21-000003	corporationPartnership	35	Scott Morgan Gygi	26-JUL-2010	Executive Operating Officer	NA	true		27-SEP-2013
0000862124-21-000003	corporationPartnership	36	Christopher A. Hock	26-JUL-2010	President - Retirement Division	NA	true		18-JUL-2018
0000862124-21-000003	corporationPartnership	37	Harris Gregg Komishane	26-JUL-2010	Treasurer	NA			27-OCT-2014
0000862124-21-000003	corporationPartnership	38	Susan Sturdy	26-JUL-2010	Secretary	NA			18-JUN-2013
0000862124-21-000003	corporationPartnership	39	Fidelity Workplace Services LLC	30-SEP-2010	Shareholder	E	true		
0000862124-21-000003	corporationPartnership	40	Charles M. Morgan	01-AUG-2011	Assistant Treasurer	NA			31-JAN-2014
0000862124-21-000003	corporationPartnership	41	Michael Bull	27-SEP-2013	Executive Operating Officer	NA	true		27-OCT-2014
0000862124-21-000003	corporationPartnership	42	Michael J. Kearney	27-SEP-2013	Assistant Treasurer	NA	true		
0000862124-21-000003	corporationPartnership	43	Thomas Restivo	27-SEP-2013	Sr. Vice President Shareholder Division	NA	true		31-DEC-2017
0000862124-21-000003	corporationPartnership	44	Brian C. McLain	27-SEP-2013	Assistant Secretary	NA			
0000862124-21-000003	corporationPartnership	45	Howard J. Galligan III	31-JUL-2014	Exec Vice President Shareholder Division	NA	true		31-JUL-2018
0000862124-21-000003	corporationPartnership	46	Mark Katzelnick	27-OCT-2014	Director	NA	true		01-JAN-2020
0000862124-21-000003	corporationPartnership	47	G. Michael Slovak	27-OCT-2014	Director	NA	true		01-JUL-2017
0000862124-21-000003	corporationPartnership	48	Allyn Jones	27-OCT-2014	Sr. Vice President Shareholder Division	NA	true		
0000862124-21-000003	corporationPartnership	49	Carlos PiSierra	27-OCT-2014	Treasurer Shareholder Division	NA	true		29-JAN-2018
0000862124-21-000003	corporationPartnership	50	David Morse	27-OCT-2014	Chief Risk Officer	NA	true		30-OCT-2017
0000862124-21-000003	corporationPartnership	51	Glenn Brack	27-OCT-2014	Treasurer Retirement Division	NA			18-JUL-2018
0000862124-21-000003	corporationPartnership	52	Steven F. Schiffman	27-OCT-2014	Assistant Treasurer	NA			01-JUL-2017
0000862124-21-000003	corporationPartnership	53	Kevin M. Barry	01-JUL-2017	Director	NA	true		
0000862124-21-000003	corporationPartnership	54	Ronald DePoalo	01-JUL-2017	Director	NA	true		
0000862124-21-000003	corporationPartnership	55	Eric C. Green	01-JUL-2017	Assistant Treasurer	NA	true		
0000862124-21-000003	corporationPartnership	56	Robert J. Biemer, Jr	30-OCT-2017	Chief Compliance Officer	NA			
0000862124-21-000003	corporationPartnership	60	Sharon Brovelli	18-JUL-2018	President - Retirement Division	NA			
0000862124-21-000003	corporationPartnership	57	David Carter	30-OCT-2017	Chief Legal Officer Shareholder Division	NA			
0000862124-21-000003	corporationPartnership	58	Michael O'Reilly	30-OCT-2017	Chief Risk Officer Shareholder Division	NA			31-JUL-2018
0000862124-21-000003	corporationPartnership	59	Cliff Poirier	01-FEB-2018	Sr. Vice President Shareholder Division	NA	true		
0000862124-21-000003	corporationPartnership	61	Michael Bull	18-JUL-2018	Senior Vice President - Shareholder Divi	NA			
0001862219-21-000004	corporationPartnership	1	Nashid Ali	10-MAY-2021	CEO	E	true		
0001146230-21-000003	corporationPartnership	1	Stephen Cesso	09-NOV-2001	U.S. General Counsel and Asst. Secretary	NA	true		
0001146230-21-000003	corporationPartnership	2	Computershare US Inc.	27-JUN-2005	Indirect Owner	E	true		
0001146230-21-000003	corporationPartnership	3	Computershare Limited	27-JUN-2005	Indirect Owner	E	true		
0001146230-21-000003	corporationPartnership	4	Richard L. Johnson, Jr.	09-NOV-2001	Chief Compliance Officer	NA	true		
0001146230-21-000003	corporationPartnership	5	Computershare US Services Inc.	14-MAR-2007	Indirect Owner	E	true		
0001146230-21-000003	corporationPartnership	6	Steven R. Rothbloom	04-OCT-2007	Chief Executive Officer and Director	NA	true		
0001146230-21-000003	corporationPartnership	7	ACN 081 035 752 Pty Ltd	19-MAY-2010	Indirect Owner	E	true		
0001146230-21-000003	corporationPartnership	8	Computershare Investments (UK)(No. 8) Limited	01-JAN-2012	Direct Owner	E	true		
0001146230-21-000003	corporationPartnership	9	Computershare Holdings Inc.	01-JAN-2012	Indirect Owner	E	true		
0001146230-21-000003	corporationPartnership	10	William D. Zeller	17-JUL-2012	Chief Legal Officer - Computershare US	NA	true		
0001146230-21-000003	corporationPartnership	11	Frank A. Madonna	12-NOV-2012	President and Head of Operations	NA	true		
0001146230-21-000003	corporationPartnership	12	Kevin M. Brennan	01-JUL-2013	Head of Equity Sales + Strategic Clients	NA	true		
0001146230-21-000003	corporationPartnership	13	Jeffery G. Chasse	23-SEP-2013	Controller	NA	true		
0001146230-21-000003	corporationPartnership	14	Nicholas S. R. Oldfield	01-JUL-2014	CFO, Treasurer, and Director	NA	true		
0001146230-21-000003	corporationPartnership	15	Mark L. McDougall	01-JUL-2014	Global Chief Information Officer	NA	true		
0001146230-21-000003	corporationPartnership	16	Carlos R. Leira	14-SEP-2015	Chief Information Officer	NA	true		
0001146230-21-000003	corporationPartnership	17	Robert M. Fromberg	01-FEB-2016	Secretary	NA	true		
0001146230-21-000003	corporationPartnership	18	Sheila M. Frierson	01-JUL-2016	President, US Plan Managers	NA	true		
