ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001535872-21-000001	31-DEC-2020	Philadelphia Stock Transfer, Inc	Some	N	SEC	Not applicable		5908	15940	15940	102	1942	0			Yes			0	0	0
0001683168-21-001131	31-DEC-2020	Mountain Share Transfer, LLC	Some	N	SEC	Not applicable		493	16876	16876	0	0	0			Yes			0	0	0
0000024179-21-000002	31-DEC-2020	CONTINENTAL STOCK TRANSFER & TRUST CO /TA	None	Y	SEC	Not applicable		136915	1659005	1659005	27427	109205	0			Yes			0	0	2504
0001437749-21-007766	31-DEC-2020	PEOPLES BANK	None	N	FDIC	Not applicable		0	3	3	0	0									0
0001573302-21-000001	31-DEC-2020	TSX TRUST Co	Some	Y	SEC	Yes, filed amendment(s)		26880	183058	183058	915	45359	0			Yes			0	0	0
0001771881-21-000001	31-DEC-2020	Hickory Point Bank & Trust /FDIC	None	N	FDIC	Not applicable		1240	10812	10812	3040	1682	0			Yes			0	0	25
0001227021-21-000006	31-DEC-2020	BROWN BROTHERS HARRIMAN & CO	None	N	SEC	Yes, filed amendment(s)		671	16284	16284	494	123	0			Not Applicable			27864	531	0
0001776580-21-000004	31-DEC-2020	SUDRANIA FUND SERVICES CORP	None	N	SEC	Not applicable		40	3915	3403	88	0	0			Not Applicable			0	0	0
0001654954-21-003566	31-DEC-2020	DIRECT TRANSFER LLC	None	Y	SEC	Yes, filed amendment(s)		3898	349916	349916	0	227	0			Yes			0	0	0
0001721868-21-000177	31-DEC-2020	Capital Transfer Agency, Ulc	Some	Y	SEC	Not applicable		2845	37397	37397	0	1304	0			Yes			0	0	0
0001145697-21-000001	31-DEC-2020	FULTON BANK, NATIONAL ASSOCIATION	None	N	OCC	Not applicable		802	16506	16506	5778	796	0			Yes			0	0	9
0001813683-21-000001	31-DEC-2020	SVP4U-KYIV-1-FUND LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000950123-21-003998	31-DEC-2020	Strategic Transfer Agent Services, LLC	None	N	SEC	Not applicable		303	21797	21797	7130	0	0			Not Applicable			0	0	0
0001118414-21-000001	31-DEC-2020	SHENANDOAH TELECOMMUNICATIONS CO /VA/                   /TA	None	N	SEC	Not applicable		950	4261	4261	1253	3691	0			Yes			0	0	0
0000071138-21-000003	31-DEC-2020	NEVADA AGENCY & TRANSFER CO /TA	None	Y	SEC	Not applicable		1820	28328	28328	0	2765	0			Yes			0	0	44
0001410382-21-000001	31-DEC-2020	RCH Shareholder Services, LLC	None	Y	SEC	Not applicable		296049	216027	216027	216027	0	0			Not Applicable			199150	0	473
0001398344-21-007368	31-DEC-2020	ULTIMUS FUND SOLUTIONS LLC                              /TA	Some	Y	SEC	Yes, filed amendment(s)		0	411996	412864	345547	0	0			Not Applicable			1879202	5200	9
0000798947-21-000001	31-DEC-2020	STANDARD REGISTRAR & TRANSFER CO INC /TA	None	N	SEC	Not applicable		1656	195983	195983	0	306	0			Yes			0	0	0
0001398344-21-007360	31-DEC-2020	Ultimus Asset Services, LLC	All	N	SEC	Yes, filed amendment(s)															
0001253179-21-000004	31-DEC-2020	GEMINI FUND SERVICES, LLC	Some	N	SEC	Yes, filed amendment(s)		243572	892179	892179	790083	892179	0			Yes			4969915	8147	93
0001145892-21-000004	31-DEC-2020	Computershare Inc /TA	Some	Y	SEC	Yes, filed amendment(s)		748648	18185670	18186566	4604476	7951543	0			Yes			0	0	79523
0000950123-21-003980	31-DEC-2020	FREEDOM FUNDS MANAGEMENT CO                             /TA	None	N	SEC	Not applicable		428	14157	11626	10365	0	0			Yes			12013	67	0
0001460584-21-000001	31-DEC-2020	Bangor Savings Bank /TA	None	N	FDIC	Not applicable		18	1	1	0	1									0
0001285911-21-000003	31-DEC-2020	BNY MELLON TRANSFER INC	Some	N	SEC	Yes, filed amendment(s)		6	0	219205	197862	0	0			Yes			24393	0	0
0001794142-21-000004	31-DEC-2020	Tokensoft Transfer Agent LLC	None	N	SEC	Yes, filed amendment(s)		28	16	14	13	14	0			Yes			28	0	0
0001285911-21-000002	31-DEC-2020	BNY MELLON TRANSFER INC	Some	N	SEC	Yes, filed amendment(s)		6	0	219205	197862	0	0			Yes			24393	0	0
0000838966-21-000001	31-DEC-2020	HUNTINGTON NATIONAL BANK/OH/ /TA	None	N	OCC	Not applicable		23	35306	35306	0	0	0			Yes			0	0	2
0001145892-21-000003	31-DEC-2020	COMPUTERSHARE TRUST CO NA /TA	All	Y	OCC	Not applicable															
0001401565-21-000002	31-DEC-2020	Regions Bank	None	N	BGFRS	Not applicable		20	41611	41611	0	0	0			Yes			0	0	0
0001073944-21-000001	31-DEC-2020	UMB FUND SERVICES INC	None	Y	SEC	Yes, filed amendment(s)		127329	554303	554303	95161	358895	0			Yes			3309963	110312	116
0001734055-21-000001	31-DEC-2020	Silicon Prairie Registrar & Transfer LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001019056-21-000216	31-DEC-2020	Spark Transfer Services, Inc.	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000842657-21-000011	31-DEC-2020	DEUTSCHE BANK AG	All	N	BGFRS	Not applicable															
0001776449-21-000001	31-DEC-2020	Liberty Stock Transfer Inc	Some	N	SEC	Yes, filed amendment(s)		15	1444	1444	0	0	0			Yes			0	0	0
0001676177-21-000003	31-DEC-2020	Dynamic Stock Transfer,Inc.	None	Y	SEC	Yes, filed amendment(s)		89	732	0	0	0	0			Yes			0	0	0
0000842657-21-000010	31-DEC-2020	DWS Service Co	All	N	SEC	No, failed to file amendment(s)	04/14/20 amendment - late due to a fixed clerical error. 09/10/20 amendment - late due to EDGAR outage. 12/31/20 amendment (disclosure event 12/21/17) - late due to DB Registration team not being notified timely.														
0001550840-21-000005	31-DEC-2020	SS&C (Canada) Ltd	None	Y	SEC	Yes, filed amendment(s)		37	810	0	0	0	0			Yes			0	0	0
0001213900-21-018549	31-DEC-2020	WORLDWIDE STOCK TRANSFER LLC	None	Y	SEC	Not applicable		1902	99078	99078	0	1851	0			Yes			0	0	0
0001104659-21-043765	31-DEC-2020	Alight Solutions LLC	None	Y	SEC	Not applicable		0	0	11900185	0	0				Not Applicable					0
0001049169-21-000002	31-DEC-2020	ALPS FUND SERVICES, INC.	None	N	SEC	Yes, filed amendment(s)		4136	326721	326721	295419	0	0			Yes			1876960	330896	24
0001424912-21-000002	31-DEC-2020	se2, LLC/TA	None	Y	SEC	Not applicable		46751	858377	0	0	0	0			Not Applicable			0	0	116
0001104659-21-043744	31-DEC-2020	INTERNATIONAL BANK OF COMMERCE /TA	None	N	FDIC	Not applicable		179	1882	0	0	1	0			Yes			0	0	0
0001809901-21-000003	31-DEC-2020	Computershare Investor Services Ltd	Some	N	SEC	Yes, filed amendment(s)		157	0	0	0	0	0			Yes			0	0	0
0001022116-21-000004	31-DEC-2020	U S BANK TRUST NATIONAL ASSOCIATION	All	N	OCC	Not applicable															
0001145893-21-000005	31-DEC-2020	U S BANK NA	None	Y	OCC	Yes, filed amendment(s)		2034	378215	418270	0	0	0			Not Applicable			0	0	959
0001060257-21-000001	31-DEC-2020	BANCO SANTANDER PUERTO RICO /TA/ Trust Department 946	Some	N	FDIC	Yes, filed amendment(s)		349	229	229	0	0				Yes					0
0001104659-21-043722	31-DEC-2020	VStock Transfer, LLC	None	Y	SEC	Not applicable		7948	152878	152878	0	17431	0			Yes			0	0	0
0001458682-21-000001	31-DEC-2020	ClearTrust, LLC	None	Y	SEC	Yes, filed amendment(s)		1606	67157	67157	0	6266	0			Yes			0	0	0
0000940394-21-000693	31-DEC-2020	EATON VANCE MANAGEMENT EVM	None	N	SEC	Not applicable		0	0	232888	232888	0									0
0001062993-21-003101	31-DEC-2020	OLYMPIA TRUST CO                                        /TA	Some	N	SEC	Not applicable		3330	61065	61065	480	0	0			Yes			0	0	0
0001718015-21-000004	31-DEC-2020	Odyssey Trust Co	Some	Y	SEC	Yes, filed amendment(s)		22693	77777	77777	255	38507	0			Yes			0	0	0
0000920493-21-000003	31-DEC-2020	LEE FINANCIAL RECORDKEEPING INC /HI/ /TA	Some	N	SEC	Not applicable		0	1520	0	0	0	0			Yes			0	0	0
0000839287-21-000001	31-DEC-2020	STATE STREET BANK & TRUST CO                            /TA	Some	Y	BGFRS	Not applicable		1807	191856	191856	5627	0	0			Yes			1486757	1770	0
0001769408-21-000003	31-DEC-2020	BlockAgent Inc.	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000911282-21-000004	31-DEC-2020	PHOENIX TRANSFER INC                                    /TA	None	N	SEC	Not applicable		9682	102710	102710	8506	0	0			Not Applicable			0	0	616
0000854922-21-000002	31-DEC-2020	BANK OF NEW YORK MELLON /TA	Some	Y	BGFRS	Yes, filed amendment(s)		65066	293637	293637	9564	0	0			Yes			0	0	1997
0000950123-21-003945	31-DEC-2020	WADDELL & REED SERVICES Co (dba WI Services Company)/TA	Some	N	SEC	Not applicable		63	0	0	0	0	0			Yes			11322	97	0
0001493152-21-007038	31-DEC-2020	BULLFINCH FUND INC /NY/ TA	None	N	SEC	Not applicable		0	125	125	125	0	0			Not Applicable			169	0	0
0000838981-21-000001	31-DEC-2020	Northern Trust Co	None	N	BGFRS	Not applicable		34014	596755	596755	312362	0	0			Not Applicable			3256853	2753	243
0000857128-21-000001	31-DEC-2020	FIRST GUARANTY BANK /TA	Some	N	FDIC	Not applicable		141	1582	1582	127	1	0			Not Applicable			0	0	164
0001018490-21-000011	31-DEC-2020	DEUTSCHE BANK NATIONAL TRUST CO /TA	Some	Y	OCC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001018490-21-000010	31-DEC-2020	DEUTSCHE BANK TRUST CO AMERICAS /TA	Some	Y	BGFRS	Not applicable		0	2	2	0	0	0			Yes			0	0	343
0001630490-21-000002	31-DEC-2020	FIS Investor Services LLC /TA	None	Y	SEC	Yes, filed amendment(s)		267947	690419	690419	646563	0	0			Yes			8495332	67712	361
0000913181-21-000001	31-DEC-2020	MUFG Investor Services (US) LLC	None	Y	SEC	Yes, filed amendment(s)		2584	55173	55173	54944	0	0			Not Applicable			2380774	3074	211
0001018490-21-000009	31-DEC-2020	DB SERVICES AMERICAS INC /TA	None	Y	SEC	No, failed to file amendment(s)	4/13/20 amendment - late due to a fixed clerical error. 8/19/20 amendment (CFTC disclosure events 6/17 & 6/18/20) - late due to EDGAR outage. 12/31/20 amendment (disclosure event 12/21/17) - late due to DB Registration team not being notified timely.	587	35193	35193	0	0	0			Yes			0	0	0
0000914717-21-000003	31-DEC-2020	FENIMORE ASSET MANAGEMENT TRUST /TA	Some	N	SEC	No, failed to file amendment(s)	TA-1 was filed commensurately with TA-2.	0	0	23482	1490	0									16
0001104659-21-042912	31-DEC-2020	JOHNSON FINANCIAL INC /TA	Some	N	SEC	Yes, filed amendment(s)		788	3569	3569	3559	0	0			Yes			26807	138	0
0000734751-21-000001	31-DEC-2020	DUKE ENERGY CORP                                        /TA	None	N	SEC	Not applicable		5134	138405	177680	124058	53622	0			Yes			0	0	1694
0001432531-21-000009	31-DEC-2020	Franklin Templeton Investment Services GmbH	None	Y	SEC	Yes, filed amendment(s)		150	30682	30682	0	0	0			Yes			55715	588	0
0001432531-21-000007	31-DEC-2020	Franklin Templeton International Services (India) Private LTD	None	Y	SEC	Yes, filed amendment(s)		49141	0	0	0	0	0			Yes			338067	30947	0
0001771186-21-000001	31-DEC-2020	Entoro Transfer Services, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001451217-21-000002	31-DEC-2020	SEI Institutional Transfer Agent, Inc.	None	N	SEC	Yes, filed amendment(s)		941	43879	43879	38394	0	0			Yes			769637	958	0
0000734846-21-000001	31-DEC-2020	AMEREN SERVICES Co	None	N	SEC	Not applicable		2688	43739	46418	39976	6442	0			Yes			0	0	425
0000275143-21-000002	31-DEC-2020	DST ASSET MANAGER SOLUTIONS, INC./TA	Some	Y	SEC	Yes, filed amendment(s)		320212	9741235	9741235	9165514	0	0			Yes			86354450	182716	2488
0000878605-21-000002	31-DEC-2020	WILSON BANK & TRUST CO                                  /TA	None	N	FDIC	Not applicable		570	4460	3268	1	0	0			Yes			0	0	0
0001202048-21-000003	31-DEC-2020	VALIC RETIREMENT SERVICES CO	None	N	SEC	Yes, filed amendment(s)		0	2278	2278	0	0	0			Yes			310185	301	0
0000896852-21-000010	31-DEC-2020	INVESCO INVESTMENT SERVICES INC	Some	N	SEC	Yes, filed amendment(s)		455477	3137856	3137856	3102348	0	0			Yes			23029263	290292	1857
0000896852-21-000007	31-DEC-2020	Invesco (India) Private Ltd	None	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0				Yes			252589	1	0
0000950123-21-003917	31-DEC-2020	Columbia Management Investment Services Corp. /TA	Some	Y	SEC	Not applicable		158357	568037	568037	294330	0	0			Not Applicable			5020932	116319	21
0000869442-21-000003	31-DEC-2020	JOHN HANCOCK SIGNATURE SERVICES INC /TA	Some	N	SEC	Yes, filed amendment(s)		7261	336559	336559	327957	0	0			Yes			3708567	1367627	109
0000027048-21-000001	31-DEC-2020	DST SYSTEMS INC                                         /TA	Some	Y	SEC	Yes, filed amendment(s)		174793	3415613	3415613	1607943	32996	0			Yes			16485817	92589	504
0000950123-21-003913	31-DEC-2020	TRI-CONTINENTAL CORP /TA	All	N	SEC	Yes, filed amendment(s)															
0000854890-21-000001	31-DEC-2020	BOSTON TRUST WALDEN Co / TA	Some	N	FDIC	Not applicable		0	28	28	0	0	0			Not Applicable			47	0	0
0000894189-21-001801	31-DEC-2020	US BANCORP FUND SERVICES LLC /TA/	None	Y	OCC	Not applicable		33626	2222742	2222742	1840236	0	0			Not Applicable			14486597	321576	240
0001829807-21-000003	31-DEC-2020	CERES Coin LLC TA	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000899635-21-000002	31-DEC-2020	INTEGRITY FUND SERVICES LLC	None	N	SEC	Not applicable		7032	291131	17072	14543	17072	0			Yes			28171	48	0
0000795029-21-000003	31-DEC-2020	AFLAC INC /GA/ /TA	Some	N	SEC	Yes, filed amendment(s)		2296	0	0	0	0	0			Yes			0	0	171
0000810417-21-000001	31-DEC-2020	EDWARD D JONES & CO LP /TA	None	N	SEC	Not applicable		0	5196523	5196523	0	0	0			Yes			138341627	28165	63
0001452780-21-000001	31-DEC-2020	DST Worldwide Services India Private Limited- TA	None	Y	SEC	Yes, filed amendment(s)		81264	0	0	0	0	0			Not Applicable			243757	27	0
0000737074-21-000003	31-DEC-2020	Victory Capital Transfer Agency, Inc.	Some	N	SEC	Yes, filed amendment(s)		41	2212804	0	0	0	0			Not Applicable			3856428	6	0
0000874230-21-000006	31-DEC-2020	PUBLIX SUPER MARKETS INC /TA	None	N	SEC	Not applicable		19908	130848	130848	0	0	0			No	1	1	0	0	308
0000927395-21-000002	31-DEC-2020	WNC & ASSOCIATES INC /TA	None	N	SEC	Not applicable		14	1383	1383	0	0	0			Yes			0	0	132
0000735286-21-000005	31-DEC-2020	VANGUARD GROUP INC	None	Y	SEC	No, failed to file amendment(s)	The Vanguard Group, Inc. filed Form TA-1 amendments in 2020 within 60 days of identifying the need to make minor clerical updates to the information for certain senior personnel.	4519171	22478412	22478412	20064449	0	0			Not Applicable			78154828	392321	2644
0000897101-21-000236	31-DEC-2020	Equiniti India Pvt. Ltd	Some	Y	SEC	No, failed to file amendment(s)	N/A	0	0	0	0	0	0			Not Applicable			0	0	0
0000897101-21-000235	31-DEC-2020	Equiniti Trust Co	Some	Y	SEC	Yes, filed amendment(s)		237173	14559847	14559847	2811761	2740239	0			Yes			0	0	264423
0001104659-21-041403	31-DEC-2020	MADISON STOCK TRANSFER INC /TA	Some	N	SEC	Not applicable		1269	22058	22058	0	867	0			Yes			0	0	0
0001418054-21-000002	31-DEC-2020	Russell Investments Fund Services, LLC	Some	N	SEC	Not applicable		0	0	0	0	0									0
0001020337-21-000002	31-DEC-2020	PRINCIPAL SHAREHOLDER SERVICES, INC.	Some	N	SEC	Not applicable		2199	728497	728497	707865	0	0			Yes			1570227	7088	92
0001104659-21-041296	31-DEC-2020	DEARBORN CAPITAL MANAGEMENT LLC	None	N	SEC	Not applicable		68	2024	2024	0	0	0			Yes			0	0	0
0000353291-21-000006	31-DEC-2020	Franklin Templeton Investments Poland sp. z.o.o.	None	Y	SEC	Yes, filed amendment(s)		28875	0	0	0	0	0			Yes			150003	25252	0
0000353291-21-000004	31-DEC-2020	FRANKLIN TEMPLETON INVESTOR SERVICES LLC /TA	Some	N	SEC	Yes, filed amendment(s)		409697	2096530	2096530	0	0	0			Yes			12948337	940150	426
0000950123-21-003872	31-DEC-2020	Conduent HR Services, LLC	None	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0	0			Not Applicable			0	0	0
0001557183-21-000002	31-DEC-2020	ASCENSUS COLLEGE SAVINGS RECORDKEEPING SERVICES LLC	Some	N	SEC	Yes, filed amendment(s)		0	6218929	6218929	0	0	0			Not Applicable			0	0	146
0001465533-21-000001	31-DEC-2020	Delaware Trust Co	None	N	SEC	Yes, filed amendment(s)		0	99	99	0	0				Not Applicable			0	0	0
0001139578-21-000001	31-DEC-2020	HARBOR SERVICES GROUP INC /TA	None	N	SEC	Not applicable		1955	54564	54564	50574	0	0			Not Applicable			610909	47	12
0000896852-21-000005	31-DEC-2020	INVESCO CANADA LTD. (FORMERLY INVESCO TRIMARK LTD.)	None	Y	SEC	Yes, filed amendment(s)		20025	0	0	0	0	0			Yes			1595961	1710	0
0001145888-21-000001	31-DEC-2020	FIRST NORTHERN COMMUNITY BANCORP /TA	None	N	BGFRS	Not applicable		66	1381	1381	0	0	0			Not Applicable			0	0	1
0001526156-21-000003	31-DEC-2020	Isabella Bank Corp	None	N	BGFRS	Not applicable		3008	2998	2998	2385	0	0			Yes			0	0	0
0000950123-21-003830	31-DEC-2020	APACHE CORP /TA	Some	N	SEC	Not applicable		9	927	927	0	0									0
0001413398-21-000002	31-DEC-2020	Morgan Stanley Services Co Inc.	None	N	SEC	Yes, filed amendment(s)		0	2657	2657	2657	0	0			Not Applicable			85190	0	0
0000823579-21-000003	31-DEC-2020	COLONIAL STOCK TRANSFER CO INC /TA	None	N	SEC	Not applicable		1689	94425	94425	25	2190	0			Yes			0	0	1
0000080255-21-001363	31-DEC-2020	PRICE ROWE T RETIREMENT PLAN SERVICES INC               /TA	None	N	SEC	No, failed to file amendment(s)	Filed amendment within 60 days of discovery of an omission	0	0	7187649	7187649	0	0			Not Applicable			54458783	44821	0
0000080255-21-001362	31-DEC-2020	PRICE ROWE T SERVICES INC                               /TA	None	N	SEC	No, failed to file amendment(s)	Filed amendment within 60 days of discovery of an omission	87934	4036810	4036810	3979182	0	0			Yes			19562967	28923	876
0000019617-21-000245	31-DEC-2020	JP Morgan AG / TA	All	N	OCC	Yes, filed amendment(s)															
0000005076-21-000004	31-DEC-2020	AMERICAN FUNDS SERVICE Co	None	N	SEC	No, failed to file amendment(s)	Changes made to the Board that were effective 08/14/2020, were reported on the TA-1amendment, on February 19, 2021	305273	20639296	20639296	20572552	0	0			Not Applicable			207946434	380782	1632
0000817712-21-000005	31-DEC-2020	THRIVENT FINANCIAL INVESTOR SERVICES INC /TA	Some	N	SEC	Yes, filed amendment(s)		46001	0	802405	793456	0	0			Yes			99383	0	0
0001000952-21-000003	31-DEC-2020	CONDUENT SECURITIES SERVICES INC /TA	None	N	SEC	Not applicable		1353	49867	49867	0	0	0			Yes			0	0	229
0001104659-21-040185	31-DEC-2020	Heritage U.S. Transfer Corp	None	N	SEC	Not applicable		53	3565	3565	0	0	0			Yes			0	0	0
0000019617-21-000244	31-DEC-2020	JP Morgan Chase Bank NA	Some	N	OCC	Not applicable		1119	43946	43946	0	0	0			Not Applicable			28954	0	0
0001816689-21-000003	31-DEC-2020	Chino Commercial Bancorp /TA	None	N	BGFRS	Not applicable		31	419	419	0	0	0			Not Applicable			0		0
0001493152-21-006566	31-DEC-2020	Equity Stock Transfer, LLC	None	Y	SEC	Not applicable		1824	11162	11162	0	776	0			Yes			0	0	0
0001104659-21-039806	31-DEC-2020	NYLIM SERVICE CO LLC /TA	Some	N	SEC	Not applicable		14943	0	0	0	0	0			Yes			165984	22843	0
0001085284-21-000001	31-DEC-2020	WICHITA NATIONAL LIFE INSURANCE CO / /TA	None	N	SEC	Not applicable		11	448	448	0	0	0			Yes			0	0	0
0001199835-21-000158	31-DEC-2020	Sedona Equity Registrar & Transfer, Inc	Some	N	SEC	Yes, filed amendment(s)		11	3920	3910	0	353	0			Yes			0	0	0
0001140361-21-009457	31-DEC-2020	BROADRIDGE CORPORATE ISSUER SOLUTIONS, INC.	None	Y	SEC	Yes, filed amendment(s)		86839	1007101	1007101	406932	349686	0			Yes			0	0	8928
0000922838-21-000002	31-DEC-2020	WEB401KCOM INC	None	N	SEC	Not applicable		0	0	3293	0	0	0			Not Applicable			49547	0	0
0001170078-21-000003	31-DEC-2020	JANUS SERVICES LLC	Some	N	SEC	Not applicable		29520	1348599	1348599	1326365	0	0			Not Applicable			5675398	20883	244
0001568437-21-000001	31-DEC-2020	ESHARES INC DBA Carta INC	None	N	SEC	Not applicable		13230	1070580	1070580	0	0	0			Yes			0	0	0
0000769188-21-000002	31-DEC-2020	MFS SERVICE CENTER, INC.	Some	N	SEC	Not applicable		15199	959118	959118	922860	0	0			Not Applicable			11911146	354717	235
0001078782-21-000254	31-DEC-2020	ACTION STOCK TRANSFER CORP	None	N	SEC	Not applicable		9339	146718	146718	0	8	0			Yes			0	0	0
0000840464-21-000001	31-DEC-2020	CITIBANK NA /TA	Some	N	OCC	Not applicable		141	24118	24118	0	1	0			Yes			1215	0	53
0000950123-21-003713	31-DEC-2020	DUPREE & CO INC /TA	None	N	SEC	Not applicable		0	7730	5970	5149	1357	0			Yes			12988	8	0
0001559963-21-000003	31-DEC-2020	BNY Mellon International Operations (India) Private Ltd	None	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0	0			Not Applicable			0	0	0
