ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000818238-09-000002	31-DEC-2008	Commonwealth Fund Services, Inc	NONE	N	SEC	Not applicable		3969	19972	19972	11502	19962	0			Not Applicable			37350	190	0
0000839196-09-000011	31-DEC-2008	Zions First National Bank	NONE	Y	OCC	Not applicable		1143	23477	23477	2082	31	0			Yes			0	0	187
0000019617-09-000691	31-DEC-2007	JPMorgan Chase Bank, National Association	SOME	Y	OCC	Yes, filed amendment(s)		75960	412254	412254	253191	0	0			Yes			872587	5523	25
0000049824-09-000001	31-DEC-2008	Illinois Stock Transfer Company	NONE	N	SEC	Not applicable		6857	80219	97246	17027	11	0			Yes			0	0	108
0000842168-09-000001	31-DEC-2008	Harleysville National Bank	NONE	N	OCC	Not applicable		9	286	286	0	0									0
0000839196-09-000005	31-DEC-2008	Zions First National Bank	NONE	Y	OCC	Not applicable		1143	23477	23477	2082	31	0			Yes			0	0	187
0001290497-09-000001	31-DEC-2008	The Farmers Bank of Willards	NONE	N	FDIC	Not applicable		85	850	850	0	0									0
0001094768-09-000005	31-DEC-2008	PayPal Asset Management, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	1548952	1548952	1548952	1548952	0			Yes			31434411	0	9524
0001352392-09-000062	31-DEC-2008	Pacific Stock Transfer Company	SOME	N	SEC	Yes, filed amendment(s)		7855	87734	0	0	0	0			Yes			0	0	0
0001140361-09-009344	31-DEC-2007	Empire Stock Transfer Inc.	NONE	N	SEC	Not applicable		2584	14430	14874	0	25	0			Not Applicable			0	0	0
0001139563-09-000005	31-DEC-2008	First Heritage Bank	NONE	N	FDIC	Not applicable		181	1452	0	0	0	0			Yes			0	0	0
0001179131-09-000008	31-DEC-2008	BNY Mellon Trust of Delaware	ALL	N	FDIC	No, failed to file amendment(s)	Pursuant to the merger between The Bank of New York Company, Inc. and The Mellon Corporation, Registrant's name changed during 2008; however, the required TA-1 amendments were not filed.  Filed TA-1 amendment w/ FDIC to correct omission on 3/30/09.														
0000828403-09-000012	31-DEC-2007	Van Kampen Investor Services Inc	SOME	Y	SEC	No, failed to file amendment(s)	An amended Form TA-1 registration was filed within the required time frame to reflect the relationship end date of an officer of the Firm. However the filing was suspended twice by the SEC due to formatting inconsistencies. The Form was resubmitted.	362207	1810686	1810686	1676901	0	0			Yes			7615656	98753	497
0001408938-09-000006	31-DEC-2008	Progressive Transfer, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001408938-09-000005	31-DEC-2007	Progressive Transfer, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000891618-09-000128	31-DEC-2008	Wells Fargo Delaware Trust Company	ALL	N	OCC	Not applicable															
0000891618-09-000127	31-DEC-2007	Wells Fargo Delaware Trust Company	ALL	N	OCC	Not applicable															
0000891618-09-000126	31-DEC-2006	Wells Fargo Delaware Trust Company	ALL	N	OCC	Not applicable															
0000950144-09-002901	31-DEC-2008	Synovus Trust Company, N.A.	NONE	N	OCC	Not applicable		9829	0	0	0	0	0			Yes			0	0	0
0001438957-09-000004	31-DEC-2008	Forward Management, LLC	SOME	N	SEC	Not applicable		0	18063	17304	17304	0	0			Not Applicable			32877	29	0
0000838305-09-000002	31-DEC-2008	Cole Taylor Bank	NONE	N	BGFRS	Not applicable		0	4	4	0	0									0
0001140361-09-008758	31-DEC-2008	Heritage Trust Company	NONE	N	SEC	Not applicable		2886	28819	28819	0	0	0			Not Applicable			0	0	0
0001460454-09-000008	31-DEC-2008	Hancock Bank of Alabama	ALL	N	FDIC	Not applicable															
0001327356-09-000003	31-DEC-2008	Homeland Community Bank	NONE	N	FDIC	Not applicable		39	978	978	0	0									0
0000927395-09-000002	31-DEC-2008	WNC & Associates, Inc.	NONE	N	SEC	Not applicable		316	126	19698	0	0									0
0001460584-09-000001	31-DEC-2008	Bangor Savings Bank	NONE	N	FDIC	Not applicable		0	0	0	0	0									0
0000857128-09-000004	31-DEC-2007	First Guaranty Bank	NONE	N	FDIC	Not applicable		100	1293	1293	0	0	0			Yes			0	0	0
0000857128-09-000003	31-DEC-2008	First Guaranty Bank	NONE	N	FDIC	Not applicable		62	1343	1343	0	0	0			Yes			0	0	0
0000838927-09-000003	31-DEC-2008	Bank of America, N.A.	SOME	N	OCC	Yes, filed amendment(s)		1325	28718	0	0	0	0			Yes			0	0	3
0000938152-09-000005	31-DEC-2008	INTERSTATE TRANSFER CO	NONE	N	SEC	Not applicable		944	25667	25667	0	0	0			Yes			0	0	0
0001261763-09-000005	31-DEC-2008	Law Debenture Trust Company of New York	NONE	N	SEC	Not applicable		129	184	371	0	0									0
0001145722-09-000001	31-DEC-2008	Bank of the Ozark, WCA	NONE	N	FDIC	Not applicable		117	0	739	0	0									1
