ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001372934-24-000003	otherControlManagement	6	Hooman Tabesh	Executive Vice President - Exercised control over the management and operations of Kingsdale Partners LP Relationship Start Date: 02/14/2014 Relationship End Date: 12/15/2017
0001372934-24-000003	otherControlManagement	9	Ian Robertson	Chief Executive Officer - Exercises control over the Management and Operations of Kingsdale Partners LP. Relationship Start Date 01/01/2020. Relationship End date 10/03/2024
0001372934-24-000003	otherControlManagement	10	Garfield Robinson	Chief Financial Officer - Exercises control over the management and operations of Kingsdale Partners LP Relationship Start Date: 12/05/2022
0001372934-24-000003	otherControlManagement	7	Edward Kipperman	Vice President and Assistant Treasurer- Exercised control over the Financial Transactions of Kingsdale Partners LP Relationship Start Date: 02/14/2014 Relationship End Date: 01/11/2016
0001372934-24-000003	otherControlManagement	8	Michael Sabatino	Vice President and Treasurer - Exercised control over the Financial Transactions of Kingsdale Partners LP Relationship Start Date: 02/14/2014 Relationship End Date: 07/29/2015
0000817712-24-000014	otherControlManagement	1	Thrivent Financial for Lutherans	TFL is the parent company of Thrivent Financial Holdings, Inc.
0000810417-24-000008	otherControlManagement	11	David Alexander Gunn	President of Edward Jones (an Ontario Limited Partnership)
0000810417-24-000008	otherControlManagement	10	David Barry Chubak	Head of U.S. Business Unit
0000810417-24-000008	otherControlManagement	9	Wayne Allen Roberts	Head of New Market Opportunities
0000810417-24-000008	otherControlManagement	8	Timothy Andrew Rea	Chief Experience, Brand and Marketing Officer
0000810417-24-000008	otherControlManagement	7	Francis Thomas LaQuinta	Head of Digital, Data and Operations
0000810417-24-000008	otherControlManagement	6	Kristin Michele Johnson	Chief Transformation Officer
0000810417-24-000008	otherControlManagement	16	Todd Judson Purdy	Head of Operations
0000810417-24-000008	otherControlManagement	15	Keir Devon Gumbs	General Counsel
0000810417-24-000008	otherControlManagement	14	Hasan A Malik	Chief Strategy Officer
0000810417-24-000008	otherControlManagement	13	Suzan Leigh McDaniel	Chief Human Resources Officer
0000810417-24-000008	otherControlManagement	12	Lena Haas	Head of Wealth Management Advice and Solutions
0000810417-24-000008	otherControlManagement	5	Tina Marie Hrevus	Chief of Staff to the Managing Partner
0000810417-24-000008	otherControlManagement	4	Lisa Marie Dolan	Head of Branch Operations and Shared Services
0000810417-24-000008	otherControlManagement	1	Penelope Pennington	Chief Executive Officer
0000810417-24-000008	otherControlManagement	2	Andrew Timothy Miedler	Chief Financial Officer
0000810417-24-000008	otherControlManagement	17	Jennifer A Grego	Chief Compliance Officer
0000810417-24-000008	otherControlManagement	3	Kenneth Ray Cella Jr	Head of External Affairs and Community Engagement
0001039128-24-000007	otherControlManagement	3	ORIX Corporation Europe N.V.	Holding company of Robeco US Holding B.V.; Indirect owner of applicant.
0001039128-24-000007	otherControlManagement	2	Robeco US Holding B.V.	Holding company of OCE US Holding Inc.; Indirect owner of applicant
0001039128-24-000007	otherControlManagement	4	ORIX Corporation	Holding company of ORIX Corporation Europe N.V.; Indirect owner of applicant.
0001039128-24-000007	otherControlManagement	1	OCE US Holding Inc.	Holding company of Harbor Capital Advisors, Inc.
0001018490-24-000027	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001018490-24-000027	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001568437-24-000007	otherControlFinance	1	K9 Ventures, Union Square Ventures, Spark Capital, AH Capital Management, LLC, Lightspeed Venture Partners	Principal Venture Investors
0001448300-24-000007	otherControlManagement	1	Templeton Worldwide, Inc., Legg Mason, Inc., Franklin Resources, Inc.	Putnam Investor Services, Inc., is a wholly-owned subsidiary of Putnam U.S. Holdings I, LLC, which is a wholly-owned subsidiary of Templeton Worldwide, Inc., which is a wholly-owned subsidiary of Legg Mason, Inc., which is a wholly-owned subsidiary of Franklin Resources, Inc.
0001202048-24-000008	otherControlManagement	1	The Variable Annuity Life Insurance Company, AGC Life Insurance Company, AIG Life Holdings, Inc., Corebridge Financial, Inc., and American Intl Group.	"American International Group, Inc.'s (""AIG"") share ownership of Corebridge Financial, Inc. (""Corebridge Financial""), the publicly-traded parent company of VALIC Retirement Services Company, and the rights granted to AIG by Corebridge Financial as part of a separation agreement between AIG and Corebridge Financial, provide AIG with control over Corebridge Financial's corporate and business activities."
