ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0000849542-19-000009	falseStatementOrOmission	2	The Bank of New York Mellon (the Bank)	SEC Administrative Preceding File No. 3-17268	13-JUN-2016	"The Securities and Exchange Commission (the ""Sec"")"	"On June 13, 2016, the SEC finalized a settlement with the Bank, an affiliate of the Registrant, relating to the Bank's standing instruction foreign exchange (""FX"") program. The SEC instituted a settled administrative proceeding against the Bank, finding that the Bank violated Section 34(b) of the Investment Company Act of 1940, and caused violations of Section 31(a) of the act and rule 31a-1(b) thereunder. The order required the Bank to cease and desist from such violations, pay a $30 million civil penalty, and disgorge $133,022,207 which is deemed satisfied by the Bank's prior payments in related settlements with the U.S. Attorney's Office for the Southern District of New York and The New York Attorney General. The order also required the Bank to report on its remediation and implementation of compliance measures relating to its standing instruction FX programs offered to registered investment adviser custodial clients."	See 10(c)(1)(v) above.
0000849542-19-000009	foreignAgency	1	The Bank of New York Mellon Corporation	Administrative Order Imposing a Fine	14-NOV-2010	Bundesanstalt fur Finanzdienstleistungsaufscht - Germay	Bundesanstalt fur Finanzdienstleistungsaufscht (the BaFin), the financial supervisory authority in Germany, alleged that The Bank of New York Mellon Corporation (BNY Mellon) violated certain supervisory duties under the Securities Trading Act (the Act). Under this Act, anyone whose shareholding in a German issuer reaches, exceeds or falls below 3%, 5%, 10%, 15%, 20%, 30%, 50%, or 75% of the voting rights shall notify the issuer and the BaFin, without undue delay, and within four trading days at the latest. The BaFin alleged that: (1) notifications sent by BNY Mellon on behalf of certain subsidiaries to a German issuer and the BaFin of the reduction of its voting shares in the issuer below the 3% threshold was one month late and (2) BNY Mellon failed to take the supervisory measures required under the Act to prevent contravention of the shareholding notice obligations by its subsidiaries. On May 12, 2011, the BaFin issued an administrative order that: (1) determined that BNY Mellon negligently failed to comply with the supervisory requirements with respect to its subsidiaries in order to ensure compliance with the notification deadlines and (2) imposed against BNY Mellon an administrative fine of EUR 22,500.00 (approx. $31,725) and a fee (for procedural costs) of EUR 1,125.00 (approx. $1,586). BNY Mellon made payment effective May 27, 2011	See response in 10(f)(v)
0000849542-19-000009	foreignAgency	2	The Bank of New York Mellon- London Branch (BNYM)	Docekt No. 122467	24-FEB-2014	U.K. Financial Conduct Authority	"The U.K. Financial Conduct Authority (the ""FCA"") alleged that BNYM failed to comply with certain rules set forth in the U.K. Clients Asset Sourcebook, which sets forth the regime in the U.K. for the protection of client interests."	BNY Mellon entered into a settlement agreement with the UK FCA on Mark 6, 2015, and the FCA issued its Final Notice, in which the 126 million pounds (approx. $188M) fine was imposed, on April 14, 2015.
0000849542-19-000009	foreignAgency	3	The Bank of New York Mellon Corporation (BNYM) and Newton Investment Management Limited (NIM)	CMP/01-2016/CA98	21-FEB-2019	U.K. FINANCIAL CONDUCT AUTHORITY (FCA)	On 21 February 2019, FCA found that NIM, through the actions of a former employee in 2014 and 2015, shared information with three other UK investment advisors in relation to 2initial public offerings and 1 placing by UK issuers by disclosing the price intended to pay, or accepting such information, or both, shortly before the share prices were set. The FCA found that parts of this conducts violated the UK Competition Act 1998. NIM self-reported this matter to the FCA following identification of the issue. The former employee's actions contravened NIM's code of conduct and ethical standards, and the employee has since been dismissed. BNYM was found jointly and severally liable by reason if being NIM's ultimate parent company. Neither BNYM nor any of its employees was involved in any aspect of the relevant conduct and there has been no allegation nor negative finding by the FCA in respect of the conduct of BNYM.	The FCA issued their decision on 21 February 2019. The FCA's findings are provisional and the parties are entitled to make written and oral representations on them. Following any such representations by the parties, the FCA will make its final decision.
0000849542-19-000009	fsrFoundOrderAgainstApplicant	4	The Bank of New York Mellon Corporation (BNYM) and Newton Investment Management Limited (NIM)	CMP/01-2016/CA98	21-FEB-2019	U.K. FINANCIAL CONDUCT AUTHORITY (FCA)	On 21 February 2019, FCA found that NIM, through the actions of a former employee in 2014 and 2015, shared information with three other UK investment advisors in relation to 2initial public offerings and 1 placing by UK issuers by disclosing the price intended to pay, or accepting such information, or both, shortly before the share prices were set. The FCA found that parts of this conducts violated the UK Competition Act 1998. NIM self-reported this matter to the FCA following identification of the issue. The former employee's actions contravened NIM's code of conduct and ethical standards, and the employee has since been dismissed. BNYM was found jointly and severally liable by reason if being NIM's ultimate parent company. Neither BNYM nor any of its employees was involved in any aspect of the relevant conduct and there has been no allegation nor negative finding by the FCA in respect of the conduct of BNYM.	The FCA issued their decision on 21 February 2019. The FCA's findings are provisional and the parties are entitled to make written and oral representations on them. Following any such representations by the parties, the FCA will make its final decision.
0000849542-19-000009	fsrRegistrationDeniedOrSuspended	1	One or more control affiliates- see attached file for Question 10 Data	See attached file for Question 10 Data	17-DEC-2007	See attached file for Question 10 Data	See attached file for Question 10 Data	See attached file for Question 10 Data
0000849542-19-000009	subjectOfProceedings	1	The Bank of New York Mellon Corporation (BNYM)	CMP/01-2016/CA98	29-NOV-2017	U.K. Financial Conduct Authority (FCA), England	The FCA has made provisional findings that BNYM is jointly and severally liable for certain conduct of its subsidiary Newton Investment Management Limited (NIM) solely by reason on being NIM's parent company. Neither BNYM nor any of its employees was involved in any aspect of the relevant conduct. The FAC has made provisional findings that NIM shared information with three other U.K. investment advisers in relation to two Initial Public Offerings (IPOs) and one placing by U.K. issuers by disclosing the price it intended to pay, or accepting such information, or both, shortly before the share prices were set. The FCA has provisionally concluded that the conduct infringed the prohibition imposed by section 2(1) of the U.K. Competition Act of 1998 and Article 101 of the Treaty on the Functioning of the European Union which prohibits concerted practices which have as their object the prevention, restriction or distortion of competition.	FCA's findings are provisional and the parties are entitled to make written and oral representations on them. Following any such representations, the FCA will make its final decision which the parties can challenge before the Competition Appeal Tribunal.
0000849542-19-000009	fsrViolationOfInvestmentRelatedRegulation	2	The Bank of New York Mellon (BNYM)	Docket No. 12-018-CMP-SMB	01-DEC-2010	"Board of Governors of the Federal Reserve System (""BGFRS"")"	"On 9/22/08, BNYM borrowed from the Boston Federal Reserve Bank under the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (""AMLF"") program. It alleged that due to a failure in its internal processes at the time, a portion of the Asset-Backed Commercial Paper (""ABCP"") collateral pledged by BNYM was ineligible under the terms of the AMLF. As a result, BNYM received more in the AMLF loans proceeds than it otherwise would have been advanced, based upon eligible ABCP collateral pledged."	The BGFRS and BNYM have mutually agreed to enter into a combined Order to Cease & Desist and Order of Assessment of a Civil Monetary Penalty of $6,000,000.
0000849542-19-000009	registrationDeniedOrSuspended	1	One or more control affiliates- See attached file for Question 10 Data	See attached file for Question 10 Data	17-DEC-2007	See attached file for Question 10 Data	See attached file for Question 10 Data	See attached file for Question 10 Data
0000849542-19-000009	registrationDeniedOrSuspended	2	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12526	09-JAN-2007	U.S. Securities and Exchange Commission	See 10(c)(2) above	See 10(c)(2) above
0000849542-19-000009	registrationDeniedOrSuspended	3	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12269	24-APR-2006	U.S. Securities and Exchange Commission	See 10(c)(2) above	See 10(c)(2) above
0000849542-19-000009	registrationDeniedOrSuspended	4	The Bank of New York Mellon (the Bank)	SEC Administrative Preceeding File No. 3-17268	13-JUN-2016	"The Securities and Exchange Commission (the ""SEC"")"	See 10(c)(1)(v) above	See 10(c)(1)(vi) above
0000849542-19-000009	sraFalseStatementOrOmission	1	One or more control affiliates- see attached file for Question 10 Data	See attached file for Question 10 Data	14-APR-2009	See attached file for Question 10 Data	See attached file for Question 10 Data	See attached file for Question 10 Data
0000849542-19-000009	sraRevokedSuspendedLicense	1	One or more control affiliate- see attached file for Question 10 Data	See attached file for Question 10 Data	29-JAN-2004	See attached file for Question 10 Data	See attached file for Question 10 Data	See attached file for Question 10 Data
0000849542-19-000009	sraViolationOfRules	1	One or more control affiliates- See attached file for Question 10 Data	See attached file for Question 10 Data	17-DEC-2007	See attached file for Question 10 Data	See attached file for Question 10 Data	See attached file for Question 10 Data
0000849542-19-000009	violationOfRegulations	1	One or more controlled affiliates- See attached file for Question 10 Data	See attached file for Question 10 Data	17-DEC-2007	See attached file for Question 10 Data	See attached file for Question 10 Data	See attached file for Question 10 Data
0000849542-19-000009	violationOfRegulations	2	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12269	24-APR-2006	U.S. Securities and Exchange Commission	"The SEC alleged that The Bank of New York (formerly, The Bank of New York) (""BNY"") failed as a transfer agent to exercise reasonable care to ascertain the correct addresses of lost security holders and escheated assets belonging to those security holders to various"	See 10(c)(2)(v) above
0000849542-19-000009	violationOfRegulations	3	The Bank of New York Mellon	SEC Proceeding File No. 3-12526	09-JAN-2007	U.S. Securities and Exchange Commission	"The SEC alleged that from at least January 1, 2003 through June 30, 2004, in connection with certain auctions, The Bank of New York Mellon (formerly, The Bank of New York) (""BNY"") accepted initial or revised bids after submission deadlines and allowed broker-dealers to intervene in auctions. In certain instances, this conduct also affected the rate paid on the auction rate securities. As a result, BNY caused violations of section 17(a)(2) of the Securities Act. BNY was required to make certain disclosures regarding its material auction practices and procedures; and not later than 6 months after the date of this order, unless otherwise extended by the Staff of the Commission for good cause shown, have its CEO or General Counsel certify in writing to the Staff of the Commission that BNY has implemented procedures. In addition, BNY paid a monetary settlement in the amount of $750,000."	See 10(c)(2)(v) above
0000849542-19-000009	violationOfRegulations	4	CIBC Mellon Trust Company	U.S. Securities and Exchange Commission v. CIBC Mellon Trust Company	14-JAN-2005	See 10(b)(1) above	See 10(b)(1) above	See 10(b)(1) above
0000849542-19-000009	violationOfRegulations	5	The Bank of New York Mellon Corporation (BNY Mellon)	SEC Release No. 34-75720	18-AUG-2015	"U.S. Securities and Exchange Commission (""SEC"")"	The SEC staff alleged violations of the U.S. Foreign Corrupt Practices Act in connection with the provision of a limited number of internships to relatives of sovereign wealth fund officials.	An order was issued against BNY Mellon in the amount of $14,800,000, consisting of disgorgement of fees of $8,300,000, prejudgment interest of $1,500,000 and a civil monetary penalty in the amount of $5,000,000. BNY Mellon effected payment on August 24, 2
0000024179-19-000004	violationOfRegulations	1	Continental Stock Transfer & Trust Company/Michael Nelson	In Matter of Cont Stk Trfr & Tr Co & Michael Nelson	25-NOV-2002	Securities and Exchange Commission	Administrative Cease & Desist Proceeding	Administrative Cease & Desist Proceeding
0000024179-19-000004	fsrRegistrationDeniedOrSuspended	1	Michael Nelson	In the Matter of CST&T and Michael J. Nelson (NY-6792)	25-NOV-2002	Securities and Exchange Commission	Administrative Cease and Desist Proceeding	Michael J. Nelson was banned from association with a registered transfer agent.
0000024179-19-000004	fsrFalseStatementOrOmission	1	Continental Stock Transfer & Trust Company/Michael Nelson	State of New York vs. Michael Nelson	20-OCT-2000	Supreme Court, New York County	Falsification of Bank Records	Guilty Plea
0000024179-19-000004	falseStatementOrOmission	1	Continental Stock Transfer & Trust Company/Michael Nelson	In Matter of Cont Stk Trfr & Tr Co & Michael Nelson	25-NOV-2002	Securities and Exchange Commission	Administrative Cease & Desist Proceeding	Order of Settlement
0000842657-19-000008	fsrFalseStatementOrOmission	19	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket/Case Number: SEC-2003-00023	30-MAR-2005	The Commonwealth of Virginia State Corporation Commission	The Registrant has not been the subject of this matter: The Commonwealth of Virginia State Corporation Commission charged violations of Virginia Securities Rule 21 VAC 5-20-260, Securities Rule 21 VAC 5-20-270 and Securities Rule 21 VAC 5-20-28(E)(12) in connection with research analyst work, supervision and production of emails. The current status is closed on March 30, 2005 (final order received from Virginia by DBSI's outside counsel on May 4, 2005). Without admitting or denying the allegations, DBSI agreed to a consent order with the Commonwealth of Virginia State Corporation Commission and to pay $87.5 million. The Commonwealth of Virginia State Corporation Commission charged violations of Virginia Securities Rule 21 VAC 5-20-260, Securities Rule 21 VAC 5-20-270 and Securities Rule 21 VAC 5-20-28(E)(12)in connection with research analyst work, supervision and production of emails. The DBSI agreement included undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts' ratings and projections; and the use of independent, third-party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings (including $627,219 paid to Virginia on 3/1/2005); (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act.	Without admitting or denying the allegations, DBSI agreed to a consent order including certain undertakings with the Commonwealth of Virginia State Corporation Commission and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-19-000008	fsrFalseStatementOrOmission	20	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket/Case #: 05-H-16	14-JUN-2005	The Colorado Division of Securities, Department of Regulatory Agencies	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts' ratings and projections; and the use of independent, third-party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Colorado Division of Securities, Department of Regulatory Agencies charged violations of CRS (2004) 11-51-407, 11-51-410(1)(G), and 11-51-410(1)(I) in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to a consent order with the Colorado Division of Securities, Department of Regulatory Agencies and to pay $87.5 million. The Colorado Division of Securities, Department of Regulatory Agencies charged violations of CRS (2004) 11-51-407, 11-51-410(1)(G), and 11-51-410(1)(I) in connection with research analyst work, supervision and production of emails. The matter was resolved on 06/14/2005, including $381,129 penalty paid to the State of Colorado on 06/10/2005.	Without admitting or denying the allegations, DBSI agreed to a consent order with the Colorado Division of Securities, Department of Regulatory Agencies and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-19-000008	fsrFalseStatementOrOmission	21	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Administrative Proceeding No. 0152-S-8/04	23-MAY-2005	The State of Florida Office of Financial Regulation	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts' ratings and projections; and the use of independent, third-party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The State of Florida Office of Financial Regulation charged violations of sections 517.161(1)(A), 517.121, Florida Statutes and Rule 69W-600.013(1)(P), Florida Administrative Code in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the State of Florida Office of Financial Regulation and to pay $87.5 million. The State of Florida Office of Financial Regulation charged violations of sections 517.161(1)(A), 517.121, Florida Statutes and Rule 69W-600.013(1)(P), Florida Administrative Code in connection with research analyst work, supervision and production of emails. The matter was resolved on 05/23/2005, including $1,416,180 penalty paid to the State of Florida on 05/10/2005.	Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the State of Florida Office of Financial Regulation and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-19-000008	fsrFalseStatementOrOmission	22	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket/Case #: S-05-023-05-C001	23-JUN-2005	The Arkansas Securities Department	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts' ratings and projections; and the use of independent, third-party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Arkansas Securities Department charged violations of Ark Code Ann 23-42-308(A)(2)(G) and 23-42-308(A)(2)(J) in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Arkansas Securities Department and to pay $87.5 million. The Arkansas Securities Department charged violations of Ark Code Ann 23-42-308(A)(2)(G) and 23-42-308(A)(2)(J) in connection with research analyst work, supervision and production of emails. The matter was resolved on 06/23/2005, including $287,500 penalty paid to the State of Arkansas on 06/16/2005.	Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Arkansas Securities Department and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-19-000008	fsrFalseStatementOrOmission	31	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket/Case #: 02-11-06-S	01-JUL-2005	The Office of the Mississippi Secretary of State, Business Regulation	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts' ratings and projections; and the use of independent, third-party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Office of the Mississippi Secretary of State, Business Regulation and Enforcement Division charged violations of Miss. Code Ann. 75-71-321(A)(F) (Rev. 2000) in connection with research analyst work, supervision and production of emails and Miss. Code Ann. 75-71-321(B)(A) (Rev. 2000) for allegedly failing to reasonably supervise its employees. Without admitting or denying the allegations, DBSI agreed to a consent order with the Office of the Mississippi Secretary of State, Business Regulation and Enforcement Division and to pay $87.5 million. The Office of the Mississippi Secretary of State, Business Regulation and Enforcement Division charged violations of Miss. Code Ann. 75-71-321(A)(F) (Rev. 2000) in connection with research analyst work, supervision and production of emails and Miss. Code Ann. 75-71-321(B)(A) (Rev. 2000) for allegedly failing to reasonably supervise its employees. The matter was settled on 07/01/2005, including $287,500 penalty paid to the state of Mississippi on 07/16/2005.	Without admitting or denying the allegations, DBSI agreed to a consent order with the Office of the Mississippi Secretary of State, Business Regulation and Enforcement Division and to pay $87.5 million with certain offsets to be paid in related actions.
0000842657-19-000008	fsrFalseStatementOrOmission	24	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket/Case #: 2005-7-11	15-JUL-2005	The Idaho Department of Finance	The Registrant has not been the subject of this matter: In the item noted below, the DBSI agreements include, undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts' ratings and projections; and the use of independent, third-party research services. DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings; (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act. The Idaho Department of Finance charged violations of Idaho Code 30-1413(7) and IDAPA 12.01.08.119 and 12.01.08.124 in connection with research analyst work, supervision and production of emails. Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Idaho Department of Finance and to pay $87.5 million. The Idaho Department of Finance charged violations of Idaho Code 30-1413(7) and IDAPA 12.01.08.119 and 12.01.08.124 in connection with research analyst work, supervision and production of emails. The matter was resolved on 07/15/2005, including $287,500 penalty paid to the State of Idaho on 07/14/2005.	Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the Idaho Department of Finance and to pay $87.5 million with certain offsets to be paid in related actions.
