ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000826074-13-000001	31-DEC-2012	Unico American Corporation	NONE	N	SEC	Not applicable		39	315	350	0	1									11
0001354488-13-001577	31-DEC-2012	Manhattan Transfer Registrar Company	NONE	N	SEC	Yes, filed amendment(s)		2316	30864	30868	0	4	0			Yes			0	0	0
0001261763-13-000003	31-DEC-2012	Law Debenture Trust Company of New York	NONE	N	SEC	Yes, filed amendment(s)		47	119	119	0	0									0
0001410578-13-000088	31-DEC-2012	CH2M HILL Companies, Ltd.	NONE	N	SEC	Not applicable		20352	8095	8097	2	0	0			Yes			0	0	0
0001144204-13-018588	31-DEC-2012	Omega Ventures Inc. under name of OTC Corporate Transfer Service	SOME	N	SEC	Not applicable		115	6253	1	0	3	0			Not Applicable			0	0	0
0000839287-13-000002	31-DEC-2012	State Street Bank and Trust Company	SOME	Y	BGFRS	Yes, filed amendment(s)		183	65234	65234	129	0	0			Yes			1241700	1805	4
0001451217-13-000004	31-DEC-2012	SEI Institutional Transfer Agent, Inc	SOME	N	SEC	Yes, filed amendment(s)		1761	22646	22646	16323	0	0			Yes			695204	3814	0
0000874230-13-000003	31-DEC-2012	Publix Super Markets, Inc.	NONE	N	SEC	Not applicable		24775	103761	103761	0	0	0			Yes			0	0	4521
0001178677-13-000002	31-DEC-2012	BNY Mellon Trust Company of Illinois	ALL	N	BGFRS	Not applicable															
0001551401-13-000001	31-DEC-2012	Stock Transfer Plus, LLC	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000839097-13-000003	31-DEC-2012	Deutsche Bank Trust Company Americas	SOME	Y	BGFRS	No, failed to file amendment(s)	An amendment related to line 12 of TA-1 (private label transfer agent services for another registered transfer agent) was filed showing a termination; however not within the 60 days.	0	54518	54518	0	0	0			Yes			0	0	96
0001388002-13-000001	31-DEC-2012	HSBC Bank USA, N.A.	NONE	N	OCC	Not applicable		2142	5366	5366	0	0	0			Not Applicable			0	0	27
0001022437-13-000002	31-DEC-2012	Deutsche Bank AG	SOME	N	BGFRS	Not applicable		0	0	0	0	0									0
0001393905-13-000118	31-DEC-2012	Empire Stock Transfer Inc.	NONE	N	SEC	Not applicable		6436	37968	37968	0	93	0			Not Applicable			0	0	0
0000848027-13-000002	31-DEC-2012	Deutsche Bank National Trust Company	SOME	N	OCC	Yes, filed amendment(s)		0	0	0	0	0									0
0001526177-13-000020	31-DEC-2012	Compass International Stock Transfer	NONE	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001018490-13-000006	31-DEC-2012	DB Services Americas, Inc.	NONE	Y	SEC	No, failed to file amendment(s)	Response is 'not applicable' for changes directly related to Registrant. Response is 'no' regarding certain Control Affiliate (CA) events. Registrant filed amendments, but not always within 60 calendar days.	1760	54361	54361	0	0	0			Yes			0	0	0
0001462774-13-000001	31-DEC-2012	Altegris Portfolio Management, Inc. (d/b/a Altegris Funds)	NONE	N	SEC	Not applicable		5214	13019	10700	0	0	0			Not Applicable			0	0	0
0000891010-13-000002	31-DEC-2012	Over The Counter Stock Transfer, Inc	NONE	N	SEC	Yes, filed amendment(s)		722	97721	17	0	17	0			Yes			0	0	0
0001327356-13-000002	31-DEC-2012	Homeland Community Bank	NONE	N	FDIC	Not applicable		18	975	975	0	0									0
0001007189-13-000003	31-DEC-2012	Kenmar Preferred Investments L.P.	NONE	N	SEC	No, failed to file amendment(s)	An amendment was filed 3 days after the 60 calendar days timeframe.	74	3043	3043	0	0	0			Yes			0	0	1
0000870156-13-000012	31-DEC-2012	AdminiSystems, Inc.	NONE	N	SEC	Not applicable		133	34	30	23	0									0
0001424912-13-000002	31-DEC-2012	se2, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		139719	452331	0	0	0	0			Not Applicable			0	0	94
0000005076-13-000002	31-DEC-2012	American Funds Service Company	NONE	N	SEC	Yes, filed amendment(s)		134542	26276008	26276008	26120835	0	0			Not Applicable			199318023	640690	1804
0000883757-13-000002	31-DEC-2012	Equity Financial Trust Company	NONE	Y	SEC	Yes, filed amendment(s)		18762	189884	189884	464	85	0			Yes			0	0	0
0000066756-13-000061	31-DEC-2012	ALLETE, Inc.	SOME	N	SEC	Not applicable		0	25953	25953	23559	5794	0			Not Applicable			0	0	0
0001445583-13-000002	31-DEC-2012	AlphaMetrix, LLC	NONE	N	SEC	Not applicable		974	2395	2108	0	0	0			Yes			1207	0	0
0000950123-13-001918	31-DEC-2012	DUPREE & COMPANY INC	NONE	N	SEC	Not applicable		0	10581	8278	7644	1539	0			Yes			20272	53	0
0001227021-13-000008	31-DEC-2012	Brown Brothers Harriman & Co.	NONE	N	SEC	Yes, filed amendment(s)		60	2881	2881	316	33	0			Yes			3593	56	0
0000939057-13-000124	31-DEC-2012	Security Federal Corporation	NONE	N	OTS	Not applicable		15	284	284	0	284									0
0000854729-13-000002	31-DEC-2012	UMB Bank NA	SOME	Y	OCC	Yes, filed amendment(s)		253	26443	0	0	0	0			Yes			0	0	6
0001146230-13-000013	31-DEC-2012	Computershare Inc.	SOME	Y	SEC	Yes, filed amendment(s)		915687	13789340	13789548	4738787	7080597	0			Yes			0	0	108212
0000879089-13-000002	31-DEC-2012	Whitney Bank	ALL	N	FDIC	Not applicable															
0001434234-13-000002	31-DEC-2012	Globex Transfer, LLC	NONE	N	SEC	Not applicable		1416	17517	17517	0	0	0			Yes			0	0	0
0000810704-13-000002	31-DEC-2012	Primerica Shareholder Services, Inc.	SOME	Y	SEC	Not applicable		0	0	0	0	0									0
0000950123-13-001914	31-DEC-2012	MANUFACTURERS & TRADERS TRUST CO	NONE	N	BGFRS	Not applicable		147	25336	0	0	0	0			Yes			0	0	7
0000950123-13-001912	31-DEC-2012	Pendleton Community Bank	NONE	N	FDIC	Not applicable		40	821	0	0	0									0
0001077223-13-000002	31-DEC-2012	VANTAGEPOINT TRANSFER AGENTS, LLC	SOME	N	SEC	Not applicable		0	63801	63801	0	0	0			Not Applicable			681353	1024	0
0000939057-13-000122	31-DEC-2011	Security Federal Corp.	NONE	N	OTS	Not applicable		57	288	288	0	288									2
0001455353-13-000003	31-DEC-2012	West Coast Stock Transfer Inc.	SOME	N	SEC	Not applicable		1460	3307	3307	0	0	0			Yes			0	0	0
0000950123-13-001907	31-DEC-2012	State Farm Investment Management Corp.	SOME	N	SEC	Not applicable		0	36	36	36	0									0
0000950123-13-001901	31-DEC-2012	The Procter & Gamble Company	NONE	N	SEC	Not applicable		60219	358671	362937	246768	38670	0			Yes			0	0	3519
0000950123-13-001900	31-DEC-2012	HUNTINGTON ASSET SERVICES INC	NONE	Y	SEC	Not applicable		16096	110859	110859	92717	92717	0			Yes			361676	2495	128
0001004224-13-000002	31-DEC-2012	The Walt Disney Company	NONE	N	SEC	Not applicable		14621	988733	988733	173232	24699	0			Yes			0	0	16794
0001144204-13-018200	31-DEC-2012	VStock Transfer, LLC	SOME	N	SEC	Not applicable		5937	16993	16993	0	6	0			Yes			0	0	0
0000839303-13-000001	31-DEC-2012	Firstmerit Bank, N.A.	NONE	N	OCC	Not applicable		0	135	135	0	0									0
0001062993-13-001489	31-DEC-2012	Olympia Trust Company	SOME	Y	SEC	No, failed to file amendment(s)	Director Russel Kalmacoff resigned on December 7, 2012. TA-1/A filed on March 28, 2013.	14278	127150	127150	2018	1860	0			Yes			0	0	0
0000950123-13-001899	31-DEC-2012	Peoples Bank SB	NONE	N	FDIC	Not applicable		207	442	442	140	0									0
0001000952-13-000004	31-DEC-2012	ACS Securities Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		2330	95761	95761	0	0	0			Yes			0	0	605
0001144204-13-018152	31-DEC-2012	American Stock Transfer & Trust Company, LLC	NONE	Y	SEC	Not applicable		246154	3498564	3498564	806592	778981	0			Yes			0	0	54853
0000019617-13-000244	31-DEC-2012	JP Morgan Chase Bank, National Association	SOME	Y	OCC	Yes, filed amendment(s)		6117	15423	15423	1131	0	0			Yes			332863	12	0
0000019617-13-000243	31-DEC-2012	JP Morgan AG	ALL	N	OCC	Not applicable															
0000950123-13-001839	31-DEC-2012	Broadridge Corporate Issuer Solutions, Inc.	SOME	N	SEC	Yes, filed amendment(s)		19468	379913	379913	146575	120031	0			Yes			0	0	1885
0000107034-13-000002	31-DEC-2012	Malkin Holdings LLC	NONE	N	SEC	Not applicable		868	0	14100	0	0									0
0001545030-13-000001	31-DEC-2012	Wilmington Savings fund Society, FSB	NONE	N	OTS	Not applicable		4	252	0	0	0									0
0000838981-13-000009	31-DEC-2012	The Northern Trust Company	NONE	N	BGFRS	Not applicable		46317	521136	521136	217218	0	0			Not Applicable	0	0	1568652	2503	3
0001007444-13-000002	31-DEC-2012	LPL Financial LLC	SOME	N	SEC	Yes, filed amendment(s)		78994	6945	6945	6939	0	0			Yes			1280060	0	0
0001030030-13-000002	31-DEC-2012	Nottingham Shareholder Services, LLC	NONE	N	SEC	Not applicable		0	4509	4509	2712	3889	0			Yes			16170	10	0
0000882734-13-000002	31-DEC-2012	Olde Monmouth Stock Transfer Co., Inc.	NONE	Y	SEC	Not applicable		6266	109023	109023	0	0	0			Yes			0	0	0
0000734611-13-000002	31-DEC-2012	Cincinnati Financial Corporation	NONE	N	SEC	Not applicable		4026	18590	18590	5064	4572	0			Yes			0	0	5
0001204459-13-000007	31-DEC-2012	Canadian Stock Transfer Company Inc.	NONE	Y	SEC	Not applicable		91642	1199753	207936	193057	14879	0			Yes			0	0	0
0000838729-13-000002	31-DEC-2012	First National Bank of Pulaski	NONE	N	OCC	Not applicable		105	1581	1581	0	0	0			Not Applicable			0	0	0
0001041134-13-000001	31-DEC-2012	EPIC Advisors, Inc	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001145959-13-000004	31-DEC-2012	UMB Bank & Trust, National Association	ALL	N	OCC	Not applicable															
0000734846-13-000001	31-DEC-2012	Ameren Services Company	NONE	N	SEC	Not applicable		7399	63340	66340	42276	7245	0			Yes			0	0	83
0001410578-13-000083	31-DEC-2012	McCormick & Co., Inc.	ALL	N	SEC	Not applicable															
0000950123-13-001834	31-DEC-2012	Atlas Resources LLC	NONE	N	SEC	Not applicable		705	0	48816	0	0									0
0001458661-13-000001	31-DEC-2012	Wilmington Trust Company	NONE	N	BGFRS	Not applicable		1723	17621	17621	0	0	0			Yes			0	0	0
0000769188-13-000002	31-DEC-2012	MFS Service Center, Inc.	SOME	N	SEC	Not applicable		314898	2007078	2007078	1874598	0	0			Not Applicable			11492722	449840	387
0001090027-13-000004	31-DEC-2012	PlanMember Services Corporation	NONE	Y	SEC	Not applicable		0	0	0	0	0									0
0001410578-13-000082	31-DEC-2012	Hewitt Associates LLC	NONE	Y	SEC	Not applicable		0	0	14761262	0	0									0
0000950123-13-001820	31-DEC-2012	WELLS FARGO BANK NORTHWEST, N.A.	ALL	N	OCC	Not applicable															
0001108200-13-000002	31-DEC-2012	Computershare Investor Services, LLC	ALL	N	SEC	Yes, filed amendment(s)															
0001145892-13-000002	31-DEC-2012	Computershare Trust Company, N.A.	ALL	Y	OCC	Yes, filed amendment(s)															
0000944496-13-000002	31-DEC-2012	Computershare Shareowner Services LLC	NONE	Y	SEC	Yes, filed amendment(s)		719730	11878894	11878896	1698111	5768785	0			Yes			0	0	124480
0000735241-13-000003	31-DEC-2012	Presidential Life Corporation	NONE	N	SEC	Not applicable		37	456	0	0	0									5
0000817712-13-000007	31-DEC-2012	Thrivent Financial Investor Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		20842	0	799865	790157	0	0			Not Applicable			110058	0	0
0001214659-13-001676	31-DEC-2012	Quicksilver Stock Transfer, LLC	NONE	N	SEC	Not applicable		757	13626	13626	0	7	0			Yes			0	0	0
0001146032-13-000003	31-DEC-2012	Banco Popular de Puerto Rico	SOME	N	BGFRS	Yes, filed amendment(s)		2220	11085	17384	10058	326	0			Not Applicable			1949	0	14
0000352083-13-000001	31-DEC-2012	Jersy Transfer and Trust Co.	SOME	Y	SEC	Not applicable		1470	73476	73476	0	0	0			Yes			0	0	0
0000002380-13-000006	31-DEC-2012	Administrative Data Management Corp.	NONE	N	SEC	No, failed to file amendment(s)	Registrant contact name, telephone number and email address was changed on January 14, 2013, beyond 60 calendar days following the date the previous information became inaccurate. This was due to an administrative oversight.	11455	507783	507783	495051	0	0			Yes			2294817	10967	329
0001019687-13-000998	31-DEC-2012	Oconee State Bank	NONE	N	FDIC	Not applicable		37	722	722	0	0									0
0000950123-13-001817	31-DEC-2012	Wells Fargo Delaware Trust Company, N.A.	ALL	N	OCC	Not applicable															
0001354488-13-001502	31-DEC-2012	Mountion Share Transfer, Inc.	NONE	N	SEC	Yes, filed amendment(s)		226	6532	6532	0	0	0			Yes			0	0	0
0000854890-13-000004	31-DEC-2012	Boston Trust & Investment Management Company	SOME	N	FDIC	Not applicable		0	77	77	0	0									0
0000854922-13-000001	31-DEC-2012	The Bank of New York Mellon	SOME	Y	BGFRS	Yes, filed amendment(s)		8783	505096	505096	13244	1	0			Yes			0	0	8572
0001146277-13-000002	31-DEC-2012	The Colbent Corporation	NONE	Y	SEC	Not applicable		3919	0	181261	0	0	0			Not Applicable			0	0	0
0001431194-13-000001	31-DEC-2012	Bank Services of Virginia, Inc.	NONE	N	FDIC	Not applicable		323	3551	3551	0	0	0			Yes			0	0	0
0000911282-13-000002	31-DEC-2012	Phoenix Transfer, Inc	NONE	N	SEC	Not applicable		7597	49557	58686	5341	0	0			Not Applicable			0	0	651
0001451950-13-000008	31-DEC-2012	Hickory Point Bank & Trust, fsb	NONE	N	OTS	Not applicable		3298	15134	15134	1027	420	0			Yes			0	0	61
0001073944-13-000007	31-DEC-2012	UMB Fund Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		185922	516402	516402	101068	403818	0			Yes			1615775	14808	29
0001202048-13-000006	31-DEC-2012	VALIC Retirement Services Company	NONE	N	SEC	Yes, filed amendment(s)		2524	596653	596653	0	0	0			Yes			12995698	351988	0
0001492746-13-000003	31-DEC-2012	NAV Consulting, Inc.	NONE	N	SEC	Yes, filed amendment(s)		391	8788	7297	0	0	0			Not Applicable			0	0	0
0000733598-13-000002	31-DEC-2012	AllianceBernstein Investor Services, Inc.	NONE	N	SEC	Not applicable		11715	1040813	1040813	1012107	494519	0			Yes			7668265	151740	158
0001431216-13-000003	31-DEC-2012	Citi Fund Services Ohio, Inc.	SOME	Y	OCC	Yes, filed amendment(s)		93211	325531	325531	235467	0	0			Yes			3980673	56003	26
0000759458-13-000022	31-DEC-2012	The Canandaigua National Bank and Trust Company	NONE	N	OCC	Not applicable		384	1626	1626	0	0	0			Not Applicable			0	0	0
0000838966-13-000003	31-DEC-2012	Huntington National Bank/OH/TA	NONE	Y	OCC	No, failed to file amendment(s)	Registrant did not initially recognize the relationship as a service provider to a named transfer agent. There was only one security issuance in 2012 and it was earlier than anticipated and no transfers.	139	21114	21114	0	0	0			Yes			0	0	3
0001398344-13-001603	31-DEC-2012	Matrix 360 Administration LLC	NONE	N	SEC	Not applicable		240	1899	1856	1654	1856	0			Yes			2200	0	1
0001253179-13-000021	31-DEC-2012	Gemini Fund Services, LLC	SOME	N	SEC	Not applicable		153305	455730	455730	410962	455730	0			Yes			1234222	8426	26
0000927395-13-000001	31-DEC-2012	WNC & Associates Inc / TA	NONE	N	SEC	Not applicable		174	15391	15391	0	0	0			Yes			0	0	0
0001139576-13-000001	31-DEC-2012	LEAF Financial Corporation	SOME	N	SEC	Not applicable		318	11585	13512	0	0	0			Yes			0	0	0
0000849542-13-000002	31-DEC-2012	BNY Mellon Investment Servicing (US) Inc.	SOME	Y	SEC	Yes, filed amendment(s)		3004419	9108610	9883513	9834415	0	0			Yes			80740721	643050	4497
0001145697-13-000001	31-DEC-2012	Fulton Bank, National Association	NONE	N	OCC	Not applicable		1477	25403	25403	11875	166	0			Yes			0	0	17
0001096906-13-000376	31-DEC-2012	Progressive Transfer Corp.	SOME	N	SEC	Not applicable		280	3199	3199	0	7	0			Yes			0	0	0
0001096906-13-000375	31-DEC-2012	Interwest Transfer Co., Inc.	NONE	Y	SEC	Not applicable		9734	252099	252099	0	459	0			Yes			0	0	0
0000734700-13-000012	31-DEC-2012	Goldman,Sachs & Co.	SOME	N	SEC	Yes, filed amendment(s)		10535	274052	274052	255187	0	0			Yes			4603814	4725	77
0001410578-13-000078	31-DEC-2012	Pacific Global Investor Services, Inc.	NONE	N	SEC	Not applicable		1732	7008	7008	6433	0	0			Yes			10882	10	0
0001218371-13-000002	31-DEC-2012	Harford Bank	ALL	N	FDIC	Not applicable															
0000794265-13-000003	31-DEC-2012	American Century Services, LLC	SOME	N	SEC	Not applicable		52776	1618201	1618201	1562818	0	0			Not Applicable			6566581	104064	258
0001445546-13-001732	31-DEC-2012	FTP Services LLC	NONE	N	SEC	Not applicable		0	20114	20114	0	0	0			Not Applicable			0	0	0
0000838041-13-000002	31-DEC-2012	HOMETOWN BANK, N.A.	NONE	N	OCC	Not applicable		54	534	556	0	22									1
0001038199-13-000006	31-DEC-2012	Bullfinch Fund, Inc.	NONE	N	SEC	Not applicable		0	138	138	138	0									0
0001288763-13-000003	31-DEC-2012	Computershare Investor Services Inc.	SOME	Y	SEC	Not applicable		108147	1241671	1241671	6261	19118	0			Yes			0	0	0
0001288777-13-000004	31-DEC-2012	Computershare Trust Company of Canada	SOME	Y	SEC	Not applicable		0	2044528	2045478	99189	85574	0			Not Applicable			0	0	0
0001064418-13-000001	31-DEC-2012	Milliman, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001451316-13-000002	31-DEC-2012	Franklin Templeton Investment Services GmbH	NONE	Y	SEC	Not applicable		361	63443	63443	0	0	0			Yes			120291	2255	38
0000353291-13-000002	31-DEC-2012	Franklin Templeton Investor Services, LLC	SOME	N	SEC	Not applicable		1192144	4100749	4100749	0	0	0			Yes			18790861	1384242	519
0000840464-13-000001	31-DEC-2012	Citibank NA	SOME	N	OCC	Yes, filed amendment(s)		12	18605	18605	0	2	0			Yes			0	0	42
0001432531-13-000002	31-DEC-2012	Franklin Templeton International Services (India) Private Limited	NONE	Y	SEC	Yes, filed amendment(s)		43478	0	0	0	0	0			Yes			1123943	22635	0
0001432532-13-000002	31-DEC-2012	Franklin Templeton Investments Poland sp. z o.o	NONE	Y	SEC	Not applicable		24223	0	0	0	0	0			Yes			206607	11690	0
0001283467-13-000003	31-DEC-2012	Valiant Trust Company	SOME	N	SEC	Yes, filed amendment(s)		1051	5552	5803	435	20	0			Yes			0	0	0
0000950123-13-001791	31-DEC-2012	CMS ENERGY CORPORATION	NONE	N	SEC	Not applicable		2387	39730	39730	30756	541	0			Yes			0	0	1109
0001140361-13-014000	31-DEC-2012	Cardinal Investment Services, Incorporated	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000899635-13-000002	31-DEC-2012	Integrity Fund Services, LLC	NONE	N	SEC	Not applicable		20760	199098	69825	341	0	0			Yes			80601	0	2
0000950123-13-001789	31-DEC-2012	TNP TRANSFER AGENT, LLC	NONE	N	SEC	Not applicable		200	3197	3197	1361	0	0			Yes			0	0	0
0000913181-13-000001	31-DEC-2012	Rydex Fund Services, LLC	SOME	Y	SEC	Not applicable		5229	152306	152306	151748	0	0			Not Applicable			5149912	21768	42
0001295361-13-000005	31-DEC-2012	Capital Transfer Agency Inc.	SOME	N	SEC	Not applicable		2713	17922	17922	0	2	0			Yes			0	0	0
0001171520-13-000242	31-DEC-2012	BANK OF LOUISIANA	NONE	N	FDIC	Not applicable		21	1111	1111	0	0	0			Yes			7	0	0
0001398344-13-001590	31-DEC-2012	Matrix Capital Group Inc	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000950123-13-001782	31-DEC-2012	Marshall & Ilsley Trust Company, N.A. (now BMO Harris Bank N.A.)	NONE	N	OCC	No, failed to file amendment(s)	See attached document for explanation	190212	0	3	2	0	0			Not Applicable			553468	0	0
0000350819-13-000002	31-DEC-2012	Gemisys Transfer Agents	NONE	N	SEC	Not applicable		475	22962	22962	0	0	0			Not Applicable			0	0	0
0000940394-13-000516	31-DEC-2012	Eaton Vance Management	NONE	Y	SEC	Not applicable		0	0	384394	384394	0									0
0000067517-13-000013	31-DEC-2012	The Monarch Cement Company	NONE	N	SEC	Not applicable		117	614	614	0	0									0
0001140370-13-000002	31-DEC-2012	Stalt Incorporated	SOME	N	SEC	Not applicable		685	12549	12549	0	0	0			Yes			0	0	0
0000737074-13-000001	31-DEC-2012	USAA Transfer Agency Company, dba USAA Shareholder Account Services	SOME	N	SEC	Yes, filed amendment(s)		5	3388441	3388441	3331500	0	0			Yes			10546294	14521	123
0000870156-13-000011	31-DEC-2012	Miles Capital, Inc.	NONE	N	SEC	Not applicable		0	806	806	0	0									0
0000350852-13-000051	31-DEC-2012	Community Trust Bank, Inc.	NONE	N	BGFRS	Not applicable		280	1409	1409	698	193	0			Yes			0	0	0
0001169743-13-000026	31-DEC-2012	J.D. Clark & Co., Inc.	SOME	Y	SEC	No, failed to file amendment(s)	An amendment was filed on August 22, 2012 to record an event that occurred on December 16, 2011.  Additional amendments were filed  on September 4, 2012 and November 14, 2012 to provide information that was required to be provided in the prior filings.	676	24241	24241	704	0	0			Not Applicable			0	0	0
0001371431-13-000004	31-DEC-2012	The Bank of New York Mellon Trust Company NA	ALL	Y	OCC	Yes, filed amendment(s)															
0000896852-13-000010	31-DEC-2012	Invesco Canada Ltd/Invesco Canada Ltee, doing business as Invesco Enterprise Services/Services Entreprise Invesco, and Invesco	NONE	Y	SEC	Yes, filed amendment(s)		17543	2371705	2371705	2277447	0	0			Yes			134598	3705	1377
0001410578-13-000074	31-DEC-2012	Security Land and Development Corporation	NONE	N	SEC	Not applicable		3	728	728	0	1									0
0001419200-13-000002	31-DEC-2012	Atlantic Shareholder Services, LLC	NONE	N	SEC	Not applicable		10544	36871	36871	28892	0	0			Yes			284708	701	18
0001111830-13-000255	31-DEC-2012	Ultimus Fund Solutions, LLC	NONE	Y	SEC	Yes, filed amendment(s)		0	330579	331184	256947	0	0			Yes			816169	1398	4
0000838927-13-000001	31-DEC-2012	Bank of America N.A.	NONE	N	OCC	Not applicable		11	734	734	0	0									3
0000896852-13-000007	31-DEC-2012	Invesco Investment Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		417083	2381477	2381477	2285259	0	0			Yes			16060779	218932	1381
0000071138-13-000002	31-DEC-2012	Nevada Agency and Transfer Company	NONE	N	SEC	Not applicable		2809	34514	34514	0	106	0			Yes			0	0	150
0000710386-13-000002	31-DEC-2012	Western States Transfer & Registrar, Inc	NONE	N	SEC	Yes, filed amendment(s)		63	11560	0	0	0	0			Yes			0	0	0
0001410382-13-000001	31-DEC-2012	ROLLOVER SHAREHOLDER SERVICES, LLC	NONE	N	SEC	Not applicable		141770	103246	103246	0	0	0			Yes			141770	0	96
0001001920-13-000003	31-DEC-2012	chase general corporation	NONE	N	SEC	Not applicable		25	1869	0	0	0	0			Yes			0	0	0
0001567137-13-000003	31-DEC-2012	Commerce Bank	SOME	N	BGFRS	Not applicable		7	179	179	0	0									0
0000067590-13-000174	31-DEC-2012	Prudential Mutual Fund Services LLC	SOME	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									243
0001077455-13-000001	31-DEC-2012	Trautmann, Maher & Associates, Inc.	NONE	Y	SEC	Not applicable		0	0	2215	0	0									0
0000950123-13-001755	31-DEC-2012	Transamerica Fund Services, Inc.	SOME	N	SEC	Not applicable		6460	339755	339755	332196	132164	0			Not Applicable			2223708	1039	107
0001506388-13-000002	31-DEC-2012	American Family Life Assurance Company of Columbus	NONE	Y	SEC	Not applicable		7730	0	0	0	0	0			Yes			0	0	0
0001103598-13-000003	31-DEC-2012	NYLIM Service Company LLC	SOME	N	SEC	Not applicable		13364	0	0	0	0	0			Yes			189328	425	0
0000838135-13-000008	31-DEC-2012	Branch Banking and Trust Company	NONE	N	FDIC	Not applicable		1	487	534	0	0									4
0001054377-13-000002	31-DEC-2012	Sansima Consulting Group, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001316141-13-000003	31-DEC-2012	Transhare Corporation	NONE	N	SEC	Not applicable		1197	13464	13464	0	0	0			Yes			0	0	0
0001144204-13-016915	31-DEC-2012	Johnson Financial, Inc.	NONE	N	SEC	Not applicable		468	3222	8983	8975	8983	0			Yes			24027	3	0
0001511164-13-000138	31-DEC-2012	Island Capital Management, LLC dba Island Stock Transfer	NONE	Y	SEC	Not applicable		11378	148598	148598	980	212	0			Yes			0	0	0
0001049169-13-000013	31-DEC-2012	ALPS Fund Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		375104	451311	451309	336692	447171	0			Not Applicable			3483736	17523	47
