ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000839552-08-000003	31-DEC-2007	SunTrust Bank	ALL	N	BGFRS	Not applicable															
0000009713-08-000024	31-DEC-2007	Principal Shareholder Services	SOME	N	SEC	No, failed to file amendment(s)	Updates to TA-1 related to additional locations in which TA activities are conducted were filed outside of the 60-day timing.	5109	1906849	1906849	1840841	0	0			Not Applicable			2875171	81	50
0000088525-08-000264	31-DEC-2007	Security Benefit Life Insurance Company	NONE	N	SEC	Yes, filed amendment(s)		33855	274266	0	0	0	0			Not Applicable			0	0	314
0001140361-08-008140	31-DEC-2007	HERITAGE TRUST COMPANY	NONE	N	SEC	Not applicable		5485	27854	27854	0	0	0			Yes			0	0	0
0001145722-08-000002	31-DEC-2007	Bank of the Ozark, WCA	NONE	N	FDIC	Not applicable		24	828	828	0	0									0
0001288777-08-000005	31-DEC-2007	Computershare Trust Company of Canada	SOME	Y	SEC	Yes, filed amendment(s)		0	2299500	2299500	167492	9	0			Yes			0	0	0
0001288763-08-000004	31-DEC-2007	Computershare Investor Services Inc.	SOME	Y	SEC	Yes, filed amendment(s)		184070	889065	889065	0	14	0			Yes			0	0	0
0001077455-08-000005	31-DEC-2007	Trautmann, Maher & Associates, Inc.	NONE	Y	SEC	Not applicable		0	0	1667	0	0									0
0000950144-08-002453	31-DEC-2007	Synovus Trust Company, N.A.	NONE	N	OCC	Not applicable		9369	0	0	0	0	0			Yes			0	0	0
0000009713-08-000022	31-DEC-2007	Principal Management Corporation	SOME	N	SEC	No, failed to file amendment(s)	Updates to TA-1 related to additional locations in which TA activities are conducted were filed outside of the 60-day timing.	0	7824	7824	7772	0	0			Not Applicable			86469	0	0
0001144204-08-019815	31-DEC-2007	Allied Stock Transfer, Inc.	ALL	N	SEC	Not applicable															
0000107034-08-000005	31-DEC-2007	Wien & Malkin LLC	NONE	N	SEC	Not applicable		750	0	12266	0	0									0
0001297564-08-000003	31-DEC-2007	SUPERIOR STOCK TRANSFER, INC.	NONE	Y	SEC	Not applicable		39	1275	0	0	0	0			Not Applicable			0	0	0
0000752336-08-000004	31-DEC-2007	United Shareholder Services, Inc.	NONE	N	SEC	Not applicable		7232	103833	0	98146	0	0			Not Applicable			559909	1034	138
0001144204-08-018885	31-DEC-2007	Matrix Capital Group Inc.	NONE	N	SEC	Not applicable		11711	9418	9418	9418	9418	0			Yes			4947	1	1
0001295046-08-000003	31-DEC-2007	TASS, LLC	NONE	N	SEC	Not applicable		6475	0	257047	0	0	0			Yes			1018719	0	0
0001359599-08-000005	31-DEC-2007	European Fund Services S.A.	NONE	Y	SEC	Not applicable		2914	36211	36211	35797	0	0			Yes			113892	1174	43
0001145959-08-000003	31-DEC-2007	UMB Bank & Trust, National Association	ALL	N	OCC	Not applicable															
0001029661-08-000006	31-DEC-2007	FASCore, LLC	NONE	N	SEC	Yes, filed amendment(s)		0	2102	2102	2102	0	0			Yes			274648	318	0
0001104659-08-021121	31-DEC-2007	McCormick & Co., Inc.	ALL	N	SEC	Not applicable															
0000733598-08-000002	31-DEC-2007	AllianceBernstein Investor Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		127601	2031784	2031784	1943213	1198364	0			Yes			12138659	188710	402
0001302656-08-000004	31-DEC-2007	Routh Stock Transfer Inc.	NONE	N	SEC	Yes, filed amendment(s)		924	5256	0	0	0	0			No	7	0	0	0	0
0001094768-08-000004	31-DEC-2007	PayPal Asset Managment, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	1508649	1508649	1508649	1508649	0			Yes			39944791	0	14795
0001408129-08-000005	31-DEC-2007	Global Sentry Equity Transfer Inc.	NONE	N	SEC	Not applicable		2036	12	12	0	0	0			Yes			0	0	0
0001408996-08-000007	31-DEC-2007	Quicksilver Stock Transfer, LLC	NONE	N	SEC	Yes, filed amendment(s)		95	1875	1875	0	0	0			Yes			0	0	0
0001372678-08-000005	31-DEC-2007	Western Reserve Bank	NONE	N	BGFRS	Not applicable		42	484	513	29	0									0
0001049169-08-000002	31-DEC-2007	ALPS Fund Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		72349	151100	151100	140645	151100	0			Not Applicable			697064	55788	0
0001327356-08-000002	31-DEC-2007	Homeland Community Bank	NONE	N	FDIC	Not applicable		36	975	975	0	0									0
0000794265-08-000002	31-DEC-2007	American Century Services, LLC	SOME	N	SEC	Yes, filed amendment(s)		72199	1998785	1998785	1963032	0	0			Not Applicable			7200605	208536	66
0001283467-08-000001	31-DEC-2007	Valiant Trust Company	SOME	N	SEC	No, failed to file amendment(s)	Sandra Almond, who previously did all of the SEC filings, left the company.  It was only discovered in our review of the TA-2 filing that she was listed as an officer on the TA-1.  There have been no other significant changes.	867	2313	2313	81	0	0			Not Applicable			0	0	0
0001431194-08-000001	31-DEC-2007	Bank Services of Virginia, Inc.	NONE	N	FDIC	Not applicable		412	3256	3256	0	0	0			Yes			0	0	0
0000734846-08-000001	31-DEC-2007	Ameren Services Company	NONE	N	SEC	Not applicable		10877	79000	79000	51669	0	0			Yes			0	0	200
0001339630-08-000003	31-DEC-2007	FAF Advisors, Inc.	NONE	N	SEC	No, failed to file amendment(s)	Resignation of Mark Jordahl was effective 08/31/07. TA-1 was filed on 03/31/08.	0	636	636	2	0									0
0001144204-08-018718	31-DEC-2007	Johnson Financial, Inc.	NONE	N	SEC	Not applicable		300	2774	7864	7850	0	0			Yes			18889	6	0
0000889231-08-000006	31-DEC-2007	Reich & Tang Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	87124	87124	84539	0	0			Yes			6486134	1301	6
0001285911-08-000002	31-DEC-2007	Dreyfus Transfer, Inc.	SOME	N	SEC	Yes, filed amendment(s)		1258	0	1241436	1154349	0	0			Yes			74787	0	1166
0000950134-08-005671	31-DEC-2007	FREEDOM FUNDS MANAGEMENT COMPANY	NONE	N	SEC	Not applicable		270	6975	5868	5033	0	0			Yes			6977	73	1
0000950133-08-001345	31-DEC-2007	Manhattan Transfer Registrar Company	NONE	N	SEC	Not applicable		3680	132	29010	0	0	0			Yes			0	0	0
0001078782-08-000382	31-DEC-2007	ACTION STOCK TRANSFER CORPORATION	NONE	N	SEC	Not applicable		1795	24187	24187	0	0	0			Yes			0	0	0
0000896852-08-000003	31-DEC-2007	AIM Funds Management, Inc./Gestion de Fonds AIM Inc, doing business as Invesco Enterprise Services / Services Entreprise INVESCO	NONE	Y	SEC	Yes, filed amendment(s)		792	3629868	3629868	3517185	0	0			Not Applicable			19654	553	887
0000896852-08-000002	31-DEC-2007	AIM Investment Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		390115	3685062	3685062	3569425	0	0			Yes			17942132	313506	887
0001431217-08-000002	31-DEC-2007	Citi Fund Services Inc.	NONE	N	OCC	Not applicable		13556	129598	129598	123293	0	0			Yes			2313786	58251	22
0001431216-08-000003	31-DEC-2007	Citi Fund Services Ohio, Inc.	NONE	Y	OCC	Not applicable		94720	795649	795649	727533	0	0			Yes			4378774	59464	236
0000854922-08-000001	31-DEC-2007	The Bank of New York	SOME	Y	BGFRS	Yes, filed amendment(s)		620291	6954919	6954919	1783729	1160415	0			No	1	1	0	0	17045
0001004224-08-000001	31-DEC-2007	The Walt Disney Company	NONE	N	SEC	Not applicable		32206	996810	996810	164190	5440	0			Yes			0	0	17148
0000950144-08-002411	31-DEC-2007	Transamerica Fund Services, Inc.	SOME	N	SEC	Not applicable		8185	618895	618895	602937	294454	0			Yes			2278167	2798	84
0001227022-08-000002	31-DEC-2007	First American Bank	NONE	N	BGFRS	Not applicable		4	3	0	0	0									0
0000895467-08-000003	31-DEC-2007	Accessor Capital Management LP	NONE	N	SEC	Not applicable		0	18197	18197	17850	0	0			Yes			150148	507	0
0000839098-08-000003	31-DEC-2007	Wilmington Trust Company	NONE	N	FDIC	Not applicable		1730	19092	0	0	0	0			Yes			0	0	0
0000717511-08-000002	31-DEC-2007	Intercontinental Registrar & Transfer Agency, Inc.	NONE	N	SEC	Not applicable		921	24294	0	0	0	0			Yes			0	0	0
0001359797-08-000002	31-DEC-2007	M & K Produce Inc.	ALL	N	SEC	Not applicable															
0000088525-08-000195	31-DEC-2007	Security Investors, LLC	NONE	N	SEC	Yes, filed amendment(s)		0	0	137924	54958	75658									372
0001371431-08-000004	31-DEC-2007	The Bank of New York Trust Company, N.A.	ALL	Y	OCC	Not applicable															
0000838981-08-000004	31-DEC-2007	TNT	NONE	N	BGFRS	Not applicable		0	348689	348689	194726	0	0			Yes	0	0	1207263	5787	0
0000950152-08-002433	31-DEC-2007	The Procter & Gamble Company	NONE	N	SEC	Not applicable		71055	368221	369844	250803	42563	0			Yes			0	0	501
0000950144-08-002401	31-DEC-2007	MidSouth Bank	NONE	N	BGFRS	Not applicable		157	1783	0	0	0	0			Yes			0	0	0
0000893220-08-000923	31-DEC-2007	Atlas Resources, LLC	NONE	N	SEC	Yes, filed amendment(s)		690	0	24450	0	0									0
0001397265-08-000005	31-DEC-2007	BancFirst	NONE	N	FDIC	Yes, filed amendment(s)		120	2877	2877	0	0	0			Yes			0	0	11
0001104659-08-020802	31-DEC-2007	Pacific Global Investor Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		598	8259	8259	7633	0	0			Yes			18086	106	0
0000883757-08-000004	31-DEC-2007	Equity Transfer & Trust Company	NONE	Y	SEC	Yes, filed amendment(s)		25146	272144	272144	6	0	0			Yes			0	0	0
0001258897-08-000079	31-DEC-2007	Seligman Asset Allocation Series, Inc.	ALL	N	SEC	Yes, filed amendment(s)															
0001253179-08-000002	31-DEC-2007	Gemini Fund Services, LLC	SOME	N	SEC	Not applicable		13481	114663	114663	112158	114663	0			Yes			299677	6016	26
0001202048-08-000002	31-DEC-2007	AIG Retirement Services Company	SOME	N	SEC	Yes, filed amendment(s)		1911	517073	517073	0	0	0			Yes			7918298	322275	0
0000878357-08-000004	31-DEC-2007	Putnam Fiduciary Trust Company	NONE	N	FDIC	Not applicable		465465	6301828	6301828	6034712	0	0			Yes			15217099	388721	1512
0000735383-08-000005	31-DEC-2007	Hartford Administrative Services Company	SOME	Y	SEC	Yes, filed amendment(s)		196997	1937032	1937032	1854496	0	0			Not Applicable			5638314	43239	38
0000096536-08-000014	31-DEC-2007	Taylor Devices, Inc.	NONE	N	SEC	Not applicable		106	1142	1142	0	0	0			Yes			0	0	20
0001022437-08-000002	31-DEC-2007	Deutsche Bank AG	SOME	N	BGFRS	Not applicable		0	0	0	0	0									0
0000839097-08-000003	31-DEC-2007	Deutsche Bank Trust Company Americas	SOME	Y	BGFRS	Not applicable		0	59327	59327	0	0	0			Yes			0	0	125
0000842168-08-000001	31-DEC-2007	Harleysville National Bank	NONE	N	OCC	Not applicable		14	0	315	0	0									0
0000882734-08-000009	31-DEC-2007	Olde Monmouth Stock Transfer Co., Inc.	NONE	Y	SEC	Not applicable		6923	74153	74153	0	0	0			Yes			0	0	0
0000848027-08-000002	31-DEC-2007	Deutsche Bank National Trust Company	SOME	N	OCC	Yes, filed amendment(s)		0	0	0	0	0									0
0001018490-08-000008	31-DEC-2007	DB Services Tennessee, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		2984	56310	56310	0	0	0			Yes			0	0	0
0000783398-08-000003	31-DEC-2007	Pioneer Investment Management Shareholder Services Inc	SOME	N	SEC	Yes, filed amendment(s)		1197	1386103	1386306	1313495	203	0			Yes			2537441	1197	463
0001005262-08-000001	31-DEC-2007	MAnor Investment Funds, Inc.	NONE	N	SEC	Not applicable		0	421	421	0	0									0
0000868275-08-000007	31-DEC-2007	Saturna Capital Corporation	NONE	N	SEC	Yes, filed amendment(s)		0	26020	26020	26020	0	0			Not Applicable			77232	47	5
0001000952-08-000005	31-DEC-2007	ACS Securities Services, Inc.	NONE	N	SEC	Not applicable		3144	119574	0	0	0	0			Yes			0	0	7963
0001007444-08-000011	31-DEC-2007	LPL Financial Corporation	NONE	N	SEC	Yes, filed amendment(s)		6583	622	622	618	0	0			Yes			305293	0	0
0000905148-08-001941	31-DEC-2007	UBS Managed Fund Services Inc.	NONE	N	BGFRS	Not applicable		122	106	106	0	0									0
0001139576-08-000007	31-DEC-2007	LEAF Financial Corporation	NONE	N	SEC	Yes, filed amendment(s)		116	5632	11575	595	0	0			Yes			0	0	0
0000950124-08-001607	31-DEC-2007	RiverSource Service Corporation	SOME	N	SEC	Yes, filed amendment(s)		102884	5093147	4171189	3755238	0	0			Not Applicable			12533554	431127	120
0001169232-08-001481	31-DEC-2007	Dupree & Company Inc.	NONE	N	SEC	Not applicable		0	10034	8214	8034	291	0			Yes			19237	42	0
0000879089-08-000002	31-DEC-2007	Hancock Bank of Louisiana	ALL	N	FDIC	Not applicable															
0000950134-08-005580	31-DEC-2007	Trustmark National Bank	NONE	N	OCC	Not applicable		743	4763	4763	748	1	0			Yes			0	0	0
0001350066-08-000006	31-DEC-2007	Bluechip Equity Inc	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000054473-08-000027	31-DEC-2007	Kansas City Life Insurance Company	NONE	N	SEC	Not applicable		58	490	0	0	0									0
0000831495-08-000005	31-DEC-2007	Delaware Service Company Inc	SOME	N	SEC	Not applicable		11027	1051282	1051282	978017	0	0			Yes			2805888	33815	98
0001144204-08-018025	31-DEC-2007	Mutual Funds Service Co.	NONE	N	SEC	Not applicable		533	8484	8484	8418	8484	0			Yes			65873	312	0
0001327382-08-000001	31-DEC-2007	First Bankers Trust Services, Inc.	NONE	N	BGFRS	Not applicable		0	5	2	0	0									0
0001277690-08-000012	31-DEC-2007	CIBC Mellon Trust Company	SOME	N	SEC	Yes, filed amendment(s)		145012	1215588	1291038	75450	0	0			Yes			0	0	0
0001140361-08-007891	31-DEC-2007	National Western Life Insurance Company	NONE	N	SEC	Not applicable		0	2	2	0	0									0
0001242588-08-000007	31-DEC-2007	Wells Capital, Inc	SOME	N	SEC	No, failed to file amendment(s)	Registrant previously acted as a transfer agent solely for securities of affiliates.  During the reporting period, one of its issuers ceased to be an affiliate.  This change in status has now been identified and reported in the current Form TA-1.	11643	16921	246987	152854	0	0			Yes			0	0	0
0001258897-08-000078	31-DEC-2007	Seligman Data Corp.	SOME	Y	SEC	Not applicable		33543	593049	593049	583779	0	0			Yes			1280505	2448	28
0001319791-08-000003	31-DEC-2007	SYNTEL SOURCING PRIVATE LIMITED	NONE	Y	SEC	Yes, filed amendment(s)		0	0	3498372	3312744	0									0
0001258897-08-000077	31-DEC-2007	Seligman Pennsylvania Municipal Fund Series	ALL	N	SEC	Not applicable															
0001258897-08-000076	31-DEC-2007	Seligman Municipal Series Trust	ALL	N	SEC	Not applicable															
0001258897-08-000075	31-DEC-2007	Seligman New Jersey Municipal Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000074	31-DEC-2007	Seligman Select Municipal Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000073	31-DEC-2007	Seligman Municipal Fund Series, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000072	31-DEC-2007	Seligman TargetHorizon ETF Portfolios, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000071	31-DEC-2007	Seligman New Technologies Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000070	31-DEC-2007	Tri-Continental Corporation	ALL	N	SEC	Not applicable															
0001258897-08-000069	31-DEC-2007	Seligman Core Fixed Income Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000068	31-DEC-2007	Seligman New Technologies Fund II, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000067	31-DEC-2007	Seligman Value Fund Series, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000066	31-DEC-2007	Seligman LaSalle Real Estate Fund Series, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000065	31-DEC-2007	Seligman Income and Growth Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000064	31-DEC-2007	Seligman High Income Fund Series	ALL	N	SEC	Not applicable															
0001258897-08-000063	31-DEC-2007	Seligman Global Fund Series, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000062	31-DEC-2007	Seligman Growth Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000061	31-DEC-2007	Seligman Frontier Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000060	31-DEC-2007	Seligman Communications & Information, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000059	31-DEC-2007	Seligman Common Stock Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000058	31-DEC-2007	Seligman Cash Management Fund, Inc.	ALL	N	SEC	Not applicable															
0001258897-08-000057	31-DEC-2007	Seligman Capital Fund, Inc.	ALL	N	SEC	Not applicable															
0001261763-08-000002	31-DEC-2007	Law Debenture Trust Company of New York	NONE	N	SEC	Not applicable		30	188	371	0	0									0
0001140370-08-000002	31-DEC-2007	Stalt Incorporated	NONE	N	SEC	Not applicable		1714	11753	11753	0	0	0			Yes			0	0	0
0000838135-08-000006	31-DEC-2007	Branch Banking and Trust Company	NONE	N	FDIC	Not applicable		22587	200201	270569	70368	0	0			Yes			0	0	7289
0000838729-08-000003	31-DEC-2007	First National Bank of Pulaski	NONE	N	OCC	Not applicable		122	1500	1500	0	0	0			Not Applicable			0	0	0
0000950152-08-002367	31-DEC-2007	Federal Deposit Insurance Corporation	NONE	N	FDIC	Not applicable		394	413	110	110	0									0
0000838141-08-000002	31-DEC-2007	Hancock Bank	NONE	Y	FDIC	Not applicable		1079	20185	20185	9802	0	0			Yes			19148	0	50
0000849542-08-000003	31-DEC-2007	PFPC Inc.	SOME	Y	SEC	Yes, filed amendment(s)		1507539	17747914	17748173	17470955	0	0			Yes			180154892	540247	4564
0001218371-08-000005	31-DEC-2007	Harford Bank	NONE	N	FDIC	Not applicable		132	613	771	567	158									0
0001088910-08-000002	31-DEC-2007	Viking Fund Management, LLC	NONE	N	SEC	Yes, filed amendment(s)		61	1479	1479	0	0	0			Yes			4086	23	0
0001142874-08-000005	31-DEC-2007	Community First Bank & Trust	NONE	N	FDIC	Not applicable		176	2090	2090	0	0	0			Yes			0	0	0
0001145896-08-000006	31-DEC-2007	MVB Bank, Inc.	NONE	N	FDIC	Not applicable		36	1021	1021	0	0	0			Yes			0	0	0
0000821007-08-000003	31-DEC-2007	Evergreen Service Company	SOME	N	SEC	No, failed to file amendment(s)	Evergreen did not update the TA-1 filing to contain the details of its settlement with the SEC that occurred in September 2007.	21859	1319400	1319400	1246282	0	0			Yes			436724	3298	716
0000735190-08-000002	31-DEC-2007	The Monarch Cement Company	NONE	N	SEC	Not applicable		100	638	638	0	0									0
0000944496-08-000003	31-DEC-2007	Mellon Investor Services LLC	NONE	Y	SEC	Yes, filed amendment(s)		797589	21304333	21306448	1496792	6292235	0			Yes			0	0	701147
0001083545-08-000002	31-DEC-2007	Bullfinch Fund, Inc.	NONE	N	SEC	Not applicable		0	183	183	183	0									0
0000838935-08-000002	31-DEC-2007	NBT Bank, National Association	NONE	N	OCC	Not applicable		1939	7434	7434	3977	0	0			Yes			0	0	32
0001128776-08-000003	31-DEC-2007	Hartford Investor Services Company (HISC) LLC/TA	SOME	N	SEC	Not applicable		0	765	765	765	0									0
0000915794-08-000004	31-DEC-2007	Phoenix Equity Planning Corporation	SOME	N	SEC	Yes, filed amendment(s)		0	510480	510480	0	0	0			Yes			342616	759	67
0001030030-08-000003	31-DEC-2007	North Carolina Shareholder Services, LLC	NONE	N	SEC	Yes, filed amendment(s)		0	8194	8194	8194	4012	0			Yes			35791	90	0
0001169232-08-001471	31-DEC-2007	Manning & Napier Advisors, Inc.	SOME	N	SEC	No, failed to file amendment(s)	Citi Fund Services Ohio, Inc. failed to notify us that they registered with the OCC as of 9/21/07.	118	0	5638	0	0									0
0001146230-08-000008	31-DEC-2007	Computershare Inc.	SOME	Y	SEC	Yes, filed amendment(s)		1559550	17040077	17056405	5297372	7996383	3	Yes		Yes			0	0	272569
0001145892-08-000002	31-DEC-2007	Computershare Trust Company, N.A.	ALL	Y	OCC	Yes, filed amendment(s)															
0001108200-08-000006	31-DEC-2007	Computershare Investor Services, LLC	ALL	N	SEC	No, failed to file amendment(s)	Failed to file amendment within 60 days.														
0001105607-08-000089	31-DEC-2007	Waddell & Reed Services Company	NONE	N	SEC	Not applicable		35713	3275510	3275510	3228961	0	0			Yes			12467941	50808	509
0001327398-08-000001	31-DEC-2007	Citigroup Fund Services, LLC, dba Forum Shareholder Services	SOME	Y	OCC	Yes, filed amendment(s)		69020	14000	14000	7248	0	0			Yes			510284	2406	43
0000735046-08-000002	31-DEC-2007	Southwest Gas Corporation	NONE	N	SEC	Not applicable		2527	22691	22691	20143	0	0			Yes			0	0	49
0000737074-08-000001	31-DEC-2007	USAATransfer Agency Company, dba USAA Shareholder Account Services	NONE	N	SEC	Yes, filed amendment(s)		0	2824657	2824657	2781108	0	0			Yes			10582717	31350	6
0001174540-08-000022	31-DEC-2007	ACS HR Solutions, LLC	NONE	Y	SEC	Not applicable		0	0	0	0	0									0
0000950123-08-003432	31-DEC-2007	Diversified Investment Advisors, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	20387	0	0	0	0			Yes			4850136	0	0
0001385488-08-000005	31-DEC-2007	Simmons First Trust Co NA/TA	NONE	N	OCC	Not applicable		1337	2271	616	615	1	0			Yes			0	0	5
0000878029-08-000003	31-DEC-2007	Millburn Ridgefield Corporation	NONE	N	SEC	Not applicable		806	20406	20406	0	20406	0			Yes			7243	0	0
0001162044-08-000175	31-DEC-2007	Potkul Capital Management LLC	NONE	N	SEC	Not applicable		0	22	22	0	22									0
0001319791-08-000002	31-DEC-2007	SYNTEL SOURCING PRIVATE LIMITED	NONE	N	SEC	Yes, filed amendment(s)		0	0	3498372	3312744	0									0
0001141917-08-000004	31-DEC-2007	Lincoln Retirement Services Company LLC	SOME	N	SEC	Yes, filed amendment(s)		0	2327138	2327138	2306267	0	0			Yes			0	0	0
0000002380-08-000003	31-DEC-2007	Administrative Data Management, Corp.	NONE	N	SEC	Not applicable		7475	515505	515505	499977	0	0			Yes			2257252	18085	284
0001169232-08-001467	31-DEC-2007	Graybar Electric Company Inc.	ALL	N	SEC	Not applicable															
0000734611-08-000005	31-DEC-2007	Cincinnati Financial Corporation	SOME	N	SEC	Not applicable		2508	11959	15945	3986	0	0			Yes			0	0	1117
0000838587-08-000002	31-DEC-2007	The Juniata Valley Bank	NONE	N	FDIC	Not applicable		2	15	0	0	0									0
0000842657-08-000003	31-DEC-2007	DWS Scudder Investments Service Corp.	ALL	N	SEC	Yes, filed amendment(s)															
0000850606-08-000009	31-DEC-2007	Community Bank	NONE	N	SEC	Not applicable		72	449	0	0	0									0
0001316141-08-000004	31-DEC-2007	Transhare Corporation	NONE	N	SEC	Yes, filed amendment(s)		1426	2928	0	0	0	0			Yes			0	0	0
0000880569-08-000001	31-DEC-2007	Retirement System Consultants Inc.	SOME	N	SEC	Not applicable		0	245	245	0	0									0
0001136830-08-000002	31-DEC-2007	Investors Real Estate Trust	NONE	N	SEC	Not applicable		1080	4597	4597	3752	0	0			Yes			0	0	0
0001093287-08-000015	31-DEC-2007	Transfer Online, Inc.	NONE	N	SEC	Not applicable		14137	137653	137653	0	579	0			Yes			0	0	0
0001096906-08-000503	31-DEC-2007	Interwest Transfer Co., Inc.	NONE	N	SEC	Not applicable		22529	257298	257298	0	0	0			Yes			0	0	0
0001096906-08-000504	31-DEC-2007	Progressive Transfer Corp.	NONE	N	SEC	Not applicable		583	13070	13070	0	0	0			Yes			0	0	0
0001104659-08-019962	31-DEC-2007	Prudential Mutual Fund Services LLC	SOME	N	SEC	Yes, filed amendment(s)		73074	0	0	0	0	0			Not Applicable			1594631	2640	350
0000838318-08-000003	31-DEC-2007	Baylake Bank	NONE	N	BGFRS	Not applicable		414	0	1764	1229	0									0
0000735241-08-000017	31-DEC-2007	PRESIDENTIAL LIFE CORPORATION	NONE	N	SEC	Not applicable		101	569	0	0	0									0
0001104659-08-019906	31-DEC-2007	American Patriot Bank	NONE	N	FDIC	No, failed to file amendment(s)	TA-1 has been filed, but did not meet the 60 day deadline.	675	1593	1593	0	0	0			Yes			0	0	0
0000735241-08-000015	31-DEC-2006	PRESIDENTIAL LIFE CORPORATION	NONE	N	SEC	Not applicable		105	567	0	0	0									0
0000826074-08-000002	31-DEC-2007	Unico American Corporation	NONE	N	SEC	Not applicable		22	370	370	0	0									1
0001430521-08-000005	31-DEC-2007	Hudson Valley Bank N.A	NONE	N	OCC	Yes, filed amendment(s)		453	1210	1215	0	5	0			Yes			0	0	0
0001104659-08-019850	31-DEC-2007	Stralem Fund	NONE	N	SEC	Not applicable		0	284	0	0	0									0
0001071069-08-000004	31-DEC-2007	ProFutures, Inc.	NONE	N	SEC	Yes, filed amendment(s)		25	978	978	0	0									0
