ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001062993-16-008629	31-DEC-2015	CST Investor Services Inc.	SOME	Y	SEC	No, failed to file amendment(s)	Failed to file amended TA-1 for name change within 60 days, filed amended TA-1 on Jan 27, 2015 for director change and included the name change. Failed to file amended TA-1 for director changes and filed amended TA-1 on March 30, 2016.	92321	1217821	225451	187595	37856	0			Yes			0	0	0
0001085284-16-000002	31-DEC-2015	Wichita National life Insurance Company	NONE	N	SEC	Not applicable		18	480	480	0	0									0
0001030030-16-000002	31-DEC-2015	Nottingham Shareholder Services, LLC	NONE	N	SEC	Not applicable		0	10758	10758	7470	9905	0			Yes			36970	43	0
0000826613-16-000006	31-DEC-2015	Dominion Resources Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		4098	129207	129207	111895	20698	0			Yes			0	0	153
0000769188-16-000007	31-DEC-2015	MFS Service Center, Inc.	SOME	N	SEC	Yes, filed amendment(s)		21964	1220419	1220419	1150032	0	0			Not Applicable			10899049	406169	579
0001077223-16-000023	31-DEC-2015	VANTAGEPOINT TRANSFERT AGENTS, LLC	SOME	N	SEC	No, failed to file amendment(s)	Former employee inadvertently failed to file TA-1 amendment to indicate change in company new registrants.	0	115284	115284	0	0	0			Not Applicable			1599280	18103	0
0001146230-16-000031	31-DEC-2015	Computershare Inc.	SOME	Y	SEC	Yes, filed amendment(s)		1249855	18145610	18145962	5893568	7628613	0			Yes			0	0	123740
0000854890-16-000004	31-DEC-2015	Boston Trust & Investment Management Company	SOME	N	FDIC	Yes, filed amendment(s)		0	36	36	0	0									0
0001145892-16-000004	31-DEC-2015	Computershare Trust Company, N.A.	ALL	Y	OCC	Not applicable															
0000853452-16-000003	31-DEC-2015	National Bank of Middlebury	NONE	N	OCC	Not applicable		27	387	496	0	109									0
0000891010-16-000003	31-DEC-2015	Over The Counter Stock Transfer Inc	NONE	N	SEC	Not applicable		650	97079	30	0	16	0			Yes			0	0	0
0001145697-16-000002	31-DEC-2015	Fulton Bank, National Association	NONE	N	OCC	Not applicable		1209	20265	20265	10192	207	0			Yes			0	0	56
0001064418-16-000009	31-DEC-2015	Milliman, Inc.	NONE	Y	SEC	Not applicable		0	0	0	0	0									0
0001083545-16-000003	31-DEC-2015	Bullfinch Fund, Inc.	NONE	N	SEC	Not applicable		0	149	149	149	0									0
0001218371-16-000004	31-DEC-2015	Harford Bank	ALL	N	FDIC	Not applicable															
0001007444-16-000048	31-DEC-2015	LPL Financial LLC	SOME	N	SEC	Yes, filed amendment(s)		338603	12800	12800	12783	0	0			Yes			13114514	0	0
0001316141-16-000004	31-DEC-2015	Transhare Corporation	NONE	N	SEC	Yes, filed amendment(s)		1017	13627	13627	0	2	0			Yes			0	0	0
0001545030-16-000004	31-DEC-2015	Wilmington Savings Fund Society, FSB	NONE	N	OCC	Not applicable		199	481	481	0	0									0
0001413398-16-000016	31-DEC-2015	Morgan Stanley Services Co Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	1422	1422	1422	0	0			Not Applicable			19632	0	0
0001599918-16-000014	31-DEC-2015	Delaware Investments Fund Services Company	ALL	N	SEC	Not applicable															
0000839266-16-000004	31-DEC-2015	Alerus Financial, N.A.	SOME	N	OCC	Not applicable		1	23	23	0	0									0
0000746972-16-000002	31-DEC-2015	OTR, Inc.	NONE	N	SEC	Not applicable		3958	40364	40364	0	26	0			Yes			0	0	0
0001452780-16-000007	31-DEC-2015	DST Worldwide Services India Private Limited	NONE	Y	SEC	Yes, filed amendment(s)		15297	0	0	0	0	0			Not Applicable			381984	507	0
0001049169-16-000024	31-DEC-2015	ALPS Fund Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		8607	430114	430114	354435	430114	0			Yes			2111011	339482	211
0000831495-16-000019	31-DEC-2015	Delaware Service Company, Inc.	ALL	N	SEC	Not applicable															
0001140361-16-059421	31-DEC-2015	Georgia Bank & Trust Company of Augusta	NONE	N	FDIC	Not applicable		82	459	459	0	0									0
0001022437-16-000005	31-DEC-2015	Deutsche Bank AG	SOME	N	BGFRS	Not applicable		0	0	104	0	0									0
0000842657-16-000036	31-DEC-2015	DeAWM Service Company	ALL	N	SEC	Yes, filed amendment(s)															
0000870156-16-000074	31-DEC-2015	AdminiSystems, Inc.	NONE	N	SEC	Not applicable		16	22	22	18	0									0
0001393905-16-000805	31-DEC-2015	Empire Stock Transfer Inc.	NONE	N	SEC	Not applicable		3941	42610	42610	0	255	0			Yes			0	0	0
0000854729-16-000006	31-DEC-2015	UMB Bank, National Association	NONE	Y	OCC	Not applicable		138	26988	26988	0	0	0			Yes			0	0	6
0000848027-16-000005	31-DEC-2015	Deutsche Bank National Trust Company	SOME	N	OCC	Not applicable		0	0	0	0	0									0
0001460584-16-000004	31-DEC-2015	Bangor Savings Bank	NONE	N	FDIC	Not applicable		44	1	1	0	1									0
0000868275-16-000011	31-DEC-2015	Saturna Capital Corporation	NONE	N	SEC	Yes, filed amendment(s)		0	32865	32865	32865	0	0			Not Applicable			151731	25	5
0000024179-16-000009	31-DEC-2015	Continental Stock Transfer & Trust Company	NONE	Y	SEC	Not applicable		48047	1644710	1644710	49198	78440	0			Yes			0	0	4085
0001630490-16-000008	31-DEC-2015	FIS Investor Services LLC	NONE	Y	SEC	No, failed to file amendment(s)	Form TA-1 amendment to change SunGard Investor Services LLC to FIS Investor Services LLC, and the addition of Citi Fund Services Ohio in 2d was not filed within 60 days.	97247	505740	505740	414535	0	0			Yes			4037420	46271	101
0001171520-16-000892	31-DEC-2015	Equity Stock Transfer, LLC	NONE	N	SEC	Yes, filed amendment(s)		1138	3868	3868	0	10	0			Yes			0	0	0
0000913181-16-000025	31-DEC-2015	Rydex Fund Services, LLC	SOME	Y	SEC	Yes, filed amendment(s)		3336	109058	109058	108756	0	0			Not Applicable			3460440	10303	43
0000734846-16-000002	31-DEC-2015	Ameren Services Company	NONE	N	SEC	Not applicable		5423	54164	44825	37746	7079	0			Yes			0	0	60
0001459537-16-000002	31-DEC-2015	The First Bancorp	NONE	N	OCC	Not applicable		60	719	719	293	58									0
0001103598-16-000007	31-DEC-2015	NYLIM Service Company LLC	SOME	N	SEC	Not applicable		14853	0	0	0	0	0			Yes			178968	10	0
0000734751-16-000006	31-DEC-2015	Duke Energy Corporation	NONE	N	SEC	Not applicable		16055	166228	166228	150900	72176	0			Yes			0	0	4331
0001397265-16-000006	31-DEC-2015	BancFirst Trust and Investment Management	NONE	N	FDIC	Not applicable		43	2850	2850	0	1	0			Not Applicable			0	0	0
0001023613-16-000004	31-DEC-2015	Citizens National Bank of Cheboygan	NONE	N	OCC	Not applicable		54	918	918	0	0									0
0001470814-16-000002	31-DEC-2015	Great Lakes Fund Solutions, Inc.	NONE	N	SEC	Not applicable		19	1326	1326	0	0	0			Yes			0	0	0
0000276398-16-000007	31-DEC-2015	Shareholder Services Inc.	NONE	Y	SEC	Yes, filed amendment(s)		1343770	3582218	3582218	3582169	3581945	0			Yes			15361046	120865	806
0001558234-16-000003	31-DEC-2015	OFI Global Asset Management, Inc.	ALL	N	SEC	Not applicable															
0001169743-16-000028	31-DEC-2015	J. D. Clark & Co., Inc.	SOME	Y	SEC	Yes, filed amendment(s)		520	43838	43838	300	0	0			Not Applicable			0	0	0
0000737074-16-000008	31-DEC-2015	USAA Transfer Agency Company, dba USAA Shareholder Account Services	SOME	N	SEC	Yes, filed amendment(s)		26810	2558540	2558540	2520976	0	0			Yes			9613950	15042	195
0000733598-16-000004	31-DEC-2015	AllianceBernstein Investor Services, Inc.	NONE	Y	SEC	Not applicable		8629	878810	878810	853685	442831	0			Yes			6386830	212701	25
0001073944-16-000013	31-DEC-2015	UMB Fund Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		246796	412758	412758	96859	294353	0			Yes			1631938	15109	5
0000019617-16-000917	31-DEC-2015	JP Morgan Chase Bank, National Association	SOME	Y	OCC	Yes, filed amendment(s)		700	10958	10958	0	0	0			Yes			9445	0	0
0000838141-16-000006	31-DEC-2015	Whitney Bank, Previously Hancock Bank	SOME	N	FDIC	Yes, filed amendment(s)		8998	75318	75318	64078	1933	0			Yes			183968	0	295
0000721748-16-001098	31-DEC-2015	Pacific Stock Transfer Company	SOME	N	SEC	Yes, filed amendment(s)		8134	382194	382194	0	0	0			Yes			0	0	0
0000027048-16-000009	31-DEC-2015	DST Systems, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		459900	5044848	5044848	3561012	75116	0			Yes			19807041	124546	329
0001178677-16-000004	31-DEC-2015	BNY Mellon Trust Company of Illinois	ALL	N	BGFRS	Not applicable															
0001146032-16-000008	31-DEC-2015	Banco Popular de Puerto Rico	SOME	N	BGFRS	Not applicable		1276	9644	13814	9535	44	0			Yes			1857	0	59
0001354488-16-006723	31-DEC-2015	DIRECT TRANSFER LLC	NONE	Y	SEC	Yes, filed amendment(s)		2861	31635	31635	0	24	0			Yes			0	0	261
0000950123-16-015558	31-DEC-2015	Ultimus Asset Services, LLC	NONE	N	SEC	Not applicable		25510	111392	111392	110420	110420	0			Yes			429853	3987	72
0000067590-16-001696	31-DEC-2015	Prudential Mutual Fund Services LLC	SOME	N	SEC	Yes, filed amendment(s)		14	0	0	0	0									146
0001410578-16-000750	31-DEC-2015	CH2M HILL Companies, Ltd.	NONE	N	SEC	Not applicable		22342	7546	7546	3915	0	0			Yes			0	0	0
0001077455-16-000002	31-DEC-2015	Trautmann, Maher & Associates, Inc.	NONE	Y	SEC	Not applicable		0	0	2742	0	0									0
0000839196-16-000003	31-DEC-2015	Zions First National Bank	NONE	Y	OCC	Not applicable		2257	33634	33634	2182	19	0			Yes			0	0	307
0001144204-16-090511	31-DEC-2015	Madison Stock Transfer Inc.	SOME	N	SEC	Not applicable		2316	32848	32848	0	4	0			Yes			0	0	0
0000896852-16-000019	31-DEC-2015	Invesco Canada Ltd/Invesco Canada Ltee, doing business as Invesco Enterprise Services/Services Entreprise Invesco, and Invesco	NONE	Y	SEC	No, failed to file amendment(s)	The Registrant filed an amendment on 02/22/2016 which was not within the 60 calendar days. The amendment was to remove an officer off the list of directors and officers. It was inadvertently not disclosed due to a clerical oversight.	15146	1653213	1653213	1601538	0	0			Yes			905430	1834	580
0001308973-16-000006	31-DEC-2015	Transamerica Fund Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		784	245408	245408	239908	0	0			Not Applicable			699058	1	23
0000067590-16-001694	31-DEC-2015	Prudential Mutual Fund Services LLC	SOME	N	SEC	Yes, filed amendment(s)		14	0	0	0	0									146
0000913801-16-000002	31-DEC-2015	Advance Capital Group, Inc.	NONE	N	SEC	Not applicable		368	6449	6449	6419	6449	0			Yes			37612	46	0
0000735407-16-000002	31-DEC-2015	Madison Gas and Electric Company/TA	SOME	N	SEC	Not applicable		841	18291	18291	17113	3743	0			Yes			0	0	17
0001451217-16-000004	31-DEC-2015	SEI Institutional Transfer Agent, Inc.	SOME	N	SEC	Not applicable		2394	78404	78404	67989	0	0			Yes			984262	619	0
0001214659-16-010467	31-DEC-2015	Quicksilver Stock Transfer, LLC	NONE	N	SEC	Not applicable		360	14543	14543	0	9	0			Not Applicable			0	0	0
0001145722-16-000002	31-DEC-2015	Bank of the Ozarks	NONE	N	FDIC	Not applicable		323	1401	1401	0	0	0			Yes			0	0	0
0000838927-16-000010	31-DEC-2015	BANK OF AMERICA N.A.	SOME	N	OCC	Not applicable		0	733	733	0	0									1
0000826074-16-000004	31-DEC-2015	Unico American Corporation	NONE	N	SEC	Not applicable		10	276	278	0	2									1
0001026006-16-000006	31-DEC-2015	Signature Stock Transfer, Inc.	NONE	N	SEC	Not applicable		5702	107774	107774	0	0	0			Yes			0	0	4453
0001096906-16-001476	31-DEC-2015	Interwest Transfer Co., Inc	NONE	Y	SEC	Not applicable		5702	255005	255005	0	680	0			Yes			0	0	0
0001096906-16-001475	31-DEC-2015	Progressive Transfer Corp.	SOME	N	SEC	Not applicable		320	3082	3082	0	12	0			Yes			0	0	0
0001354488-16-006692	31-DEC-2015	Mountain Share Transfer, LLC.	SOME	N	SEC	Not applicable		339	13382	13382	0	0	0			Yes			0	0	0
0001354488-16-006675	31-DEC-2015	Manhattan Transfer Registrar Company	NONE	N	SEC	Yes, filed amendment(s)		1680	30392	30392	0	22	0			Yes			0	0	0
0000810417-16-000003	31-DEC-2015	Edward D. Jones & Co., L.P. d/b/a Edward Jones	NONE	N	SEC	Not applicable		0	1791579	1791579	0	0	0			Yes			53373528	31342	245
0001474589-16-000008	31-DEC-2015	Diamond Hill Capital Management, Inc. TA	ALL	N	SEC	Yes, filed amendment(s)															
0000735286-16-000018	31-DEC-2015	The Vanguard Group, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		2027378	19460740	19460740	18060402	0	0			Not Applicable			74474843	289898	2186
0001603694-16-000004	31-DEC-2015	THE OHIO VALLEY BANK COMPANY	SOME	N	BGFRS	Not applicable		222	2177	2177	1839	170	0			Yes			0	0	0
0001506388-16-000004	31-DEC-2015	American Family Life Assurance Company of Columbus	NONE	Y	SEC	Not applicable		6967	0	0	0	0	0			Yes			0	0	0
0001388002-16-000005	31-DEC-2015	HSBC Bank USA, N.A	NONE	N	OCC	Not applicable		1768	5186	5186	0	0	0			Yes			0	0	56
0001054377-16-000008	31-DEC-2015	Sansima Consulting Group, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001419454-16-000013	31-DEC-2015	Fidelity Business Services India Private Limited	NONE	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001133702-16-000008	31-DEC-2015	National Financial Services LLC	NONE	Y	SEC	Yes, filed amendment(s)		1639253	31307348	31307348	29719520	0	0			Not Applicable			180387238	2809948	5414
0000862124-16-000017	31-DEC-2015	Fidelity Investments Institutional Operations Company, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		491010	23263723	23263723	23047693	0	0			Not Applicable			839455774	1665271	116
0000823579-16-000004	31-DEC-2015	COLONIAL STOCK TRANSFER COMPANY, INC.	NONE	N	SEC	Not applicable		1855	63655	63655	0	29	0			Yes			0	0	0
0000940394-16-002246	31-DEC-2015	Eaton Vance Management	NONE	Y	SEC	Not applicable		0	0	183157	183157	0									0
0001493152-16-008208	31-DEC-2015	Transfer Online, Inc.	NONE	N	SEC	Not applicable		7288	59216	59216	0	2148	0			Yes			0	0	0
0000838966-16-000002	31-DEC-2015	Huntington National Bank/OH/TA	NONE	Y	OCC	Not applicable		125	28283	28283	0	0	0			Yes			0	0	0
0000854922-16-000005	31-DEC-2015	The Bank of New York Mellon	SOME	Y	BGFRS	Yes, filed amendment(s)		4685	388020	388020	14952	0	0			Yes			0	0	2845
0001410578-16-000745	31-DEC-2015	Pacific Global Investor Services, Inc.	NONE	N	SEC	Not applicable		639	5086	5086	4662	0	0			Yes			12872	23	0
0001162044-16-001643	31-DEC-2015	Mutual Shareholder Services, LLC	NONE	N	SEC	Not applicable		0	51049	51049	43009	0	0			Yes			183395	177	23
0000810704-16-000010	31-DEC-2015	Primerica Shareholder Services, Inc.	SOME	Y	SEC	No, failed to file amendment(s)	Due to an oversight, the transfer agent engagement with Franklin Templeton Investor Services, LLC was not disclosed timely on a TA-1 amendment.	0	0	0	0	0									0
0001144204-16-089771	31-DEC-2015	Parnassus Investments	NONE	N	SEC	Not applicable		0	52134	52134	52134	0	0			Yes			286191	0	0
0001003297-16-000628	31-DEC-2015	Security Land and Development Corp.	NONE	N	SEC	Not applicable		4	729	729	0	1									0
0001387131-16-004673	31-DEC-2015	U.S. Bancorp Asset Management, Inc.	NONE	N	SEC	Not applicable		0	1297	1297	0	0	0			Yes			76915	0	0
0000950123-16-015496	31-DEC-2015	WADDELL & REED SERVICES Co (dba WI Services Company)/TA	NONE	N	SEC	Yes, filed amendment(s)		97936	4285082	4285082	4213421	0	0			Yes			24393456	98523	1114
0000788603-16-000015	31-DEC-2015	National Financial Data Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		102678	3341060	3341060	2971002	0	0			Yes			30517073	32442	163
0000275143-16-000019	31-DEC-2015	Boston Financial Data Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		209675	9033580	11813816	9531395	0	0			Yes			58341162	58080	1429
0001377969-16-000002	31-DEC-2015	The Canandaigua National Bank and Trust Company	NONE	N	OCC	Not applicable		497	1427	1457	0	0	0			Yes			0	0	0
0000950123-16-015490	31-DEC-2015	Dupree & Co Inc	NONE	N	SEC	Not applicable		0	9301	7210	6493	1241	0			Yes			17119	19	0
0000922838-16-000005	31-DEC-2015	web401k.com, Inc.	NONE	N	SEC	Not applicable		0	0	5403	0	0									0
0000838155-16-000010	31-DEC-2015	Manufacturers and Traders Trust Company	ALL	N	BGFRS	Not applicable															
0001604325-16-000005	31-DEC-2015	Wilmington Trust, National Association	ALL	N	OCC	Not applicable															
0001458661-16-000011	31-DEC-2015	Wilmington Trust Company	NONE	Y	BGFRS	Not applicable		3473	37601	37601	0	0	0			Yes			0	0	27
0000911282-16-000004	31-DEC-2015	Phoenix Transfer, Inc	NONE	N	SEC	Not applicable		5150	66916	74220	2437	0	0			Not Applicable			0	0	0
0000771845-16-000005	31-DEC-2015	RISK, GEORGE INDUSTRIES, INC.	NONE	N	SEC	Not applicable		19	1185	1185	0	0	0			Yes			0	0	0
0000896852-16-000017	31-DEC-2015	Invesco Investment Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		368886	1653213	1653213	1601538	0	0			Yes			12450545	87372	580
0000724935-16-000010	31-DEC-2014	COLUMBIA STOCK TRanSFER COMPANY	SOME	N	SEC	Not applicable		682	37242	37242	0	0	0			Yes			0	0	0
0000724935-16-000009	31-DEC-2015	COLUMBIA STOCK TRNASFER COMPANY	SOME	N	SEC	Not applicable		398	23977	23977	0	0	0			Yes			0	0	0
0001571049-16-013249	31-DEC-2015	Worldwide Stock Transfer LLC	NONE	Y	SEC	Not applicable		1709	29888	29888	0	445	0			Yes			0	0	0
0000950123-16-015474	31-DEC-2015	Freedom Funds Management Company	NONE	N	SEC	Not applicable		343	11945	9658	8483	0	0			Yes			9958	32	2
0001090027-16-000006	31-DEC-2015	PlanMember Services Corporation	NONE	Y	SEC	Not applicable		0	0	0	0	0									0
0001451316-16-000010	31-DEC-2015	Franklin Templeton Investment Services GmbH	NONE	Y	SEC	Yes, filed amendment(s)		189	46533	46533	0	0	0			Yes			80973	719	0
0001432532-16-000008	31-DEC-2015	Franklin Templeton Investments Poland sp. z o.o.	NONE	Y	SEC	Yes, filed amendment(s)		17825	0	0	0	0	0			Yes			124664	20498	0
0001432531-16-000008	31-DEC-2015	Franklin Templeton International Services (India) Private Limited	NONE	Y	SEC	Yes, filed amendment(s)		13877	0	0	0	0	0			Yes			523716	21005	0
0000353291-16-000008	31-DEC-2015	Franklin Templeton Investor Services, LLC	SOME	N	SEC	Not applicable		312785	2874096	2874096	0	0	0			Yes			17441122	1256785	769
0001419200-16-000003	31-DEC-2015	Atlantic Shareholder Services, LLC	NONE	N	SEC	Not applicable		8002	36628	36628	30081	0	0			Yes			145667	977	10
0000878605-16-000007	31-DEC-2015	Wilson Bank & Trust Company	NONE	N	FDIC	Not applicable		440	3734	2516	1	0	0			Yes			0	0	0
0000950123-16-015471	31-DEC-2015	Columbia Management Investment Services Corp.	SOME	Y	SEC	Yes, filed amendment(s)		610079	926715	1745620	1471838	0	0			Not Applicable			10036680	167480	54
0001021742-16-000006	31-DEC-2015	The Peoples Bank	NONE	N	FDIC	Not applicable		66	3681	3681	460	2	0			Yes			0	0	0
0001145888-16-000004	31-DEC-2015	First Northern Community Bancorp	NONE	N	BGFRS	Not applicable		82	1324	1324	0	0	0			Not Applicable			0	0	3
0000899635-16-000005	31-DEC-2015	Integrity Fund Services, LLC	NONE	N	SEC	Not applicable		35222	230423	81857	76263	81851	0			Yes			115695	527	0
0000734700-16-000002	31-DEC-2015	Goldman,Sachs & Co.	SOME	N	SEC	Not applicable		7610	207388	207388	155763	0	0			Yes			4118280	2063	44
0001562770-16-000006	31-DEC-2015	Virtus Fund Services, LLC	SOME	N	SEC	Yes, filed amendment(s)		0	117725	117725	0	0	0			Yes			10999	0	0
0001401565-16-000006	31-DEC-2015	Regions Bank	NONE	N	BGFRS	Not applicable		34	2325	2325	0	0	0			Yes			0	0	0
0001179706-16-000354	31-DEC-2015	Hewlett-Packard Administrative Services LLC	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001020337-16-000006	31-DEC-2015	Principal Shareholder Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		2023	975601	975601	921537	0	0			Yes			1638303	7692	128
0001545615-16-000002	31-DEC-2015	Hawaiian Electric Industries, Inc.	SOME	N	BGFRS	Not applicable		931	7121	28051	24697	681	0			Yes			0	0	12
0001388002-16-000004	31-DEC-2014	HSBC Bank USA, N.A.	NONE	N	OCC	Yes, filed amendment(s)		1997	5678	5678	0	0	0			Yes			0	0	26
0000019617-16-000916	31-DEC-2015	JP Morgan AG	ALL	N	OCC	Not applicable															
