ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0001380486-08-000003	registrationDeniedOrSuspended	1	FIRST OMAHA SECURITIES	FILE NO 76-0-343	08-SEP-1976	U.S. SECURITIES AND EXCHANGE COMMISSION	IN SETTLEMENT OF SEC ACTION DATED 09/08/76, THROUGH US DISTRICT COURT OF NEBRASKA, FIRST OMAHA SECURITIES WAS PERMANENTLY ENJOINED FROM ENGAGING IN ANY ACT WHICH WOULD VIOLATE SEC RULES 15C3-1; 15C3-2; 17A-3; 17A-11; 17A-13.	THE ABOVE SANCTIONS WERE AGREED TO IN SETTLEMENT OF PROCEEDINGS WITHOUT ADMITTING OR DENYING THE ALLEGATIONS.
0001380486-08-000003	fsrViolationOfInvestmentRelatedRegulation	2	AMERITRADE, INC	1C07-CAF-03	07-FEB-2007	TEXAS STATE SECURITIES BOARD	VIOLATION OF BOARD RULE 115.10(B) (1)	STATE OF TEXAS CENSURED AND FINED AMERITRADE $200,000.00.
0001380486-08-000003	fsrViolationOfInvestmentRelatedRegulation	1	FIRST OMAHA SECURITIES CORPORATION	FILE NO. 88-261	20-MAR-1979	STATE OF ILLINOIS	VIOLATION OF SECTION 12D OF THE ILLINOIS SECURITIES ACT	STATE OF ILLINOIS CENSURED AND FINED FIRST OMAHA SECURITIES CORPORATION $500.00 IN SETTLEMENT, THE FIRM NEITHER ADMITTED NOR DENIED ALLEGATIONS.
0001380486-08-000003	fsrRegistrationDeniedOrSuspended	1	FIRST OMAHA SECURITIES CORPORATION	ORDER OF PROHIBITION	05-OCT-1978	STATE OF WISCONSIN	STATE OF WISCONSIN PROHIBITED FIRST OMAHA SECURITIES CORPORATION FROM TRANSACTIONS WITH WISCONSIN RESIDENTS TO A FULL REGISTRATION WAS ACCOMPLISHED.	ORDER VACATED 03/07/1979
0001380486-08-000003	fsrFoundOrderAgainstApplicant	1	FIRST OMAHA SECURITIES CORPORATION	ORDER OF PROHIBITION	05-OCT-1978	STATE OF WISCONSIN	STATE OF WISCONSIN PROHIBITED FIRST OMAHA SECURITIES CORPORATION FROM TRANSACTIONS WITH WISCONSIN RESIDENTS TO A FULL REGISTRATION WAS ACCOMPLISHED.	ORDER VACATED 03/07/1979
0001380486-08-000003	violationOfRegulations	2	THE TORONTO DOMINION BANK	FINAL CONSENT JUDGEMENT	02-AUG-1989	U.S. Securities and Exchange Commission	VIOLATIONS OF SECTION 7(D) OF THE EXCHANGE ACT AND REGULATION U OF THE FEDERAL RESERVE BOARD AND, AGAINST THE TORONTO-DOMINION BANK TRUST COMPANY AGAINST AIDING AND ABETTING VIOLATIONS OF SECTION 7 (F) OF THE EXCHANGE ACT AND REGULATION X OF THE FEDERAL RESERVE BOARD.	FINAL CONSENT JUDGMENT, ON SEPTEMBER 25, 1989 , TO A PERMANENT INJUNCTION AGAINST THE TORONTO-DOMINION BANK, WITHOUT ADMISSION OF GUILT OR DENIAL OF THE ALLEGATIONS.
0000752336-08-000001	violationOfRegulations	1	United Services Advisers & Clark Aylsworth	Order Instituting Proceedings, Making Findings & Imposing Remedial Santions	08-SEP-1989	SEC	Order and Remedial Sanctions	Final
0001339630-08-000002	violationOfRegulations	1	U.S. Bank National Association	Cease & Desist / Monetary Fine	02-SEP-2005	Securities and Exchange Commission	On September 2, 2005, the Securities and Exchange Commission ('SEC') instituted administrative and cease-and desist proceedings (File No. 3-12029), making findings and SEC regarding the same; and cooperate fully with the SEC in any investigations or other proceedings relating to the matters described in the order.	On September 15, 2005, U.S. Bank paid a civil monetary penalty of $500,000. For additional details about the disposition of the proceeding, see response to 10( C) (2)(v).
0001339630-08-000002	registrationDeniedOrSuspended	1	U.S. Bank National Association	Cease & Desist / Monetary Fine	02-SEP-2005	Securities and Exchange Commission	On September 2, 2005, the Securities and Exchange Commission ('SEC') instituted administrative and cease-and desist proceedings (File No. 3-12029), making findings and SEC regarding the same; and cooperate fully with the SEC in any investigations or other proceedings relating to the matters described in the order.	On September 15, 2005, U.S. Bank paid a civil monetary penalty of $500,000. For additional details about the disposition of the proceeding, see response to 10( C) (2)(v).
0000889231-08-000005	fsrViolationOfInvestmentRelatedRegulation	2	CDC Securities, Inc. ('CSI'), an affiliate of the applicant	Order of Withdrawal No. BD-5473	18-MAY-2000	Minnesota Department of Commerce ('MDC')	CSI had submitted to the MDC an application for broker-dealer licensure, which had been pending for 120 days.  As a result, the MDC ordered, pursuant to Minnesota Stat. Sec. 80A.05, SUBD.1 that the application be withdrawn.	The application was withdrawn.
0000889231-08-000005	fsrViolationOfInvestmentRelatedRegulation	1	IXIS Securities North America, Inc. (Formerly CDC Securities, Inc.), an affiliate of the Applicant	Administrative Action No. 0940359	24-MAR-1994	Iowa Securities Bureau ('ISB')	The ISB alleged that CSI was late in filing certain audited financial statements.	On June 26, 1994, the ISB dismissed the action against CSI subject to payment by CSI of a $500 fine.
0000889231-08-000005	foreignAgency	8	Natixis (formerly Natexis Banques Populaires) (NBP)	Civil and Administrative Penalt(ies)/Fine(s); Reprimand	29-JAN-2001	Autorit? des Marches Financiers (AMF)	Inquiries by the Conseil des Marches Financiers and the Commission des Operations de Bourse regarding the custodian function of NBP, the organization of the NBP safekeeping and administration of securities activity, and weaknesses in internal controls of a subsidiary.	The AMF pronounced a penalty of 1,100,000 euros against NBP and certain subsidiaries. NBP reorganized its custodian control department and dissolved the subsidiary with respect to which internal controls were investigated.
0000889231-08-000005	foreignAgency	7	Banque Priv?e Saint Dominique (BPSD)	Civil and Administrative Penalt(ies)/Fine(s); Warning	09-AUG-2004	French Supervisory Authority (Commission Bancaire)	he grievances against BPSD mainly concerned inadequate knowledge of its customers and operations which should have either been operated or documented.	On 3/4/05, Commission Bancaire pronounced a warning and a financial sanction of 150,000 euros. The corrective compliance actions were implemented by BPSD.
0000889231-08-000005	foreignAgency	5	Caisse National des Caisses d'Epargne (CNCE)	Civil and administrative penalties/fines; undertaking	29-JUL-2005	French Supervisory Authority (Commission Bancaire)	Deficiencies in the processes by which retail and commercial banking risk exposures were insufficiently reported or reported in either a non-comprehensive format or in a way in which did not facilitate their use for risk consolidation purposes at the global group level.	On April 25, 2006, Commission Bancaire pronounced against CNCE a reprimand and a penalty of 1,000,000 euros for insufficient monitoring of risks on a consolidated basis.
0000889231-08-000005	foreignAgency	4	Caisse National des Caisses d'Epargne ('CNCE'), an affiliate of the applicant	AMF regulatory action	26-JAN-2005	AMF	AMF allegations concerning entry into agreements among custodians or administrators, the activities of a custody account-keeper, implementation of internal procedures and failure by CNCE to comply with French law concerning licensing of two subsidiaries	On December 8, 2005, the AMF levied a fine of ?150,000 for violations.
0000889231-08-000005	foreignAgency	3	Banque Palatine ('Banque'), an affiliate of the applicant	AMF regulatory action	12-APR-2005	AMF	AMF alleged that Banque failed to comply with AMF regulations concerning internal control  procedures in connection with process. purchase and sales orders for OPCVM shares, failure to monitor assets and to liquidate if necessary and for lack of controls.	On November 3, 2005, the AMF levied a fine of ?50,000 ($60,360), in light of the fact that Banque implemented remedial internal control measures before the date of the decision.
0000889231-08-000005	foreignAgency	2	Palatine Asset Management ('Palatine'), an affilate of the applicant	AMF regulatory action	12-APR-2005	AMF	AMF alleged that Palatine failed to comply with AMF regulations concerning OPCVM shares; the equal treatment of shareholders, processing of purchase and sale orders, liquidation of such shares due to insuff. assets and lack of internal control procedures	On November 3, 2005, the AMF levied a fine of ?20,000 ($24,144), in light of the fact that Palatine implemented remedial measures before the date of the decision.
0000889231-08-000005	foreignAgency	1	Vega Finance ('Vega'), an affiliate of the applicant	Administrative Action (N 2001-04)	18-APR-2001	Conseil des marches Financiers, a French regulatory authority ('CMF')	CMF alleged that Vega violated CMF regulations related to the opening of private client securities accounts.	On July 11, 2001, CMF decided that Vega failed to comply with a rule that requires investment service providers to confirm receipt by registered mail of client requests in order to verify clients' identities.  The CMF's decision resulted in a warning.
0000889231-08-000005	foreignAgency	6	Caisse National des Caisses d?Epargne (CNCE)	Inquiry in relation to the issue of redeemable subordinate securities	10-SEP-2004	Autorit? Des Marches Financiers (AMF)	The AMF initiated an inquiry on 9/10/04 in relation to the issue of redeemable subordinated securities (?TSRs?) by CNCE and the marketing of such TSRs by ten Caisses d?Epargne, A grievance letter sent to CNCE by the AMF on 9/11/06, related to two categories of breaches: (1) accuracy of information provided to the public by Caisses d?Epargne in connection with the structure, offer, listing and issue of the TSRs and (2) breaches of CNCE?s monitoring function of the Caisses d?Epargne.	CNCE and the ten Caisses d?Epargne responded to the sanctions committee of the AMF on 12/1/06. The designated reporter of the sanctions committee is reviewing the submissions and will prepare a report.
0000889231-08-000005	fsrViolationOfInvestmentRelatedRegulation	3	Harris Associates L.P. and/or Harris Associates Securities L.P., an affiliate of the applicant	Consent Agreements with securities regulators in RI, WI and DC	05-MAY-1992	Securities Regulators in RI, WI and DC	Between 5/5/92 and 4/12/94, the individuals named in the action without admitting or denying any activity, entered into consent agreements with and paid assessments to securities regulators in RI, WI and DC in connection with IA and/or BD registration.	No denial, suspension or revocation of license was entered and no restrictions or limitations were placed on either entity as a result of consent orders issued by such securities regulators.
0000889231-08-000005	violationOfInvestmentRelatedRegulation	1	Loomis, Sayles & Company, L.P. and Loomis, Sayles & Company, Incorporated, both affiliates of the Applicant	California Ironworkers Field Pension Trust, et. al. vs. Loomis, Sayles & Company	26-MAR-1999	US District Court for the Central District of California, Western Division	Three investment advisory clients sought recovery for losses from investment due to internal breach of investment guidelines.	Pursuant to a settlement agreement dated 3/25/02, the parties settled the damage claim for a payment by Loomis Sayles of $500,000.
0000889231-08-000005	foreignAgency	9	Banque des Antilles Fran?aises (BDAF)	Civil and Administrative Penalt(ies)/Fine(s); Reprimand	29-OCT-2002	French Supervisory Authority (Commission Bancaire)	Grievances against BDAF mainly concerned insufficiency on anti money laundering procedures and the training of staff on anti money laundering rules.	Commission Bancaire pronounced a reprimand and a penalty of 50,000 euros against BDAF. BDAF has since implemented corrective measures, including updates to the anti money laundering procedures and increasing staff training on these matters.
0001242588-08-000005	sraViolationOfRules	1	Leo Fred Wells III	Letter of Acceptance, Waiver, and Consent	26-AUG-2003	National Association of Securities Dealers (NASD)	NASD Rules 2110,2710,3060-Respondent provided non-cash compensation worth more than $100 to registered representatives whose guests attended yearly conferences and used a predetermined sales goal to determine invitees one year; provided non-cash compensation in excess of $100 per individual per year in relation to the business of the firm in connection with conferences that did not qualify for any training and educational expense exception; provided non-cash sales incentive items in excess of $100 per person per year in connection with REIT and DPP offerings; and failed to adhere to previous undertakings regarding non-cash compensation.	Monetary Fine/Suspension: Wells fined $150,000 and suspended from association with any NASD member in any principal capacity for 1 year effective 10/6/2003 thru 10/5/2004.
0001242588-08-000005	subjectOfProceedings	1	Leo Fred Wells III	Washtenaw County ERS, et.al Wells Real Estate Investment Trust	12-MAR-2007	US Dist. Court for Dist of MD transferred to US District Court for District GA	A putative class action and derivative complaint was filed alleging among other things compensation to advisor was excessive, proxy statement omitted material facts; that directors and advisors breached their fiduciary duties and unjust enrichment.	Pending
0001242588-08-000005	subjectOfProceedings	2	Douglas Paul Williams	Washtenaw County ERS, et.al Wells Real Estate Investment Trust	12-MAR-2007	US Dist. Court for Dist of MD transferred to US District Court for District GA	A putative class action and derivative complaint was filed alleging among other things compensation to advisor was excessive, proxy statement omitted material facts; that directors and advisors breached their fiduciary duties and unjust enrichment.	Pending
0001108200-08-000005	sraViolationOfRules	1	Computershare Securities Corporation	Letter of Acceptance, Waiver, and Consent (AWC)	13-FEB-2006	National Association of Securities Dealers Regulation, Inc.	Computershare Securities Corporation (CRD #107023, Chicago, Illinois) submitted a Letter of Acceptance, Waiver and Consent in which the firm was censured and fined $60,000. Without admitting or denying the findings, the firm consented to the described sanctions and to the entry of findings that it executed securities transactions while failing to maintain its minimum required net capital. The findings stated that the firm failed to comply with SEC Rule 17a-3(a) in that it prepared inaccurate trial balances and net capital computations for numerous months. The findings also stated that the firm failed to comply with SEC Rule 17a-5 in that it filed inaccurate NASD Financial Operational Combined Uniform Single (FOCUS) Part IIA Reports for several months. (NASD Case #E8A2005005301)	See Above.
0001108200-08-000005	violationOfRegulations	1	Computershare Trust Company of Canada, Inc.	In the Matter of Computershare Trust Company of Canada Inc.	18-APR-2006	U.S. Securities and Exchange Commission	Without admitting or denying the findings, on April 18, 2006 Computershare Trust Company of Canada, Inc. ('CTCC'), agreed to settle an administrative action by the SEC in which it was ordered to cease-and-desist from violations of Sections 15(b) and 17A(c) of the Securities Exchange Act of 1934. See, In the Matter of Computershare Trust Company of Canada Inc., Administrative Proceeding 3-12265, Securities Exchange Act Release No. 53668 (April 18, 2006). The proceedings related to CTCC's failure to register with the SEC as a U.S. transfer agent and a U.S. broker-dealer. As part of the settlement, CTCC was ordered to disgorge profits, including prejudgment interest, of $601,868.71 attributable to certain of its services associated with the U.S. during the period from June 2000 to April 2004 when it became registered as a U.S. Transfer Agent, as well as a fine in the amount of $500,000. At the same time, the SEC issued a conditional exemption to permit CTCC and its affiliate, Computershare Investor Services, LLC, to continue to provide plan services to U.S. residents without registering as a U.S. broker-dealer in accordance with Section 15(b). Exchange Act Release No. 53667 (April 18, 2006).	See Above.
0000737074-08-000002	violationOfRegulations	1	USAA Investment Management Company and Steven D. Harrop	Order Instituting Proceedings, Making Findings and Imposing Remedial Sanctions.	22-JAN-1993	U.S. Securities and Exchange Commission, Washington D.C.	The SEC alleged violations of Rule 22C-1 under the investment Company Act of 1940, as amended (1940 Act), Section 34(b) of the 1940 Act, and Section 203(e) of the Investment Advisers Act of 1940, as amended.	Without admitting or denying findings contained in the Order, the Registrant consented to a censure and the payment of a $50,000 civil penalty.
0001169232-08-001414	violationOfRegulations	1	The Boston Company Instutional Investors, Inc. John W. Bristol & Co., Inc. Raymond L. Dirks, The Dreyfus Corporation and Tomlin, Zimmerman & Parmalee,	SEC Administrative Proceeding File No. 3-5068	01-MAR-1973	See below.	Manning & Napier Advisors, Inc. ('MNA') was a respondent in the proceeding. Results included below.	Boston Co. Institutional Investors, John W Bristol & Co, Tomlin, Zimmerman & Parmalee Inc and MNA were censured on 9/1/1978 for violations of the rule against inside info. trading in connection with sales of Equity Funding Corp. of America in 3/1973.
0000909567-08-000320	subjectOfProceedings	2	A I M Distributors, Inc. (ADI) and A I M Advisors, Inc. (AIM)	Order No. 05-1318	30-AUG-2005	West Virginia Office of the State Auditor Securities Commission (WVASC)	AIM and ADI failed to disclose in the prospectuses for the AIM Funds that they had entered into certain arrangements permitting market timing of such funds, thereby breaching their fiduciary duties to such funds; and, as a result, violating the West Virginia Consumer Credit and Protection Act. There are no allegations specifically naming or mentioning IFG or INVESCO Funds. The disposition of the proceeding: Pending. On August 30, 2005, The West Virginia Office of the State Auditor ? Securities Commission (WVASC) issued a Summary Order to cease and desist and Notice of Right to Hearing to AIM and ADI (Order No. 05-1318). The WVASC purports to make findings of fact that essentially mirror the WVAG?s allegations mentioned above and conclusions of law to the effect that AIM and ADI violated the West Virginia Securities Laws. Each of the WVAG and the WVASC are represented by the same private law firm acting as a so-called ?private state attorney general.? The WVASC purports to order AIM and ADI to cease any further violations and seeks to impose monetary sanctions, including restitution to affected investors, disgorgement of fees, reimbursement of investigatory, administrative and legal costs and an ?administrative assessment? to be determined by the Commissioner. Initial research indicates that these damages could be limited or capped by statute. By agreement with the Commissioner of Securities, AIM's time to respond to that Order has been indefinitely suspended.	Pending. Aug 30/05 WVASC issued Summary Order to cease & desist & Notice Right to Hearing to AIM & ADI. WVASC mirrors allegations mentioned above. By agt with Commissioner of Securities, AIM's time to respond to that Order has been indefinitely extended.
0000909567-08-000320	falseStatementOrOmission	2	A I M Advisors, Inc. (AA) and A I M Distributors, Inc. (AD)	Docket #03-11701	06-OCT-2003	United States Securities and Exchange Commission (SEC)	A I M Advisors entered into 10 negotiated but undisclosed market timing agreements that were inconsistent with the AIM Funds? prospectus disclosure limiting exchanges to 10 per year. A I M Advisors and A I M Distributors led the AIM Fund Trustees to believe that A I M Advisors was diligently enforcing the per-year 10-exchange limit. A I M Advisors breached its fiduciary duty to AIM Funds and their shareholders by failing to disclose the conflict of interest raised by market timing agreements to the Trustees of the AIM Funds or to the AIM Fund shareholders, and by failing to obtain the Trustees? Consent to the timing agreements. A I M Distributors negotiated and approved market timing agreements, and provided materially misleading information about A I M Advisors? market timing and prevention efforts to the Trustees of the AIM Funds. A I M Advisors and A I M Distributors financially benefited from the timing agreements. Pursuant to the Offer of Settlement, neither A I M Advisors nor A I M Distributors admitted nor denied the allegations. The disposition of the proceeding: The SEC proceeding was settled on October 8, 2004. A I M Advisors and A I M Distributors were censured; ordered to cease and desist; and are subject to remedial sanctions, disgorgement and civil money penalties. Each of A I M Advisors and A I M Distributors was ordered to cease and desist from committing or causing any violations of Sections 206(1) and 206(2) of the Advisers Act, Sections 17(D) and 34(B) of the Investment Company Act and Rule 17D-1, and was ordered to pay, jointly and severally, disgorgement of US$20 Million within 30 days of the settlement. A I M Advisors was ordered to pay a civil money penalty of US$25 Million and A I M Distributors was ordered to pay a civil money penalty of US$5 Million, each within 30 days of the settlement. A I M Advisors was ordered to disgorge any amounts in excess of US$235 Million that it or its affiliates obtain through settlements based on market-timing allegations. A I M Advisors, as successor adviser, was ordered to pay the civil money penalty of US$110 Million and the disgorgement of US$215 Million ordered against INVESCO Funds Group on the following dates: US$162.5 Million by December 31, 2004, and the remaining US$162.5 Million by December 31, 2005. A I M Advisors and A I M Distributors voluntarily undertook remedial actions, including maintaining a Board of Trustees that is 75% independent; designating an independent Chairman of the Board; maintaining independent legal counsel for the independent Trustees; holding elections of Trustees at least every 5 years; cooperating fully with the SEC; maintaining a compliance and ethics oversight structure with an Internal Controls Committee and Ombudsman; retaining an Independent Compliance Consultant; conducting periodic compliance reviews; and retaining an independent distribution consultant.	Settled Oct 8, 2004. AA and AD each censured; each ordered to cease and desist; AA ordered to disgorge profits of $20M; each ordered to pay civil penalties $25M (AA) and $5M (AD), and remedial sanctions. See Item 10(c)(1)(v) above for details.
0000909567-08-000320	falseStatementOrOmission	3	Montagu Investment Management Limited (now known as INVESCO Asset Management Limited)	Docket #3-6223 SEC Administrative Proceeding	01-MAR-1983	United States Securities and Exchange Commission (SEC)	Montagu Investment Management Limited (Montagu) failed to file timely statements containing the information required by Schedule 13D of the Securities Exchange Act of 1934. Date of Action: 03/01/1983 (exact date not available). The disposition of the proceeding: The SEC proceeding was settled on 03/10/1983. Findings that Montagu failed to file timely Statements containing the information required by Schedule 13D of the Securities Exchange Act of 1934, and that certain Schedules 13D and amendments thereto filed by Montagu, failed to disclose specific information required by Schedule D. The Commission accepted the Offer of Settlement of Montagu, including undertakings by Montagu to adopt, implement, and maintain internal procedures, policies and controls reasonably designed to assure that it and its affiliates would comply in the future with Section 13D of the Securities Exchange Act of 1934.	Settled 03/10/1983. Finding-Montagu failed to file timely Statements required by law & failed to make required disclosures. Settlement includes undertakings to implement & maintain internal compliance controls. See Item 10(c)(1)(v) above for details.
0000909567-08-000320	fsrFalseStatementOrOmission	1	INVESCO Funds Group, Inc. (INVESCO)	Docket # 03/403885	02-DEC-2003	Attorney General of the State of New York (AG)	INVESCO Funds Group allowed certain investors to conduct ?market timing? transactions in the INVESCO Funds in contravention of the express restrictions in the applicable prospectuses and in breach of their fiduciary obligations to Fund shareholders. INVESCO Funds Group violated its fiduciary duties by failing to disclose the timing arrangements to the investing public. The marketing timing transactions caused substantial dilution and other harm to the long-term shareholders of the INVESCO Funds. INVESCO Funds Group neither admitted nor denied the allegations contained in the Assurance of Discontinuance. The disposition of the proceeding: The Attorney General proceeding was settled on October 8, 2004. INVESCO Funds Group was ordered to cease and desist, and is subject to remedial sanctions, disgorgement and civil money penalties. INVESCO Funds Group was ordered to cease and desist from engaging in any acts in violation of the Martin Act, General Business Law Section 349 and/or Executive Law Section 63(12), and was ordered to pay disgorgement of US$215 Million, and a civil money penalty of US$110 Million in accordance with the SEC Order. A I M Advisors, as the successor adviser to INVESCO Funds Group, was ordered to pay the civil money penalty of US$110 Million and the disgorgement of US$215 Million ordered against INVESCO Funds Group on the following dates: US$162.5 Million by December 31, 2004, and the remaining US$162.5 Million by December 31, 2005. The aggregate disgorgement and civil money penalties in the New York Attorney General and SEC proceedings totals US$325 Million. A I M Advisors was ordered to reduce net management fee rates for funds including former INVESCO Funds by US$75 Million over 5 years (based on July 1, 2004 asset levels and effective fee rates), and to implement certain corporate governance reforms for funds including former INVESCO Funds, including maintaining a Board of Trustees that is 75% independent; designating an independent Chairman of the Board; recommending that the funds appoint an Independent Senior Officer to monitor compliance and manage the process by which management fees are negotiated, and developing procedures to improve certain disclosure to investors (including providing fee information in shareholder statements; establishing a fee calculator on its website; and adding a fee summary disclosure to prospectuses). INVESCO Funds Group agreed to cooperate fully with the Attorney General.	AG proceeding settled Oct 8, 2004. INVESCO was ordered to cease and desist; ordered to disgorge profits of $215 Million; ordered to pay civil money penalties of $110 Million; and remedial sanctions. See Item 10(d)(1)(v) above for details.
0000909567-08-000320	fsrFalseStatementOrOmission	2	INVESCO Funds Group, Inc. (INVESCO)	Case No. EN-19703	05-JAN-2004	Secretary of State of the State of Georgia (GSS)	INVESCO Funds Group entered into over 40 negotiated but undisclosed market timing agreements that were inconsistent with the INVESCO Funds? prospectus disclosure limiting exchanges to 4 per 12 month period. Some of the timing agreements were entered into with the understanding that the market timer would make long-term investments in certain non-timed INVESCO Funds. INVESCO Funds Group also tolerated marketing timing activities by other shareholders with whom it did not have timing agreements. INVESCO Funds Group breached its fiduciary duty to INVESCO Funds and their shareholders by failing to disclose the conflict of interest raised by market timing agreements to the directors of the INVESCO Funds or to the INVESCO Funds shareholders. INVESCO Funds Group financially benefited from the timing agreements. The marketing timing arrangements violated the Georgia Securities Act of 1973. Pursuant to the Letter of Undertaking, INVESCO Funds Group neither admitted nor denied the allegations. The disposition of the proceeding: The Georgia Secretary of State proceeding was settled on October 12, 2004. INVESCO Funds Group and A I M Advisors were ordered to pay US$100,000 to the Investor Protection Trust to support programs in the State of Georgia designed for the purpose of investor education, US$50,000 was due December 31, 2004, and US$50,000 was due by December 31, 2005. A I M Advisors and INVESCO Funds Group were ordered to pay US$75,000 to reimburse the Secretary of State: US$37,500 was due by October 22, 2004 and US$37,500 was due by December 31, 2004.	GSS proceeding settled Oct 12, 2004. INVESCO & A I M Advisors (AA) were ordered to pay $100,000 to Investor Protection Trust to support programs in Georgia for the purpose of investor education. AA and INVESCO were ordered to pay $75,000 to GSS.
