ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000950123-12-005279	31-DEC-2011	Columbia Management Investment Services Corp.	SOME	Y	SEC	Yes, filed amendment(s)		926878	4416944	4774235	4244726	0	0			Not Applicable			17590469	353726	107
0001213900-12-001319	31-DEC-2011	STERLING STOCK TRANSFER, INC.	NONE	N	SEC	Not applicable		2161	2224	0	0	0	0			Yes			0	0	0
0000878029-12-000001	31-DEC-2011	Millburn Ridgefield Corporation	NONE	N	SEC	Not applicable		250	22819	22819	0	22819	0			Yes			5216	0	0
0001022116-12-000002	31-DEC-2011	U.S. Bank Trust National Association	SOME	Y	OCC	Yes, filed amendment(s)		0	1809	1809	0	0	0			Yes			0	0	0
0001019687-12-001078	31-DEC-2011	Oconee State Bank	NONE	N	FDIC	Not applicable		102	725	725	0	0									0
0001020337-12-000002	31-DEC-2011	Principal Shareholder Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		1856	1132245	1132245	1099023	0	0			Yes			980023	15539	163
0000839303-12-000003	31-DEC-2011	First Merit Bank, N.A.	NONE	N	OCC	Not applicable		0	170	170	0	0									0
0001140370-12-000002	31-DEC-2011	Stalt Incorporated	SOME	N	SEC	Not applicable		1145	13106	13106	0	0	0			Yes			0	0	0
0000826074-12-000001	31-DEC-2011	Unico American Corporation	NONE	N	SEC	Not applicable		32	348	350	0	2									0
0001451217-12-000002	31-DEC-2011	SEI Institutional Transfer Agent, Inc	SOME	N	SEC	Not applicable		5001	22739	22739	16492	0	0			Yes			852621	2475	0
0001327395-12-000003	31-DEC-2011	Citizens First National Bank	SOME	N	OCC	Not applicable		78	769	769	0	0									0
0001521536-12-000213	31-DEC-2011	Equity Stock Transfer, LLC	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001445583-12-000001	31-DEC-2011	AlphaMetrix, LLC	NONE	N	SEC	Not applicable		1238	1901	1735	0	0	0			Yes			1362	0	0
0001316141-12-000005	31-DEC-2011	Transhare Corporation	NONE	N	SEC	Not applicable		1600	12243	12243	0	0	0			Not Applicable			0	0	0
0001199835-12-000135	31-DEC-2011	First American Stock Transfer, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		4488	43401	43401	0	0	0			Yes			0	0	154
0000950123-12-005238	31-DEC-2011	Manning & Napier Advisors, LLC	ALL	N	SEC	Yes, filed amendment(s)															
0001169743-12-000047	31-DEC-2011	J D Clark & Company	NONE	N	SEC	Not applicable		52532	0	30984	0	0	0			Yes			0	0	0
0001432532-12-000002	31-DEC-2011	Franklin Templeton Investments Poland sp. z o.o	NONE	Y	SEC	Yes, filed amendment(s)		17951	0	0	0	0	0			Yes			149091	4036	0
0001432531-12-000002	31-DEC-2011	Franklin Templeton International Services (India) Private Limited	NONE	Y	SEC	Yes, filed amendment(s)		50496	0	0	0	0	0			Yes			730910	17533	0
0000838927-12-000003	31-DEC-2011	Bank of America N.A.	SOME	Y	OCC	Yes, filed amendment(s)		640	709	709	0	0									1
0000353291-12-000004	31-DEC-2011	Franklin Templeton Investor Services, LLC	SOME	N	SEC	Yes, filed amendment(s)		4476697	4131838	4131838	0	0	0			No	1	1	31147560	3651940	649
0000838927-12-000002	31-DEC-2011	Bank of America N.A.	SOME	Y	OCC	Yes, filed amendment(s)		640	698	698	0	0									1
0000922838-12-000002	31-DEC-2011	web401k.com, Inc.	NONE	N	SEC	Not applicable		0	0	8719	0	0									0
0000817712-12-000002	31-DEC-2011	Thrivent Financial Investor Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		19887	0	831312	821421	0	0			Not Applicable			120439	0	0
0000889231-12-000002	31-DEC-2011	Reich & Tang Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		7656	93556	93556	93272	0	0			Yes			4616954	357	0
0000838981-12-000006	31-DEC-2011	The Northern Trust Company	NONE	N	BGFRS	Not applicable		62133	490602	490602	181858	0	0			Yes	0	0	1554855	5814	5
0000874230-12-000006	31-DEC-2011	Publix Super Markets, Inc.	NONE	N	SEC	Not applicable		30780	100874	100874	0	0	0			Yes			0	0	3420
0000838729-12-000002	31-DEC-2011	First National Bank of Pulaski	NONE	N	OCC	Not applicable		93	1596	1596	258	0	0			Not Applicable			0	0	0
0001339630-12-000002	31-DEC-2011	U.S. Bancorp Asset Management, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	1002	1002	1	0	0			Yes			63202	0	0
0000275143-12-000004	31-DEC-2011	Boston Financial Data Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		516961	18107015	18107015	16660286	0	0			Yes			81694765	115119	6563
0001493152-12-000186	31-DEC-2011	Transfer Online, Inc.	NONE	N	SEC	Not applicable		10017	61733	61733	0	1442	0			Yes			0	0	0
0001083545-12-000001	31-DEC-2011	Bullfinch Fund, Inc.	NONE	N	SEC	Not applicable		0	137	137	137	0									0
0001413398-12-000002	31-DEC-2011	Morgan Stanley Services Co. Inc.	SOME	N	SEC	No, failed to file amendment(s)	Certain updates reflecting changes in officer designations were not filed within 60 days of event.	46621	81822	81822	75647	0	0			Not Applicable			825728	480	91
0001242588-12-000003	31-DEC-2011	Wells Capital, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		455	6861	6861	0	0	0			Yes			0	0	37
0000735190-12-000002	31-DEC-2011	The Monarch Cement Company	NONE	N	SEC	Not applicable		134	618	618	0	0									0
0001145697-12-000004	31-DEC-2011	Fulton Bank, National Association	NONE	N	OCC	Not applicable		1482	28544	28544	13120	145	0			Yes			0	0	5
0001104659-12-020382	31-DEC-2011	INTERNATIONAL BANK OF COMMERCE	NONE	N	FDIC	Not applicable		301	2375	0	0	1	0			Yes			0	0	0
0001118414-12-000003	31-DEC-2011	Shenandoah Telecommunications Co.	NONE	N	SEC	Not applicable		600	5024	5024	1380	10	0			Not Applicable			0	0	0
0000950123-12-005101	31-DEC-2011	The National Bank of Indianapolis	NONE	N	OCC	Not applicable		84	634	634	0	0									0
0001429668-12-000001	31-DEC-2011	Centurion Stock Transfer, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001127186-12-000002	31-DEC-2011	Australian-Canadian Oil Royalties Ltd.	NONE	N	SEC	Not applicable		4	325	325	0	0									2
0001188112-12-000777	31-DEC-2011	Worldwide Stock Transfer LLC	NONE	Y	SEC	Not applicable		1561	19658	19658	0	4	0			Yes			0	0	0
0000898432-12-000382	31-DEC-2011	Hewitt Associates LLC	NONE	Y	SEC	Not applicable		0	0	16597285	0	0									0
