ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0001018490-16-000034	sraViolationOfRules	83	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	20080163813-01	05-FEB-2013	Financial Industry Regulatory Authority ('FINRA')	The Registrant has not been the subject of this matter: Date Initiated: 02/05/2013. FINRA alleged that: (1) during the periods July 1, 2007 through September 30, 2007, July 1, 2008 through September 30, 2008, and April 1, 2009 through June 30, 2009, the Firm failed to report to TRACE the correct contra-party identifier for certain transactions in TRACE Eligible Securities and failed to report to TRACE certain transactions in TRACE-Eligible Securities that it was required to report. These alleged failures violated NASD Rules 6230(C)(6) and 6230(B) or FINRA Rules 6730(C)(6) and 6730(B)(1); (2) during the period from April 1, 2009 through June 30, 2009, the Firm failed to report to TRACE certain transactions in TRACE-Eligible Securities within 15 minutes of the time of execution and failed to report to TRACE the correct time of trade execution for certain transactions in TRACE-Eligible Securities in violation of FINRA Rules 6730(C)(8), 6730(A), and 2010. It also failed to show the correct time of execution on the memorandum of certain brokerage orders in violation of SEC Rule 17A-3 and NASD Rule 3110; (3) for trade dates April 15 and 16, 2009 and July 28 and 29, 2010, certain of the FIRM'S trade confirmations with institutional customers omitted certain information or contained incorrect information in violation of SEC Rule 10B-10; (4) during the periods January 1, 2009 through March 31, 2009 and July 1, 2009 through September 30, 2009, respectively, the Firm failed to report the correct time of trade to the RTRS in certain reports of transactions in municipal securities and failed to timely report information regarding certain purchase and sale transactions effected in municipal securities to the RTRS in violation of MSRB Rule G-14. The Firm also failed to show the correct time of trade on the memorandum of certain municipal securities orders in violation of MSRB Rule G-8. (4) during the period May 1, 2009 through August 31, 2009, the Firm failed to accept or decline in the FINRA/NASDAQ TRF or the OTC trade reporting facility certain transactions in reportable securities within 20 minutes after execution in violation of FINRA Rules 7230A(B) OR 7330(B); (5) during the period from January 1, 2010 through April 30, 2010, the Firm failed, within 90 seconds after execution, to transmit to the OTC TRF certain last sale reports of transactions in OTC equity securities in violation of FINRA Rules 6622(A) and 2010. It also failed, within 90 seconds after execution, to transmit to the OTC TRF certain last sale reports of transactions in OTC equity securities, failed to report the correct time of execution for such transactions, and failed to designate to the OTC TRF such last sale reports as late, in violation of FINRA Rule 6622(A); (6) during the period from January 1, 2010 through April 30, 2010, the Firm failed, within 90 seconds after execution, to transmit to the FINRA/NASDAQ TRF certain last sale reports of transactions in designated securities in violation of FINRA Rule 6380A and failed to report to the FINRA/NASDAQ TRF the correct time of execution for certain transactions in reportable securities in violation of FINRA Rule 7230A(D)(4); and (7) during the period July 1, 2008 through December 31, 2008, the Firm effected 11 transactions in seven securities while a trading halt was in effect with respect to each of the securities in violation of NASD Rules 3340 and 2110 or FINRA Rule 2010. Without admitting or denying the allegations, DBSI agreed to a letter of acceptance, waiver and consent ('AWC') consenting to a censure and fine of $215,000.00. DBSI consented to a censure and fine of $215,000.00. The fine was paid on 2/14/2013.	Without admitting or denying the allegations, DBSI agreed to a letter of acceptance, waiver and consent ('AWC') consenting to a censure and fine of $215,000.00.  The fine was paid on 2/14/2013.
0001018490-16-000034	sraViolationOfRules	88	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	20110288146-01	12-DEC-2013	Financial Industry Regulatory Authority ('FINRA')	The Registrant has not been the subject of this matter: Date Initiated: 12/12/2013. FINRA alleged that Deutsche Bank Securities, Inc. ('DBSI') violated FINRA Rules 2010, 6730(a), NASD Rule 3010, MSRB Rules G-8, G-14, G-14(b)(11) by: failing to report correct trade time to the real-time transaction reporting system (RTRS) in Municipal Securities Transactions; by failing to report information regarding purchase and sale transactions effected in municipal securities to the RTRS in the manner prescribed by Rule G-14; by failing to report information about such transactions within 15 minutes of trade time to an RTRS Portal; by failing to document the correct execution time on trade memorandum for transactions in municipal securities; and by failing to report new issue offerings in Trade Reporting and Compliance Engine TRACE-eligible corporate securities in accordance with the time frame of FINRA Rule 6760(c).  The Firm's supervisory system did not include Written Supervisory Procedures (WSPS) reasonably designed to achieve compliance with applicable securities laws, regulations and FINRA rules concerning the reporting of new issues to trace and the firm failed to report to TRACE P1 Transactions in TRACE-eligible corporate securities within T+1.  This conduct constitutes separate and distinct violations of FINRA Rule 6730(a) and a pattern or practice of late reporting without exceptional circumstances in violation of FINRA Rule 2010.  Without admitting or denying the allegations, DBSI agreed to a letter of acceptance, waiver and consent ('AWC') consenting to a censure and fine of $30,000.00.  DBSI consented to a censure, a fine of $30,000.00, and an undertaking within 30 days of acceptance of the AWC to revise its WSP's concerning the reporting of new issues to TRACE.  The fine was paid on 12/19/13 and the WSP's were revised and implemented on December 2, 2013.	Without admitting or denying the allegations, DBSI agreed to a AWC consenting to a censure, a fine of $30,000.00 and  to an undertaking within 30 days of acceptance of the AWC to revise its WSP's concerning the reporting of new issues to TRACE.
0001018490-16-000034	sraViolationOfRules	85	Deutsche Bank Securities Inc. ('DBSI' or 'Firm'), a Control Affiliate of the Registrant	CBOT 12-08830-BC	05-JUN-2013	CME Group	The Registrant has not been the subject of this matter: Date Initiated: 6/5/2013.  CME alleged that Deutsche Bank Securities Inc. ('DBSI') violated CBOT Rule 854 between March 1, 2012 and March 5, 2012, by overstating open interest on certain futures contracts because it impermissibly netted certain contracts as a result of not receiving timely close-out instructions from its customer.  Without admitting or denying the allegations, DBSI consented to the Decision & Offer of Settlement and was fined of $65,000.00.  Without admitting or denying the allegations, DBSI consented to the Decision & Order of Settlement and was fined $65,000.00. The fine was paid on June 11, 2013.	Without admitting or denying the allegations, DBSI consented to the Decision & Order of Settlement and was fined $65,000.00. The fine was paid on June 11, 2013.
0001018490-16-000034	sraViolationOfRules	86	Deutsche Bank AG ('DBAG'), a Control Affiliate of the Registrant	NYMEX-RSRH-13-1264/COMEX-RSRH-13-1265	07-AUG-2013	Chicago Mercantile Exchange (CME Group)	The Registrant has not been the subject of this matter: Date Initiated: 8/7/2013.  On July 23, 2013, the CME imposed a summary fine in the amount of $3,500.00 on DBAG, the Registrant's ultimate parent, in connection with its allegation that DBAG did not timely report seven Block Trades. Without admitting or denying the allegations, DBAG accepted the decision & offer of settlement consenting to a fine of $3,500.00. DBAG consented to the decision & order of settlement and fined $3,500.00. The fine was paid on August 7, 2013.	Without admitting or denying the allegations, DBAG accepted the decision & offer of settlement consenting to a fine of $3,500.00.The fine was paid on August 7, 2013.
0001018490-16-000034	sraViolationOfRules	87	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	Case No. 2012-056	10-SEP-2013	ICE Futures U.S., Inc.	The Registrant has not been the subject of this matter: Date Initiated: 9/3/2013.  ICE Futures U.S., Inc. alleged Deutsche Bank Securities Inc. ('DBSI') violated Exchange Rule 27.12a in that it did not provide complete electronic data for 11 orders entered onto the ETS in July 2012.  Without admitting or denying the allegations, DBSI agreed to the summary fine of $5,000.00.  The fine was paid on September 9, 2013. DBSI was issued a summary fine of $5,000.00.  It was paid on September 9, 2013.	Without admitting or denying the allegations, DBSI agreed to the summary fine of $5,000.00.  The fine was paid on September 9, 2013. DBSI was issued a summary fine of $5,000.00.  It was paid on September 9, 2013.
0001018490-16-000034	sraViolationOfRules	89	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	2011030737001	19-DEC-2013	Financial Industry Regulatory Authority ('FINRA')	The Registrant has not been the subject of this matter:  FINRA alleged violations of Securities Exchange Act Rule 17f-2, Article III Section 3(b) of FINRA's By-Laws, FINRA Rule 2010, and NASD Rules 2110 and 3010(b). Specifically, FINRA alleged that Deutsche Bank Securities Inc. ('DBSI' or the 'Firm') permitted two statutorily disqualified ('SDED') persons to associate with the firm and DBSI failed to enforce its written policies and procedures requiring background checks and fingerprinting of all new hires with respect to non-registered employees transferring from another Deutsche Bank entity.  Although employees were fingerprinted and had background checks run on them when they first entered a Deutsche Bank entity, DBSI did not re-fingerprint and rerun background checks on individuals who transferred from another Deutsche Bank entity into DBSI.  Once discovered, DBSI immediately self-reported the facts surrounding the employment of the SDED individuals.  Without admitting or denying the allegations, DBSI agreed to a letter of acceptance, waiver and   consent ('AWC') consenting to a censure and fine of $40,000.00.  DBSI consented to a censure, a fine of $40,000.00.  The fine was paid on 12/23/13.	Without admitting or denying the allegations, DBSI agreed to a letter of acceptance, waiver and consent ('AWC') consenting to a censure and fine of $40,000.00.
0001018490-16-000034	sraViolationOfRules	93	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	13-CH-1302	18-FEB-2014	Chicago Mercantile Exchange ('CME')	The Registrant has not been the subject of this matter: Date Initiated: 8/29/2013. On August 29, 2013, the Chicago Mercantile Exchange ('CME') alleged that Deutsche Bank Securities Inc. ('DBSI') violated Chicago Board of Trade ('CBOT') Rule 970.A relating to computing the risk-based capital requirement, CBOT Rule 971.A.2 relating to computing certain receivables, CBOT Rule 971.A.3 relating to account titling, CBOT RULE 980.A relating to prompt examination of records, and CBOT Rule 980.B relating to certain financial statement and internal accounting controls matters. On December 12, 2013, DBSI submitted an offer of settlement for $900,000.00 without admitting or denying the charges. CME accepted DBSI's offer of settlement effective February 18, 2014. The firm paid the $900,000.00 on March 3, 2014.  DBSI was ordered to pay a fine of $900,000.00.	Without admitting or denying the allegations, on December 12, 2013, DBSI submitted an offer of settlement for $900,000.00. CME accepted DBSI's offer of settlement effective February 18, 2014. The firm paid the $900,000.00 on March 3, 2014.
0001018490-16-000034	sraViolationOfRules	90	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	2010023559301	19-DEC-2013	Financial Industry Regulatory Authority ('FINRA')	The Registrant has not been the subject of this matter: Date Initiated: 12/19/2013.  FINRA alleged violations of Section 17(a) of the Securities Exchange Act of 1934 and Rules 15c3-1, 15c3-3, 17a-3, 17a-4 and 17a-5 thereunder, FINRA Rule 2010, and NASD Rule 3010 and 3110, relating, primarily, to DBSI's enhanced lending program for: failure to maintain accurate books and records; failure to maintain books and records sufficiently transparent to ensure the accuracy of the data on DBSI's focus report; filing an inaccurate focus report; inaccurately over-reporting the amount of a margin call resulting from its reclassification of intercompany receivables as stock loans; inaccurately computing its customer reserve formula which, when self-identified and corrected, resulted in hindsight deficiencies ranging from $700 million to $1.6 billion during the period between March 5, 2010 and March 26, 2010; and, failing to establish and maintain adequate Written Supervisory Policies and Procedures for its independent price verification process to sufficiently document management reporting for certain of its residential mortgage backed securities and commercial mortgage backed security inventory positions. DBSI neither admitted nor denied any of the foregoing.  Without admitting or denying the allegations, DBSI agreed to a letter of acceptance, waiver and consent ('AWC') consenting to a censure and fine of $6,500,000.00.  DBSI consented to a censure, a fine of $6,500,000.00.  The fine was paid on 12/30/13.	Without admitting or denying the allegations, DBSI agreed to a letter of acceptance, waiver and consent ('AWC') consenting to a censure and fine of $6,500,000.00.
0001018490-16-000034	sraViolationOfRules	91	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	20100237658-01	13-JAN-2014	Financial Industry Regulatory Authority ('FINRA')	The Registrant has not been the subject of this matter: Date Initiated: 1/13/2014. FINRA alleged that Deutsche Bank Securities Inc. ('DBSI') 1) effected transactions in securities while a trading halt was in effect with respect to each of the securities; 2) failed to establish, maintain, and enforce written policies and procedures reasonably designed to prevent trade-throughs of protected quotations in National Market System ('NMS') stocks; 3) failed to take reasonable steps to establish that Intermarket Sweep Orders it routed complied with Exchange Act Rule 600(b)(30); 4) failed to report to TRACE the correct contra-party's identifier for certain transactions; 5) failed to report to TRACE certain transactions that it was required to report and reported to TRACE certain transactions that it was not required to report; 6) failed to report to TRACE S1 certain transactions in Corporate Debt Securities; 7) failed to report to TRACE the correct contra-party's identifier for S1 transactions in certain Corporate Debt Securities and failed to accurately report to TRACE the market identifier for an S1 transaction; 8) the firm failed to submit a report to TRACE identifying the correct volume, price, execution date, or execution time for certain S1 transactions in Corporate Debt Securities; 9) failed, within 30 seconds after execution, to transmit to the Over-The-Counter ('OTC') Trade Reporting Facility ('OTCRF') reports of transactions in OTC securities in violation of FINRA Rules 6622(a) and 2010; 10) transmitted certain reportable order events to OATS that were rejected by OATS and failed to repair many of these rejected ROES.  FINRA alleged that as a result of such conduct, DBSI violated SEC Rules 611(a), 611(c) of Regulation NMS, FINRA Rules 2010, 5260, 6622(a), 6730(b), 6730(b)(1), 6730(c)(2), 6730(c)(3), 6730(c)(5), 6730(c)(6), 6730(c)(8), 6730(d)(4)(d), 6730(e), 7450, NASD Rules 3010, 3340. Without admitting or denying the allegations, DBSI agreed to a Letter of Acceptance, Waiver and Consent ('AWC') consenting to a censure and fine of $110,000.00.  Fine of $110,000.00 paid on 2/6/14.	Without admitting or denying the allegations, DBSI agreed to a Letter of Acceptance, Waiver and Consent ('AWC') consenting to a censure and fine of $110,000.00. Fine of $110,000.00 paid on 2/6/14.
0001018490-16-000034	sraViolationOfRules	92	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	Case No. 2013-002A	04-FEB-2014	ICE Futures U.S.	The Registrant has not been the subject of this matter: Date Initiated: 2/04/2014. ICE Futures U.S. alleged Deutsche Bank Securities Inc. ('DBSI') violated Rule 4.07(C) in that it failed to report a block trade in a timely manner and conveyed an inaccurate execution time of that trade to the Exchange. Without admitting or denying the allegations, DBSI agreed to the settlement and the fine of $5,000.00. The Fine of $5,000.00 was paid on 2/7/2014.	Without admitting or denying the allegations, DBSI agreed to the settlement and the fine of $5,000.00. The fine of $5,000.00 was paid on 2/7/2014.
0001018490-16-000034	sraViolationOfRules	97	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	NYMEX 12-9189-BC	28-MAY-2014	New York Mercantile Exchange ('NYMEX')	The Registrant has not been the subject of this matter: Date Initiated: 5/28/2014. NYMEX alleged that Deutsche Bank Securities Inc. ('DBSI') violated Exchange Rule 536.D ('Recordkeeping requirements for PIT, GLOBEX and negotiated trades - Customer Type	DBSI neither admitted nor denied the rule violations upon which the penalty is based. DBSI consented to the fine of $3,500.00. The fine was paid on June 5, 2014.
0001018490-16-000034	sraViolationOfRules	94	Deutsche Bank AG ('DBAG'), a Control Affiliate of the Registrant	NYMEX12-09149-BC	20-FEB-2014	CME Group	The Registrant has not been the subject of this matter: Date Initiated: 2/20/2014.  On February 20, 2014 a Business Conduct Committee of the CME Group accepted a fine from Deutsche Bank AG (DBAG) for $25,000 in connection with allegations that DBAG failed to maintain adequate documentation in connection with EFRP transactions on three trades between August 2012 and June 2013. The Bank neither admitted nor denied the Rule violations upon which the fine was based.  Without admitting or denying the allegations DBAG agreed to pay the fine of $25,000.00 which was paid on March 4, 2014.  DBAG was ordered to pay a fine of $25,000.00. The fine was paid on March 4, 2014.	Without admitting or denying the allegations DBAG agreed to pay the fine of $25,000.00 which was paid on March 4, 2014.  DBAG was ordered to pay a fine of $25,000.00. The fine was paid on March 4, 2014.
0001018490-16-000034	sraViolationOfRules	95	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	20110301435-01	21-MAY-2014	Financial Industry Regulatory Authority ('FINRA')	The Registrant has not been the subject of this matter: Date Initiated: 05/21/2014. FINRA alleged that Deutsche Bank Securities Inc. ('DBSI') failed to accept or decline in the FINRA/NASDAQ Trade Reporting Facility ('FNTRF') transactions in reportable securities within 20 minutes after execution. In addition, findings that the firm lacked sufficient written supervisory procedures to ensure the accuracy and timeliness of its equity trade reporting compliance. Without admitting or denying the allegations, DBSI agreed to a letter of Acceptance, Waiver and Consent ('AWC') consenting to a censure of $27,500.00. In addition to the firm undertaking to revise the WSP's, the fine of $27,500.00 was paid on June 13, 2014.	Without admitting or denying the allegations, DBSI agreed to a letter of Acceptance, Waiver and Consent ('AWC') consenting to a censure of $27,500.00.  Fine of $27,500.00 was paid on June 13, 2014.
0001018490-16-000034	sraViolationOfRules	96	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	COMEX 12-9190-BC	28-MAY-2014	Commodity Exchange, Inc. ('COMEX')	The Registrant has not been the subject of this matter: Date Initiated: 5/28/2014. COMEX alleged that Deutsche Bank Securities Inc. ('DBSI') violated Exchange Rule 536.D ('Recordkeeping requirements for PIT, GLOBEX and negotiated trades - Customer Type Indicator (CTI) codes'), finding that during the time periods of July 25, 2012 through August 8, 2012, September 24, 2012 through October 7, 2012, April 1, 2013 through April 30, 2013 and November 1, 2013 through November 30, 2013, DBSI submitted numerous instances of incorrect CTI codes. DBSI neither admitted nor denied the rule violations upon which the penalty is based. On May 28, 2014, an offer of settlement was accepted by a Commodity Exchange Business Conduct Committee under which Deutsche Bank Securities Inc. (DBSI) was ordered to pay a fine of $2,500.00. DBSI neither admitted nor denied the rule violations upon which the penalty is based. DBSI consented to the fine of $2,500.00. The fine was paid on June 5, 2014.	DBSI neither admitted nor denied the rule violations upon which the penalty is based. DBSI consented to the fine of $2,500.00. The fine was paid on June 5, 2014.
0001018490-16-000034	sraViolationOfRules	98	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	CBOT 12-9188-BC	28-MAY-2014	Chicago Board of Trade ('CBOT')	The Registrant has not been the subject of this matter: Date Initiated: 5/28/2014. CBOT alleged that Deutsche Bank Securities Inc. ('DBSI') violated Exchange Rule 536.D ('Recordkeeping requirements for PIT, GLOBEX and negotiated trades - Customer Type Indicator (CTI) codes'), finding that during the time periods of July 25, 2012 through August 8, 2012, September 24, 2012 through October 7, 2012, April 1, 2013 through April 30, 2013 and November 1, 2013 through November 30, 2013, DBSI submitted numerous instances of incorrect CTI codes. DBSI neither admitted nor denied the rule violations upon which the penalty is based. On May 28, 2014, an offer of settlement was accepted by a Chicago Board of Trade Business Conduct Committee under which Deutsche Bank Securities Inc. (DBSI) was ordered to pay a fine of $8,000.00. DBSI neither admitted nor denied the rule violations upon which the penalty is based. DBSI consented to the fine of $8,000.00. The fine was paid on June 5, 2014.	DBSI neither admitted nor denied the rule violations upon which the penalty is based. DBSI consented to the fine of $8,000.00. The fine was paid on June 5, 2014.
0001018490-16-000034	sraViolationOfRules	99	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	CME 12-9187-BC	28-MAY-2014	Chicago Mercantile Exchange ('CME')	The Registrant has not been the subject of this matter: Date Initiated: 5/28/2014. CME alleged that Deutsche Bank Securities Inc. ('DBSI') violated Exchange Rule 536.D ('Recordkeeping requirements for PIT, GLOBEX and negotiated trades - Customer Type	DBSI neither admitted nor denied the rule violations upon which the penalty is based. DBSI consented to the fine of $16,000.00. The fine was paid on June 5, 2014.
