ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0001018490-08-000017	enjoinedInvestmentRelatedActivity	2	Deutsche Investment Management Americas Inc., a Control Affiliate of the Registrant	Case #: 2005KAHAP69446	13-DEC-2007	Seoul Central District Court, Seoul, South Korea	The Registrant has not been the subject of this matter:  Initiation date 12/13/2007.  In the Hankang Restructuring Fund's (the 'Fund') civil suit filed with the Seoul Central District Court, the Fund alleged that Deutsche Investment Management Americas Inc. ('DIMA') made investments in FD Tech and Nextern in breach of investment guidelines.  In addition, the suit also alleged that DIMA did not conduct sufficient due diligence and fundamental research on FD Tech and Nextern while making investments.  DIMA was ordered to pay KRW18,624,447,786 to the Fund in restitution for losses sustained as a result of the investments in FD Tech and Nextern.  On December 20th, 2007 DIMA made the payment pursuant to the order.  Conversion rate in USD of KWR on 12/20/2007 was $23,662,663.55 inclusive of interest. In addition, DIMA was ordered to pay interest at a rate of 6% per annum from October 1, 2004 through December 13, 2007 and at a rate of 20% per annum from December 14, 2007 until the sum is fully paid.	DIMA was ordered to pay KRW18,624,447,786 plus interest to the Fund.
0001018490-08-000017	foreignAgency	1	Deutsche Securities Australia Limited, a Control Affiliate of the Registrant	Occurrence 1347474	24-JAN-2007	Australian Securities Exchange	The Registrant has not been the subject of this matter: The Australian Securities Exchange ('ASX') determined that Deutsche Securities Australia Limited ('DSAL') contravened ASX Market Rule 20.8.3 as a result of executing five special crossings in derivative market contracts over a cash market product for which there was a current offer period for a takeover bid and contravened ASX Market Rule 20.8.4 by executing one special crossing in a combination when a component part of the combination was a derivatives market contract over a cash market product for which there was a current offer period for a takeover bid. The ASX Rules prohibit special size crossings being executed in securities that are party to a takeover situation. The ASX contacted ('DSAL') on May 1, 2006 regarding six separate special crossings in the stock of Patrick Corporation that had been executed at a time when Patrick was a subject of a takeover bid. The special crossings occurred during a period beginning in December 2005 through mid March 2006. DSAL responded that the incorrect execution of special crossings was a result of genuine confusion regarding the status of the takeover bid. ASX Enforcement Division referred the matter to ASX Disciplinary Tribunal for consideration. The Tribunal imposed a monetary sanction of A$50,000 which was appealed by both DSAL and ASX Enforcement as being overly severe. In light of DSAL's co-operation with the initial investigation, its prior unblemished history and the action that DSAL had taken since the contraventions occurred, the Tribunal reduced the sanction to A$45,000 on January 24, 2007. On March 7, 2007, the ASX Issued a disciplinary circular naming DSAL and providing details of the offense and penalty imposed. A fine of a A$45,000 was imposed upon Deutsche Securities Australia Limited.	A fine of a A$45,000 was imposed upon Deutsche Securities Australia Limited.
0001018490-08-000017	foreignAgency	2	Deutsche Bank AG (London), a Control Affiliate of the Registrant	Occurrence 1340615	19-DEC-2006	Comision Nacional Del Mercado	The Registrant has not been the subject of this matter: Initiation date: 02/03/2006.  The Comision Nacional Del Mercado ('CNMV') alleged Deutsche Bank AG London Branch ('DB London') engaged in a breach of its obligation not to carry out market sounding or wall crossing activities until the close of the Madrid market and approval of a short prospectus for an equity placement (block trade) executed in shares of Spanish company Ebro Puleva on February 26, 2004.  On December 19, 2006, DB London received notice that the CNMV received approval to sanction DB London in respect of an equity placement (block trade) executed in shares of Spanish company Ebro Puleva in February 2004.  The CNMV alleged that, pursuant, to prospectus describing the placement, DB London imposed upon itself an obligation not to carry out any market sounding or wall crossing activities prior to the close of the Madrid market and approval of the short prospectus by the CNMV on the date of the transaction. The CNMV argued that DB London breached this obligation by approaching three investors to determine market interest prior to the market close. DB London was suspended from accelerated book built deals in Spanish securities for a period of three months from 19 December 2006 through 19 March 2007. A monetary fine of 1,000,000 Euros was ordered.	Suspended from accelerated book built deals in Spanish securities for a period of three months from 19 December 2006 through 19 March 2007.  A monetary fine of 1,000,000 Euros was ordered.
0001018490-08-000017	foreignAgency	3	Morgan Grenfell & Co Limited ('MG & CO'), a Control Affiliate of the Registrant	FSA Unknown	18-MAR-2004	Financial Services Authority ('FSA') of London, U.K.	The Registrant has not been the subject of this matter: The Financial Services Authority ('FSA') of London, U.K., found that MG & Co to have been in breach of FSA Principle 6 and Principle 8 wherein MG & Co failed to act in its customer's best interests and failed to manage conflicts of interests. The FSA found that MG & Co had commenced proprietary trading in certain of the constituent securities of a client's programme trade, prior to its award, based on limited information provided to enable MG & Co to quote for the business. The FSA found that the proprietary trading resulted in the client, a fund manager, paying more for the programme trade than they would otherwise have done. The FSA noted that MG & Co agreed compensation for the customer on the same day. The current status is: closed on 18 March 2004. Pursuant to section 206 of the Financial Services and Markets Act 2000, FSA imposed a fine of UK pounds 190,000 (US $350,000) which was paid on 1 April 2004.	Pursuant to section 206 of the Financial Services and Markets Act 2000, FSA imposed a fine of UK pounds 190,000 (US $350,000) which was paid on 1 April 2004.
0001018490-08-000017	foreignAgency	4	Deutsche Bank AG (London Branch) ('DBL'), a Control Affiliate of the Registrant	Docket/Case Number: FSA/PN/036/006	11-APR-2006	The Financial Services Authority ('FSA')	The Registrant has not been the subject of this matter: The Financial Services Authority ('FSA') fined DBL for breaches of FSA Principle 5 (duty to observe proper standards of market conduct) and breaches of Principle 2 (duty to act with due skill, care and diligence) regarding two separate equity capital market transactions conducted by DBL in March 2004. DBL internally identified and self reported to the FSA issues relating to both transactions. DBL appointed external advisors to undertake a detailed investigation into the transactions, the results of which were provided to the FSA in May 2004. The first transaction involved a book build in Scania AB, B shares. For the purposes of the settlement with FSA, DBL has admitted breaches of FSA Principle 5, in that DBL had purchased high volumes of Scania AB, B shares using external brokers, rather than trading in DBL's own name, thereby increasing and stabilizing the share price. For the purposes of the settlement, DBL has also admitted breaches of FSA Principle 2, in that (1) DBL allowed the purchase of shares by an employee without pre-notification (2) DBL issued three coverage statements that were incomplete or inaccurate with respect to the actual degree of coverage, and (3) DBL issued an internal statement on the day following the transaction that DBL would be reporting to the Stockholm Stock Exchange that it currently held a 9.6% stake in Scania AB; this information was not properly embargoed, as a number of DBL employees disclosed it to clients, prior to the information being made public. The second transaction involved the stabilization of Cytos Biotechnology AG shares. For the purposes of the settlement with FSA, DBL has admitted breaches of FSA Principle 2 because (1) DBL failed to ensure that the stabilization trader followed DBL's internal procedures on stabilization; and (2) DBL failed to ensure that the London staff escalated trading issues to Compliance in a timely manner. The current status is closed on 4/11/2006. For the purposes of the settlement, DBL agreed to a total financial penalty of GBP 6,363,643 for breaches of FSA Principle 5 in respect to one of the transactions, and FSA Principle 2 in respect of both transactions. This fine was paid to the FSA on 13 April 2006. DBL agreed to pay: (i) a fine of GBP 3,500,000, and a 'loss avoidance' figure of GBP 2,363,643 with respect to the Scania transaction due to the DBL purchases and the inaccurate coverage statements (ii) a fine of GBP 500,000 with respect to the Cytos Biotechnology transaction for failure to follow internal procedures on stabilization, and failure to escalate issue to Compliance in a timely manner.	For the purposes of the settlement, DBL agreed to a total financial penalty of GBP 6,363,643 for breaches of FSA Principle 5 in respect to one of the transactions, and FSA Principle 2 in respect of both transactions.  This fine was paid to the FSA.
0001018490-08-000017	foreignAgency	5	Morgan Grenfell Asia & Partners Securities PTE Ltd., a Control Affiliate of the Registrant	SES Unknown	30-MAY-1995	Disciplinary Committee of the Stock Exchange of Singapore Ltd.	The Registrant has not been the subject of this matter: Initiation date: April 27, 1995.  On April 27, 1995, the Disciplinary Committee of the Stock Exchange of Singapore Ltd.('SES') found that MGAPS ratio of Aggregate Indebtedness to Adjusted Net Capital had exceeded 500% for two days, on January 19 & 20, 1994, in violation of SES Rule 57(1).  The current status is: closed on May 30, 1995.  Pursuant to SES Rule 46.1(a), the Disciplinary Committee imposed a fine of 75,000 Singapore dollars on MGAPS.	Closed on May 30, 1995.  Pursuant to SES Rule 46.1(a), the Disciplinary Committee imposed a fine of 75,000 Singapore dollars on MGAPS.
0001018490-08-000017	foreignAgency	6	Deutsche Bank AG (London), a Control Affiliate of the Registrant	Autorite Des Marches Financiers - Unknown	07-JUN-2007	Autorite Des Marches Financiers	The Registrant has not been the subject of this matter: Initiation date: December 13, 2002.  Autorite Des Marches Financiers ('AMF') alleged certain abuses arising out of a convertible offer by Vivendi which took place in November 2002.  The allegations centered on whether hedge funds acted on information offered by DBAG London before the issuance of the bond was publicly announced.  The AMF alleged that DBAG London, which handled a 1 billion Euro  convertible bond issue for Vivendi in November 2002, did not fully respect the rules of good conduct which apply to market testing in passing on information about the issue to four hedge funds prior to the information becoming publicly known.  The AMF found that the funds used this information to trade Vivendi shares.  Without admitting or denying the allegations, DBAG London was sanctioned for technical and procedural reasons and there were no findings that DBAG London violated insider trading rules.  Likewise, DBAG London was not sanctioned for passing information to the hedge funds. The AMF alleged that there were also material inaccuracies in the prospectus. However, this was viewed by the AMF as a formal breach, which on its own, would not warrant a high penalty. The AMF alleged that DBAG London failed to retain proper records of its 'Market Sounding' communications and failed to retain relevant tape recordings. The AMF did not allege that the mistaken erasure of the tapes was intentional.	Without admitting or denying the allegations, DBAG London was sanctioned for technical and procedural reasons and accepted a fine of E750,000.00.
0001018490-08-000017	foreignAgency	7	Deutsche Bank AG (London), a Control Affiliate of the Registrant	Docket/Case Number: Autorite Des Marches Financiers - Unknown	23-NOV-2007	Autorite Des Marches Financiers ('AMF')	The Registrant has not been the subject of this matter:  Initiation date:  10/18/2006.  The Autorite Des Marches Financiers alleged certain abuses arising out of the convertible bond offer for French telecommunications equipment maker Alcatel which took place in December 2002.  The allegations centered on whether hedge funds acted on the basis of information communicated by DB London before the issuance of the bonds was publicly announced, during its market sounding activities.  The AMF concluded that DB had no culpability in relation to alleged insider dealing activities, but alleged procedural, record keeping omissions by DB, in relation to the records it maintained of the market soundings.  On December 22, 2006, the AMF notified DB London that it would be sanctioned for technical and procedural violations in connection with a convertible bond offering by Alcatel, DB lead managed the transaction.  There was no case to answer for insider trading. DB London conducted market soundings with several hedge funds ahead of the offering in December 2002. DB London was able to produce documentation sufficient to attest that it was engaged in market sounding which is permitted under AMF Rules. However, since the times the telephone contacts with the hedge funds were made were not evidenced in the documentation and the names of certain third parties were missing from the firm's records, AMF found that DB London acted contrary to French Market soundings regulations. AMF imposed a monetary sanction of 300,000 Euros, which has been paid in full.	AMF imposed a monetary sanction of 300,000 Euros, which has been paid in full.
0001018490-08-000017	fsrFalseStatementOrOmission	1	Bankers Trust Company NKA Deutsche Bank Trust Company Americas, a Control Affiliate of the Registrant	99 CR250JGK (S.D.N.Y., 1999)	11-MAR-1999	United States Attorney's Office in the Southern District of New York	In reference to the 'Title of Action' noted above, please see response to question 10(a)(1)(v).	In reference to the 'Title of Action' noted above, please see response to question 10(a)(1)(vi).
0001018490-08-000017	fsrFalseStatementOrOmission	2	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	Occurrence 1219988	31-AUG-2004	The California Department of Corporations	The Registrant has not been the subject of this matter: The California Department of Corporations charged violations of Corporations Code Section 25218 and Title 10 of the Code of Regulations Section 260.218 for allegedly not adequately insulating research analysts from the influences of covered companies and investment banking; violations of Corporations Code Sections 25212(G) and 25218 and Title 10 of the California Code of Regulations Section 260.218.4 for allegedly not properly supervising its employees to prevent such influences; and violations of California Corporations Code Section 25241 and Section 260.241.1(B) of Title 10 of the California Code of Regulations for allegedly not promptly producing e-mail data. The current status is closed on August 31, 2004. Without admitting or denying the allegations, DBSI agreed to an administrative consent order with the California Department of Corporations, and to pay $87.5 million. The administrative consent order included undertakings with respect to the separation of research and investment banking; mandatory disclosures to be included in research reports and transparency of research analysts' ratings and projections; and the use of independent, third-party research services.  DBSI agreed to pay: (I) $50 million, offset by $25 million to be paid pursuant to agreements with state regulators in related proceedings (including $3,001,328 paid to California on August 26, 2004); (II) $25 million to fund the provision of independent research to investors (payable over the next five years); (III) $5 million to promote investor education (payable over the next five years); and (IV) $7.5 million in connection with allegations concerning Section 17(B) of the Exchange Act.	Without admitting or denying the allegations, DBSI agreed to an administrative consent order (which included certain undertakings) with the California Dept. of Corps. and to pay $87.5 million with certain offsets to be paid in related actions.
