ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000868275-21-000006	corporationPartnership	3	CHRISTOPHER R. FANKHAUSER	17-JAN-2006	DIRECTOR/COO	NA	true		
0000868275-21-000006	corporationPartnership	6	PHELPS S. MCILVAINE	16-AUG-1994	DIRECTOR	NA			
0000868275-21-000006	corporationPartnership	5	MICHAEL E. LEWIS	17-SEP-2012	CHIEF COMPLIANCE OFFICER	NA			
0000868275-21-000006	corporationPartnership	4	NICHOLAS F. KAISER	01-AUG-1989	DIRECTOR/CHAIRMAN	C	true		
0000868275-21-000006	corporationPartnership	2	CRAIG P. CHURMAN	02-AUG-2011	VP, PRODUCT DEVELOPMENT & DIRECTOR	NA	true		15-OCT-2021
0000868275-21-000006	corporationPartnership	7	MONEM A. SALAM	23-JUN-2005	DIRECTOR/EXECUTIVE VICE PRESIDENT	NA	true		
0001448300-21-000011	corporationPartnership	1	Putnam U.S. Holdings I, LLC	30-DEC-2008	Parent of Registrant	E	true		
0001448300-21-000011	corporationPartnership	2	Robert L. Reynolds	16-OCT-2008	Director	NA	true		
0001448300-21-000011	corporationPartnership	3	Steven D. Krichmar	16-OCT-2008	Senior Managing Director	NA	true		19-NOV-2016
0001448300-21-000011	corporationPartnership	4	Michael J. Woodall	16-DEC-2016	President, Putnam Investor Services, Inc	NA	true		
0001448300-21-000011	corporationPartnership	5	Clare Richer	01-DEC-2008	Chief Financial Officer	NA	true		01-JUN-2017
0001448300-21-000011	corporationPartnership	6	Andra S. Bolotin	01-JUN-2017	Chief Financial Officer and Director	NA	true		
0001448300-21-000011	corporationPartnership	9	Stephen J. Tate	01-JUL-2021	Director	NA	true		
0001448300-21-000011	corporationPartnership	8	Aaron M. Cooper	01-FEB-2019	EVP and Chief Operating Officer	NA	true		
0001448300-21-000011	corporationPartnership	7	Robert T. Burns	13-MAY-2011	Director	NA	true		30-JUN-2021
0000735286-21-000014	corporationPartnership	1	Amy NMN Gutmann	30-JUN-2006	Director	NA	true		
0000735286-21-000014	corporationPartnership	2	Andre Francois Perold	31-DEC-2004	Director	NA	true		
0000735286-21-000014	corporationPartnership	3	Francis Joseph Loughrey	01-OCT-2009	Director	NA	true		
0000735286-21-000014	corporationPartnership	4	Michael Thomas Rollings	06-JUN-2006	Managing Director	NA	true		
0000735286-21-000014	corporationPartnership	5	Mark NMN Loughridge	22-MAR-2012	Director	NA	true		
0000735286-21-000014	corporationPartnership	6	Scott Charles Malpass	22-MAR-2012	Director	NA	true		
0000735286-21-000014	corporationPartnership	7	Peter Frederick Volanakis	01-DEC-2008	Director	NA	true		
0000735286-21-000014	corporationPartnership	8	Mortimer Joseph Buckley	31-JAN-2003	Chief Executive Officer, Director	NA	true		
0000735286-21-000014	corporationPartnership	9	Chris Davis McIsaac	07-JAN-2012	Managing Director	NA	true		
0000735286-21-000014	corporationPartnership	10	John Thomas Marcante	21-MAR-2013	Managing Director	NA	true		19-NOV-2021
0000735286-21-000014	corporationPartnership	11	Anne Elizabeth Robinson	22-SEP-2016	General Counsel	NA	true		
0000735286-21-000014	corporationPartnership	12	John Edward Schadl	18-MAR-2019	Chief Compliance Officer	NA	true		
0000735286-21-000014	corporationPartnership	13	Karin Ann Risi	28-MAY-2015	Managing Director	NA	true		
0000735286-21-000014	corporationPartnership	14	Thomas Mark Rampulla	28-MAY-2015	Managing Director	NA	true		
0000735286-21-000014	corporationPartnership	15	John Mark James	01-JAN-2017	Managing Director	NA	true		
0000735286-21-000014	corporationPartnership	16	Gregory NMN Davis	31-JUL-2017	Managing Director	NA	true		
0000735286-21-000014	corporationPartnership	17	Sarah Bloom Raskin	31-JUL-2017	Director	NA	true		
0000735286-21-000014	corporationPartnership	18	Deanna Marie Mulligan	31-JUL-2017	Director	NA	true		
0000735286-21-000014	corporationPartnership	19	Joseph Patrick Brennan	27-SEP-2018	Chief Risk Officer	NA	true		
0000735286-21-000014	corporationPartnership	20	Lauren Marie Valente	25-JUL-2020	Managing Director	NA	true		
0000735286-21-000014	corporationPartnership	21	Matthew John Benchener	04-DEC-2020	Managing Director	NA	true		
0000735286-21-000014	corporationPartnership	22	David Anthony Thomas	22-JUL-2021	Director	NA	true		
0000735286-21-000014	corporationPartnership	23	Nitin NMN Tandon	01-SEP-2021	Managing Director	NA	true		
0000735286-21-000014	corporationPartnership	24	Tara Lynn Bunch	18-NOV-2021	Director	NA	true		
0001894534-21-000003	corporationPartnership	1	Yin Wu	22-AUG-2019	President and CEO	C	true		
0001520138-21-000739	soleProprietorship	1	Rajesh Gopi	24-JUN-2021	Operating Partner			Control of Registrant	
0001202048-21-000006	corporationPartnership	6	Cheryl Tibbits	17-JUN-2021	Executive Vice President & CFO	NA			
0001202048-21-000006	corporationPartnership	5	Todd McGrath	17-JUN-2021	President	NA	true		
0001202048-21-000006	corporationPartnership	4	Freda Lee	17-JUN-2021	Executive Vice President	NA	true		
0001202048-21-000006	corporationPartnership	3	Eric S. Levy	29-JUN-2016	Director and Senior Vice President	NA	true		17-JUN-2021
0001202048-21-000006	corporationPartnership	2	Glenn R. Harris	15-JAN-2015	Director	NA	true		30-APR-2021
0001202048-21-000006	corporationPartnership	1	The Variable Annuity Life Insurance Company (VALIC)	18-NOV-1996	Owner	E	true		
0001894652-21-000001	soleProprietorship	1	Jason Futko	15-JAN-2021	Operating Manager			President	
0001419454-21-000007	corporationPartnership	4	Surinder Singh	01-DEC-2005	Director	NA	true		31-AUG-2008
0001419454-21-000007	corporationPartnership	25	Ramaswamy Balasubramanya	17-DEC-2015	Director	NA	true		17-DEC-2019
0001419454-21-000007	corporationPartnership	24	James Andrew Amrein	10-NOV-2014	Director	NA			25-OCT-2019
0001419454-21-000007	corporationPartnership	23	Fidelity China LLC	05-FEB-2014	Shareholder	NA	true		
0001419454-21-000007	corporationPartnership	22	Fidelity Investment Systems India Inc - USA	09-OCT-2013	Shareholder	E	true		27-MAR-2018
0001419454-21-000007	corporationPartnership	21	Water Street Holdings BV-Netherlands	09-OCT-2013	Shareholder	E	true		05-FEB-2014
0001419454-21-000007	corporationPartnership	20	Robert W. Hess	29-AUG-2013	Director	NA	true		17-DEC-2015
0001419454-21-000007	corporationPartnership	31	Mihir Sudhir Shah	08-SEP-2021	Director	NA			
0001419454-21-000007	corporationPartnership	30	Balasubramanian Parasuram	23-JUL-2021	Director	NA			10-NOV-2021
0001419454-21-000007	corporationPartnership	29	Panna Chugh	23-JUL-2021	Director	NA			
0001419454-21-000007	corporationPartnership	28	K S Pashupathi	25-OCT-2019	Director	NA	true		
0001419454-21-000007	corporationPartnership	27	Arshad Shikandar Sayyad	27-NOV-2018	Director	NA	true		24-JUL-2021
0001419454-21-000007	corporationPartnership	1	FID Holdings (Mauritius) Limited	08-OCT-2004	Shareholder	E	true		31-MAR-2012
0001419454-21-000007	corporationPartnership	2	Fidelity India Shared Services Partnership	26-OCT-2004	Shareholder	NA			31-MAR-2012
0001419454-21-000007	corporationPartnership	3	Fidelity International Services Limited	29-MAR-2007	Shareholder	NA			24-MAR-2009
0001419454-21-000007	corporationPartnership	26	Fidelity Investments Systems India LLC	27-MAR-2018	Shareholder	E	true		
0001419454-21-000007	corporationPartnership	5	Caron McDonald	07-SEP-2006	Director	NA	true		15-DEC-2008
0001419454-21-000007	corporationPartnership	6	Yash Pal Syngal	14-AUG-2006	Director	NA	true		19-AUG-2008
0001419454-21-000007	corporationPartnership	7	Richard Siegelman	04-FEB-2008	Transfer Agent CCO	NA			31-JUL-2010
0001419454-21-000007	corporationPartnership	8	Gurpal Singh	09-SEP-2008	Director	NA	true		19-DEC-2008
0001419454-21-000007	corporationPartnership	9	Mahesh Muzumdar	01-DEC-2008	Director	NA	true		31-JUL-2010
0001419454-21-000007	corporationPartnership	10	Arijit Mukherji	01-DEC-2008	Director	NA	true		16-APR-2010
0001419454-21-000007	corporationPartnership	11	Kevin Smith	16-DEC-2008	Director	NA	true		08-APR-2009
0001419454-21-000007	corporationPartnership	12	Sunil Kunte	20-MAY-2009	Director	NA	true		31-DEC-2018
0001419454-21-000007	corporationPartnership	13	Saikat Bhattacharya	20-JUL-2010	Director	NA	true		30-APR-2013
0001419454-21-000007	corporationPartnership	14	Anmarie Ciccolo	01-AUG-2010	Transfer Agent CCO	NA			01-JUL-2017
0001419454-21-000007	corporationPartnership	15	John D. Walsh	02-AUG-2010	Director	NA	true		30-SEP-2013
0001419454-21-000007	corporationPartnership	16	Steven Lee Kuhlman	12-AUG-2010	Director	NA	true		02-JUL-2012
0001419454-21-000007	corporationPartnership	17	FMR Holdings Mauritius Limited	31-MAR-2012	Shareholder	E	true		09-OCT-2013
0001419454-21-000007	corporationPartnership	18	Water Street Holdings BV	31-MAR-2012	Shareholder	NA	true		09-OCT-2013
0001419454-21-000007	corporationPartnership	19	James Blair Burlingame	02-JUL-2012	Director	NA	true		01-JUN-2014
0001018490-21-000027	corporationPartnership	6	Edward McMahon	02-MAY-2019	Director	NA	true		
0001018490-21-000027	corporationPartnership	5	Heiko Roessle	27-MAR-2019	Director	NA	true		
0001018490-21-000027	corporationPartnership	4	Deutsche Bank AG	04-JUN-1999	Owner of 100% DB USA Corporation	E			
0001018490-21-000027	corporationPartnership	7	Stephen Hessler	22-APR-2021	Director and President	NA	true		
0001018490-21-000027	corporationPartnership	3	DB USA Corporation	01-JUL-2016	Owner of 100% of DBTC	E			
0001018490-21-000027	corporationPartnership	1	Deutsche Bank Holdings, Inc. (DBHold)	12-DEC-1991	Owner of 100% Registrant	E			
0001018490-21-000027	corporationPartnership	2	Deutsche Bank Trust Corporation (DBTC)	12-DEC-1991	Owner of 100% DBHold	E			
0000071138-21-000005	corporationPartnership	1	Amanda Cardinalli	21-JUL-2003	President	D	true		21-JUL-2003
0000071138-21-000005	corporationPartnership	2	Alexander H Walker III	21-JUL-2003	Owner	D	true		21-JUL-2003
0000849542-21-000006	corporationPartnership	13	The Bank of New York Mellon Corporation	01-JUL-2010	Ultimate parent entity	E	true		
0000849542-21-000006	corporationPartnership	15	Julie Shores	03-FEB-2021	Board Director	NA	true		
0000849542-21-000006	corporationPartnership	11	BNY Mellon US Services Holdings LLC f/k/a BNYM GIS Funding	01-JUL-2010	Parent entity	E	true		
0000849542-21-000006	corporationPartnership	10	Michael DeNofrio	01-DEC-1999	Board Director	NA	true		31-DEC-2020
0000849542-21-000006	corporationPartnership	9	William Allsopp	01-JAN-2019	CCO	NA	true		
0000849542-21-000006	corporationPartnership	8	Nicole Fouron	19-OCT-2018	Board Director	NA	true		
0000849542-21-000006	corporationPartnership	7	Timothy LiVolsi	07-FEB-2018	Board Director	NA	true		30-JUN-2021
0000849542-21-000006	corporationPartnership	6	Matthew A. Wells	29-SEP-2017	Board Director	NA	true		
0000849542-21-000006	corporationPartnership	5	Christine Gill	29-SEP-2017	Board Director	NA	true		
0000849542-21-000006	corporationPartnership	4	David Cullman	29-SEP-2017	Board Director	NA	true		
0000849542-21-000006	corporationPartnership	3	Calvin G. Holmquist	01-JUN-2014	President & Board Chairman	NA	true		30-SEP-2020
0000849542-21-000006	corporationPartnership	2	Stephen P. Farlese	11-OCT-2013	Board Director	NA	true		
0000849542-21-000006	corporationPartnership	1	Joseph G. Bawiec	31-MAR-2009	CFO	NA	true		
0000849542-21-000006	corporationPartnership	14	Alexandra Waite Goodburn	29-OCT-2020	President and Board Chairman	NA	true		
0000849542-21-000006	corporationPartnership	12	The Bank of New York Mellon	01-JUL-2010	Owner of parent entity	E	true		
0001049169-21-000008	corporationPartnership	1	Sean R. McLean	02-APR-2001	SVP, Director of Fund Accounting	NA	true		01-SEP-2021
0001049169-21-000008	corporationPartnership	2	Patricia P. Lobato	12-SEP-2008	SVP, Director of Creative Services	NA	true		
0001049169-21-000008	corporationPartnership	3	Richard Noyes	01-JUL-2016	SVP, General Counsel	NA	true		
0001049169-21-000008	corporationPartnership	4	Patrick J. Pedonti	16-APR-2018	VP, Treasurer and Asst. Secretary	NA	true		
0001049169-21-000008	corporationPartnership	5	Eric T. Parsons	01-AUG-2012	VP, Controller and Asst. Treasurer	NA	true		
0001049169-21-000008	corporationPartnership	6	Joseph J. Frank	16-APR-2018	Secretary	NA	true		01-SEP-2021
0001049169-21-000008	corporationPartnership	7	Una Troy	26-JUN-2019	Director and President	NA	true		
0001049169-21-000008	corporationPartnership	8	Stephen Kyllo	05-JUL-2020	SVP, Director & Chief Compliance Officer	NA	true		
0001049169-21-000008	corporationPartnership	9	Jason White	01-SEP-2021	Secretary	NA	true		
0000842657-21-000022	corporationPartnership	1	Kristine Lyons	22-SEP-2005	Director and Vice President	NA	true		
0000842657-21-000022	corporationPartnership	2	Nancy Tanzil	13-MAY-2014	Chief Financial Officer and Treasurer	NA			
0000842657-21-000022	corporationPartnership	3	DWS Investment Management Americas Inc.	06-FEB-1998	100% owner of Registrant	E	true		
0000842657-21-000022	corporationPartnership	4	Deutsche Asset Management US Holding Corporation (DeAM US Holding Corp.)	01-AUG-2017	100% owner of DIMA	E	true		01-MAY-2018
0000842657-21-000022	corporationPartnership	12	Nicole Grogan	26-JUL-2019	Director and Vice President	NA	true		
0000842657-21-000022	corporationPartnership	5	Michael Sharkey	01-NOV-2017	Director and President	NA	true		
0000842657-21-000022	corporationPartnership	10	DWS USA Corporation	01-MAY-2018	100% owner of DIMA	E	true		
0000842657-21-000022	corporationPartnership	9	DB Beteiligungs - Holding GmbH	02-APR-2018	77,5% owner of DWS Group GmbH & Co KGaA	E	true		
0000842657-21-000022	corporationPartnership	8	DWS Group GmbH & Co KGaA	02-APR-2018	100% owner of DeAM US Holding Corp.	E	true		
0000842657-21-000022	corporationPartnership	7	Deutsche Bank AG	02-APR-2018	owner of DB Beteiligungs - Holding GmbH	E	true		
0000842657-21-000022	corporationPartnership	6	Anjie Larocca	14-JUN-2017	Secretary	NA	true		
0000842657-21-000022	corporationPartnership	11	Hepsen Uzcan	25-JUN-2018	Director and Vice President	NA	true		
0001889110-21-000001	corporationPartnership	3	James Buckly Jordan	08-SEP-2021	President	C	true		
0001889110-21-000001	corporationPartnership	2	Future VC LLC	08-SEP-2021	Entity Owner	D	true		
0001889110-21-000001	corporationPartnership	1	Kevin William Morris	08-SEP-2021	CEO	C	true		
0001562770-21-000005	soleProprietorship	1	Virtus Partners, Inc	27-NOV-2012	Sole Member			Sole Member of Limited Liability Company	
0001562770-21-000005	soleProprietorship	5	George Aylward	30-NOV-2012	President			Control Affiliate	
0001562770-21-000005	soleProprietorship	2	Heidi Griswold	30-NOV-2012	Vice President Mutual Fund Services			Control Affiliate	
0001562770-21-000005	soleProprietorship	3	Mike Angerthal	30-NOV-2012	Treasurer			Control Affiliate	
0001562770-21-000005	soleProprietorship	4	David Martin	30-NOV-2012	Vice President Chief Compliance Officer			Control Affiliate	
0001146230-21-000005	corporationPartnership	20	Ellen R. McCarthy	22-APR-2019	Head of Compliance - Computershare USA	NA	true		
0001146230-21-000005	corporationPartnership	19	Edna Jennifer Warren	02-JAN-2019	President, US Issuer Services	NA	true		01-OCT-2021
0001146230-21-000005	corporationPartnership	18	Sheila M. Frierson	01-JUL-2016	President, US Plan Managers	NA	true		
0001146230-21-000005	corporationPartnership	17	Robert M. Fromberg	01-FEB-2016	Secretary	NA	true		
0001146230-21-000005	corporationPartnership	16	Carlos R. Leira	14-SEP-2015	Chief Information Officer	NA	true		
0001146230-21-000005	corporationPartnership	14	Nicholas S. R. Oldfield	01-JUL-2014	CFO, Treasurer, and Director	NA	true		
0001146230-21-000005	corporationPartnership	13	Jeffery G. Chasse	23-SEP-2013	Controller	NA	true		
0001146230-21-000005	corporationPartnership	12	Kevin M. Brennan	01-JUL-2013	Head of Equity Sales + Strategic Clients	NA	true		
0001146230-21-000005	corporationPartnership	15	Mark L. McDougall	01-JUL-2014	Global Chief Information Officer	NA	true		
0001146230-21-000005	corporationPartnership	3	Computershare Limited	27-JUN-2005	Indirect Owner	E	true		
0001146230-21-000005	corporationPartnership	10	William D. Zeller	17-JUL-2012	Chief Legal Officer - Computershare US	NA	true		
0001146230-21-000005	corporationPartnership	9	Computershare Holdings Inc.	01-JAN-2012	Indirect Owner	E	true		
0001146230-21-000005	corporationPartnership	8	Computershare Investments (UK)(No. 8) Limited	01-JAN-2012	Direct Owner	E	true		
